timestamp,kind,value
2026-08-05T01:23:09.131147+00:00,bat,49
2026-08-05T01:33:09.346858+00:00,bat,48
2026-08-05T01:39:46.613038+00:00,bat,47
2026-08-05T01:48:46.596907+00:00,bat,47
