elapsed_s,timestamp,bus,motor,position,temp_c,current,load,target,baseline
0.0,2026-08-05T01:22:57.107590+00:00,arms,left_shoulder_pan,1855,37,0,1044,1857,1855
0.0,2026-08-05T01:22:57.107590+00:00,arms,left_shoulder_lift,2419,36,10,132,2389,2419
0.0,2026-08-05T01:22:57.107590+00:00,arms,left_elbow_flex,1633,35,1,28,1629,1633
0.0,2026-08-05T01:22:57.107590+00:00,arms,left_wrist_flex,2179,35,1,52,2169,2179
0.0,2026-08-05T01:22:57.107590+00:00,arms,left_wrist_roll,1987,34,1,1044,1989,1987
0.0,2026-08-05T01:22:57.107590+00:00,arms,left_gripper,2014,37,0,0,2014,2014
0.0,2026-08-05T01:22:57.107590+00:00,arms,right_shoulder_pan,1976,37,1,18,1974,1976
0.0,2026-08-05T01:22:57.107590+00:00,arms,right_shoulder_lift,2089,35,4,98,2049,2089
0.0,2026-08-05T01:22:57.107590+00:00,arms,right_elbow_flex,2124,37,3,68,2097,2124
0.0,2026-08-05T01:22:57.107590+00:00,arms,right_wrist_flex,1984,35,0,30,1976,1984
0.0,2026-08-05T01:22:57.107590+00:00,arms,right_wrist_roll,2108,34,0,1050,2114,2108
0.0,2026-08-05T01:22:57.107590+00:00,arms,right_gripper,2441,38,0,28,2434,2441
0.0,2026-08-05T01:22:57.107590+00:00,head,head_motor_1,2158,25,0,0,,
0.0,2026-08-05T01:22:57.107590+00:00,head,head_motor_2,1944,27,0,0,,
0.0,2026-08-05T01:22:57.107590+00:00,head,base_left_wheel,3449,28,0,0,,
0.0,2026-08-05T01:22:57.107590+00:00,head,base_back_wheel,3496,28,0,0,,
0.0,2026-08-05T01:22:57.107590+00:00,head,base_right_wheel,2173,27,0,0,,
1.0,2026-08-05T01:22:58.108680+00:00,arms,left_shoulder_pan,1855,37,1,1044,1857,1855
1.0,2026-08-05T01:22:58.108680+00:00,arms,left_shoulder_lift,2419,36,8,132,2389,2419
1.0,2026-08-05T01:22:58.108680+00:00,arms,left_elbow_flex,1633,35,0,28,1629,1633
1.0,2026-08-05T01:22:58.108680+00:00,arms,left_wrist_flex,2179,35,1,52,2169,2179
1.0,2026-08-05T01:22:58.108680+00:00,arms,left_wrist_roll,1987,34,0,1044,1989,1987
1.0,2026-08-05T01:22:58.108680+00:00,arms,left_gripper,2014,37,0,0,2014,2014
1.0,2026-08-05T01:22:58.108680+00:00,arms,right_shoulder_pan,1972,37,0,1042,1974,1976
1.0,2026-08-05T01:22:58.108680+00:00,arms,right_shoulder_lift,2091,35,5,98,2049,2089
1.0,2026-08-05T01:22:58.108680+00:00,arms,right_elbow_flex,2124,38,3,68,2097,2124
1.0,2026-08-05T01:22:58.108680+00:00,arms,right_wrist_flex,1985,35,0,32,1976,1984
1.0,2026-08-05T01:22:58.108680+00:00,arms,right_wrist_roll,2109,34,1,1048,2114,2108
1.0,2026-08-05T01:22:58.108680+00:00,arms,right_gripper,2441,38,1,28,2434,2441
1.0,2026-08-05T01:22:58.108680+00:00,head,head_motor_1,2158,26,0,0,,
1.0,2026-08-05T01:22:58.108680+00:00,head,head_motor_2,1944,28,0,0,,
1.0,2026-08-05T01:22:58.108680+00:00,head,base_left_wheel,3449,28,0,0,,
1.0,2026-08-05T01:22:58.108680+00:00,head,base_back_wheel,3497,28,0,0,,
1.0,2026-08-05T01:22:58.108680+00:00,head,base_right_wheel,2174,27,0,0,,
2.0,2026-08-05T01:22:59.109777+00:00,arms,left_shoulder_pan,1855,37,0,1044,1857,1855
2.0,2026-08-05T01:22:59.109777+00:00,arms,left_shoulder_lift,2419,36,8,132,2389,2419
2.0,2026-08-05T01:22:59.109777+00:00,arms,left_elbow_flex,1633,35,0,28,1629,1633
2.0,2026-08-05T01:22:59.109777+00:00,arms,left_wrist_flex,2179,35,2,52,2169,2179
2.0,2026-08-05T01:22:59.109777+00:00,arms,left_wrist_roll,1987,34,1,1044,1989,1987
2.0,2026-08-05T01:22:59.109777+00:00,arms,left_gripper,2014,37,0,0,2014,2014
2.0,2026-08-05T01:22:59.109777+00:00,arms,right_shoulder_pan,1971,37,1,1044,1974,1976
2.0,2026-08-05T01:22:59.109777+00:00,arms,right_shoulder_lift,2091,35,5,98,2049,2089
2.0,2026-08-05T01:22:59.109777+00:00,arms,right_elbow_flex,2124,38,3,68,2097,2124
2.0,2026-08-05T01:22:59.109777+00:00,arms,right_wrist_flex,1985,35,1,32,1976,1984
2.0,2026-08-05T01:22:59.109777+00:00,arms,right_wrist_roll,2109,34,0,1048,2114,2108
2.0,2026-08-05T01:22:59.109777+00:00,arms,right_gripper,2441,38,0,28,2434,2441
2.0,2026-08-05T01:22:59.109777+00:00,head,head_motor_1,2158,26,0,0,,
2.0,2026-08-05T01:22:59.109777+00:00,head,head_motor_2,1944,27,0,0,,
2.0,2026-08-05T01:22:59.109777+00:00,head,base_left_wheel,3449,28,0,0,,
2.0,2026-08-05T01:22:59.109777+00:00,head,base_back_wheel,3497,28,0,0,,
2.0,2026-08-05T01:22:59.109777+00:00,head,base_right_wheel,2174,27,0,0,,
3.0,2026-08-05T01:23:00.110867+00:00,arms,left_shoulder_pan,1855,37,0,1044,1857,1855
3.0,2026-08-05T01:23:00.110867+00:00,arms,left_shoulder_lift,2419,36,9,132,2389,2419
3.0,2026-08-05T01:23:00.110867+00:00,arms,left_elbow_flex,1633,35,0,28,1629,1633
3.0,2026-08-05T01:23:00.110867+00:00,arms,left_wrist_flex,2179,35,1,52,2169,2179
3.0,2026-08-05T01:23:00.110867+00:00,arms,left_wrist_roll,1987,34,0,1044,1989,1987
3.0,2026-08-05T01:23:00.110867+00:00,arms,left_gripper,2014,37,0,0,2014,2014
3.0,2026-08-05T01:23:00.110867+00:00,arms,right_shoulder_pan,1971,37,0,1044,1974,1976
3.0,2026-08-05T01:23:00.110867+00:00,arms,right_shoulder_lift,2091,35,4,98,2049,2089
3.0,2026-08-05T01:23:00.110867+00:00,arms,right_elbow_flex,2124,38,4,68,2097,2124
3.0,2026-08-05T01:23:00.110867+00:00,arms,right_wrist_flex,1985,35,1,32,1976,1984
3.0,2026-08-05T01:23:00.110867+00:00,arms,right_wrist_roll,2109,34,1,1048,2114,2108
3.0,2026-08-05T01:23:00.110867+00:00,arms,right_gripper,2441,38,0,28,2434,2441
3.0,2026-08-05T01:23:00.110867+00:00,head,head_motor_1,2158,26,0,0,,
3.0,2026-08-05T01:23:00.110867+00:00,head,head_motor_2,1944,28,0,0,,
