t_s,vdd_in_mV,vdd_in_mA,servo_current_sum_raw,left.elbow_flex,left.gripper,left.shoulder_lift,left.shoulder_pan,left.wrist_flex,left.wrist_roll
3.3476,,,1,0,1,0,0,0,0
3.3832,,,1,0,1,0,0,0,0
3.4194,,,3,0,1,0,1,0,1
3.4528,,,3,1,1,0,1,0,0
3.4891,,,3,1,1,0,1,0,0
3.5243,,,4,1,1,0,1,0,1
3.5585,,,4,1,1,0,1,0,1
3.5922,,,1,0,0,0,0,0,1
3.6251,,,3,1,1,0,0,0,1
3.6585,,,4,1,1,0,1,0,1
3.6936,,,3,0,1,0,1,0,1
3.7251,,,3,0,1,0,1,0,1
3.7595,,,3,1,1,0,1,0,0
3.7951,,,2,0,1,0,1,0,0
3.8296,,,2,0,1,0,0,1,0
3.8662,,,1,0,0,0,0,0,1
3.9028,,,2,1,1,0,0,0,0
3.9392,,,3,1,1,0,1,0,0
3.9751,,,2,1,1,0,0,0,0
4.0115,,,4,1,1,0,1,0,1
4.0445,,,4,1,1,0,1,1,0
4.0807,,,3,0,1,0,1,0,1
4.1137,,,1,0,1,0,0,0,0
4.1491,,,2,1,1,0,0,0,0
4.1823,,,4,1,1,0,1,0,1
4.2166,,,3,1,1,0,1,0,0
4.2521,,,5,1,1,0,1,1,1
4.2855,,,3,0,1,0,1,0,1
4.3202,,,3,1,1,0,0,1,0
4.3557,,,1,0,0,0,1,0,0
4.3911,,,3,1,0,0,1,0,1
4.4264,,,1,0,1,0,0,0,0
4.4624,,,3,0,1,0,1,1,0
4.4944,,,3,1,1,0,1,0,0
4.5291,,,2,0,1,0,0,1,0
4.5637,,,3,0,1,0,1,0,1
4.5985,,,2,0,1,0,1,0,0
4.6348,,,2,0,1,0,1,0,0
4.6691,,,2,1,1,0,0,0,0
4.7053,,,4,1,1,0,0,1,1
4.7418,,,3,1,1,0,0,0,1
4.7764,,,2,0,1,0,1,0,0
4.8127,,,4,1,1,0,1,1,0
4.8486,,,4,0,1,0,1,1,1
4.8822,,,3,1,1,0,0,1,0
4.9178,,,2,1,1,0,0,0,0
4.9542,,,2,1,0,0,0,1,0
4.9891,,,1,0,1,0,0,0,0
5.0254,,,1,0,1,0,0,0,0
5.0617,,,3,0,1,0,1,0,1
5.0979,,,2,0,1,0,0,0,1
5.1324,,,2,1,0,0,0,0,1
5.1636,,,3,0,1,0,1,0,1
5.1998,,,3,0,1,0,1,0,1
5.2323,,,3,1,1,0,1,0,0
5.2668,,,3,1,1,0,0,1,0
5.3031,,,3,1,1,0,1,0,0
5.3394,,,5,1,1,0,1,1,1
5.3751,,,4,1,1,0,1,0,1
5.4096,,,3,0,1,0,1,0,1
5.4459,,,1,0,0,0,1,0,0
5.4789,,,2,0,1,0,0,0,1
5.5116,,,4,1,1,0,1,0,1
5.5479,,,3,0,1,0,1,1,0
5.5841,,,1,0,1,0,0,0,0
5.6184,,,3,0,1,0,1,0,1
5.6519,,,2,1,0,0,0,1,0
5.6882,,,1,0,1,0,0,0,0
5.7246,,,2,1,1,0,0,0,0
5.7577,,,2,1,1,0,0,0,0
5.7918,,,1,1,0,0,0,0,0
5.8281,,,3,0,1,0,1,0,1
5.8622,,,1,0,1,0,0,0,0
5.8974,,,1,0,1,0,0,0,0
5.9336,,,4,1,1,0,0,1,1
5.9691,,,2,1,1,0,0,0,0
6.0054,,,1,0,1,0,0,0,0
6.0393,,,8,4,1,2,1,0,0
6.0757,,,83,30,25,14,13,1,0
6.109,,,105,34,20,21,23,6,1
6.1456,,,52,23,9,8,7,4,1
6.1779,,,53,26,9,6,7,4,1
6.2133,,,47,21,6,8,7,5,0
6.2493,,,42,21,8,7,0,6,0
6.2852,,,45,22,7,8,0,8,0
6.3195,,,43,20,8,5,1,8,1
6.3558,,,45,22,8,4,1,10,0
6.3873,,,49,23,8,5,1,11,1
6.4205,,,45,23,6,4,0,12,0
6.4567,,,41,20,6,4,1,9,1
6.4902,,,40,21,7,3,0,8,1
6.5238,,,40,24,6,1,0,9,0
6.5585,,,39,21,8,0,0,9,1
6.5908,,,27,12,6,0,0,9,0
6.627,,,22,7,8,0,0,7,0
6.6584,,,22,10,2,0,0,9,1
6.6904,,,25,14,0,0,0,11,0
6.7217,,,30,17,0,2,0,10,1
6.7579,,,23,11,0,0,0,12,0
6.794,,,19,7,1,1,0,10,0
6.8303,,,18,6,0,1,0,10,1
6.8666,,,20,7,1,1,1,10,0
6.9001,,,19,7,1,0,1,10,0
6.9334,,,21,7,1,1,0,11,1
6.9664,,,18,7,1,1,0,8,1
7.0024,,,11,7,1,1,0,1,1
7.0387,,,10,6,1,1,0,2,0
7.0749,,,11,8,1,0,0,1,1
7.1101,,,10,7,0,1,0,1,1
7.1465,,,9,7,0,1,0,1,0
7.1791,,,12,7,1,1,0,2,1
7.2134,,,9,6,0,1,0,2,0
7.2465,,,11,7,1,1,1,1,0
7.2825,,,10,7,1,1,0,1,0
7.3179,,,11,8,1,1,0,1,0
7.3501,,,11,7,1,1,0,1,1
7.3847,,,10,6,1,1,0,1,1
7.4161,,,9,6,1,1,0,1,0
7.4501,,,11,6,1,1,0,2,1
7.4816,,,9,6,0,1,0,1,1
7.5156,,,9,6,1,1,0,1,0
7.5518,,,21,0,4,8,8,1,0
7.5881,,,105,8,30,42,24,1,0
7.6242,,,91,13,11,34,31,1,1
7.6605,,,56,0,10,24,20,2,0
7.6931,,,40,0,9,21,8,2,0
7.727,,,37,0,7,23,3,3,1
7.7585,,,27,0,7,18,0,2,0
7.79,,,28,0,7,16,0,4,1
7.8215,,,24,0,8,12,0,4,0
7.8531,,,30,0,9,16,1,4,0
7.8891,,,30,0,8,16,2,4,0
7.9251,,,27,0,8,11,1,7,0
7.9578,,,22,0,8,9,0,5,0
7.9918,,,32,0,8,21,0,2,1
8.0238,,,24,0,8,14,1,0,1
8.06,,,22,0,7,10,0,4,1
8.0963,,,23,1,8,10,1,2,1
8.1325,,,22,1,9,9,1,2,0
8.1668,,,17,0,2,9,2,3,1
8.203,,,5,0,0,0,1,3,1
8.2392,,,5,0,0,0,1,4,0
8.2724,,,7,0,2,0,1,4,0
8.3084,,,7,0,1,2,1,3,0
8.3426,,,7,1,1,2,1,2,0
8.3788,,,4,0,2,0,1,0,1
8.4138,,,2,0,1,0,1,0,0
8.4494,,,2,0,1,0,1,0,0
8.4847,,,3,0,1,0,1,0,1
8.5171,,,5,1,2,0,1,0,1
8.5535,,,3,0,1,0,2,0,0
8.5897,,,2,0,1,0,1,0,0
8.6251,,,4,0,1,1,1,0,1
8.6614,,,3,0,1,1,1,0,0
8.6978,,,5,0,2,1,2,0,0
8.7342,,,4,0,1,1,1,0,1
8.7705,,,4,0,1,1,1,0,1
8.8052,,,5,1,1,0,2,0,1
8.8404,,,3,0,1,0,1,1,0
8.8763,,,2,0,1,0,1,0,0
8.9127,,,5,1,1,1,1,0,1
8.9489,,,4,0,2,1,1,0,0
8.9835,,,4,1,1,0,1,1,0
9.0168,,,5,0,1,0,2,1,1
9.0532,,,14,6,1,4,2,0,1
9.0895,,,96,37,18,17,21,2,1
9.1211,,,89,32,17,16,20,3,1
9.1574,,,57,24,10,9,10,4,0
9.1937,,,50,23,8,8,7,4,0
9.2251,,,48,20,8,8,7,5,0
9.2593,,,44,23,8,7,0,6,0
9.2931,,,47,23,8,7,0,8,1
9.3288,,,45,23,7,5,2,8,0
9.3652,,,46,21,7,7,1,9,1
9.4009,,,45,25,8,2,0,10,0
9.4334,,,44,21,8,4,0,11,0
9.4699,,,41,21,8,3,1,7,1
9.5063,,,44,24,7,2,1,10,0
9.5427,,,39,22,7,0,2,8,0
9.5758,,,44,25,8,1,0,9,1
9.6114,,,22,5,8,0,0,9,0
9.645,,,25,8,8,0,1,8,0
9.6814,,,28,17,0,0,1,10,0
9.7153,,,24,11,0,2,0,11,0
9.7509,,,19,8,0,0,0,11,0
9.7872,,,20,8,0,0,1,11,0
9.8199,,,18,5,1,1,0,10,1
9.8517,,,20,6,0,0,1,12,1
9.8835,,,20,8,0,0,1,10,1
9.9157,,,19,7,0,1,1,10,0
9.9493,,,18,6,1,1,0,9,1
9.9852,,,14,7,1,1,0,4,1
10.0204,,,9,8,1,0,0,0,0
10.0562,,,10,6,0,1,0,2,1
10.0918,,,8,6,0,0,1,1,0
10.1277,,,9,7,0,0,1,1,0
10.1641,,,10,7,0,1,0,2,0
10.2003,,,14,7,1,1,1,3,1
10.2348,,,10,6,0,1,1,2,0
10.2673,,,11,7,1,0,1,2,0
10.3038,,,10,7,0,1,1,0,1
10.3372,,,10,6,1,1,0,1,1
10.3735,,,10,8,0,0,0,2,0
10.4064,,,9,7,0,1,0,1,0
10.4427,,,10,8,0,0,0,1,1
10.4758,,,11,7,1,1,1,1,0
10.512,,,10,6,1,1,1,1,0
10.5482,,,9,3,2,2,1,1,0
10.5846,,,61,3,13,30,15,0,0
10.62,,,113,11,21,43,37,1,0
10.6561,,,63,1,10,25,25,1,1
10.6909,,,43,0,8,19,12,3,1
10.7251,,,38,0,7,23,5,2,1
10.7615,,,31,0,6,21,0,3,1
10.7978,,,27,0,8,15,0,4,0
10.8306,,,26,0,8,13,0,5,0
10.8624,,,31,0,8,17,0,5,1
10.8986,,,31,0,7,14,2,7,1
10.9316,,,24,0,6,12,1,5,0
10.9638,,,24,0,7,10,0,6,1
10.9966,,,27,0,8,16,0,2,1
11.0328,,,22,0,7,14,1,0,0
11.0668,,,20,0,7,9,1,3,0
11.0984,,,22,1,7,8,1,4,1
11.1322,,,22,0,8,10,2,2,0
11.1665,,,19,0,7,9,1,2,0
11.2029,,,6,1,0,0,1,3,1
11.2371,,,4,0,0,0,0,4,0
11.2734,,,7,0,1,0,1,4,1
11.3069,,,7,0,1,2,1,3,0
11.3412,,,9,1,1,3,1,3,0
11.3777,,,3,0,0,1,2,0,0
11.414,,,4,0,1,1,1,0,1
11.4502,,,2,0,1,0,1,0,0
11.484,,,4,0,1,0,2,0,1
11.5202,,,4,1,1,0,1,0,1
11.5564,,,5,1,2,0,2,0,0
11.5926,,,3,0,2,0,1,0,0
11.6288,,,4,1,1,0,1,0,1
11.6635,,,3,0,1,0,1,0,1
11.6997,,,4,1,1,0,1,0,1
11.7362,,,3,0,1,0,1,0,1
11.7722,,,4,0,1,1,1,0,1
11.8052,,,3,0,2,0,1,0,0
11.8414,,,2,0,1,0,1,0,0
11.8778,,,3,0,0,1,1,0,1
11.9101,,,1,0,0,0,1,0,0
11.9462,,,3,1,0,0,1,0,1
11.9824,,,5,1,1,0,1,1,1
12.0168,,,2,0,0,0,1,0,1
12.051,,,4,2,0,1,0,0,1
12.0871,,,69,25,12,14,18,0,0
12.1215,,,117,41,19,23,29,5,0
12.1577,,,59,26,9,9,11,4,0
12.1918,,,47,22,7,7,7,4,0
12.2233,,,53,22,7,8,10,5,1
12.2595,,,46,25,8,7,0,5,1
12.2954,,,43,19,8,8,0,7,1
12.3295,,,46,22,7,6,3,8,0
12.3658,,,44,21,5,6,2,10,0
12.3979,,,47,25,6,4,1,11,0
12.4341,,,46,23,7,3,0,12,1
12.4667,,,44,21,7,5,1,9,1
12.5031,,,39,20,7,2,1,8,1
12.5385,,,41,25,6,0,1,8,1
12.5713,,,40,21,7,1,1,9,1
12.6075,,,30,12,7,0,0,10,1
12.6428,,,25,7,7,0,1,9,1
12.675,,,24,13,0,0,1,10,0
12.7113,,,25,13,0,0,1,11,0
12.7428,,,23,11,0,0,0,11,1
12.7791,,,19,8,1,0,0,9,1
12.8153,,,19,8,0,1,0,10,0
12.8466,,,15,5,1,0,1,8,0
12.8828,,,20,7,1,1,1,10,0
12.9192,,,20,7,1,1,1,9,1
12.9554,,,21,7,1,1,0,11,1
12.9917,,,15,9,1,1,0,4,0
13.028,,,11,7,1,1,0,1,1
13.0641,,,9,7,0,1,0,1,0
13.1002,,,11,7,1,1,0,1,1
13.1356,,,11,7,1,1,1,1,0
13.1694,,,12,7,1,1,1,2,0
13.2052,,,12,6,1,0,1,3,1
13.2403,,,11,7,1,1,0,2,0
13.2719,,,11,6,1,0,1,2,1
13.3081,,,12,8,1,1,1,1,0
13.3447,,,10,7,1,1,0,1,0
13.3809,,,13,8,1,1,1,1,1
13.4167,,,11,7,1,1,0,1,1
13.4493,,,10,6,1,1,1,1,0
13.4834,,,10,6,1,1,0,1,1
13.5167,,,12,8,1,1,0,2,0
13.5531,,,9,3,1,3,1,1,0
13.5891,,,54,4,11,24,14,1,0
13.6251,,,114,9,19,42,42,2,0
13.6615,,,64,0,10,27,25,2,0
13.6976,,,42,0,6,22,11,3,0
13.7315,,,43,0,8,27,5,2,1
13.7678,,,33,0,8,21,0,3,1
13.8041,,,29,0,7,18,0,4,0
13.8403,,,23,0,6,12,0,5,0
13.8766,,,27,0,7,16,2,2,0
13.909,,,29,0,8,14,2,5,0
13.9427,,,26,0,8,12,1,5,0
13.9768,,,23,0,8,9,1,5,0
14.0121,,,30,0,9,20,0,1,0
14.0483,,,22,0,8,11,1,2,0
14.0846,,,20,0,7,8,0,4,1
14.118,,,19,1,8,8,1,1,0
14.15,,,21,0,8,10,1,2,0
14.1828,,,10,0,1,3,1,4,1
14.2182,,,5,1,0,0,1,3,0
14.2546,,,5,0,0,0,2,3,0
14.2907,,,9,0,2,1,1,4,1
14.327,,,9,0,1,3,1,4,0
14.3632,,,4,1,0,2,1,0,0
14.3994,,,2,0,1,0,1,0,0
14.4356,,,3,0,1,1,1,0,0
14.469,,,2,0,1,0,1,0,0
14.5055,,,3,0,2,0,1,0,0
14.5419,,,3,0,1,0,1,0,1
14.5785,,,4,0,2,0,1,0,1
14.6125,,,3,0,1,1,1,0,0
14.6468,,,3,0,1,0,1,0,1
14.6796,,,3,1,1,0,1,0,0
14.7154,,,6,1,2,1,1,0,1
14.7489,,,4,0,1,1,1,0,1
14.7852,,,1,0,1,0,0,0,0
14.8216,,,5,1,1,1,1,0,1
14.8579,,,3,0,1,0,1,0,1
14.8929,,,3,1,1,0,1,0,0
14.929,,,3,0,1,0,1,0,1
14.9644,,,6,1,2,1,1,0,1
15.0001,,,2,0,1,0,1,0,0
15.0334,,,4,1,1,0,2,0,0
15.0691,,,20,6,2,7,4,0,1
15.1055,,,101,40,23,17,18,2,1
15.1418,,,80,32,14,14,17,3,0
15.1783,,,52,21,9,9,9,4,0
15.2121,,,58,28,8,8,7,6,1
15.2472,,,51,22,8,7,7,6,1
15.2835,,,44,22,7,8,0,7,0
15.3166,,,44,22,7,6,0,8,1
15.3519,,,45,22,6,6,2,9,0
15.3873,,,48,25,6,5,1,11,0
15.4191,,,44,24,5,4,1,10,0
15.4554,,,44,24,6,3,0,11,0
15.4917,,,39,20,6,2,1,9,1
15.525,,,44,24,7,3,1,9,0
15.561,,,38,22,6,0,1,8,1
15.5973,,,45,26,8,1,0,9,1
15.6336,,,20,4,8,0,1,6,1
15.668,,,25,8,6,0,1,9,1
15.7046,,,24,12,0,0,1,11,0
15.7389,,,19,9,0,0,0,10,0
15.7725,,,21,9,0,1,1,9,1
15.8054,,,21,9,1,0,0,10,1
15.8418,,,18,5,0,1,1,11,0
15.8782,,,20,7,1,1,1,9,1
15.9134,,,18,7,0,0,1,10,0
15.9486,,,18,7,0,1,0,10,0
15.9834,,,18,7,0,1,0,9,1
16.0162,,,8,7,0,1,0,0,0
16.0481,,,9,6,0,1,0,2,0
16.0834,,,9,7,1,0,0,1,0
16.1196,,,11,7,1,0,1,1,1
16.1559,,,13,8,1,1,1,1,1
16.1918,,,8,6,0,0,0,1,1
16.2236,,,10,7,1,0,1,1,0
16.2589,,,9,6,0,1,0,2,0
16.2949,,,11,6,1,1,1,1,1
16.3313,,,9,6,0,1,0,1,1
16.3667,,,10,7,0,1,1,1,0
16.4023,,,11,6,1,1,1,1,1
16.4376,,,11,8,0,1,0,2,0
16.4708,,,12,8,1,1,1,1,0
16.5071,,,14,9,1,0,1,2,1
16.5435,,,9,6,1,0,0,1,1
16.5798,,,27,0,5,13,8,0,1
16.6116,,,88,8,21,33,26,0,0
16.6454,,,89,10,3,37,37,2,0
16.6815,,,53,0,8,23,20,2,0
16.7167,,,40,0,9,20,8,3,0
16.7522,,,41,0,8,24,6,2,1
16.7865,,,31,0,9,18,0,3,1
16.8204,,,25,0,7,13,0,5,0
16.8566,,,27,0,8,13,0,6,0
16.891,,,26,0,6,14,2,3,1
16.9268,,,27,0,6,13,1,6,1
16.9621,,,23,0,8,8,1,6,0
16.9983,,,24,0,8,12,0,3,1
17.0312,,,25,0,6,17,0,1,1
17.0633,,,20,0,8,12,0,0,0
17.0991,,,22,0,9,8,1,3,1
17.1342,,,24,1,8,10,1,3,1
17.1662,,,21,0,9,9,1,2,0
17.2026,,,7,0,0,0,2,4,1
17.2351,,,5,0,0,0,1,3,1
17.2667,,,4,0,0,0,1,3,0
17.3002,,,7,0,1,1,1,3,1
17.3366,,,8,0,0,4,1,2,1
17.3729,,,2,0,0,0,1,0,1
17.4072,,,3,0,0,1,1,0,1
17.4436,,,2,0,1,0,1,0,0
17.4798,,,3,0,2,0,0,0,1
17.5123,,,2,0,1,0,1,0,0
17.5477,,,4,0,1,1,1,0,1
17.5833,,,4,0,1,1,2,0,0
17.6176,,,5,1,2,0,1,0,1
17.6536,,,4,1,1,0,1,0,1
17.689,,,3,0,2,0,1,0,0
17.7253,,,4,0,1,0,2,0,1
17.7616,,,4,0,2,0,1,0,1
17.7978,,,2,0,1,0,1,0,0
17.834,,,4,0,2,1,1,0,0
17.868,,,4,1,1,0,1,1,0
17.9043,,,3,0,1,1,1,0,0
17.9384,,,4,0,1,1,1,0,1
17.9738,,,3,0,1,0,2,0,0
18.009,,,5,1,2,0,1,0,1
18.0448,,,4,0,1,1,1,0,1
18.081,,,16,8,2,4,2,0,0
18.116,,,103,40,20,17,23,3,0
18.1494,,,81,29,15,13,19,4,1
18.1824,,,53,23,9,8,9,3,1
18.2187,,,50,24,8,7,7,4,0
18.2516,,,45,20,6,7,7,5,0
18.2831,,,42,23,7,6,0,6,0
18.3167,,,45,23,8,7,0,7,0
18.3495,,,45,21,6,7,3,8,0
18.384,,,44,21,7,7,1,8,0
18.4202,,,42,23,6,2,1,10,0
18.4522,,,44,22,7,3,0,12,0
18.4841,,,38,19,6,4,0,9,0
18.5187,,,37,18,8,2,0,8,1
18.5549,,,43,25,7,0,1,9,1
18.5896,,,38,22,6,1,0,9,0
18.6244,,,28,11,8,0,0,9,0
18.6602,,,23,7,6,0,1,9,0
18.6928,,,22,11,0,0,0,10,1
18.7277,,,25,13,0,0,0,11,1
18.7604,,,23,9,1,1,1,10,1
18.7966,,,19,8,0,1,0,9,1
18.8304,,,18,6,1,1,0,9,1
18.8646,,,17,6,0,0,1,9,1
18.901,,,20,7,1,1,1,9,1
18.9377,,,21,7,1,1,1,11,0
18.974,,,20,8,0,1,0,10,1
19.0105,,,12,7,1,1,1,2,0
19.0454,,,9,6,0,1,1,1,0
19.0817,,,9,6,1,1,0,1,0
19.1149,,,10,6,1,1,1,1,0
19.1515,,,11,8,0,1,0,2,0
19.1878,,,8,6,0,1,0,1,0
19.2207,,,10,6,1,1,0,1,1
19.2571,,,11,6,1,1,1,1,1
19.289,,,10,7,1,0,0,2,0
19.325,,,11,8,1,2,0,0,0
19.3584,,,11,8,1,0,1,1,0
19.3907,,,11,7,1,1,0,1,1
19.427,,,12,8,1,1,0,1,1
19.4632,,,9,7,0,1,0,1,0
19.4989,,,10,7,0,1,1,1,0
19.5347,,,9,6,0,1,0,2,0
19.5711,,,9,4,0,2,1,1,1
19.6041,,,56,3,11,24,17,0,1
19.6404,,,107,11,20,37,38,1,0
19.6736,,,71,4,10,27,28,2,0
19.7084,,,44,0,7,21,14,2,0
19.7427,,,37,0,7,21,6,2,1
19.775,,,34,0,9,22,0,3,0
19.8078,,,27,0,7,17,0,3,0
19.8423,,,22,0,6,12,0,4,0
19.875,,,24,0,7,13,0,4,0
19.9112,,,32,0,8,17,3,3,1
19.9475,,,25,0,8,11,0,5,1
19.9837,,,24,0,9,8,1,5,1
20.0185,,,25,0,7,16,0,2,0
20.0547,,,24,0,6,16,1,1,0
20.0901,,,20,0,7,9,1,3,0
20.1234,,,20,1,7,8,1,2,1
20.1596,,,25,1,10,11,1,1,1
20.1954,,,16,0,3,9,1,3,0
20.229,,,5,0,0,0,1,3,1
20.2645,,,4,0,0,0,1,3,0
20.3008,,,7,0,1,0,1,4,1
20.337,,,9,1,1,2,2,2,1
20.3733,,,4,0,1,0,1,2,0
20.409,,,2,0,1,0,1,0,0
20.4454,,,5,1,1,1,1,0,1
20.4809,,,3,1,1,0,1,0,0
20.5154,,,3,0,1,0,1,0,1
20.5517,,,2,0,0,0,1,0,1
20.5881,,,3,0,1,0,1,0,1
20.624,,,2,0,2,0,0,0,0
20.6583,,,3,0,1,0,1,0,1
20.6937,,,5,1,1,1,1,0,1
20.7285,,,4,1,2,0,1,0,0
20.7647,,,2,0,1,0,0,0,1
20.8,,,3,1,1,0,1,0,0
20.8333,,,4,1,1,0,1,0,1
20.8666,,,3,0,2,0,1,0,0
20.903,,,2,0,1,0,1,0,0
20.9388,,,4,0,1,1,1,0,1
20.975,,,2,0,1,0,1,0,0
21.0113,,,2,0,1,0,1,0,0
21.0438,,,2,0,1,0,1,0,0
