elapsed_s,timestamp,gpu_temp_c,cpu_temp_c,tj_temp_c,soc0_temp_c,gpu_util_pct,gpu_clock_mhz,gpu_max_mhz,emc_util_pct,vdd_in_mw,vdd_cpu_gpu_cv_mw,vdd_soc_mw,ram_used_mb,cpu_util_mean_pct,cpu_clock_max_mhz
1.0,2026-08-01T05:20:26.539156+00:00,49.812,49.218,49.812,49.343,0,306,1020,,5480,520,2760,1838,0.0,729
2.0,2026-08-01T05:20:27.543354+00:00,49.781,48.968,49.781,49.375,0,306,1020,,5400,480,2760,1838,0.2,729
3.0,2026-08-01T05:20:28.549866+00:00,49.781,48.937,49.781,49.406,0,306,1020,,5440,480,2760,1838,0.3,729
4.0,2026-08-01T05:20:29.555565+00:00,50,48.937,50,49.5,0,306,1020,,5400,480,2760,1838,0.2,729
5.0,2026-08-01T05:20:30.561657+00:00,49.937,48.937,49.937,49.5,0,306,1020,,5440,480,2760,1838,0.0,729
6.1,2026-08-01T05:20:31.567362+00:00,50.031,49.187,50.031,49.406,0,306,1020,,5440,480,2760,1838,0.5,729
7.1,2026-08-01T05:20:32.573323+00:00,50,48.875,50,49.375,0,306,1020,,5400,480,2760,1838,0.2,729
8.1,2026-08-01T05:20:33.579043+00:00,49.781,49,49.781,49.437,0,306,1020,,5440,520,2760,1838,0.2,729
9.1,2026-08-01T05:20:34.585307+00:00,49.843,49.031,49.843,49.406,0,306,1020,,5400,480,2760,1838,0.2,729
10.1,2026-08-01T05:20:35.591454+00:00,49.875,49,49.875,49.406,0,306,1020,,5400,480,2760,1838,0.2,729
11.1,2026-08-01T05:20:36.596838+00:00,49.843,49.125,49.843,49.375,0,306,1020,,5400,480,2760,1838,0.0,729
12.1,2026-08-01T05:20:37.602558+00:00,49.812,48.906,49.812,49.406,0,306,1020,,5400,480,2760,1838,0.3,729
13.1,2026-08-01T05:20:38.608242+00:00,50.062,49.031,50.062,49.406,0,306,1020,,5400,480,2760,1838,0.0,729
14.1,2026-08-01T05:20:39.613981+00:00,50.062,49.062,50.062,49.437,0,306,1020,,5400,480,2760,1838,0.2,729
15.1,2026-08-01T05:20:40.619896+00:00,50.125,48.937,50.125,49.531,0,306,1020,,5440,480,2760,1838,0.2,729
16.1,2026-08-01T05:20:41.625711+00:00,50.125,49.187,50.125,49.375,0,306,1020,,5400,480,2760,1838,0.2,729
17.1,2026-08-01T05:20:42.631913+00:00,50.187,48.875,50.187,49.437,0,306,1020,,5440,480,2760,1838,0.0,729
18.1,2026-08-01T05:20:43.637921+00:00,49.875,49,49.875,49.468,0,306,1020,,5440,480,2760,1838,0.2,729
19.1,2026-08-01T05:20:44.644298+00:00,49.906,49.062,49.906,49.312,0,306,1020,,5400,480,2760,1838,0.0,729
20.1,2026-08-01T05:20:45.649935+00:00,50.062,49.281,50.062,49.375,0,306,1020,,6209,960,2920,1850,8.3,1728
21.1,2026-08-01T05:20:46.655223+00:00,50.218,49.937,50.218,49.406,0,306,1020,,7240,1517,3160,2015,24.2,1728
22.1,2026-08-01T05:20:47.660574+00:00,50.218,49.937,50.218,49.5,0,306,1020,,7400,1557,3280,2061,16.8,1728
23.1,2026-08-01T05:20:48.665989+00:00,50.375,49.968,50.375,49.625,0,306,1020,,7400,1557,3280,2090,16.7,1728
24.2,2026-08-01T05:20:49.672127+00:00,50.312,49.875,50.312,49.593,0,306,1020,,7320,1437,3280,2132,15.8,1728
25.2,2026-08-01T05:20:50.677279+00:00,50.218,50,50.218,49.781,0,306,1020,,7360,1477,3280,2173,15.8,1728
26.2,2026-08-01T05:20:51.682525+00:00,50.312,50.343,50.343,49.687,0,306,1020,,7440,1477,3320,2195,16.7,1728
27.2,2026-08-01T05:20:52.687828+00:00,50.375,50.062,50.375,49.75,0,306,1020,,7360,1557,3240,2201,15.8,1728
28.2,2026-08-01T05:20:53.693255+00:00,50.406,50.156,50.406,49.75,0,306,1020,,7440,1597,3240,2225,20.8,1728
29.2,2026-08-01T05:20:54.702307+00:00,50.375,49.562,50.375,49.968,0,306,1020,,6480,958,3080,2237,11.5,1728
30.2,2026-08-01T05:20:55.706536+00:00,50.281,49.968,50.281,49.75,0,306,1020,,6520,1120,3040,2242,9.3,1728
31.2,2026-08-01T05:20:56.711820+00:00,50.656,50.5,50.656,49.718,0,306,1020,,7320,1557,3240,2476,16.7,1728
32.2,2026-08-01T05:20:57.717356+00:00,50.718,49.968,50.718,49.875,0,306,1020,,7520,1637,3280,2572,19.3,1728
33.2,2026-08-01T05:20:58.722808+00:00,50.718,50.156,50.718,49.937,0,306,1020,,7160,1477,3200,2592,16.8,1728
34.2,2026-08-01T05:20:59.728276+00:00,50.718,50.437,50.718,50.031,0,306,1020,,7400,1637,3240,2809,18.5,1728
35.2,2026-08-01T05:21:00.733721+00:00,50.843,50.406,50.843,50.156,0,306,1020,,7440,1637,3240,3054,17.7,1728
36.2,2026-08-01T05:21:01.739219+00:00,50.906,50.625,50.906,49.937,0,306,1020,,7440,1637,3240,3219,17.8,1728
37.2,2026-08-01T05:21:02.744614+00:00,50.875,50.031,50.875,50,0,306,1020,,7120,1437,3200,3226,16.8,1728
38.2,2026-08-01T05:21:03.750019+00:00,51.062,50.312,51.062,50.031,0,306,1020,,7120,1437,3200,3226,16.7,1728
39.2,2026-08-01T05:21:04.755617+00:00,51.062,50.281,51.062,50.125,0,306,1020,,7120,1437,3200,3226,16.7,1728
40.2,2026-08-01T05:21:05.761065+00:00,51,50.343,51,50.156,0,306,1020,,7120,1437,3200,3226,16.7,1728
41.2,2026-08-01T05:21:06.766454+00:00,51.156,50.562,51.156,50.093,0,306,1020,,7120,1437,3200,3227,16.7,1728
42.3,2026-08-01T05:21:07.771810+00:00,50.906,50.343,50.906,50.125,0,306,1020,,7120,1437,3200,3227,16.8,1728
43.3,2026-08-01T05:21:08.777301+00:00,50.843,50.281,50.843,50.218,0,306,1020,,7160,1477,3200,3235,19.8,1728
44.3,2026-08-01T05:21:09.782657+00:00,50.937,50.375,50.937,50.218,0,306,1020,,7120,1477,3200,3235,16.8,1728
45.3,2026-08-01T05:21:10.788116+00:00,51,50.343,51,50.281,0,306,1020,,7120,1437,3200,3235,16.7,1728
46.3,2026-08-01T05:21:11.794068+00:00,51,50.718,51,50.125,0,306,1020,,7120,1437,3200,3235,16.7,1728
47.3,2026-08-01T05:21:12.799944+00:00,51,50.468,51,50.25,0,306,1020,,7120,1437,3200,3235,17.0,1728
48.3,2026-08-01T05:21:13.805285+00:00,51.125,50.468,51.125,50.25,0,306,1020,,7160,1477,3200,3235,16.7,1728
49.3,2026-08-01T05:21:14.810589+00:00,51.125,50.562,51.125,50.375,0,306,1020,,7160,1477,3200,3235,16.7,1728
50.3,2026-08-01T05:21:15.816114+00:00,51.187,50.812,51.187,50.437,0,306,1020,,7440,1637,3240,3273,17.3,1728
51.3,2026-08-01T05:21:16.826261+00:00,50.906,50.343,50.906,50.343,0,306,1020,,6760,1198,3120,3276,14.0,729
52.3,2026-08-01T05:21:17.832890+00:00,51.031,49.968,51.031,50.406,0,306,1020,,5680,640,2800,3275,3.2,729
53.3,2026-08-01T05:21:18.841593+00:00,50.781,50.156,50.781,50.437,0,306,1020,,5720,640,2840,3295,6.2,729
54.3,2026-08-01T05:21:19.846080+00:00,50.906,50.687,50.906,50.25,0,306,1020,,7000,1357,3160,3337,16.2,1728
55.3,2026-08-01T05:21:20.852016+00:00,51,50.593,51,50.343,0,306,1020,,7280,1517,3240,3339,16.7,1728
56.3,2026-08-01T05:21:21.857358+00:00,51.125,50.593,51.125,50.437,0,306,1020,,7240,1517,3200,3339,17.0,1728
57.3,2026-08-01T05:21:22.862665+00:00,51.156,50.718,51.156,50.468,0,306,1020,,7120,1437,3200,3339,16.7,1728
58.4,2026-08-01T05:21:23.868053+00:00,51.156,50.656,51.156,50.562,0,306,1020,,7120,1437,3200,3339,16.7,1728
59.4,2026-08-01T05:21:24.873475+00:00,51.187,50.843,51.187,50.562,0,306,1020,,7120,1437,3200,3339,16.7,1728
60.4,2026-08-01T05:21:25.881080+00:00,51.312,50.531,51.312,50.5,0,306,1020,,6640,1118,3080,3271,13.5,729
61.4,2026-08-01T05:21:26.886982+00:00,51.468,50.687,51.468,50.5,54,306,1020,,7480,1437,3280,3287,29.5,1728
62.4,2026-08-01T05:21:27.893088+00:00,51.468,50.468,51.468,50.625,7,306,1020,,6850,1080,3165,2813,26.5,806
63.4,2026-08-01T05:21:28.899019+00:00,51.781,51.218,51.531,50.781,39,306,1020,,9109,2283,3685,3370,15.5,1728
64.4,2026-08-01T05:21:29.905983+00:00,52,51.5,52,50.781,24,408,1020,,10817,3394,4040,3373,15.5,1728
