elapsed_s,leg,sign,phase,timestamp,cmd_vx,odom_vx,odom_vy,odom_omega,act_base_left_wheel,act_base_back_wheel,act_base_right_wheel,pos_right_gripper,pos_right_shoulder_lift,pos_right_shoulder_pan,pos_right_elbow_flex,load_right_gripper,load_right_shoulder_lift,load_right_shoulder_pan,load_right_elbow_flex,grip_dev
4.568,1,-1,ramp_down,2026-08-05T21:03:26.799216+00:00,-0.0739,-0.1727,0.0051,0.59,2000,-50,-1900,2455,2098,1973,2133,40,112,0,86,0
4.618,1,-1,ramp_down,2026-08-05T21:03:26.849303+00:00,-0.0488,-0.1705,0.0038,0.0,1950,-50,-1900,2455,2098,1972,2133,40,112,1046,86,0
4.668,1,-1,ramp_down,2026-08-05T21:03:26.899606+00:00,-0.0236,-0.1572,0.0013,0.59,1800,0,-1750,2455,2098,1969,2133,40,112,1056,86,0
6.229,2,1,ramp_up,2026-08-05T21:03:28.460061+00:00,0.0,0.0,0.0,0.0,0,0,0,2455,2098,1968,2133,40,112,1050,86,0
6.278,2,1,ramp_up,2026-08-05T21:03:28.509689+00:00,0.025,0.0,0.0,0.0,0,0,0,2455,2098,1968,2133,40,112,1050,86,0
6.328,2,1,ramp_up,2026-08-05T21:03:28.559550+00:00,0.0501,0.0,0.0,0.0,0,0,0,2455,2098,1968,2133,40,112,1050,86,0
6.378,2,1,ramp_up,2026-08-05T21:03:28.609871+00:00,0.0751,0.0022,-0.0013,-0.59,-50,0,0,2455,2098,1968,2133,40,112,1050,86,0
6.429,2,1,ramp_up,2026-08-05T21:03:28.659911+00:00,0.1002,0.0066,-0.0013,-0.59,-100,0,50,2455,2098,1967,2133,40,112,1052,86,0
6.478,2,1,ramp_up,2026-08-05T21:03:28.709749+00:00,0.1252,0.0022,-0.0013,-0.59,-50,0,0,2455,2098,1966,2133,40,112,1054,86,0
6.531,2,1,ramp_up,2026-08-05T21:03:28.762143+00:00,0.1502,0.0332,-0.0013,1.17,-350,50,400,2455,2098,1966,2133,40,112,1054,86,0
6.579,2,1,ramp_up,2026-08-05T21:03:28.810107+00:00,0.1753,0.0399,0.0,0.0,-450,0,450,2455,2098,1966,2133,40,112,1054,86,0
6.634,2,1,ramp_up,2026-08-05T21:03:28.864961+00:00,0.2003,0.0487,0.0,0.0,-550,0,550,2455,2098,1966,2133,40,112,1054,86,0
6.684,2,1,ramp_up,2026-08-05T21:03:28.915511+00:00,0.2254,0.0598,0.0013,0.59,-650,0,700,2455,2098,1966,2133,40,112,1054,86,0
6.729,2,1,ramp_up,2026-08-05T21:03:28.960404+00:00,0.2504,0.0664,0.0,0.0,-750,0,750,2455,2098,1966,2133,40,112,1054,86,0
6.779,2,1,ramp_up,2026-08-05T21:03:29.010769+00:00,0.2755,0.0753,0.0,0.0,-850,0,850,2455,2098,1966,2133,40,112,1054,86,0
6.829,2,1,dwell,2026-08-05T21:03:29.060445+00:00,0.3,0.0819,0.0064,-0.59,-900,-100,950,2455,2098,1966,2133,40,112,1054,86,0
6.88,2,1,dwell,2026-08-05T21:03:29.111287+00:00,0.3,0.093,0.0,0.0,-1050,0,1050,2455,2098,1966,2133,40,112,1054,86,0
6.93,2,1,dwell,2026-08-05T21:03:29.161760+00:00,0.3,0.1018,0.0026,-0.59,-1150,-50,1150,2455,2098,1966,2133,40,112,1054,86,0
6.981,2,1,dwell,2026-08-05T21:03:29.212296+00:00,0.3,0.1129,0.0013,-1.17,-1300,-50,1250,2455,2098,1968,2133,40,112,1046,86,0
7.031,2,1,dwell,2026-08-05T21:03:29.262747+00:00,0.3,0.1196,-0.0026,2.34,-1300,100,1400,2455,2098,1970,2133,40,112,1042,86,0
7.081,2,1,dwell,2026-08-05T21:03:29.312889+00:00,0.3,0.1284,0.0,1.76,-1400,50,1500,2455,2098,1971,2133,40,112,1044,86,0
7.136,2,1,dwell,2026-08-05T21:03:29.367673+00:00,0.3,0.1328,-0.0026,0.59,-1500,50,1500,2455,2098,1969,2133,40,112,1052,86,0
7.182,2,1,dwell,2026-08-05T21:03:29.413250+00:00,0.3,0.1483,-0.0013,-0.59,-1700,0,1650,2455,2098,1966,2133,40,112,1058,86,0
7.232,2,1,ramp_down,2026-08-05T21:03:29.463254+00:00,0.2981,0.155,0.0,0.0,-1750,0,1750,2455,2098,1965,2133,40,112,1056,86,0
7.282,2,1,ramp_down,2026-08-05T21:03:29.513247+00:00,0.2731,0.1616,-0.0013,-0.59,-1850,0,1800,2455,2098,1966,2133,40,112,1050,86,0
7.332,2,1,ramp_down,2026-08-05T21:03:29.563785+00:00,0.248,0.1683,0.0102,-0.59,-1850,-150,1950,2455,2098,1968,2133,40,112,1046,86,0
7.382,2,1,ramp_down,2026-08-05T21:03:29.613516+00:00,0.223,0.1793,0.0089,0.59,-1950,-100,2100,2455,2098,1969,2133,40,112,1048,86,0
7.432,2,1,ramp_down,2026-08-05T21:03:29.663801+00:00,0.1979,0.1816,0.0051,4.1,-1900,50,2200,2455,2098,1969,2133,40,112,1048,86,0
7.485,2,1,ramp_down,2026-08-05T21:03:29.716284+00:00,0.1729,0.1771,0.0026,1.17,-1950,0,2050,2455,2098,1967,2133,40,112,1056,86,0
7.532,2,1,ramp_down,2026-08-05T21:03:29.763868+00:00,0.1478,0.1793,-0.0013,1.17,-2000,50,2050,2455,2098,1966,2133,40,112,1054,86,0
7.583,2,1,ramp_down,2026-08-05T21:03:29.814472+00:00,0.1226,0.1793,-0.0038,1.76,-2000,100,2050,2455,2098,1965,2133,40,112,1056,86,0
7.633,2,1,ramp_down,2026-08-05T21:03:29.864266+00:00,0.0976,0.1816,0.0026,1.17,-2000,0,2100,2455,2098,1966,2133,40,112,1050,86,0
7.683,2,1,ramp_down,2026-08-05T21:03:29.914521+00:00,0.0725,0.1749,-0.0013,-0.59,-2000,0,1950,2455,2098,1967,2133,40,112,1052,86,0
7.734,2,1,ramp_down,2026-08-05T21:03:29.965356+00:00,0.0473,0.1661,0.0013,0.59,-1850,0,1900,2455,2098,1968,2133,40,112,1046,86,0
7.784,2,1,ramp_down,2026-08-05T21:03:30.015744+00:00,0.0221,0.1572,0.0013,-1.17,-1800,-50,1750,2455,2098,1968,2133,40,112,1050,86,0
9.354,3,-1,ramp_up,2026-08-05T21:03:31.585150+00:00,-0.0,0.0,0.0,0.0,0,0,0,2455,2098,1969,2133,40,112,1048,86,0
9.402,3,-1,ramp_up,2026-08-05T21:03:31.633034+00:00,-0.025,0.0,0.0026,-0.59,0,-50,0,2455,2098,1969,2133,40,112,1048,86,0
9.454,3,-1,ramp_up,2026-08-05T21:03:31.685661+00:00,-0.0501,0.0,0.0,0.0,0,0,0,2455,2098,1969,2133,40,112,1048,86,0
9.506,3,-1,ramp_up,2026-08-05T21:03:31.737602+00:00,-0.0751,-0.0022,0.0013,0.59,50,0,0,2455,2098,1969,2133,40,112,1048,86,0
9.552,3,-1,ramp_up,2026-08-05T21:03:31.783288+00:00,-0.1002,-0.0022,0.0013,0.59,50,0,0,2455,2098,1969,2133,40,112,1048,86,0
9.602,3,-1,ramp_up,2026-08-05T21:03:31.833278+00:00,-0.1252,-0.0155,-0.0064,-2.93,50,0,-300,2455,2098,1969,2133,40,112,1048,86,0
9.653,3,-1,ramp_up,2026-08-05T21:03:31.884045+00:00,-0.1502,-0.031,-0.0026,-1.17,300,0,-400,2455,2098,1970,2133,40,112,1042,86,0
9.703,3,-1,ramp_up,2026-08-05T21:03:31.934208+00:00,-0.1755,-0.0376,-0.0013,-0.59,400,0,-450,2455,2098,1971,2133,40,112,0,86,0
9.753,3,-1,ramp_up,2026-08-05T21:03:31.984416+00:00,-0.2006,-0.0465,-0.0013,-0.59,500,0,-550,2455,2098,1973,2133,40,112,20,86,0
9.803,3,-1,ramp_up,2026-08-05T21:03:32.034426+00:00,-0.2256,-0.0554,0.0013,-1.17,600,-50,-650,2455,2098,1974,2133,40,112,0,86,0
9.854,3,-1,ramp_up,2026-08-05T21:03:32.084905+00:00,-0.2508,-0.0664,0.0026,-0.59,750,-50,-750,2455,2098,1974,2133,40,112,0,86,0
9.908,3,-1,ramp_up,2026-08-05T21:03:32.139727+00:00,-0.2761,-0.0753,0.0051,-1.17,850,-100,-850,2455,2098,1974,2133,40,112,0,86,0
9.956,3,-1,dwell,2026-08-05T21:03:32.187146+00:00,-0.3,-0.0841,0.0026,-0.59,950,-50,-950,2455,2098,1973,2133,40,112,0,86,0
10.004,3,-1,dwell,2026-08-05T21:03:32.235290+00:00,-0.3,-0.0952,-0.0013,1.17,1100,50,-1050,2455,2098,1973,2133,40,112,0,86,0
10.054,3,-1,dwell,2026-08-05T21:03:32.285282+00:00,-0.3,-0.1018,-0.0,0.0,1150,0,-1150,2455,2098,1973,2133,40,112,0,86,0
10.104,3,-1,dwell,2026-08-05T21:03:32.335194+00:00,-0.3,-0.1085,0.0013,0.59,1250,0,-1200,2455,2098,1972,2133,40,112,1046,86,0
10.155,3,-1,dwell,2026-08-05T21:03:32.385981+00:00,-0.3,-0.1196,-0.0,0.0,1350,0,-1350,2455,2098,1972,2133,40,112,1042,86,0
10.205,3,-1,dwell,2026-08-05T21:03:32.436300+00:00,-0.3,-0.124,-0.0,0.0,1400,0,-1400,2455,2098,1972,2133,40,112,1042,86,0
10.256,3,-1,dwell,2026-08-05T21:03:32.487589+00:00,-0.3,-0.1373,-0.0026,-1.17,1500,0,-1600,2455,2098,1973,2133,40,112,0,86,0
10.31,3,-1,dwell,2026-08-05T21:03:32.540965+00:00,-0.3,-0.1461,-0.0,0.0,1650,0,-1650,2455,2098,1974,2133,40,112,0,86,0
10.356,3,-1,ramp_down,2026-08-05T21:03:32.587128+00:00,-0.2979,-0.1572,-0.0013,-0.59,1750,0,-1800,2455,2098,1974,2133,40,112,0,86,0
10.406,3,-1,ramp_down,2026-08-05T21:03:32.637011+00:00,-0.2729,-0.1683,-0.0,0.0,1900,0,-1900,2455,2098,1974,2133,40,112,0,86,0
10.457,3,-1,ramp_down,2026-08-05T21:03:32.688545+00:00,-0.2478,-0.1749,0.0038,1.76,2050,0,-1900,2455,2098,1974,2133,40,112,0,86,0
10.507,3,-1,ramp_down,2026-08-05T21:03:32.737930+00:00,-0.2228,-0.1838,0.0013,0.59,2100,0,-2050,2455,2098,1972,2133,40,112,1046,86,0
10.56,3,-1,ramp_down,2026-08-05T21:03:32.791612+00:00,-0.1977,-0.1838,0.0013,0.59,2100,0,-2050,2455,2098,1970,2133,40,112,1046,86,0
10.606,3,-1,ramp_down,2026-08-05T21:03:32.837437+00:00,-0.1727,-0.1793,-0.0038,-1.76,1950,0,-2100,2455,2098,1968,2133,40,112,1054,86,0
10.658,3,-1,ramp_down,2026-08-05T21:03:32.889393+00:00,-0.1475,-0.1771,-0.0077,-1.76,1900,50,-2100,2455,2098,1968,2133,40,112,1050,86,0
10.707,3,-1,ramp_down,2026-08-05T21:03:32.938015+00:00,-0.1224,-0.1727,-0.0102,0.59,1900,150,-2000,2455,2098,1968,2133,40,112,1050,86,0
10.757,3,-1,ramp_down,2026-08-05T21:03:32.988014+00:00,-0.0974,-0.1727,-0.0026,0.59,1950,50,-1950,2455,2098,1968,2133,40,112,1050,86,0
10.808,3,-1,ramp_down,2026-08-05T21:03:33.038914+00:00,-0.0721,-0.1683,-0.0,0.0,1900,0,-1900,2455,2098,1968,2133,40,112,1050,86,0
10.858,3,-1,ramp_down,2026-08-05T21:03:33.089335+00:00,-0.0469,-0.1705,0.0038,0.0,1950,-50,-1900,2455,2098,1967,2133,40,112,1052,86,0
10.909,3,-1,ramp_down,2026-08-05T21:03:33.139910+00:00,-0.0216,-0.155,0.0026,-0.59,1750,-50,-1750,2455,2098,1967,2133,40,112,1052,86,0
12.477,4,1,ramp_up,2026-08-05T21:03:34.708831+00:00,0.0,0.0,0.0,0.0,0,0,0,2455,2098,1968,2133,40,112,1050,86,0
12.526,4,1,ramp_up,2026-08-05T21:03:34.757020+00:00,0.0251,0.0,0.0,0.0,0,0,0,2455,2098,1968,2133,40,112,1050,86,0
12.576,4,1,ramp_up,2026-08-05T21:03:34.807357+00:00,0.0503,0.0,0.0,0.0,0,0,0,2455,2098,1969,2133,40,112,1044,86,0
12.626,4,1,ramp_up,2026-08-05T21:03:34.857304+00:00,0.0754,0.0044,0.0,0.0,-50,0,50,2455,2098,1969,2133,40,112,1048,86,0
12.676,4,1,ramp_up,2026-08-05T21:03:34.907301+00:00,0.1004,0.0066,-0.0013,-0.59,-100,0,50,2455,2098,1969,2133,40,112,1048,86,0
12.726,4,1,ramp_up,2026-08-05T21:03:34.957293+00:00,0.1254,0.0,0.0,0.0,0,0,0,2455,2098,1968,2133,40,112,1050,86,0
12.777,4,1,ramp_up,2026-08-05T21:03:35.008108+00:00,0.1507,0.0332,-0.0013,-0.59,-400,0,350,2455,2098,1967,2133,40,112,1052,86,0
12.827,4,1,ramp_up,2026-08-05T21:03:35.058386+00:00,0.1758,0.0399,-0.0026,0.59,-450,50,450,2455,2098,1966,2133,40,112,1058,86,0
12.877,4,1,ramp_up,2026-08-05T21:03:35.108019+00:00,0.2008,0.0487,0.0,0.0,-550,0,550,2455,2098,1966,2133,40,112,1054,86,0
12.933,4,1,ramp_up,2026-08-05T21:03:35.164334+00:00,0.226,0.0576,0.0026,-0.59,-650,-50,650,2455,2098,1966,2133,40,112,1054,86,0
12.977,4,1,ramp_up,2026-08-05T21:03:35.208876+00:00,0.2511,0.0642,0.0013,0.59,-700,0,750,2455,2098,1967,2133,40,112,1052,86,0
13.027,4,1,ramp_up,2026-08-05T21:03:35.258623+00:00,0.2761,0.0731,-0.0013,-0.59,-850,0,800,2455,2098,1967,2133,40,112,1052,86,0
13.078,4,1,dwell,2026-08-05T21:03:35.309190+00:00,0.3,0.0841,0.0026,1.17,-900,0,1000,2455,2098,1967,2133,40,112,1052,86,0
13.128,4,1,dwell,2026-08-05T21:03:35.359795+00:00,0.3,0.0908,0.0013,0.59,-1000,0,1050,2455,2098,1967,2133,40,112,1052,86,0
13.179,4,1,dwell,2026-08-05T21:03:35.410084+00:00,0.3,0.1018,-0.0026,0.59,-1150,50,1150,2455,2098,1967,2133,40,112,1052,86,0
13.23,4,1,dwell,2026-08-05T21:03:35.461067+00:00,0.3,0.1063,0.0,0.0,-1200,0,1200,2455,2098,1967,2133,40,112,1052,86,0
13.279,4,1,dwell,2026-08-05T21:03:35.510694+00:00,0.3,0.1196,0.0,1.76,-1300,50,1400,2455,2098,1966,2133,40,112,1054,86,0
13.33,4,1,dwell,2026-08-05T21:03:35.561167+00:00,0.3,0.1306,-0.0038,1.76,-1450,100,1500,2455,2098,1966,2133,40,112,1054,86,0
13.384,4,1,dwell,2026-08-05T21:03:35.614904+00:00,0.3,0.1395,0.0013,0.59,-1550,0,1600,2455,2098,1966,2133,40,112,1054,86,0
13.43,4,1,dwell,2026-08-05T21:03:35.661431+00:00,0.3,0.1439,-0.0038,-1.76,-1700,0,1550,2455,2098,1966,2133,40,112,1054,86,0
13.479,4,1,ramp_down,2026-08-05T21:03:35.710759+00:00,0.2975,0.1572,0.0013,0.59,-1750,0,1800,2455,2098,1966,2133,40,112,1054,86,0
13.53,4,1,ramp_down,2026-08-05T21:03:35.761498+00:00,0.2725,0.1616,0.0038,0.0,-1800,-50,1850,2455,2098,1966,2133,40,112,1054,86,0
13.58,4,1,ramp_down,2026-08-05T21:03:35.811804+00:00,0.2474,0.1727,0.0026,-0.59,-1950,-50,1950,2455,2098,1967,2133,40,112,1048,86,0
13.634,4,1,ramp_down,2026-08-05T21:03:35.865804+00:00,0.2222,0.1816,0.0026,1.17,-2000,0,2100,2455,2098,1970,2133,40,112,18,86,0
13.681,4,1,ramp_down,2026-08-05T21:03:35.912295+00:00,0.1971,0.1838,0.0064,2.93,-1950,0,2200,2455,2098,1971,2133,40,112,1044,86,0
13.732,4,1,ramp_down,2026-08-05T21:03:35.962924+00:00,0.1719,0.1838,0.0038,3.52,-1950,50,2200,2455,2098,1971,2133,40,112,1044,86,0
13.781,4,1,ramp_down,2026-08-05T21:03:36.012733+00:00,0.1469,0.1816,-0.0026,2.34,-2000,100,2100,2455,2098,1969,2133,40,112,1052,86,0
13.831,4,1,ramp_down,2026-08-05T21:03:36.062790+00:00,0.1218,0.1816,-0.0026,0.59,-2050,50,2050,2455,2098,1967,2133,40,112,1056,86,0
13.882,4,1,ramp_down,2026-08-05T21:03:36.113576+00:00,0.0966,0.1838,0.0013,0.59,-2050,0,2100,2455,2098,1966,2133,40,112,1054,86,0
13.933,4,1,ramp_down,2026-08-05T21:03:36.164152+00:00,0.0713,0.1705,0.0013,0.59,-1900,0,1950,2455,2098,1966,2133,40,112,1054,86,0
13.983,4,1,ramp_down,2026-08-05T21:03:36.214538+00:00,0.0461,0.1661,0.0038,-0.0,-1850,-50,1900,2455,2098,1968,2133,40,112,1046,86,0
14.034,4,1,ramp_down,2026-08-05T21:03:36.265072+00:00,0.0209,0.1594,0.0051,0.59,-1750,-50,1850,2455,2098,1970,2133,40,112,1046,86,0
15.601,5,-1,ramp_up,2026-08-05T21:03:37.832838+00:00,-0.0,0.0022,-0.0013,-0.59,-50,0,0,2455,2098,1970,2133,40,112,1046,86,0
