elapsed_s,timestamp,millivolts,milliamps,active_motors,phase
0.0418,2026-08-28T03:51:34.255541+00:00,5072,640,0,idle
0.0435,2026-08-28T03:51:34.257251+00:00,5072,640,0,idle
0.0449,2026-08-28T03:51:34.258601+00:00,5072,640,0,idle
0.0462,2026-08-28T03:51:34.259908+00:00,5072,640,0,idle
0.0475,2026-08-28T03:51:34.261202+00:00,5072,640,0,idle
0.0488,2026-08-28T03:51:34.262480+00:00,5072,640,0,idle
0.0501,2026-08-28T03:51:34.263774+00:00,5072,640,0,idle
0.0515,2026-08-28T03:51:34.265243+00:00,5072,640,0,idle
0.0529,2026-08-28T03:51:34.266656+00:00,5072,648,0,idle
0.0544,2026-08-28T03:51:34.268094+00:00,5072,648,0,idle
0.0558,2026-08-28T03:51:34.269504+00:00,5072,648,0,idle
0.0572,2026-08-28T03:51:34.270931+00:00,5072,648,0,idle
0.0587,2026-08-28T03:51:34.272372+00:00,5072,648,0,idle
0.0601,2026-08-28T03:51:34.273791+00:00,5072,648,0,idle
0.0615,2026-08-28T03:51:34.275209+00:00,5072,648,0,idle
0.0634,2026-08-28T03:51:34.277081+00:00,5072,648,0,idle
0.0646,2026-08-28T03:51:34.278356+00:00,5072,648,0,idle
0.0659,2026-08-28T03:51:34.279632+00:00,5072,648,0,idle
0.0672,2026-08-28T03:51:34.280911+00:00,5072,648,0,idle
0.0685,2026-08-28T03:51:34.282184+00:00,5072,648,0,idle
0.0697,2026-08-28T03:51:34.283458+00:00,5072,648,0,idle
0.0710,2026-08-28T03:51:34.284732+00:00,5072,648,0,idle
0.0723,2026-08-28T03:51:34.286005+00:00,5072,648,0,idle
0.0739,2026-08-28T03:51:34.287570+00:00,5072,656,0,idle
0.0753,2026-08-28T03:51:34.289063+00:00,5072,656,0,idle
0.0768,2026-08-28T03:51:34.290520+00:00,5072,656,0,idle
0.0783,2026-08-28T03:51:34.291982+00:00,5072,656,0,idle
0.0797,2026-08-28T03:51:34.293443+00:00,5072,656,0,idle
0.0812,2026-08-28T03:51:34.294915+00:00,5072,656,0,idle
0.0829,2026-08-28T03:51:34.296560+00:00,5072,656,0,idle
0.0841,2026-08-28T03:51:34.297833+00:00,5072,656,0,idle
0.0854,2026-08-28T03:51:34.299128+00:00,5072,656,0,idle
0.0867,2026-08-28T03:51:34.300405+00:00,5072,656,0,idle
0.0880,2026-08-28T03:51:34.301671+00:00,5072,656,0,idle
0.0892,2026-08-28T03:51:34.302939+00:00,5072,656,0,idle
0.0905,2026-08-28T03:51:34.304204+00:00,5072,656,0,idle
0.0920,2026-08-28T03:51:34.305737+00:00,5072,656,0,idle
0.0935,2026-08-28T03:51:34.307240+00:00,5072,664,0,idle
0.0950,2026-08-28T03:51:34.308733+00:00,5072,664,0,idle
0.0965,2026-08-28T03:51:34.310219+00:00,5072,664,0,idle
0.0980,2026-08-28T03:51:34.311720+00:00,5072,664,0,idle
0.0995,2026-08-28T03:51:34.313204+00:00,5072,664,0,idle
0.1008,2026-08-28T03:51:34.314473+00:00,5072,664,0,idle
0.1022,2026-08-28T03:51:34.315866+00:00,5072,664,0,idle
0.1035,2026-08-28T03:51:34.317189+00:00,5072,664,0,idle
0.1048,2026-08-28T03:51:34.318470+00:00,5072,664,0,idle
0.1060,2026-08-28T03:51:34.319747+00:00,5072,664,0,idle
0.1073,2026-08-28T03:51:34.321050+00:00,5072,664,0,idle
0.1086,2026-08-28T03:51:34.322331+00:00,5072,664,0,idle
0.1099,2026-08-28T03:51:34.323596+00:00,5072,664,0,idle
0.1111,2026-08-28T03:51:34.324854+00:00,5072,664,0,idle
0.1124,2026-08-28T03:51:34.326111+00:00,5072,664,0,idle
0.1138,2026-08-28T03:51:34.327512+00:00,5072,664,0,idle
0.1153,2026-08-28T03:51:34.328990+00:00,5072,672,0,idle
0.1167,2026-08-28T03:51:34.330459+00:00,5072,672,0,idle
0.1182,2026-08-28T03:51:34.331936+00:00,5072,672,0,idle
0.1197,2026-08-28T03:51:34.333420+00:00,5072,672,0,idle
0.1211,2026-08-28T03:51:34.334827+00:00,5072,672,0,idle
0.1224,2026-08-28T03:51:34.336127+00:00,5072,672,0,idle
0.1237,2026-08-28T03:51:34.337389+00:00,5072,672,0,idle
0.1249,2026-08-28T03:51:34.338652+00:00,5072,672,0,idle
0.1262,2026-08-28T03:51:34.339921+00:00,5072,672,0,idle
0.1275,2026-08-28T03:51:34.341187+00:00,5072,672,0,idle
0.1287,2026-08-28T03:51:34.342449+00:00,5072,672,0,idle
0.1300,2026-08-28T03:51:34.343706+00:00,5072,672,0,idle
0.1314,2026-08-28T03:51:34.345087+00:00,5072,672,0,idle
0.1328,2026-08-28T03:51:34.346555+00:00,5072,672,0,idle
0.1343,2026-08-28T03:51:34.348032+00:00,5072,672,0,idle
0.1358,2026-08-28T03:51:34.349510+00:00,5072,672,0,idle
0.1373,2026-08-28T03:51:34.350989+00:00,5072,672,0,idle
0.1387,2026-08-28T03:51:34.352380+00:00,5072,672,0,idle
0.1400,2026-08-28T03:51:34.353727+00:00,5072,680,0,idle
0.1413,2026-08-28T03:51:34.354989+00:00,5072,680,0,idle
0.1425,2026-08-28T03:51:34.356251+00:00,5072,680,0,idle
0.1438,2026-08-28T03:51:34.357508+00:00,5072,680,0,idle
0.1451,2026-08-28T03:51:34.358776+00:00,5072,680,0,idle
0.1463,2026-08-28T03:51:34.360043+00:00,5072,680,0,idle
0.1476,2026-08-28T03:51:34.361295+00:00,5072,680,0,idle
0.1490,2026-08-28T03:51:34.362670+00:00,5072,680,0,idle
0.1505,2026-08-28T03:51:34.364175+00:00,5072,680,0,idle
0.1519,2026-08-28T03:51:34.365646+00:00,5072,680,0,idle
0.1534,2026-08-28T03:51:34.367116+00:00,5072,680,0,idle
0.1549,2026-08-28T03:51:34.368596+00:00,5072,680,0,idle
0.1563,2026-08-28T03:51:34.370049+00:00,5072,680,0,idle
0.1577,2026-08-28T03:51:34.371367+00:00,5072,680,0,idle
0.1589,2026-08-28T03:51:34.372624+00:00,5072,680,0,idle
0.1602,2026-08-28T03:51:34.373880+00:00,5072,680,0,idle
0.1614,2026-08-28T03:51:34.375137+00:00,5072,680,0,idle
0.1627,2026-08-28T03:51:34.376402+00:00,5072,680,0,idle
0.1639,2026-08-28T03:51:34.377658+00:00,5072,680,0,idle
0.1652,2026-08-28T03:51:34.378918+00:00,5072,688,0,idle
0.1665,2026-08-28T03:51:34.380179+00:00,5072,688,0,idle
0.1678,2026-08-28T03:51:34.381557+00:00,5072,688,0,idle
0.1693,2026-08-28T03:51:34.383033+00:00,5072,688,0,idle
0.1708,2026-08-28T03:51:34.384511+00:00,5072,688,0,idle
0.1723,2026-08-28T03:51:34.385979+00:00,5072,688,0,idle
0.1738,2026-08-28T03:51:34.387486+00:00,5072,688,0,idle
0.1753,2026-08-28T03:51:34.388982+00:00,5072,688,0,idle
0.1768,2026-08-28T03:51:34.390518+00:00,5072,688,0,idle
0.1781,2026-08-28T03:51:34.391810+00:00,5072,688,0,idle
0.1794,2026-08-28T03:51:34.393068+00:00,5072,688,0,idle
0.1806,2026-08-28T03:51:34.394322+00:00,5072,688,0,idle
0.1819,2026-08-28T03:51:34.395587+00:00,5072,688,0,idle
0.1831,2026-08-28T03:51:34.396848+00:00,5072,688,0,idle
0.1844,2026-08-28T03:51:34.398106+00:00,5072,688,0,idle
0.1857,2026-08-28T03:51:34.399383+00:00,5072,688,0,idle
0.1870,2026-08-28T03:51:34.400761+00:00,5072,688,0,idle
0.1885,2026-08-28T03:51:34.402225+00:00,5072,688,0,idle
0.1900,2026-08-28T03:51:34.403697+00:00,5072,688,0,idle
0.1915,2026-08-28T03:51:34.405176+00:00,5072,688,0,idle
0.1929,2026-08-28T03:51:34.406644+00:00,5072,696,0,idle
0.1945,2026-08-28T03:51:34.408226+00:00,5072,696,0,idle
0.1958,2026-08-28T03:51:34.409530+00:00,5072,696,0,idle
0.1971,2026-08-28T03:51:34.410791+00:00,5072,696,0,idle
0.1983,2026-08-28T03:51:34.412054+00:00,5072,696,0,idle
0.1996,2026-08-28T03:51:34.413311+00:00,5072,696,0,idle
0.2009,2026-08-28T03:51:34.414567+00:00,5072,696,0,idle
0.2022,2026-08-28T03:51:34.415862+00:00,5072,696,0,idle
0.2034,2026-08-28T03:51:34.417129+00:00,5072,696,0,idle
0.2048,2026-08-28T03:51:34.418502+00:00,5072,696,0,idle
0.2063,2026-08-28T03:51:34.419976+00:00,5072,696,0,idle
0.2079,2026-08-28T03:51:34.421567+00:00,5072,696,0,idle
0.2093,2026-08-28T03:51:34.423044+00:00,5072,696,0,idle
0.2108,2026-08-28T03:51:34.424520+00:00,5072,696,0,idle
0.2123,2026-08-28T03:51:34.425993+00:00,5072,696,0,idle
0.2139,2026-08-28T03:51:34.427631+00:00,5072,696,0,idle
0.2152,2026-08-28T03:51:34.428929+00:00,5072,696,0,idle
0.2165,2026-08-28T03:51:34.430187+00:00,5072,696,0,idle
0.2177,2026-08-28T03:51:34.431445+00:00,5072,696,0,idle
0.2190,2026-08-28T03:51:34.432709+00:00,5072,696,0,idle
0.2203,2026-08-28T03:51:34.433966+00:00,5072,696,0,idle
0.2215,2026-08-28T03:51:34.435224+00:00,5072,696,0,idle
0.2228,2026-08-28T03:51:34.436487+00:00,5072,696,0,idle
0.2242,2026-08-28T03:51:34.437876+00:00,5072,704,0,idle
0.2256,2026-08-28T03:51:34.439353+00:00,5072,704,0,idle
0.2271,2026-08-28T03:51:34.440834+00:00,5072,704,0,idle
0.2286,2026-08-28T03:51:34.442306+00:00,5072,704,0,idle
0.2301,2026-08-28T03:51:34.443786+00:00,5072,704,0,idle
0.2315,2026-08-28T03:51:34.445180+00:00,5072,704,0,idle
0.2327,2026-08-28T03:51:34.446438+00:00,5072,704,0,idle
0.2340,2026-08-28T03:51:34.447701+00:00,5072,704,0,idle
0.2353,2026-08-28T03:51:34.448977+00:00,5072,704,0,idle
0.2381,2026-08-28T03:51:34.451856+00:00,5072,704,0,idle
0.2400,2026-08-28T03:51:34.453716+00:00,5072,704,0,idle
0.2415,2026-08-28T03:51:34.455182+00:00,5072,704,0,idle
0.2430,2026-08-28T03:51:34.456663+00:00,5072,704,0,idle
0.2444,2026-08-28T03:51:34.458134+00:00,5072,704,0,idle
0.2459,2026-08-28T03:51:34.459607+00:00,5072,704,0,idle
0.2474,2026-08-28T03:51:34.461082+00:00,5072,704,0,idle
0.2487,2026-08-28T03:51:34.462439+00:00,5072,704,0,idle
0.2500,2026-08-28T03:51:34.463698+00:00,5072,704,0,idle
0.2513,2026-08-28T03:51:34.464962+00:00,5072,704,0,idle
0.2525,2026-08-28T03:51:34.466220+00:00,5072,704,0,idle
0.2538,2026-08-28T03:51:34.467479+00:00,5072,704,0,idle
0.2550,2026-08-28T03:51:34.468739+00:00,5072,712,0,idle
0.2563,2026-08-28T03:51:34.469994+00:00,5072,712,0,idle
0.2576,2026-08-28T03:51:34.471274+00:00,5072,712,0,idle
0.2589,2026-08-28T03:51:34.472610+00:00,5072,712,0,idle
0.2604,2026-08-28T03:51:34.474076+00:00,5072,712,0,idle
0.2619,2026-08-28T03:51:34.475565+00:00,5072,712,0,idle
0.2633,2026-08-28T03:51:34.477036+00:00,5072,712,0,idle
0.2648,2026-08-28T03:51:34.478505+00:00,5072,712,0,idle
0.2663,2026-08-28T03:51:34.479982+00:00,5072,712,0,idle
0.2677,2026-08-28T03:51:34.481457+00:00,5072,712,0,idle
0.2693,2026-08-28T03:51:34.482989+00:00,5072,712,0,idle
0.2705,2026-08-28T03:51:34.484247+00:00,5072,712,0,idle
0.2718,2026-08-28T03:51:34.485502+00:00,5072,712,0,idle
0.2731,2026-08-28T03:51:34.486765+00:00,5072,712,0,idle
0.2743,2026-08-28T03:51:34.488024+00:00,5072,712,0,idle
0.2756,2026-08-28T03:51:34.489281+00:00,5072,712,0,idle
0.2768,2026-08-28T03:51:34.490539+00:00,5072,712,0,idle
0.2781,2026-08-28T03:51:34.491794+00:00,5072,712,0,idle
0.2794,2026-08-28T03:51:34.493082+00:00,5072,712,0,idle
0.2808,2026-08-28T03:51:34.494542+00:00,5072,712,0,idle
0.2823,2026-08-28T03:51:34.496016+00:00,5072,712,0,idle
0.2838,2026-08-28T03:51:34.497484+00:00,5072,712,0,idle
0.2852,2026-08-28T03:51:34.498956+00:00,5072,712,0,idle
0.2867,2026-08-28T03:51:34.500411+00:00,5072,712,0,idle
0.2880,2026-08-28T03:51:34.501706+00:00,5072,712,0,idle
0.2893,2026-08-28T03:51:34.502963+00:00,5072,712,0,idle
0.2905,2026-08-28T03:51:34.504225+00:00,5072,720,0,idle
0.2918,2026-08-28T03:51:34.505478+00:00,5072,720,0,idle
0.2930,2026-08-28T03:51:34.506736+00:00,5072,720,0,idle
0.2943,2026-08-28T03:51:34.508003+00:00,5072,720,0,idle
0.2955,2026-08-28T03:51:34.509257+00:00,5072,720,0,idle
0.2968,2026-08-28T03:51:34.510540+00:00,5072,720,0,idle
0.2983,2026-08-28T03:51:34.512002+00:00,5072,720,0,idle
0.2998,2026-08-28T03:51:34.513481+00:00,5072,720,0,idle
0.3012,2026-08-28T03:51:34.514962+00:00,5072,720,0,idle
0.3027,2026-08-28T03:51:34.516437+00:00,5072,720,0,idle
0.3043,2026-08-28T03:51:34.518040+00:00,5072,720,0,idle
0.3057,2026-08-28T03:51:34.519380+00:00,5072,720,0,idle
0.3069,2026-08-28T03:51:34.520641+00:00,5072,720,0,idle
0.3082,2026-08-28T03:51:34.521896+00:00,5072,720,0,idle
0.3094,2026-08-28T03:51:34.523152+00:00,5072,720,0,idle
0.3107,2026-08-28T03:51:34.524407+00:00,5072,720,0,idle
0.3120,2026-08-28T03:51:34.525666+00:00,5072,720,0,idle
0.3132,2026-08-28T03:51:34.526924+00:00,5072,720,0,idle
0.3145,2026-08-28T03:51:34.528183+00:00,5072,720,0,idle
0.3159,2026-08-28T03:51:34.529612+00:00,5072,720,0,idle
0.3174,2026-08-28T03:51:34.531086+00:00,5072,720,0,idle
0.3188,2026-08-28T03:51:34.532560+00:00,5072,720,0,idle
0.3203,2026-08-28T03:51:34.534024+00:00,5072,720,0,idle
0.3218,2026-08-28T03:51:34.535509+00:00,5072,720,0,idle
0.3232,2026-08-28T03:51:34.536959+00:00,5072,720,0,idle
0.3245,2026-08-28T03:51:34.538254+00:00,5072,720,0,idle
0.3258,2026-08-28T03:51:34.539512+00:00,5072,720,0,idle
0.3271,2026-08-28T03:51:34.540772+00:00,5072,720,0,idle
0.3283,2026-08-28T03:51:34.542030+00:00,5072,720,0,idle
0.3296,2026-08-28T03:51:34.543288+00:00,5072,728,0,idle
0.3308,2026-08-28T03:51:34.544548+00:00,5072,728,0,idle
0.3321,2026-08-28T03:51:34.545842+00:00,5072,728,0,idle
0.3336,2026-08-28T03:51:34.547304+00:00,5072,728,0,idle
0.3351,2026-08-28T03:51:34.548779+00:00,5072,728,0,idle
0.3365,2026-08-28T03:51:34.550247+00:00,5072,728,0,idle
0.3380,2026-08-28T03:51:34.551748+00:00,5072,728,0,idle
0.3395,2026-08-28T03:51:34.553227+00:00,5072,728,0,idle
0.3409,2026-08-28T03:51:34.554592+00:00,5072,728,0,idle
0.3421,2026-08-28T03:51:34.555854+00:00,5072,728,0,idle
0.3434,2026-08-28T03:51:34.557115+00:00,5072,728,0,idle
0.3447,2026-08-28T03:51:34.558371+00:00,5072,728,0,idle
