elapsed_s,timestamp,millivolts,milliamps,active_motors,phase
0.0353,2026-08-28T03:45:32.822939+00:00,5072,640,0,idle
0.0370,2026-08-28T03:45:32.824652+00:00,5072,640,0,idle
0.0384,2026-08-28T03:45:32.826055+00:00,5072,640,0,idle
0.0399,2026-08-28T03:45:32.827473+00:00,5072,640,0,idle
0.0412,2026-08-28T03:45:32.828860+00:00,5072,640,0,idle
0.0429,2026-08-28T03:45:32.830492+00:00,5072,640,0,idle
0.0443,2026-08-28T03:45:32.831876+00:00,5072,640,0,idle
0.0457,2026-08-28T03:45:32.833264+00:00,5072,648,0,idle
0.0470,2026-08-28T03:45:32.834641+00:00,5072,648,0,idle
0.0484,2026-08-28T03:45:32.836045+00:00,5072,648,0,idle
0.0498,2026-08-28T03:45:32.837429+00:00,5072,648,0,idle
0.0512,2026-08-28T03:45:32.838849+00:00,5072,648,0,idle
0.0527,2026-08-28T03:45:32.840339+00:00,5072,648,0,idle
0.0540,2026-08-28T03:45:32.841602+00:00,5072,648,0,idle
0.0553,2026-08-28T03:45:32.842872+00:00,5072,648,0,idle
0.0565,2026-08-28T03:45:32.844135+00:00,5072,648,0,idle
0.0578,2026-08-28T03:45:32.845395+00:00,5072,648,0,idle
0.0590,2026-08-28T03:45:32.846653+00:00,5072,648,0,idle
0.0603,2026-08-28T03:45:32.847914+00:00,5072,648,0,idle
0.0616,2026-08-28T03:45:32.849182+00:00,5072,648,0,idle
0.0630,2026-08-28T03:45:32.850567+00:00,5072,648,0,idle
0.0644,2026-08-28T03:45:32.852041+00:00,5072,648,0,idle
0.0659,2026-08-28T03:45:32.853518+00:00,5072,648,0,idle
0.0674,2026-08-28T03:45:32.854992+00:00,5072,648,0,idle
0.0689,2026-08-28T03:45:32.856471+00:00,5072,648,0,idle
0.0705,2026-08-28T03:45:32.858097+00:00,5072,656,0,idle
0.0718,2026-08-28T03:45:32.859440+00:00,5072,656,0,idle
0.0731,2026-08-28T03:45:32.860700+00:00,5072,656,0,idle
0.0743,2026-08-28T03:45:32.861958+00:00,5072,656,0,idle
0.0756,2026-08-28T03:45:32.863215+00:00,5072,656,0,idle
0.0769,2026-08-28T03:45:32.864480+00:00,5072,656,0,idle
0.0781,2026-08-28T03:45:32.865738+00:00,5072,656,0,idle
0.0794,2026-08-28T03:45:32.866994+00:00,5072,656,0,idle
0.0808,2026-08-28T03:45:32.868370+00:00,5072,656,0,idle
0.0822,2026-08-28T03:45:32.869834+00:00,5072,656,0,idle
0.0837,2026-08-28T03:45:32.871304+00:00,5072,656,0,idle
0.0852,2026-08-28T03:45:32.872780+00:00,5072,656,0,idle
0.0866,2026-08-28T03:45:32.874249+00:00,5072,656,0,idle
0.0880,2026-08-28T03:45:32.875661+00:00,5072,656,0,idle
0.0893,2026-08-28T03:45:32.876960+00:00,5072,656,0,idle
0.0906,2026-08-28T03:45:32.878215+00:00,5072,656,0,idle
0.0919,2026-08-28T03:45:32.879471+00:00,5072,656,0,idle
0.0931,2026-08-28T03:45:32.880728+00:00,5072,664,0,idle
0.0944,2026-08-28T03:45:32.881979+00:00,5072,664,0,idle
0.0956,2026-08-28T03:45:32.883236+00:00,5072,664,0,idle
0.0969,2026-08-28T03:45:32.884494+00:00,5072,664,0,idle
0.0983,2026-08-28T03:45:32.885868+00:00,5072,664,0,idle
0.0997,2026-08-28T03:45:32.887342+00:00,5072,664,0,idle
0.1012,2026-08-28T03:45:32.888820+00:00,5072,664,0,idle
0.1027,2026-08-28T03:45:32.890289+00:00,5072,664,0,idle
0.1041,2026-08-28T03:45:32.891762+00:00,5072,664,0,idle
0.1056,2026-08-28T03:45:32.893234+00:00,5072,664,0,idle
0.1070,2026-08-28T03:45:32.894604+00:00,5072,664,0,idle
