elapsed_s,timestamp,millivolts,milliamps,active_motors,phase
0.0380,2026-08-28T03:49:50.897686+00:00,5072,648,0,idle
0.0402,2026-08-28T03:49:50.899888+00:00,5072,648,0,idle
0.0417,2026-08-28T03:49:50.901353+00:00,5072,648,0,idle
0.0431,2026-08-28T03:49:50.902776+00:00,5072,648,0,idle
0.0445,2026-08-28T03:49:50.904174+00:00,5072,648,0,idle
0.0459,2026-08-28T03:49:50.905547+00:00,5072,648,0,idle
0.0473,2026-08-28T03:49:50.906938+00:00,5072,648,0,idle
0.0487,2026-08-28T03:49:50.908334+00:00,5072,648,0,idle
0.0500,2026-08-28T03:49:50.909714+00:00,5072,656,0,idle
0.0514,2026-08-28T03:49:50.911094+00:00,5072,656,0,idle
0.0528,2026-08-28T03:49:50.912479+00:00,5072,656,0,idle
0.0543,2026-08-28T03:49:50.913982+00:00,5072,656,0,idle
0.0556,2026-08-28T03:49:50.915255+00:00,5072,656,0,idle
0.0569,2026-08-28T03:49:50.916523+00:00,5072,656,0,idle
0.0581,2026-08-28T03:49:50.917791+00:00,5072,656,0,idle
0.0594,2026-08-28T03:49:50.919062+00:00,5072,656,0,idle
0.0607,2026-08-28T03:49:50.920332+00:00,5072,656,0,idle
0.0619,2026-08-28T03:49:50.921597+00:00,5072,656,0,idle
0.0632,2026-08-28T03:49:50.922862+00:00,5072,656,0,idle
0.0645,2026-08-28T03:49:50.924126+00:00,5072,656,0,idle
0.0657,2026-08-28T03:49:50.925383+00:00,5072,656,0,idle
0.0671,2026-08-28T03:49:50.926793+00:00,5072,656,0,idle
0.0686,2026-08-28T03:49:50.928270+00:00,5072,656,0,idle
0.0701,2026-08-28T03:49:50.929743+00:00,5072,656,0,idle
0.0715,2026-08-28T03:49:50.931216+00:00,5072,656,0,idle
0.0730,2026-08-28T03:49:50.932692+00:00,5072,664,0,idle
0.0746,2026-08-28T03:49:50.934286+00:00,5072,664,0,idle
0.0759,2026-08-28T03:49:50.935601+00:00,5072,664,0,idle
0.0772,2026-08-28T03:49:50.936876+00:00,5072,664,0,idle
0.0785,2026-08-28T03:49:50.938141+00:00,5072,664,0,idle
0.0798,2026-08-28T03:49:50.939418+00:00,5072,664,0,idle
0.0810,2026-08-28T03:49:50.940690+00:00,5072,664,0,idle
0.0823,2026-08-28T03:49:50.941961+00:00,5072,664,0,idle
0.0836,2026-08-28T03:49:50.943238+00:00,5072,664,0,idle
0.0849,2026-08-28T03:49:50.944533+00:00,5072,664,0,idle
