elapsed_s,timestamp,gpu_temp_c,cpu_temp_c,tj_temp_c,soc0_temp_c,gpu_util_pct,gpu_clock_mhz,gpu_max_mhz,emc_util_pct,vdd_in_mw,vdd_cpu_gpu_cv_mw,vdd_soc_mw,ram_used_mb,cpu_util_mean_pct,cpu_clock_max_mhz
1.0,2026-08-04T18:31:15.193932+00:00,51.562,50.875,51.562,51.156,0,306,1020,,5511,519,2795,1466,0.0,729
2.0,2026-08-04T18:31:16.197652+00:00,51.531,50.656,51.531,51.281,0,306,1020,,5471,519,2795,1466,0.5,729
3.0,2026-08-04T18:31:17.203757+00:00,51.718,50.75,51.718,51.093,0,306,1020,,5471,519,2795,1466,0.0,729
4.0,2026-08-04T18:31:18.209868+00:00,51.687,50.843,51.687,51.25,0,306,1020,,5471,519,2795,1466,0.2,729
5.0,2026-08-04T18:31:19.216147+00:00,51.781,51.031,51.781,51.187,0,306,1020,,5471,519,2795,1466,0.2,729
6.1,2026-08-04T18:31:20.222173+00:00,51.593,50.718,51.593,51.343,0,306,1020,,5431,479,2795,1466,0.2,729
7.1,2026-08-04T18:31:21.228050+00:00,51.562,50.718,51.562,51.281,0,306,1020,,5440,479,2795,1466,0.0,729
8.1,2026-08-04T18:31:22.236637+00:00,51.562,50.906,51.562,51.093,0,306,1020,,5511,559,2795,1466,0.8,729
9.1,2026-08-04T18:31:23.244902+00:00,51.875,50.656,51.875,51.156,0,306,1020,,5551,559,2795,1468,3.7,729
10.1,2026-08-04T18:31:24.250595+00:00,51.781,50.781,51.562,51.281,0,306,1020,,5440,479,2795,1468,0.5,729
11.1,2026-08-04T18:31:25.256788+00:00,51.687,50.718,51.687,51.125,0,306,1020,,5431,519,2795,1468,0.3,729
12.1,2026-08-04T18:31:26.262970+00:00,51.656,50.656,51.656,51.187,0,306,1020,,5431,479,2795,1468,0.2,729
13.1,2026-08-04T18:31:27.269396+00:00,51.906,50.843,51.906,51.25,0,306,1020,,5471,519,2795,1468,0.0,729
14.1,2026-08-04T18:31:28.275716+00:00,51.843,50.531,51.843,51.281,0,306,1020,,5471,519,2795,1468,0.3,729
15.1,2026-08-04T18:31:29.281781+00:00,51.843,50.718,51.843,51.25,0,306,1020,,5431,479,2795,1468,0.0,729
16.1,2026-08-04T18:31:30.287622+00:00,51.937,50.781,51.937,51.125,0,306,1020,,5471,519,2795,1468,0.2,729
17.1,2026-08-04T18:31:31.293843+00:00,51.625,50.593,51.625,51.187,0,306,1020,,5480,519,2795,1468,0.2,729
18.1,2026-08-04T18:31:32.299953+00:00,51.625,50.593,51.625,51.25,0,306,1020,,5431,519,2795,1468,0.0,729
19.1,2026-08-04T18:31:33.306146+00:00,51.687,50.812,51.687,51.281,0,306,1020,,5431,519,2795,1468,0.5,729
20.1,2026-08-04T18:31:34.312338+00:00,51.937,50.937,51.937,51.218,0,306,1020,,5471,519,2795,1468,0.3,729
21.1,2026-08-04T18:31:35.318485+00:00,52,50.781,52,51.218,0,306,1020,,5431,519,2795,1468,0.0,729
22.2,2026-08-04T18:31:36.324202+00:00,52,50.593,52,51.281,0,306,1020,,5480,519,2795,1468,0.2,729
23.2,2026-08-04T18:31:37.329959+00:00,52.031,50.625,52.031,51.343,0,306,1020,,5471,519,2795,1468,0.5,729
24.2,2026-08-04T18:31:38.336066+00:00,51.687,50.812,51.687,51.156,0,306,1020,,5471,519,2795,1468,0.2,729
25.2,2026-08-04T18:31:39.342270+00:00,51.718,50.937,51.718,51.156,0,306,1020,,5431,479,2795,1468,0.2,729
26.2,2026-08-04T18:31:40.348454+00:00,51.687,50.625,51.687,51.156,0,306,1020,,5431,479,2795,1468,0.3,729
27.2,2026-08-04T18:31:41.354433+00:00,51.687,50.75,51.687,51.25,0,306,1020,,5471,519,2795,1468,0.2,729
28.2,2026-08-04T18:31:42.360377+00:00,51.562,50.718,51.562,51.156,0,306,1020,,5471,519,2795,1468,0.2,729
29.2,2026-08-04T18:31:43.366526+00:00,51.625,50.718,51.625,51.156,0,306,1020,,5471,519,2795,1468,0.2,729
30.2,2026-08-04T18:31:44.372947+00:00,51.656,50.968,51.656,51.281,0,306,1020,,5471,519,2795,1468,0.0,729
31.2,2026-08-04T18:31:45.379021+00:00,51.593,50.625,51.593,51.281,0,306,1020,,5471,519,2795,1468,0.2,729
32.2,2026-08-04T18:31:46.384818+00:00,51.718,50.687,51.718,51.406,0,306,1020,,5471,519,2795,1468,0.5,729
33.2,2026-08-04T18:31:47.390695+00:00,51.75,50.875,51.75,51.187,0,306,1020,,5471,519,2795,1468,0.2,729
34.2,2026-08-04T18:31:48.397043+00:00,51.718,50.656,51.718,51.218,0,306,1020,,5551,519,2835,1468,0.2,729
35.2,2026-08-04T18:31:49.403239+00:00,51.843,50.937,51.625,51.25,0,306,1020,,5471,479,2795,1468,0.2,729
36.2,2026-08-04T18:31:50.409455+00:00,51.656,50.625,51.656,51.312,0,306,1020,,5431,479,2795,1468,0.0,729
37.2,2026-08-04T18:31:51.415103+00:00,51.625,50.75,51.625,51.125,0,306,1020,,5471,519,2795,1468,0.2,729
38.2,2026-08-04T18:31:52.421089+00:00,51.625,50.875,51.625,51.218,0,306,1020,,5471,519,2795,1468,0.2,729
39.3,2026-08-04T18:31:53.427020+00:00,51.656,50.687,51.656,51.218,0,306,1020,,5471,519,2795,1468,0.2,729
40.3,2026-08-04T18:31:54.433277+00:00,51.906,50.75,51.906,51.25,0,306,1020,,5471,519,2795,1468,0.2,729
41.3,2026-08-04T18:31:55.438987+00:00,51.843,50.812,51.843,51.343,0,306,1020,,5471,519,2795,1468,0.2,729
42.3,2026-08-04T18:31:56.444623+00:00,51.875,50.718,51.875,51.187,0,306,1020,,5471,519,2795,1468,0.0,729
43.3,2026-08-04T18:31:57.450310+00:00,51.906,50.781,51.906,51.25,0,306,1020,,5471,519,2795,1468,0.2,729
44.3,2026-08-04T18:31:58.456607+00:00,51.937,50.593,51.656,51.281,0,306,1020,,5471,519,2795,1468,0.3,729
45.3,2026-08-04T18:31:59.462786+00:00,51.562,50.687,51.562,51.312,0,306,1020,,5511,519,2795,1468,0.2,729
46.3,2026-08-04T18:32:00.468592+00:00,51.687,50.843,51.687,51.125,0,306,1020,,5471,518,2795,1468,0.0,729
