elapsed_s,timestamp,gpu_temp_c,cpu_temp_c,tj_temp_c,soc0_temp_c,gpu_util_pct,gpu_clock_mhz,gpu_max_mhz,emc_util_pct,vdd_in_mw,vdd_cpu_gpu_cv_mw,vdd_soc_mw,ram_used_mb,cpu_util_mean_pct,cpu_clock_max_mhz
1.0,2026-08-05T03:14:41.591267+00:00,51.093,50.125,51.093,50.718,0,306,1020,,5471,519,2795,1466,0.3,729
2.0,2026-08-05T03:14:42.594176+00:00,51.5,50.062,51.5,50.593,0,306,1020,,5431,479,2755,1467,0.2,729
3.0,2026-08-05T03:14:43.599994+00:00,50.937,50.281,50.937,50.656,0,306,1020,,5440,479,2755,1467,0.2,729
4.0,2026-08-05T03:14:44.605644+00:00,51,50.093,51,50.625,0,306,1020,,5440,479,2755,1467,0.2,729
5.0,2026-08-05T03:14:45.611250+00:00,51,50.093,51,50.656,0,306,1020,,5431,479,2755,1467,0.0,729
6.0,2026-08-05T03:14:46.616955+00:00,50.937,50.125,50.937,50.687,0,306,1020,,5440,519,2755,1467,0.3,729
7.1,2026-08-05T03:14:47.622565+00:00,51,50.062,51,50.531,0,306,1020,,5431,479,2755,1467,0.2,729
8.1,2026-08-05T03:14:48.631320+00:00,51.093,50.281,51.093,50.531,0,306,1020,,5680,599,2795,1467,3.3,1113
9.1,2026-08-05T03:14:49.638830+00:00,51.187,50.125,51.187,50.593,0,306,1020,,5480,519,2795,1467,1.2,729
10.1,2026-08-05T03:14:50.644203+00:00,50.906,50.031,50.906,50.593,0,306,1020,,5431,479,2755,1467,0.2,729
11.1,2026-08-05T03:14:51.649825+00:00,50.937,50.093,50.937,50.562,0,306,1020,,5440,479,2755,1467,0.2,729
12.1,2026-08-05T03:14:52.655675+00:00,51,50.312,51,50.593,0,306,1020,,5440,519,2755,1467,0.2,729
13.1,2026-08-05T03:14:53.661787+00:00,51,50,51,50.562,0,306,1020,,5480,519,2795,1469,0.5,729
14.1,2026-08-05T03:14:54.667503+00:00,51.187,50.125,51.187,50.625,0,306,1020,,5440,519,2755,1469,0.2,729
15.1,2026-08-05T03:14:55.673014+00:00,51.218,50.25,51.218,50.437,0,306,1020,,5440,519,2755,1469,0.0,729
16.1,2026-08-05T03:14:56.678243+00:00,51.156,50.062,51.156,50.562,0,306,1020,,5440,519,2755,1469,0.2,729
17.1,2026-08-05T03:14:57.684014+00:00,51.218,50.312,51.218,50.5,0,306,1020,,5431,479,2755,1469,0.2,729
18.1,2026-08-05T03:14:58.690303+00:00,51.218,50.062,51.218,50.625,0,306,1020,,5431,479,2755,1469,0.2,729
19.1,2026-08-05T03:14:59.695948+00:00,51.218,50.031,50.968,50.625,0,306,1020,,5440,479,2755,1469,0.2,729
20.1,2026-08-05T03:15:00.701630+00:00,51.062,50.187,51.062,50.5,0,306,1020,,5440,479,2755,1469,0.2,729
21.1,2026-08-05T03:15:01.707287+00:00,51.062,50.093,51.062,50.531,0,306,1020,,5431,479,2755,1469,0.3,729
22.1,2026-08-05T03:15:02.712823+00:00,50.937,50.218,50.937,50.531,0,306,1020,,5440,519,2755,1469,0.2,729
23.1,2026-08-05T03:15:03.718444+00:00,51.031,50.031,51.031,50.531,0,306,1020,,5440,479,2755,1469,0.2,729
24.2,2026-08-05T03:15:04.724351+00:00,51,50.031,51,50.687,0,306,1020,,5440,519,2755,1469,0.2,729
25.2,2026-08-05T03:15:05.729796+00:00,51.062,50.062,51.062,50.468,0,306,1020,,5431,519,2755,1469,0.2,729
26.2,2026-08-05T03:15:06.735155+00:00,51.031,50.031,51.375,50.5,0,306,1020,,5440,519,2755,1469,0.2,729
27.2,2026-08-05T03:15:07.740977+00:00,50.875,50.25,50.875,50.531,0,306,1020,,5431,519,2755,1469,0.0,729
28.2,2026-08-05T03:15:08.746469+00:00,50.968,49.968,50.968,50.5,0,306,1020,,5560,519,2835,1469,0.0,729
29.2,2026-08-05T03:15:09.752267+00:00,50.906,50.031,50.906,50.718,0,306,1020,,5440,519,2755,1469,0.2,729
30.2,2026-08-05T03:15:10.758259+00:00,50.843,50.125,50.843,50.468,0,306,1020,,5431,519,2755,1469,0.3,729
31.2,2026-08-05T03:15:11.763658+00:00,50.937,50.093,50.937,50.562,0,306,1020,,5431,519,2755,1469,0.0,729
32.2,2026-08-05T03:15:12.768972+00:00,50.875,50.25,50.875,50.5,0,306,1020,,5431,479,2755,1469,0.0,729
33.2,2026-08-05T03:15:13.775312+00:00,51.093,49.968,51.093,50.562,0,306,1020,,5431,479,2755,1469,0.0,729
34.2,2026-08-05T03:15:14.781304+00:00,51.156,50,51.156,50.562,0,306,1020,,5431,479,2755,1469,0.2,729
35.2,2026-08-05T03:15:15.786690+00:00,51.187,50.156,51.187,50.468,0,306,1020,,5431,479,2755,1469,0.0,729
36.2,2026-08-05T03:15:16.792670+00:00,51.093,50.031,51.093,50.5,0,306,1020,,5431,479,2755,1469,0.0,729
37.2,2026-08-05T03:15:17.798327+00:00,51.125,50.156,51.125,50.5,0,306,1020,,5431,479,2755,1469,0.2,729
38.2,2026-08-05T03:15:18.803821+00:00,50.906,50.031,50.906,50.531,0,306,1020,,5431,479,2755,1469,0.0,729
39.2,2026-08-05T03:15:19.809754+00:00,50.937,50,50.937,50.593,0,306,1020,,5431,479,2755,1469,0.2,729
40.2,2026-08-05T03:15:20.815132+00:00,50.968,50.093,50.968,50.406,0,306,1020,,5431,479,2755,1469,0.2,729
41.3,2026-08-05T03:15:21.820786+00:00,50.937,50,50.937,50.468,0,306,1020,,5431,479,2755,1469,0.2,729
42.3,2026-08-05T03:15:22.826517+00:00,50.875,50.218,50.875,50.531,0,306,1020,,5431,479,2755,1469,0.0,729
43.3,2026-08-05T03:15:23.832304+00:00,50.937,49.968,50.937,50.562,0,306,1020,,5431,479,2755,1469,0.5,729
44.3,2026-08-05T03:15:24.837780+00:00,50.937,50,51.218,50.5,0,306,1020,,5431,519,2755,1469,0.2,729
45.3,2026-08-05T03:15:25.847073+00:00,51.312,50.5,51.312,50.5,0,306,1020,,6030,878,2875,1480,13.8,1036
46.3,2026-08-05T03:15:26.854507+00:00,51.031,50.531,51.031,50.468,0,306,1020,,5990,878,2835,1481,20.8,729
47.3,2026-08-05T03:15:27.861952+00:00,51.125,50.218,51.125,50.656,0,306,1020,,6190,878,2955,1488,11.8,729
48.3,2026-08-05T03:15:28.868302+00:00,51.25,50.156,51.25,50.468,0,306,1020,,5511,519,2795,1488,0.3,729
49.3,2026-08-05T03:15:29.873445+00:00,51.281,50.281,51.281,50.593,0,306,1020,,5431,479,2755,1488,0.2,729
50.3,2026-08-05T03:15:30.878955+00:00,51.375,49.968,51.375,50.5,0,306,1020,,5431,479,2755,1488,0.0,729
51.3,2026-08-05T03:15:31.884724+00:00,51.375,50.031,51.375,50.562,0,306,1020,,5431,479,2755,1488,0.3,729
52.3,2026-08-05T03:15:32.890586+00:00,51,50.093,51,50.531,0,306,1020,,5440,479,2755,1488,0.5,729
53.3,2026-08-05T03:15:33.896365+00:00,51.062,50.062,51.062,50.468,0,306,1020,,5440,479,2755,1488,0.0,729
54.3,2026-08-05T03:15:34.902222+00:00,50.968,50.25,50.968,50.562,0,306,1020,,5431,519,2755,1488,0.3,729
55.3,2026-08-05T03:15:35.907795+00:00,51.062,49.968,51.062,50.468,0,306,1020,,5431,519,2755,1488,0.2,729
56.3,2026-08-05T03:15:36.913690+00:00,51.031,50,51.031,50.5,0,306,1020,,5431,519,2755,1488,0.0,729
57.3,2026-08-05T03:15:37.919388+00:00,50.843,50.125,50.843,50.468,0,306,1020,,5431,519,2755,1488,0.0,729
58.4,2026-08-05T03:15:38.925308+00:00,50.906,50.125,50.906,50.406,0,306,1020,,5440,519,2755,1488,0.2,729
59.4,2026-08-05T03:15:39.931041+00:00,50.906,50.187,50.906,50.437,0,306,1020,,5440,479,2755,1488,0.0,729
60.4,2026-08-05T03:15:40.936753+00:00,50.906,49.968,50.906,50.468,0,306,1020,,5431,519,2755,1488,0.2,729
61.4,2026-08-05T03:15:41.942370+00:00,50.843,49.968,50.843,50.593,0,306,1020,,5440,519,2755,1488,0.5,729
62.4,2026-08-05T03:15:42.947808+00:00,50.875,50.031,50.875,50.437,0,306,1020,,5431,519,2755,1488,0.0,729
63.4,2026-08-05T03:15:43.953572+00:00,50.812,50.031,51.093,50.468,0,306,1020,,5431,519,2755,1488,0.0,729
64.4,2026-08-05T03:15:44.959309+00:00,51.156,50.156,51.156,50.468,0,306,1020,,5431,519,2755,1488,0.2,729
65.4,2026-08-05T03:15:45.964785+00:00,51.218,50,51.218,50.5,0,306,1020,,5591,559,2835,1488,0.3,1728
66.4,2026-08-05T03:15:46.970459+00:00,51.187,50.031,51.187,50.5,0,306,1020,,5560,559,2835,1488,0.3,729
67.4,2026-08-05T03:15:47.976034+00:00,51.218,50.093,51.218,50.468,0,306,1020,,5431,519,2755,1488,0.2,729
68.4,2026-08-05T03:15:48.981860+00:00,51.187,50.031,51.187,50.468,0,306,1020,,5440,519,2755,1488,0.0,729
69.4,2026-08-05T03:15:49.987561+00:00,51.156,50.125,51.156,50.468,0,306,1020,,5440,519,2755,1488,0.2,729
70.4,2026-08-05T03:15:50.993403+00:00,50.937,49.937,50.937,50.5,0,306,1020,,5440,519,2755,1488,0.2,729
71.4,2026-08-05T03:15:51.998876+00:00,50.906,49.968,50.906,50.5,0,306,1020,,5431,519,2755,1488,0.3,729
72.4,2026-08-05T03:15:53.004724+00:00,50.937,50.031,50.937,50.531,0,306,1020,,5431,479,2755,1488,0.0,729
73.4,2026-08-05T03:15:54.010460+00:00,50.937,49.937,50.937,50.437,0,306,1020,,5431,519,2755,1488,0.2,729
74.4,2026-08-05T03:15:55.016270+00:00,50.937,50.218,50.937,50.468,0,306,1020,,5440,479,2755,1488,0.0,729
75.5,2026-08-05T03:15:56.021909+00:00,50.937,49.968,50.937,50.437,0,306,1020,,5431,519,2755,1488,0.3,729
76.5,2026-08-05T03:15:57.027881+00:00,51.312,49.937,51.312,50.468,0,306,1020,,5440,519,2755,1488,0.2,729
77.5,2026-08-05T03:15:58.033328+00:00,50.812,50.093,50.812,50.593,0,306,1020,,5431,479,2755,1488,0.0,729
78.5,2026-08-05T03:15:59.039398+00:00,50.75,50.25,50.75,50.468,0,306,1020,,5440,519,2755,1488,0.3,729
79.5,2026-08-05T03:16:00.045244+00:00,50.843,50.125,50.843,50.5,0,306,1020,,5431,479,2755,1488,0.5,729
80.5,2026-08-05T03:16:01.050753+00:00,50.843,49.968,50.843,50.5,0,306,1020,,5630,559,2835,1488,0.0,729
81.5,2026-08-05T03:16:02.056937+00:00,50.75,49.937,50.968,50.531,0,306,1020,,5431,519,2755,1488,0.2,729
82.5,2026-08-05T03:16:03.062319+00:00,51.031,50.093,51.031,50.406,0,306,1020,,5431,519,2755,1488,0.2,729
83.5,2026-08-05T03:16:04.067948+00:00,50.968,50.218,50.968,50.437,0,306,1020,,5431,479,2755,1488,0.0,729
84.5,2026-08-05T03:16:05.074272+00:00,51,50.031,51,50.5,0,306,1020,,5431,519,2755,1488,0.5,729
85.5,2026-08-05T03:16:06.080400+00:00,51,49.968,51,50.531,0,306,1020,,5440,519,2755,1488,0.0,729
86.5,2026-08-05T03:16:07.086557+00:00,50.875,49.968,50.875,50.625,0,306,1020,,5440,519,2755,1488,0.2,729
87.5,2026-08-05T03:16:08.092401+00:00,50.812,50.031,50.812,50.343,0,306,1020,,5431,479,2755,1488,0.3,729
88.5,2026-08-05T03:16:09.097482+00:00,50.937,50.656,50.937,50.406,0,306,1020,,6640,1238,3035,1510,13.8,1728
89.5,2026-08-05T03:16:10.102920+00:00,51.218,51,51.218,50.562,0,306,1020,,7480,1637,3274,1701,21.8,1728
90.5,2026-08-05T03:16:11.108305+00:00,51.187,50.843,51.187,50.593,0,306,1020,,7440,1517,3314,1741,16.7,1728
91.5,2026-08-05T03:16:12.113707+00:00,51.312,50.843,51.312,50.718,0,306,1020,,7440,1517,3314,1766,16.7,1728
92.6,2026-08-05T03:16:13.122472+00:00,51.343,50.312,51.343,50.593,0,306,1020,,5960,758,2915,1784,6.8,729
93.6,2026-08-05T03:16:14.128709+00:00,51.281,50.406,51.281,50.593,0,306,1020,,5560,519,2795,1784,0.3,729
94.6,2026-08-05T03:16:15.134490+00:00,51.312,50.062,51.312,50.687,0,306,1020,,5480,519,2795,1784,0.2,729
95.6,2026-08-05T03:16:16.140295+00:00,51.062,50.218,51.062,50.75,0,306,1020,,5600,559,2835,1784,1.2,729
96.6,2026-08-05T03:16:17.146922+00:00,51.031,50.281,51.031,50.5,0,306,1020,,5480,519,2795,1784,0.5,729
97.6,2026-08-05T03:16:18.152408+00:00,51.062,50.062,51.062,50.593,0,306,1020,,5480,519,2795,1784,0.2,729
98.6,2026-08-05T03:16:19.158616+00:00,51,50.25,51,50.593,0,306,1020,,5480,519,2795,1783,0.2,729
99.6,2026-08-05T03:16:20.164521+00:00,51.375,49.968,51.375,50.656,0,306,1020,,5471,519,2795,1783,0.3,729
100.6,2026-08-05T03:16:21.170299+00:00,51.312,50.125,51.312,50.718,0,306,1020,,5471,519,2755,1783,0.0,729
101.6,2026-08-05T03:16:22.176220+00:00,50.906,50.218,50.906,50.531,0,306,1020,,5480,519,2755,1783,0.3,729
102.6,2026-08-05T03:16:23.181991+00:00,50.843,50,50.843,50.562,0,306,1020,,5480,519,2755,1783,0.2,729
103.6,2026-08-05T03:16:24.187833+00:00,50.875,50,50.875,50.593,0,306,1020,,5480,519,2795,1783,0.0,729
104.6,2026-08-05T03:16:25.193072+00:00,51.062,49.968,51.062,50.468,0,306,1020,,5440,519,2755,1783,0.2,729
105.6,2026-08-05T03:16:26.199020+00:00,51.125,50.062,51.125,50.5,0,306,1020,,5480,519,2755,1783,0.0,729
106.6,2026-08-05T03:16:27.204413+00:00,51.125,50.25,51.125,50.625,0,306,1020,,5480,519,2755,1783,0.3,729
107.6,2026-08-05T03:16:28.210336+00:00,51.093,50.031,51.093,50.531,0,306,1020,,5440,479,2755,1783,0.0,729
108.6,2026-08-05T03:16:29.216198+00:00,51.125,50.093,51.125,50.593,0,306,1020,,5480,519,2795,1783,0.0,729
109.7,2026-08-05T03:16:30.221922+00:00,51.125,49.968,51.125,50.656,0,306,1020,,5480,519,2795,1783,0.0,729
110.7,2026-08-05T03:16:31.228449+00:00,50.937,50.031,50.937,50.468,0,306,1020,,5480,519,2795,1783,0.2,729
111.7,2026-08-05T03:16:32.233678+00:00,50.937,50.218,50.937,50.562,0,306,1020,,5440,479,2795,1783,0.0,729
112.7,2026-08-05T03:16:33.239628+00:00,51.031,49.968,51.031,50.531,0,306,1020,,5431,479,2795,1783,0.2,729
113.7,2026-08-05T03:16:34.244790+00:00,50.906,50,50.906,50.562,0,306,1020,,5480,479,2795,1783,0.0,729
114.7,2026-08-05T03:16:35.250803+00:00,50.906,50.218,50.906,50.625,0,306,1020,,5440,479,2795,1784,0.2,729
115.7,2026-08-05T03:16:36.256374+00:00,50.968,50.093,51.218,50.468,0,306,1020,,5480,519,2755,1784,0.2,729
116.7,2026-08-05T03:16:37.261981+00:00,51.187,50.218,51.187,50.468,0,306,1020,,5480,519,2755,1784,0.0,729
117.7,2026-08-05T03:16:38.267557+00:00,51.25,50,51.25,50.5,0,306,1020,,5480,519,2755,1784,0.3,729
118.7,2026-08-05T03:16:39.273167+00:00,51.218,50.031,51.218,50.531,0,306,1020,,5480,519,2795,1784,0.2,729
119.7,2026-08-05T03:16:40.278645+00:00,51.25,50.062,51.25,50.75,0,306,1020,,5480,519,2795,1784,0.0,729
120.7,2026-08-05T03:16:41.284680+00:00,51.281,50.093,51.281,50.468,0,306,1020,,5480,519,2795,1784,0.3,729
121.7,2026-08-05T03:16:42.290921+00:00,51.062,50.156,51.062,50.5,0,306,1020,,5480,519,2795,1784,0.2,729
122.7,2026-08-05T03:16:43.296919+00:00,51,49.968,51,50.531,0,306,1020,,5471,519,2795,1784,0.0,729
123.7,2026-08-05T03:16:44.303075+00:00,51,50.031,51,50.5,0,306,1020,,5480,519,2795,1784,0.3,729
124.7,2026-08-05T03:16:45.309178+00:00,50.968,50.093,50.968,50.625,0,306,1020,,5480,519,2795,1784,0.0,729
125.7,2026-08-05T03:16:46.314908+00:00,51.406,50.25,51.406,50.468,0,306,1020,,5480,519,2795,1784,0.0,729
