timestamp,kind,value
2026-08-03T19:50:20.093326+00:00,bat,82
2026-08-03T19:54:30.545063+00:00,bat,82
2026-08-03T20:05:21.596192+00:00,bat,81
2026-08-03T20:12:03.318719+00:00,bat,80
2026-08-03T20:14:48.847752+00:00,bat,80
2026-08-03T20:18:04.239927+00:00,bat,80
2026-08-03T20:18:17.236168+00:00,bat,79
