elapsed_s,timestamp,bus,motor,position,temp_c,current,load,target,baseline
0.0,2026-08-03T19:50:04.367378+00:00,arms,left_shoulder_pan,1857,37,0,0,1857,1857
0.0,2026-08-03T19:50:04.367378+00:00,arms,left_shoulder_lift,2402,37,3,64,2389,2402
0.0,2026-08-03T19:50:04.367378+00:00,arms,left_elbow_flex,1641,37,2,60,1629,1641
0.0,2026-08-03T19:50:04.367378+00:00,arms,left_wrist_flex,2173,35,0,28,2169,2173
0.0,2026-08-03T19:50:04.367378+00:00,arms,left_wrist_roll,1990,34,0,0,1989,1990
0.0,2026-08-03T19:50:04.367378+00:00,arms,left_gripper,2014,37,0,0,2014,2014
0.0,2026-08-03T19:50:04.367378+00:00,arms,right_shoulder_pan,1975,36,0,0,1974,1975
0.0,2026-08-03T19:50:04.367378+00:00,arms,right_shoulder_lift,2075,36,2,66,2049,2075
0.0,2026-08-03T19:50:04.367378+00:00,arms,right_elbow_flex,2113,38,1,46,2097,2113
0.0,2026-08-03T19:50:04.367378+00:00,arms,right_wrist_flex,1979,35,0,20,1976,1979
0.0,2026-08-03T19:50:04.367378+00:00,arms,right_wrist_roll,2110,34,1,1046,2114,2110
0.0,2026-08-03T19:50:04.367378+00:00,arms,right_gripper,2076,38,0,0,2076,2076
0.0,2026-08-03T19:50:04.367378+00:00,head,head_motor_1,2158,31,0,0,,
0.0,2026-08-03T19:50:04.367378+00:00,head,head_motor_2,1944,32,0,0,,
0.0,2026-08-03T19:50:04.367378+00:00,head,base_left_wheel,3466,32,0,0,,
0.0,2026-08-03T19:50:04.367378+00:00,head,base_back_wheel,3494,34,0,0,,
0.0,2026-08-03T19:50:04.367378+00:00,head,base_right_wheel,2182,32,0,0,,
1.0,2026-08-03T19:50:05.368375+00:00,arms,left_shoulder_pan,1857,37,0,0,1857,1857
1.0,2026-08-03T19:50:05.368375+00:00,arms,left_shoulder_lift,2402,37,3,64,2389,2402
1.0,2026-08-03T19:50:05.368375+00:00,arms,left_elbow_flex,1641,37,2,60,1629,1641
1.0,2026-08-03T19:50:05.368375+00:00,arms,left_wrist_flex,2173,35,1,28,2169,2173
1.0,2026-08-03T19:50:05.368375+00:00,arms,left_wrist_roll,1990,34,0,0,1989,1990
1.0,2026-08-03T19:50:05.368375+00:00,arms,left_gripper,2014,37,0,0,2014,2014
1.0,2026-08-03T19:50:05.368375+00:00,arms,right_shoulder_pan,1975,36,0,0,1974,1975
1.0,2026-08-03T19:50:05.368375+00:00,arms,right_shoulder_lift,2075,36,2,66,2049,2075
1.0,2026-08-03T19:50:05.368375+00:00,arms,right_elbow_flex,2113,38,1,46,2097,2113
1.0,2026-08-03T19:50:05.368375+00:00,arms,right_wrist_flex,1979,35,0,20,1976,1979
1.0,2026-08-03T19:50:05.368375+00:00,arms,right_wrist_roll,2110,34,0,1046,2114,2110
1.0,2026-08-03T19:50:05.368375+00:00,arms,right_gripper,2076,38,0,0,2076,2076
1.0,2026-08-03T19:50:05.368375+00:00,head,head_motor_1,2158,31,0,0,,
1.0,2026-08-03T19:50:05.368375+00:00,head,head_motor_2,1944,32,0,0,,
1.0,2026-08-03T19:50:05.368375+00:00,head,base_left_wheel,3466,33,0,0,,
1.0,2026-08-03T19:50:05.368375+00:00,head,base_back_wheel,3494,34,0,0,,
1.0,2026-08-03T19:50:05.368375+00:00,head,base_right_wheel,2182,32,0,0,,
2.0,2026-08-03T19:50:06.369397+00:00,arms,left_shoulder_pan,1857,38,0,0,1857,1857
2.0,2026-08-03T19:50:06.369397+00:00,arms,left_shoulder_lift,2402,37,2,64,2389,2402
2.0,2026-08-03T19:50:06.369397+00:00,arms,left_elbow_flex,1641,37,2,60,1629,1641
2.0,2026-08-03T19:50:06.369397+00:00,arms,left_wrist_flex,2173,35,0,28,2169,2173
2.0,2026-08-03T19:50:06.369397+00:00,arms,left_wrist_roll,1990,34,0,0,1989,1990
2.0,2026-08-03T19:50:06.369397+00:00,arms,left_gripper,2014,37,0,0,2014,2014
2.0,2026-08-03T19:50:06.369397+00:00,arms,right_shoulder_pan,1975,36,0,0,1974,1975
2.0,2026-08-03T19:50:06.369397+00:00,arms,right_shoulder_lift,2075,36,2,66,2049,2075
2.0,2026-08-03T19:50:06.369397+00:00,arms,right_elbow_flex,2113,38,2,46,2097,2113
2.0,2026-08-03T19:50:06.369397+00:00,arms,right_wrist_flex,1979,35,0,20,1976,1979
2.0,2026-08-03T19:50:06.369397+00:00,arms,right_wrist_roll,2110,34,0,1046,2114,2110
2.0,2026-08-03T19:50:06.369397+00:00,arms,right_gripper,2076,38,0,0,2076,2076
2.0,2026-08-03T19:50:06.369397+00:00,head,head_motor_1,2158,32,0,0,,
2.0,2026-08-03T19:50:06.369397+00:00,head,head_motor_2,1944,32,0,0,,
2.0,2026-08-03T19:50:06.369397+00:00,head,base_left_wheel,3466,32,0,0,,
2.0,2026-08-03T19:50:06.369397+00:00,head,base_back_wheel,3494,34,0,0,,
2.0,2026-08-03T19:50:06.369397+00:00,head,base_right_wheel,2182,32,0,0,,
3.0,2026-08-03T19:50:07.370418+00:00,arms,left_shoulder_pan,1857,37,0,0,1857,1857
3.0,2026-08-03T19:50:07.370418+00:00,arms,left_shoulder_lift,2402,37,2,64,2389,2402
