elapsed_s,timestamp,bus,motor,position,temp_c,current,load,target,baseline
0.0,2026-08-04T15:49:23.125397+00:00,arms,left_shoulder_pan,1857,32,0,0,1857,1857
0.0,2026-08-04T15:49:23.125397+00:00,arms,left_shoulder_lift,2403,29,3,68,2389,2403
0.0,2026-08-04T15:49:23.125397+00:00,arms,left_elbow_flex,1642,30,2,64,1629,1642
0.0,2026-08-04T15:49:23.125397+00:00,arms,left_wrist_flex,2178,30,1,48,2169,2178
0.0,2026-08-04T15:49:23.125397+00:00,arms,left_wrist_roll,1988,29,0,0,1989,1988
0.0,2026-08-04T15:49:23.125397+00:00,arms,left_gripper,2014,32,0,0,2014,2014
0.0,2026-08-04T15:49:23.125397+00:00,arms,right_shoulder_pan,1966,31,0,1054,1974,1966
0.0,2026-08-04T15:49:23.125397+00:00,arms,right_shoulder_lift,2141,29,33,198,2049,2141
0.0,2026-08-04T15:49:23.125397+00:00,arms,right_elbow_flex,2161,32,17,142,2097,2161
0.0,2026-08-04T15:49:23.125397+00:00,arms,right_wrist_flex,1995,30,2,52,1976,1995
0.0,2026-08-04T15:49:23.125397+00:00,arms,right_wrist_roll,2110,29,1,1046,2114,2110
0.0,2026-08-04T15:49:23.125397+00:00,arms,right_gripper,2060,32,0,0,2061,2060
0.0,2026-08-04T15:49:23.125397+00:00,head,head_motor_1,2158,23,0,0,,
0.0,2026-08-04T15:49:23.125397+00:00,head,head_motor_2,1944,25,0,0,,
0.0,2026-08-04T15:49:23.125397+00:00,head,base_left_wheel,3461,26,0,0,,
0.0,2026-08-04T15:49:23.125397+00:00,head,base_back_wheel,3496,26,0,0,,
0.0,2026-08-04T15:49:23.125397+00:00,head,base_right_wheel,2174,25,0,0,,
1.0,2026-08-04T15:49:24.126433+00:00,arms,left_shoulder_pan,1857,32,0,0,1857,1857
1.0,2026-08-04T15:49:24.126433+00:00,arms,left_shoulder_lift,2403,29,3,68,2389,2403
1.0,2026-08-04T15:49:24.126433+00:00,arms,left_elbow_flex,1642,30,2,64,1629,1642
1.0,2026-08-04T15:49:24.126433+00:00,arms,left_wrist_flex,2178,30,1,48,2169,2178
1.0,2026-08-04T15:49:24.126433+00:00,arms,left_wrist_roll,1988,29,0,0,1989,1988
1.0,2026-08-04T15:49:24.126433+00:00,arms,left_gripper,2014,32,0,0,2014,2014
1.0,2026-08-04T15:49:24.126433+00:00,arms,right_shoulder_pan,1966,31,1,1054,1974,1966
1.0,2026-08-04T15:49:24.126433+00:00,arms,right_shoulder_lift,2141,29,30,198,2049,2141
1.0,2026-08-04T15:49:24.126433+00:00,arms,right_elbow_flex,2161,32,16,142,2097,2161
1.0,2026-08-04T15:49:24.126433+00:00,arms,right_wrist_flex,1995,30,2,52,1976,1995
1.0,2026-08-04T15:49:24.126433+00:00,arms,right_wrist_roll,2110,29,0,1046,2114,2110
1.0,2026-08-04T15:49:24.126433+00:00,arms,right_gripper,2060,32,0,0,2061,2060
1.0,2026-08-04T15:49:24.126433+00:00,head,head_motor_1,2158,23,0,0,,
1.0,2026-08-04T15:49:24.126433+00:00,head,head_motor_2,1944,25,0,0,,
1.0,2026-08-04T15:49:24.126433+00:00,head,base_left_wheel,3461,26,0,0,,
1.0,2026-08-04T15:49:24.126433+00:00,head,base_back_wheel,3496,26,0,0,,
1.0,2026-08-04T15:49:24.126433+00:00,head,base_right_wheel,2174,25,0,0,,
2.0,2026-08-04T15:49:25.127464+00:00,arms,left_shoulder_pan,1857,32,0,0,1857,1857
2.0,2026-08-04T15:49:25.127464+00:00,arms,left_shoulder_lift,2403,29,3,68,2389,2403
2.0,2026-08-04T15:49:25.127464+00:00,arms,left_elbow_flex,1642,30,3,64,1629,1642
2.0,2026-08-04T15:49:25.127464+00:00,arms,left_wrist_flex,2178,30,1,48,2169,2178
2.0,2026-08-04T15:49:25.127464+00:00,arms,left_wrist_roll,1988,29,0,0,1989,1988
2.0,2026-08-04T15:49:25.127464+00:00,arms,left_gripper,2014,32,0,0,2014,2014
2.0,2026-08-04T15:49:25.127464+00:00,arms,right_shoulder_pan,1965,31,1,1056,1974,1966
2.0,2026-08-04T15:49:25.127464+00:00,arms,right_shoulder_lift,2141,29,28,198,2049,2141
2.0,2026-08-04T15:49:25.127464+00:00,arms,right_elbow_flex,2161,32,14,142,2097,2161
2.0,2026-08-04T15:49:25.127464+00:00,arms,right_wrist_flex,1995,30,2,52,1976,1995
2.0,2026-08-04T15:49:25.127464+00:00,arms,right_wrist_roll,2110,29,0,1046,2114,2110
2.0,2026-08-04T15:49:25.127464+00:00,arms,right_gripper,2060,32,0,0,2061,2060
2.0,2026-08-04T15:49:25.127464+00:00,head,head_motor_1,2158,23,0,0,,
