timestamp,kind,value
2026-08-05T03:16:53.586291+00:00,bat,39
2026-08-05T03:29:11.319238+00:00,bat,38
2026-08-05T03:36:05.895838+00:00,bat,37
2026-08-05T03:42:29.365403+00:00,bat,37
2026-08-05T03:44:59.002592+00:00,bat,37
2026-08-05T03:45:59.524907+00:00,bat,36
