elapsed_s,leg,sign,phase,timestamp,cmd_vx,odom_vx,odom_vy,odom_omega,act_base_left_wheel,act_base_back_wheel,act_base_right_wheel,cur_base_left_wheel,cur_base_back_wheel,cur_base_right_wheel,pos_right_gripper,pos_right_shoulder_lift,pos_right_shoulder_pan,pos_right_elbow_flex,load_right_gripper,load_right_shoulder_lift,load_right_shoulder_pan,load_right_elbow_flex,grip_dev
10.88,2,1,ramp_down,2026-08-05T21:17:17.438486+00:00,0.1459,0.1838,0.0013,-1.17,-2100,-50,2050,17,1,14,2390,2097,1965,2132,34,110,1056,84,0
10.931,2,1,ramp_down,2026-08-05T21:17:17.489105+00:00,0.1333,0.1793,0.0038,0.0,-2000,-50,2050,16,0,12,2390,2097,1964,2132,34,110,1058,84,0
10.983,2,1,ramp_down,2026-08-05T21:17:17.541250+00:00,0.1207,0.1793,0.0013,0.59,-2000,0,2050,19,1,11,2390,2098,1965,2132,34,116,1052,84,0
11.032,2,1,ramp_down,2026-08-05T21:17:17.590124+00:00,0.1081,0.1749,0.0013,0.59,-1950,0,2000,20,1,7,2390,2098,1965,2132,34,112,1056,84,0
11.082,2,1,ramp_down,2026-08-05T21:17:17.640499+00:00,0.0955,0.1749,0.0038,0.0,-1950,-50,2000,13,0,6,2390,2098,1965,2132,34,112,1056,84,0
11.132,2,1,ramp_down,2026-08-05T21:17:17.690675+00:00,0.0829,0.1661,-0.0013,-0.59,-1900,0,1850,10,1,2,2390,2098,1965,2132,34,112,1056,84,0
11.183,2,1,ramp_down,2026-08-05T21:17:17.741119+00:00,0.0703,0.1528,-0.0038,-1.76,-1800,0,1650,4,0,7,2390,2098,1965,2132,34,112,1056,84,0
11.233,2,1,ramp_down,2026-08-05T21:17:17.791513+00:00,0.0577,0.1439,-0.0038,-1.76,-1700,0,1550,3,1,9,2390,2098,1965,2132,34,112,1056,84,0
11.288,2,1,ramp_down,2026-08-05T21:17:17.846303+00:00,0.045,0.1328,-0.0026,-1.17,-1550,0,1450,2,1,8,2390,2098,1968,2132,34,112,1046,84,0
11.335,2,1,ramp_down,2026-08-05T21:17:17.892975+00:00,0.0325,0.1218,0.0038,1.76,-1300,0,1450,4,1,5,2390,2098,1970,2132,34,112,0,84,0
11.384,2,1,ramp_down,2026-08-05T21:17:17.941993+00:00,0.02,0.1107,0.0051,0.59,-1200,-50,1300,8,1,6,2390,2098,1973,2132,34,112,0,84,0
11.434,2,1,ramp_down,2026-08-05T21:17:17.991944+00:00,0.0075,0.1041,0.0013,0.59,-1150,0,1200,7,0,5,2390,2098,1973,2132,34,112,0,84,0
13.005,3,-1,ramp_up,2026-08-05T21:17:19.563319+00:00,-0.0,0.0,0.0,0.0,0,0,0,1,0,0,2390,2098,1969,2132,34,112,1048,84,0
13.055,3,-1,ramp_up,2026-08-05T21:17:19.613299+00:00,-0.0126,0.0,0.0,0.0,0,0,0,0,1,0,2390,2098,1969,2132,34,112,1048,84,0
13.102,3,-1,ramp_up,2026-08-05T21:17:19.660134+00:00,-0.0251,0.0,0.0,0.0,0,0,0,0,1,1,2390,2098,1969,2132,34,112,1048,84,0
13.154,3,-1,ramp_up,2026-08-05T21:17:19.712734+00:00,-0.0377,-0.0022,-0.0013,-0.59,0,0,-50,2,0,1,2390,2098,1969,2132,34,112,1048,84,0
13.202,3,-1,ramp_up,2026-08-05T21:17:19.760270+00:00,-0.0502,0.0,0.0,0.0,0,0,0,3,1,2,2390,2098,1969,2132,34,112,1048,84,0
13.255,3,-1,ramp_up,2026-08-05T21:17:19.813546+00:00,-0.0627,-0.0133,0.0051,2.34,250,0,-50,5,1,4,2390,2098,1969,2132,34,112,1048,84,0
13.302,3,-1,ramp_up,2026-08-05T21:17:19.860497+00:00,-0.0752,-0.031,-0.0,-1.76,300,-50,-400,8,1,4,2390,2098,1970,2132,34,112,1046,84,0
13.352,3,-1,ramp_up,2026-08-05T21:17:19.910408+00:00,-0.0877,-0.0399,-0.0,0.0,450,0,-450,8,1,6,2390,2098,1972,2132,34,112,1042,84,0
13.402,3,-1,ramp_up,2026-08-05T21:17:19.960557+00:00,-0.1003,-0.0465,0.0038,-1.76,500,-100,-550,8,0,6,2390,2098,1972,2132,34,112,1042,84,0
13.454,3,-1,ramp_up,2026-08-05T21:17:20.012143+00:00,-0.1128,-0.0576,0.0051,-1.17,650,-100,-650,8,0,5,2390,2098,1972,2132,34,112,1042,84,0
13.504,3,-1,ramp_up,2026-08-05T21:17:20.062907+00:00,-0.1254,-0.0686,-0.0013,-0.59,750,0,-800,9,1,5,2390,2098,1972,2132,34,112,1042,84,0
13.553,3,-1,ramp_up,2026-08-05T21:17:20.111701+00:00,-0.1379,-0.0753,-0.0,0.0,850,0,-850,10,1,6,2390,2098,1972,2132,34,112,1042,84,0
13.603,3,-1,ramp_up,2026-08-05T21:17:20.161294+00:00,-0.1504,-0.0819,-0.0013,1.17,950,50,-900,11,0,6,2390,2098,1972,2132,34,112,1042,84,0
13.653,3,-1,ramp_up,2026-08-05T21:17:20.211381+00:00,-0.163,-0.0886,-0.0,0.0,1000,0,-1000,14,1,7,2390,2098,1972,2132,34,112,1042,84,0
13.703,3,-1,ramp_up,2026-08-05T21:17:20.261534+00:00,-0.1755,-0.0974,-0.0,1.76,1150,50,-1050,17,1,10,2390,2098,1971,2132,34,112,1044,84,0
13.753,3,-1,ramp_up,2026-08-05T21:17:20.311685+00:00,-0.188,-0.1063,0.0026,-0.59,1200,-50,-1200,16,0,12,2390,2098,1971,2132,34,112,1044,84,0
13.803,3,-1,ramp_up,2026-08-05T21:17:20.361511+00:00,-0.2005,-0.1196,-0.0,0.0,1350,0,-1350,14,1,11,2390,2098,1970,2132,34,112,1050,84,0
13.853,3,-1,ramp_up,2026-08-05T21:17:20.411760+00:00,-0.213,-0.1328,0.0026,1.17,1550,0,-1450,17,1,15,2390,2098,1970,2132,34,112,1046,84,0
13.903,3,-1,ramp_up,2026-08-05T21:17:20.461770+00:00,-0.2256,-0.1351,-0.0013,-0.59,1500,0,-1550,20,1,18,2390,2098,1968,2132,34,112,1054,84,0
13.954,3,-1,ramp_up,2026-08-05T21:17:20.512879+00:00,-0.2381,-0.1417,-0.0,0.0,1600,0,-1600,24,0,20,2390,2098,1967,2132,34,112,1056,84,0
14.004,3,-1,ramp_up,2026-08-05T21:17:20.561906+00:00,-0.2506,-0.1528,0.0038,0.0,1750,-50,-1700,22,1,21,2390,2098,1967,2132,34,112,1052,84,0
14.056,3,-1,ramp_up,2026-08-05T21:17:20.614522+00:00,-0.2631,-0.1638,-0.0026,-1.17,1800,0,-1900,25,1,17,2390,2098,1968,2132,34,112,1046,84,0
14.105,3,-1,ramp_up,2026-08-05T21:17:20.663561+00:00,-0.2756,-0.1705,-0.0013,-0.59,1900,0,-1950,20,1,20,2390,2098,1970,2132,34,112,1042,84,0
14.156,3,-1,ramp_up,2026-08-05T21:17:20.714832+00:00,-0.2882,-0.1683,-0.0026,-1.17,1850,0,-1950,22,1,21,2390,2098,1971,2132,34,112,1044,84,0
14.204,3,-1,dwell,2026-08-05T21:17:20.762265+00:00,-0.3,-0.1749,-0.0013,-0.59,1950,0,-2000,23,1,20,2390,2098,1972,2132,34,112,1042,84,0
14.258,3,-1,dwell,2026-08-05T21:17:20.816393+00:00,-0.3,-0.1771,-0.0,0.0,2000,0,-2000,12,1,20,2390,2098,1972,2132,34,112,1042,84,0
14.304,3,-1,dwell,2026-08-05T21:17:20.862388+00:00,-0.3,-0.1793,0.0013,0.59,2050,0,-2000,20,1,18,2390,2098,1969,2132,34,112,1052,84,0
14.357,3,-1,dwell,2026-08-05T21:17:20.915159+00:00,-0.3,-0.1816,-0.0051,-0.59,2000,50,-2100,15,0,16,2390,2098,1968,2132,34,112,1050,84,0
14.409,3,-1,dwell,2026-08-05T21:17:20.967365+00:00,-0.3,-0.1793,-0.0038,0.0,2000,50,-2050,17,1,12,2390,2098,1968,2132,34,112,1052,84,0
14.455,3,-1,dwell,2026-08-05T21:17:21.013097+00:00,-0.3,-0.1816,-0.0077,0.0,2000,100,-2100,23,1,14,2390,2098,1967,2132,34,112,1052,84,0
14.505,3,-1,dwell,2026-08-05T21:17:21.063618+00:00,-0.3,-0.1749,0.0038,0.0,2000,-50,-1950,18,1,20,2390,2098,1968,2132,34,112,1046,84,0
14.555,3,-1,dwell,2026-08-05T21:17:21.113574+00:00,-0.3,-0.1793,0.0013,-1.17,2000,-50,-2050,11,0,17,2390,2098,1967,2132,34,112,1056,84,0
14.605,3,-1,ramp_down,2026-08-05T21:17:21.163146+00:00,-0.2992,-0.1838,0.0064,-0.59,2100,-100,-2050,13,0,18,2390,2098,1966,2132,34,112,1054,84,0
14.655,3,-1,ramp_down,2026-08-05T21:17:21.213027+00:00,-0.2866,-0.1793,0.0115,-1.76,2050,-200,-2000,13,1,16,2390,2098,1965,2132,34,112,1056,84,0
14.705,3,-1,ramp_down,2026-08-05T21:17:21.263136+00:00,-0.2741,-0.1838,-0.0013,-0.59,2050,0,-2100,16,1,10,2390,2098,1965,2132,34,112,1056,84,0
14.755,3,-1,ramp_down,2026-08-05T21:17:21.313186+00:00,-0.2616,-0.1816,-0.0026,-1.17,2000,0,-2100,22,0,16,2390,2098,1968,2132,34,112,1042,84,0
14.805,3,-1,ramp_down,2026-08-05T21:17:21.363164+00:00,-0.2491,-0.1793,-0.0038,0.0,2000,50,-2050,20,1,14,2390,2098,1970,2132,34,112,1042,84,0
14.855,3,-1,ramp_down,2026-08-05T21:17:21.413280+00:00,-0.2366,-0.1816,-0.0026,-1.17,2000,0,-2100,17,0,7,2390,2098,1971,2132,34,112,1044,84,0
14.905,3,-1,ramp_down,2026-08-05T21:17:21.463450+00:00,-0.224,-0.1816,-0.0,0.0,2050,0,-2050,12,1,14,2390,2098,1972,2132,34,112,1042,84,0
14.955,3,-1,ramp_down,2026-08-05T21:17:21.513420+00:00,-0.2115,-0.1838,0.0038,-0.0,2100,-50,-2050,13,0,13,2390,2098,1970,2132,34,112,1050,84,0
15.005,3,-1,ramp_down,2026-08-05T21:17:21.563592+00:00,-0.199,-0.1838,0.0013,0.59,2100,0,-2050,12,1,17,2390,2098,1967,2132,34,112,1056,84,0
15.055,3,-1,ramp_down,2026-08-05T21:17:21.613566+00:00,-0.1865,-0.1838,0.0013,-1.17,2050,-50,-2100,16,1,10,2390,2098,1964,2132,34,112,1062,84,0
15.105,3,-1,ramp_down,2026-08-05T21:17:21.663691+00:00,-0.174,-0.186,-0.0026,-1.17,2050,0,-2150,16,1,11,2390,2098,1964,2132,34,112,1058,84,0
15.155,3,-1,ramp_down,2026-08-05T21:17:21.713860+00:00,-0.1615,-0.1816,-0.0026,-1.17,2000,0,-2100,14,1,12,2390,2098,1966,2132,34,112,1048,84,0
15.205,3,-1,ramp_down,2026-08-05T21:17:21.763886+00:00,-0.1489,-0.1816,-0.0051,-0.59,2000,50,-2100,13,1,13,2390,2098,1970,2132,34,112,1042,84,0
15.255,3,-1,ramp_down,2026-08-05T21:17:21.813877+00:00,-0.1364,-0.1816,-0.0026,-1.17,2000,0,-2100,13,1,16,2390,2098,1971,2132,34,112,1044,84,0
15.306,3,-1,ramp_down,2026-08-05T21:17:21.864049+00:00,-0.1239,-0.1771,-0.0026,-1.17,1950,0,-2050,15,1,12,2390,2098,1971,2132,34,112,1044,84,0
15.356,3,-1,ramp_down,2026-08-05T21:17:21.913948+00:00,-0.1114,-0.1816,-0.0026,-1.17,2000,0,-2100,18,1,8,2390,2098,1971,2132,34,112,1044,84,0
15.406,3,-1,ramp_down,2026-08-05T21:17:21.964159+00:00,-0.0989,-0.1705,-0.0013,-0.59,1900,0,-1950,13,1,7,2390,2098,1971,2132,34,112,1044,84,0
15.456,3,-1,ramp_down,2026-08-05T21:17:22.014185+00:00,-0.0863,-0.1638,-0.0,0.0,1850,0,-1850,10,1,7,2390,2098,1971,2132,34,112,1044,84,0
15.507,3,-1,ramp_down,2026-08-05T21:17:22.065506+00:00,-0.0738,-0.1572,0.0038,1.76,1850,0,-1700,6,1,10,2390,2098,1969,2132,34,112,1052,84,0
15.556,3,-1,ramp_down,2026-08-05T21:17:22.114303+00:00,-0.0613,-0.1461,0.0026,1.17,1700,0,-1600,2,1,9,2390,2098,1966,2132,34,112,1058,84,0
15.606,3,-1,ramp_down,2026-08-05T21:17:22.164739+00:00,-0.0488,-0.1461,0.0102,2.93,1800,-50,-1500,0,1,10,2390,2098,1964,2132,34,112,1058,84,0
15.656,3,-1,ramp_down,2026-08-05T21:17:22.214461+00:00,-0.0363,-0.1262,-0.0013,-0.59,1400,0,-1450,1,1,9,2390,2098,1963,2132,34,112,1060,84,0
15.706,3,-1,ramp_down,2026-08-05T21:17:22.264584+00:00,-0.0237,-0.1173,-0.0013,-0.59,1300,0,-1350,2,1,8,2390,2098,1963,2132,34,112,1060,84,0
15.756,3,-1,ramp_down,2026-08-05T21:17:22.314599+00:00,-0.0112,-0.1063,-0.0026,-1.17,1150,0,-1250,2,0,6,2390,2098,1963,2132,34,112,1060,84,0
17.312,4,1,ramp_up,2026-08-05T21:17:23.870518+00:00,0.0,0.0,0.0,0.0,0,0,0,0,1,0,2390,2098,1965,2132,34,112,1056,84,0
17.36,4,1,ramp_up,2026-08-05T21:17:23.918664+00:00,0.0125,0.0,0.0,0.0,0,0,0,0,1,0,2390,2098,1965,2132,34,112,1056,84,0
17.41,4,1,ramp_up,2026-08-05T21:17:23.968744+00:00,0.025,0.0,0.0,0.0,0,0,0,1,1,1,2390,2098,1965,2132,34,112,1056,84,0
17.461,4,1,ramp_up,2026-08-05T21:17:24.018945+00:00,0.0376,0.0022,-0.0013,-0.59,-50,0,0,1,1,0,2390,2098,1965,2132,34,112,1056,84,0
17.511,4,1,ramp_up,2026-08-05T21:17:24.069360+00:00,0.0501,0.0,0.0,0.0,0,0,0,1,0,2,2390,2098,1965,2132,34,112,1056,84,0
17.561,4,1,ramp_up,2026-08-05T21:17:24.119538+00:00,0.0626,0.0066,-0.0038,-1.76,-150,0,0,4,1,3,2390,2098,1965,2132,34,112,1056,84,0
17.611,4,1,ramp_up,2026-08-05T21:17:24.169049+00:00,0.0751,0.0288,0.0013,0.59,-300,0,350,5,1,5,2390,2098,1965,2132,34,112,1056,84,0
17.662,4,1,ramp_up,2026-08-05T21:17:24.220414+00:00,0.0876,0.0399,-0.0026,0.59,-450,50,450,6,0,6,2390,2098,1965,2132,34,112,1056,84,0
17.711,4,1,ramp_up,2026-08-05T21:17:24.269251+00:00,0.1002,0.0443,-0.0102,2.34,-500,200,500,6,1,7,2390,2098,1965,2132,34,112,1056,84,0
17.761,4,1,ramp_up,2026-08-05T21:17:24.319358+00:00,0.1127,0.0554,-0.0013,-0.59,-650,0,600,7,1,9,2390,2098,1965,2132,34,112,1056,84,0
17.811,4,1,ramp_up,2026-08-05T21:17:24.369635+00:00,0.1252,0.0642,-0.0013,-0.59,-750,0,700,7,1,10,2390,2098,1964,2132,34,112,1058,84,0
17.861,4,1,ramp_up,2026-08-05T21:17:24.419626+00:00,0.1377,0.0775,0.0038,0.0,-850,-50,900,10,1,7,2390,2098,1964,2132,34,112,1058,84,0
17.911,4,1,ramp_up,2026-08-05T21:17:24.469629+00:00,0.1502,0.0841,0.0026,1.17,-900,0,1000,11,0,7,2390,2098,1965,2132,34,112,1056,84,0
17.961,4,1,ramp_up,2026-08-05T21:17:24.519591+00:00,0.1627,0.093,0.0,0.0,-1050,0,1050,12,1,10,2390,2098,1965,2132,34,112,1056,84,0
18.011,4,1,ramp_up,2026-08-05T21:17:24.569632+00:00,0.1753,0.1041,-0.0013,-0.59,-1200,0,1150,14,0,9,2390,2098,1965,2132,34,112,1056,84,0
18.061,4,1,ramp_up,2026-08-05T21:17:24.619737+00:00,0.1878,0.1085,-0.0038,-1.76,-1300,0,1150,11,1,12,2390,2098,1965,2132,34,112,1056,84,0
18.111,4,1,ramp_up,2026-08-05T21:17:24.669823+00:00,0.2003,0.1218,0.0013,-1.17,-1400,-50,1350,11,0,17,2390,2098,1965,2132,34,112,1056,84,0
18.162,4,1,ramp_up,2026-08-05T21:17:24.720710+00:00,0.2128,0.1262,0.0013,-1.17,-1450,-50,1400,13,1,16,2390,2098,1965,2132,34,112,1056,84,0
18.212,4,1,ramp_up,2026-08-05T21:17:24.769958+00:00,0.2253,0.1373,0.0026,1.17,-1500,0,1600,17,0,12,2390,2098,1965,2132,34,112,1056,84,0
18.262,4,1,ramp_up,2026-08-05T21:17:24.820038+00:00,0.2379,0.1417,0.0026,2.93,-1500,50,1700,29,0,12,2390,2098,1965,2132,34,112,1056,84,0
18.312,4,1,ramp_up,2026-08-05T21:17:24.870206+00:00,0.2504,0.155,-0.0026,2.34,-1700,100,1800,27,1,16,2390,2098,1964,2132,34,112,1058,84,0
18.362,4,1,ramp_up,2026-08-05T21:17:24.920230+00:00,0.2629,0.1683,0.0026,1.17,-1850,0,1950,27,1,13,2390,2098,1963,2132,34,112,1060,84,0
18.412,4,1,ramp_up,2026-08-05T21:17:24.970252+00:00,0.2754,0.1727,0.0051,2.34,-1850,0,2050,28,1,9,2390,2098,1963,2132,34,112,1060,84,0
18.462,4,1,ramp_up,2026-08-05T21:17:25.020774+00:00,0.2879,0.1771,0.0077,3.52,-1850,0,2150,33,1,10,2390,2098,1963,2132,34,112,1060,84,0
18.512,4,1,dwell,2026-08-05T21:17:25.070506+00:00,0.3,0.1793,0.0038,0.0,-2000,-50,2050,20,1,16,2390,2098,1963,2132,34,112,1060,84,0
18.562,4,1,dwell,2026-08-05T21:17:25.120486+00:00,0.3,0.1793,0.0064,1.17,-1950,-50,2100,22,0,11,2390,2098,1964,2132,34,112,1054,84,0
18.612,4,1,dwell,2026-08-05T21:17:25.170585+00:00,0.3,0.1727,0.0102,1.17,-1850,-100,2050,23,0,10,2390,2098,1967,2132,34,112,1048,84,0
18.663,4,1,dwell,2026-08-05T21:17:25.221820+00:00,0.3,0.1838,0.0115,1.76,-1950,-100,2200,21,1,9,2390,2098,1968,2132,34,112,1050,84,0
18.712,4,1,dwell,2026-08-05T21:17:25.270773+00:00,0.3,0.1816,0.0,1.76,-2000,50,2100,23,0,7,2390,2098,1968,2132,34,112,1050,84,0
18.763,4,1,dwell,2026-08-05T21:17:25.321604+00:00,0.3,0.186,0.0,1.76,-2050,50,2150,20,0,8,2390,2098,1968,2132,34,112,1050,84,0
18.813,4,1,dwell,2026-08-05T21:17:25.370997+00:00,0.3,0.1816,-0.0026,2.34,-2000,100,2100,19,0,9,2390,2098,1968,2132,34,112,1050,84,0
18.863,4,1,dwell,2026-08-05T21:17:25.421016+00:00,0.3,0.1838,-0.0013,1.17,-2050,50,2100,16,1,11,2390,2098,1967,2132,34,112,1056,84,0
18.913,4,1,ramp_down,2026-08-05T21:17:25.471071+00:00,0.2994,0.1838,-0.0013,1.17,-2050,50,2100,17,1,10,2390,2098,1965,2132,34,112,1060,84,0
18.963,4,1,ramp_down,2026-08-05T21:17:25.521169+00:00,0.2869,0.1882,0.0115,5.27,-1900,0,2350,20,1,7,2390,2098,1965,2132,34,112,1056,84,0
19.013,4,1,ramp_down,2026-08-05T21:17:25.571169+00:00,0.2744,0.1749,0.0038,1.76,-1900,0,2050,20,1,10,2390,2098,1965,2132,34,112,1056,84,0
19.063,4,1,ramp_down,2026-08-05T21:17:25.621181+00:00,0.2618,0.1771,0.0026,1.17,-1950,0,2050,23,1,7,2390,2098,1964,2132,34,112,1058,84,0
19.113,4,1,ramp_down,2026-08-05T21:17:25.671187+00:00,0.2493,0.1816,0.0051,2.34,-1950,0,2150,18,1,8,2390,2098,1964,2132,34,112,1058,84,0
19.163,4,1,ramp_down,2026-08-05T21:17:25.721488+00:00,0.2368,0.1816,0.0026,1.17,-2000,0,2100,17,1,7,2390,2098,1967,2132,34,112,1048,84,0
19.213,4,1,ramp_down,2026-08-05T21:17:25.771462+00:00,0.2243,0.1838,0.0013,0.59,-2050,0,2100,16,1,11,2390,2098,1967,2132,34,112,1052,84,0
19.263,4,1,ramp_down,2026-08-05T21:17:25.821577+00:00,0.2118,0.1793,-0.0013,-0.59,-2050,0,2000,12,1,11,2390,2098,1967,2132,34,112,1052,84,0
19.314,4,1,ramp_down,2026-08-05T21:17:25.872377+00:00,0.1992,0.1838,0.0013,0.59,-2050,0,2100,18,1,11,2390,2098,1968,2132,34,112,1050,84,0
19.363,4,1,ramp_down,2026-08-05T21:17:25.921784+00:00,0.1867,0.1816,0.0026,2.93,-1950,50,2150,18,1,8,2390,2098,1968,2132,34,112,1050,84,0
19.413,4,1,ramp_down,2026-08-05T21:17:25.971757+00:00,0.1742,0.1727,-0.0026,-1.17,-2000,0,1900,16,0,7,2390,2098,1967,2132,34,112,1052,84,0
19.464,4,1,ramp_down,2026-08-05T21:17:26.022275+00:00,0.1617,0.1838,0.0038,1.76,-2000,0,2150,16,1,12,2390,2098,1966,2132,34,112,1054,84,0
19.514,4,1,ramp_down,2026-08-05T21:17:26.071934+00:00,0.1492,0.1838,0.0013,0.59,-2050,0,2100,14,0,12,2390,2098,1965,2132,34,112,1056,84,0
19.564,4,1,ramp_down,2026-08-05T21:17:26.121951+00:00,0.1366,0.1838,-0.0013,-0.59,-2100,0,2050,12,1,16,2390,2098,1965,2132,34,112,1056,84,0
19.614,4,1,ramp_down,2026-08-05T21:17:26.172052+00:00,0.1241,0.1793,-0.0013,-0.59,-2050,0,2000,14,1,19,2390,2098,1965,2132,34,112,1056,84,0
19.664,4,1,ramp_down,2026-08-05T21:17:26.222221+00:00,0.1116,0.1771,0.0,1.76,-1950,50,2050,20,1,9,2390,2098,1966,2132,34,112,1050,84,0
19.714,4,1,ramp_down,2026-08-05T21:17:26.272659+00:00,0.0991,0.1793,0.0013,0.59,-2000,0,2050,12,1,3,2390,2098,1966,2132,34,112,1054,84,0
19.764,4,1,ramp_down,2026-08-05T21:17:26.322396+00:00,0.0866,0.1661,-0.0013,-0.59,-1900,0,1850,8,1,8,2390,2098,1967,2132,34,112,1052,84,0
19.814,4,1,ramp_down,2026-08-05T21:17:26.372386+00:00,0.0741,0.1594,-0.0051,-0.59,-1850,50,1750,8,1,7,2390,2098,1967,2132,34,112,1052,84,0
19.864,4,1,ramp_down,2026-08-05T21:17:26.422632+00:00,0.0615,0.1506,0.0026,-0.59,-1700,-50,1700,7,1,8,2390,2098,1967,2132,34,112,1052,84,0
19.914,4,1,ramp_down,2026-08-05T21:17:26.472528+00:00,0.049,0.1395,-0.0013,-0.59,-1600,0,1550,4,1,9,2390,2098,1967,2132,34,112,1052,84,0
19.964,4,1,ramp_down,2026-08-05T21:17:26.522662+00:00,0.0365,0.124,-0.0026,0.59,-1400,50,1400,4,0,9,2390,2098,1969,2132,34,112,1044,84,0
20.015,4,1,ramp_down,2026-08-05T21:17:26.573145+00:00,0.024,0.1151,0.0,0.0,-1300,0,1300,6,1,7,2390,2098,1971,2132,34,112,0,84,0
20.064,4,1,ramp_down,2026-08-05T21:17:26.622791+00:00,0.0115,0.1107,0.0026,1.17,-1200,0,1300,7,0,5,2390,2098,1972,2132,34,112,18,84,0
21.618,5,-1,ramp_up,2026-08-05T21:17:28.176301+00:00,-0.0,-0.0044,-0.0,0.0,50,0,-50,0,0,1,2390,2098,1968,2132,34,112,1050,84,0
21.669,5,-1,ramp_up,2026-08-05T21:17:28.226966+00:00,-0.0125,0.0,0.0,0.0,0,0,0,1,1,0,2390,2098,1968,2132,34,112,1050,84,0
21.718,5,-1,ramp_up,2026-08-05T21:17:28.276262+00:00,-0.025,0.0,0.0,0.0,0,0,0,0,0,0,2390,2098,1968,2132,34,112,1050,84,0
21.77,5,-1,ramp_up,2026-08-05T21:17:28.328043+00:00,-0.0376,0.0,0.0,0.0,0,0,0,2,1,0,2390,2098,1968,2132,34,112,1050,84,0
21.818,5,-1,ramp_up,2026-08-05T21:17:28.376509+00:00,-0.0501,-0.0066,0.0038,1.76,150,0,0,3,1,2,2390,2098,1968,2132,34,112,1050,84,0
21.868,5,-1,ramp_up,2026-08-05T21:17:28.426651+00:00,-0.0626,-0.0155,0.0013,0.59,200,0,-150,4,1,3,2390,2098,1968,2132,34,112,1050,84,0
21.918,5,-1,ramp_up,2026-08-05T21:17:28.476707+00:00,-0.0751,-0.0288,-0.0013,-0.59,300,0,-350,8,1,4,2390,2098,1968,2132,34,112,1050,84,0
21.968,5,-1,ramp_up,2026-08-05T21:17:28.526704+00:00,-0.0876,-0.0376,-0.0013,-0.59,400,0,-450,9,0,5,2390,2098,1969,2132,34,112,1044,84,0
22.018,5,-1,ramp_up,2026-08-05T21:17:28.576897+00:00,-0.1002,-0.0509,0.0038,0.0,600,-50,-550,10,1,6,2390,2098,1971,2132,34,112,0,84,0
22.069,5,-1,ramp_up,2026-08-05T21:17:28.627167+00:00,-0.1127,-0.0554,0.0064,-0.59,650,-100,-600,9,0,6,2390,2098,1972,2132,34,112,18,84,0
22.119,5,-1,ramp_up,2026-08-05T21:17:28.676982+00:00,-0.1252,-0.0664,0.0051,0.59,800,-50,-700,8,1,6,2390,2098,1972,2132,34,112,1042,84,0
22.169,5,-1,ramp_up,2026-08-05T21:17:28.727040+00:00,-0.1377,-0.0797,-0.0,0.0,900,0,-900,9,1,6,2390,2098,1972,2132,34,112,1042,84,0
22.219,5,-1,ramp_up,2026-08-05T21:17:28.777117+00:00,-0.1502,-0.0819,-0.0013,-0.59,900,0,-950,13,0,6,2390,2098,1972,2132,34,112,1042,84,0
22.269,5,-1,ramp_up,2026-08-05T21:17:28.827137+00:00,-0.1627,-0.0886,-0.0026,0.59,1000,50,-1000,14,1,11,2390,2098,1971,2132,34,112,1048,84,0
22.319,5,-1,ramp_up,2026-08-05T21:17:28.877270+00:00,-0.1753,-0.0952,0.0013,-1.17,1050,-50,-1100,14,1,7,2390,2098,1971,2132,34,112,1044,84,0
22.371,5,-1,ramp_up,2026-08-05T21:17:28.929086+00:00,-0.1878,-0.1085,0.0013,0.59,1250,0,-1200,17,1,11,2390,2098,1971,2132,34,112,1044,84,0
22.419,5,-1,ramp_up,2026-08-05T21:17:28.977330+00:00,-0.2003,-0.1196,0.0051,2.34,1450,0,-1250,11,1,13,2390,2098,1971,2132,34,112,1044,84,0
22.469,5,-1,ramp_up,2026-08-05T21:17:29.027572+00:00,-0.2128,-0.1284,0.0051,0.59,1500,-50,-1400,16,1,16,2390,2098,1971,2132,34,112,1044,84,0
22.519,5,-1,ramp_up,2026-08-05T21:17:29.077523+00:00,-0.2253,-0.1373,0.0026,-0.59,1550,-50,-1550,21,1,16,2390,2098,1969,2132,34,112,1048,84,0
22.569,5,-1,ramp_up,2026-08-05T21:17:29.127682+00:00,-0.2379,-0.1395,-0.0013,-0.59,1550,0,-1600,28,1,20,2390,2098,1969,2132,34,112,1054,84,0
22.619,5,-1,ramp_up,2026-08-05T21:17:29.177693+00:00,-0.2504,-0.1506,-0.0,0.0,1700,0,-1700,26,1,23,2390,2098,1968,2132,34,112,1050,84,0
22.671,5,-1,ramp_up,2026-08-05T21:17:29.229433+00:00,-0.2629,-0.1683,-0.0,0.0,1900,0,-1900,24,1,16,2390,2098,1968,2132,34,112,1050,84,0
22.72,5,-1,ramp_up,2026-08-05T21:17:29.278374+00:00,-0.2754,-0.1749,-0.0013,-0.59,1950,0,-2000,25,1,19,2390,2098,1970,2132,34,112,1042,84,0
22.77,5,-1,ramp_up,2026-08-05T21:17:29.327975+00:00,-0.2879,-0.1771,-0.0026,-1.17,1950,0,-2050,25,1,16,2390,2098,1971,2132,34,112,1044,84,0
22.82,5,-1,dwell,2026-08-05T21:17:29.377991+00:00,-0.3,-0.1771,-0.0,0.0,2000,0,-2000,11,0,20,2390,2098,1971,2132,34,112,1044,84,0
