elapsed_s,timestamp,gpu_temp_c,cpu_temp_c,tj_temp_c,soc0_temp_c,gpu_util_pct,gpu_clock_mhz,gpu_max_mhz,emc_util_pct,vdd_in_mw,vdd_cpu_gpu_cv_mw,vdd_soc_mw,ram_used_mb,cpu_util_mean_pct,cpu_clock_max_mhz
1.0,2026-08-01T16:14:50.809503+00:00,49.5,48.906,49.5,48.937,0,306,1020,,6149,802,2929,461,8.8,729
2.0,2026-08-01T16:14:51.813578+00:00,49.812,48.5,49.812,48.968,0,306,1020,,5787,561,2808,461,0.0,729
3.0,2026-08-01T16:14:52.820080+00:00,49.875,48.531,49.875,48.781,0,306,1020,,5568,560,2804,461,0.0,729
4.0,2026-08-01T16:14:53.827081+00:00,49.531,48.75,49.531,48.906,0,306,1020,,5568,560,2804,461,0.3,729
5.0,2026-08-01T16:14:54.833147+00:00,49.468,48.437,49.468,48.937,0,306,1020,,5568,560,2804,461,0.3,729
6.1,2026-08-01T16:14:55.839973+00:00,49.5,48.468,49.406,48.875,0,306,1020,,5528,560,2764,461,0.3,729
7.1,2026-08-01T16:14:56.846122+00:00,49.312,48.625,49.312,48.843,0,306,1020,,5488,560,2764,461,0.0,729
8.1,2026-08-01T16:14:57.852445+00:00,49.343,48.531,49.343,48.875,0,306,1020,,5488,560,2764,461,0.0,729
9.1,2026-08-01T16:14:58.858857+00:00,49.625,48.625,49.625,48.875,0,306,1020,,5488,560,2760,461,0.2,729
10.1,2026-08-01T16:14:59.865460+00:00,49.625,48.468,49.625,48.812,0,306,1020,,5488,560,2760,461,0.0,729
11.1,2026-08-01T16:15:00.871735+00:00,49.562,48.531,49.562,48.906,0,306,1020,,5488,560,2764,461,0.2,729
12.1,2026-08-01T16:15:01.878207+00:00,49.468,48.625,49.468,48.968,0,306,1020,,5488,560,2764,461,0.0,729
13.1,2026-08-01T16:15:02.884834+00:00,49.406,48.406,49.406,48.968,0,306,1020,,5528,560,2764,461,0.2,729
14.1,2026-08-01T16:15:03.891373+00:00,49.593,48.468,49.593,48.843,0,306,1020,,5488,560,2764,461,0.2,729
15.1,2026-08-01T16:15:04.898107+00:00,49.625,48.531,49.625,48.812,0,306,1020,,5488,560,2764,461,0.0,729
