timestamp,kind,value
2026-08-01T16:30:25+00:00,bat,100
2026-08-01T16:30:25+00:00,ambient_c,24.4
2026-08-01T16:36:35+00:00,bat,97
2026-08-01T16:40:59+00:00,bat,96
2026-08-01T16:43:26+00:00,bat,95
2026-08-01T16:47:31+00:00,bat,94
