step,t_s,state.elbow_flex,state.gripper,state.shoulder_lift,state.shoulder_pan,state.wrist_flex,state.wrist_roll,cmd.elbow_flex,cmd.gripper,cmd.shoulder_lift,cmd.shoulder_pan,cmd.wrist_flex,cmd.wrist_roll
0,0.5816,99.458,94.197,-99.501,0.074,75.626,38.852,100.829,61.788,-103.56,-2.849,84.569,39.038
1,0.5919,99.458,94.197,-99.501,0.074,75.626,38.852,100.801,61.821,-103.544,-2.85,84.36,39.037
2,0.6267,99.458,94.197,-99.501,0.074,75.626,38.852,100.825,61.788,-103.636,-2.87,84.378,39.036
3,0.661,99.368,94.197,-99.75,-0.516,76.391,38.852,100.808,61.798,-103.567,-2.848,84.429,39.038
4,0.6943,99.368,94.13,-100.0,-1.77,77.41,38.999,100.823,61.669,-103.444,-2.829,84.967,39.04
5,0.7277,98.826,93.59,-100.0,-2.065,78.599,39.194,100.806,61.622,-103.471,-2.844,84.909,39.038
6,0.762,98.736,92.578,-100.0,-1.77,78.769,39.194,100.843,61.642,-103.279,-2.815,85.148,39.044
7,0.7955,98.736,91.228,-100.0,-2.36,78.769,39.243,100.79,61.594,-103.47,-2.837,84.914,39.038
8,0.8292,98.736,89.744,-100.0,-2.581,78.769,39.243,100.811,61.656,-103.474,-2.823,84.837,39.039
9,0.8623,98.736,87.989,-100.0,-2.434,78.769,39.243,100.804,61.586,-103.398,-2.823,84.984,39.039
10,0.8959,98.736,85.897,-100.0,-2.286,78.769,39.243,100.839,61.458,-103.336,-2.837,85.244,39.039
11,0.929,98.736,83.468,-100.0,-2.286,78.769,39.243,100.827,61.554,-103.406,-2.842,85.061,39.039
12,0.962,98.736,80.904,-100.0,-2.286,78.769,39.243,100.789,61.627,-103.522,-2.853,84.7,39.037
13,0.996,98.736,78.07,-100.0,-2.286,78.769,39.243,100.815,61.62,-103.479,-2.836,84.883,39.038
14,1.0296,98.736,75.439,-100.0,-2.286,78.769,39.243,100.827,61.477,-103.29,-2.837,85.228,39.039
15,1.0629,98.736,73.009,-100.0,-2.286,78.769,39.243,100.849,61.557,-103.4,-2.837,85.072,39.039
16,1.0961,98.736,70.715,-100.0,-2.286,78.769,39.243,100.824,61.479,-103.395,-2.855,85.048,39.037
17,1.132,98.736,68.691,-100.0,-2.286,78.769,39.243,100.801,61.453,-103.393,-2.85,85.016,39.037
18,1.1628,98.736,66.734,-100.0,-2.286,78.769,39.243,100.85,61.474,-103.407,-2.846,85.112,39.038
19,1.1964,98.736,65.25,-100.0,-2.286,78.769,39.243,100.795,61.508,-103.334,-2.834,85.045,39.038
20,1.2295,98.736,64.103,-100.0,-2.286,78.769,39.243,100.851,61.401,-103.324,-2.855,85.227,39.038
21,1.2628,98.736,63.225,-100.0,-2.286,78.769,39.243,100.867,61.367,-103.254,-2.833,85.387,39.039
22,1.2969,98.736,62.618,-100.0,-2.286,78.769,39.243,100.854,61.479,-103.304,-2.841,85.179,39.04
23,1.3301,98.736,62.281,-100.0,-2.286,78.769,39.243,100.856,61.344,-103.281,-2.851,85.293,39.038
24,1.3636,98.736,62.011,-100.0,-2.286,78.769,39.243,100.873,61.332,-103.319,-2.842,85.309,39.039
25,1.397,98.736,61.876,-100.0,-2.286,78.769,39.243,100.831,61.461,-103.333,-2.832,85.13,39.039
26,1.4306,98.736,61.673,-100.0,-2.286,78.769,39.243,100.842,61.454,-103.279,-2.843,85.177,39.04
27,1.4637,98.736,61.673,-100.0,-2.286,78.769,39.243,100.792,61.402,-103.304,-2.839,85.153,39.039
28,1.498,98.736,61.673,-100.0,-2.286,78.769,39.243,100.806,61.324,-103.229,-2.841,85.36,39.041
29,1.5308,98.736,61.673,-100.0,-2.286,78.769,39.243,100.85,61.315,-103.36,-2.853,85.193,39.038
30,1.572,98.736,61.673,-100.0,-2.286,78.769,39.243,100.911,61.256,-103.314,-2.86,85.396,39.039
31,1.5977,98.736,61.673,-100.0,-2.286,78.769,39.243,100.849,61.28,-103.428,-2.866,85.158,39.037
32,1.6321,98.736,61.673,-100.0,-2.286,78.769,39.243,100.818,61.335,-103.287,-2.84,85.198,39.039
33,1.6651,98.736,61.673,-100.0,-2.286,78.769,39.243,100.787,61.326,-103.374,-2.873,85.131,39.037
34,1.6985,98.736,61.673,-100.0,-2.286,78.769,39.243,100.749,61.407,-103.322,-2.848,85.032,39.039
35,1.7318,98.736,61.673,-100.0,-2.286,78.769,39.243,100.81,61.259,-103.387,-2.869,85.122,39.038
36,1.7666,98.736,61.673,-100.0,-2.286,78.769,39.243,100.758,61.239,-103.366,-2.878,85.116,39.037
37,1.8002,98.736,61.673,-100.0,-2.286,78.769,39.243,100.8,61.166,-103.425,-2.888,85.156,39.037
38,1.8334,98.736,61.538,-100.0,-2.286,78.769,39.243,100.682,61.262,-103.364,-2.893,84.983,39.037
39,1.8662,98.736,61.538,-100.0,-2.286,78.769,39.243,100.774,61.238,-103.457,-2.871,85.029,39.038
40,1.8997,98.736,61.538,-100.0,-2.286,78.769,39.243,100.7,61.07,-103.409,-2.855,85.021,39.037
41,1.9337,98.736,61.538,-100.0,-2.286,78.769,39.243,100.661,61.139,-103.447,-2.872,84.874,39.037
42,1.9668,98.736,61.538,-100.0,-2.286,78.769,39.243,100.637,61.137,-103.428,-2.875,84.896,39.036
43,2.0004,98.736,61.538,-100.0,-2.286,78.769,39.243,100.598,61.016,-103.517,-2.869,84.847,39.035
44,2.034,98.736,61.538,-100.0,-2.286,78.769,39.243,100.393,61.061,-103.542,-2.782,84.19,39.036
45,2.0672,98.736,61.538,-100.0,-2.286,78.769,39.243,100.423,61.097,-103.526,-2.846,84.488,39.035
46,2.1005,98.736,61.538,-100.0,-2.286,78.769,39.243,99.978,60.998,-103.617,-2.72,83.495,39.032
47,2.1351,98.736,61.538,-100.0,-2.286,78.769,39.243,100.012,60.945,-103.803,-2.702,83.358,39.031
48,2.1674,98.736,61.471,-100.0,-2.286,78.769,39.243,99.603,60.956,-103.82,-2.71,82.271,39.027
49,2.2006,98.736,61.336,-100.0,-2.286,78.769,39.243,99.811,61.016,-103.875,-2.717,82.475,39.029
50,2.2344,98.736,61.269,-100.0,-2.286,78.769,39.243,99.289,60.796,-103.921,-2.708,80.358,39.025
51,2.2675,98.736,61.269,-100.0,-2.286,78.769,39.243,99.494,60.959,-104.037,-2.738,81.441,39.027
