step,t_s,state.elbow_flex,state.gripper,state.shoulder_lift,state.shoulder_pan,state.wrist_flex,state.wrist_roll,cmd.elbow_flex,cmd.gripper,cmd.shoulder_lift,cmd.shoulder_pan,cmd.wrist_flex,cmd.wrist_roll
0,0.5772,99.368,94.197,-100.0,-0.074,75.626,38.852,100.858,61.965,-104.063,-0.117,86.187,38.952
1,0.5887,99.368,94.197,-100.0,-0.074,75.626,38.852,100.854,62.0,-104.068,-0.123,86.032,38.952
2,0.6226,99.368,94.197,-100.0,-0.074,75.626,38.852,100.861,61.948,-104.074,-0.112,86.027,38.95
3,0.6599,99.368,94.197,-100.0,-0.074,76.391,38.852,100.841,61.97,-104.06,-0.123,86.076,38.952
4,0.6902,99.368,94.13,-100.0,-0.074,77.41,39.048,100.838,61.898,-104.029,-0.081,86.205,38.951
5,0.7234,98.736,93.59,-100.0,-0.147,78.854,39.194,100.787,61.795,-103.965,-0.053,86.263,38.95
6,0.7567,98.736,92.51,-100.0,-0.221,79.108,39.243,100.86,61.846,-103.876,-0.049,86.623,38.953
7,0.79,98.736,91.228,-100.0,-0.221,79.108,39.243,100.775,61.814,-104.033,-0.041,86.065,38.95
8,0.8236,98.736,89.744,-100.0,-0.147,79.108,39.243,100.814,61.819,-104.01,-0.031,86.255,38.951
9,0.8571,98.736,87.989,-100.0,-0.074,79.108,39.243,100.798,61.783,-103.941,-0.037,86.334,38.951
10,0.8905,98.736,85.897,-100.0,-0.147,79.108,39.243,100.779,61.698,-103.967,-0.018,86.148,38.948
11,0.9245,98.736,83.536,-100.0,-0.147,79.108,39.243,100.801,61.785,-103.984,-0.041,86.243,38.95
12,0.9574,98.736,80.904,-100.0,-0.074,79.108,39.243,100.766,61.786,-104.035,-0.044,86.026,38.95
13,0.9908,98.736,78.138,-100.0,-0.074,79.108,39.243,100.796,61.859,-104.071,-0.068,85.941,38.95
14,1.0242,98.736,75.506,-100.0,-0.074,79.108,39.243,100.774,61.665,-103.871,-0.01,86.342,38.948
15,1.0575,98.736,73.077,-100.0,-0.074,79.108,39.243,100.801,61.763,-103.952,-0.043,86.243,38.95
16,1.091,98.736,70.85,-100.0,-0.074,79.108,39.243,100.756,61.663,-103.905,-0.001,86.294,38.949
