step,t_s,state.elbow_flex,state.gripper,state.shoulder_lift,state.shoulder_pan,state.wrist_flex,state.wrist_roll,cmd.elbow_flex,cmd.gripper,cmd.shoulder_lift,cmd.shoulder_pan,cmd.wrist_flex,cmd.wrist_roll
0,0.577,99.458,93.657,-99.501,0.074,75.626,39.048,96.916,59.837,-86.828,-1.142,31.11,38.973
1,0.5874,99.458,93.657,-99.501,0.074,75.626,39.048,96.813,59.799,-85.067,-0.951,29.385,38.974
2,0.6225,99.458,93.657,-99.501,0.074,75.626,39.048,96.834,59.779,-84.439,-0.869,28.355,38.973
3,0.6567,99.368,93.657,-99.334,0.074,75.032,39.048,96.847,59.718,-82.688,-0.783,25.917,38.974
4,0.6901,99.007,93.59,-97.754,-0.147,72.569,39.048,96.672,59.64,-80.018,-0.621,22.313,38.974
5,0.7239,98.646,93.05,-94.093,-0.442,68.917,39.048,96.719,59.52,-76.469,-0.55,16.238,38.971
6,0.7597,98.646,91.97,-90.183,-0.59,64.926,39.048,96.525,59.491,-75.506,-0.551,15.436,38.967
7,0.793,98.646,90.756,-86.273,-0.59,60.934,39.048,96.434,59.331,-68.21,-0.271,4.801,38.97
8,0.825,98.555,89.271,-82.28,-0.442,57.113,39.048,96.247,59.341,-65.039,-0.081,0.572,38.973
9,0.8569,98.465,87.449,-78.619,-0.442,53.121,39.048,95.989,59.272,-62.531,-0.057,-1.901,38.97
10,0.8906,98.465,85.358,-74.958,-0.442,49.13,39.048,96.111,59.297,-59.558,-0.03,-7.067,38.975
11,0.9242,98.375,82.996,-71.215,-0.442,45.393,39.048,96.021,59.254,-56.606,0.077,-10.757,38.979
12,0.9574,98.104,80.297,-66.972,-0.442,41.316,39.048,95.681,59.2,-52.684,0.006,-14.836,38.981
13,0.9907,98.104,77.463,-63.311,-0.442,37.495,39.048,95.576,59.231,-51.077,0.072,-17.801,38.984
14,1.0244,98.014,74.696,-60.15,-0.442,33.503,39.048,95.426,59.224,-47.885,-0.073,-22.44,38.988
15,1.0578,97.743,72.065,-56.739,-0.369,29.597,39.048,95.567,59.218,-47.951,0.022,-22.458,38.987
16,1.0917,97.652,69.771,-53.661,-0.369,25.69,39.048,94.866,59.208,-42.328,-0.008,-27.941,38.986
17,1.1249,97.562,67.476,-51.331,-0.369,21.699,39.048,95.006,59.133,-42.084,-0.024,-27.606,38.989
18,1.1581,97.381,65.452,-49.501,-0.369,17.792,39.048,94.811,59.211,-40.592,0.028,-29.777,38.992
19,1.1914,96.93,63.833,-47.171,-0.369,13.885,39.048,94.45,59.104,-37.907,-0.143,-31.771,38.989
20,1.2248,96.749,62.483,-44.592,-0.442,9.894,39.048,93.368,59.162,-33.941,-0.105,-35.536,38.988
21,1.2585,96.659,61.404,-42.346,-0.442,6.072,39.048,92.571,59.175,-30.775,-0.177,-37.676,38.989
22,1.2918,96.027,60.594,-39.684,-0.369,2.081,39.048,92.298,59.118,-29.025,-0.045,-39.556,38.99
23,1.3253,95.124,60.189,-36.772,-0.369,-1.996,39.048,91.864,59.186,-27.673,0.122,-41.01,38.99
24,1.3587,94.582,59.919,-33.611,-0.442,-5.817,39.048,90.864,59.127,-24.331,-0.01,-42.736,38.991
25,1.3918,94.221,59.717,-30.782,-0.442,-9.809,39.048,89.473,59.129,-21.427,0.074,-44.351,38.991
26,1.4256,93.679,59.514,-28.702,-0.442,-13.715,39.048,88.93,59.177,-18.643,0.012,-46.532,38.987
