timestamp,kind,value
2026-08-03T22:36:45.059580+00:00,bat,67
2026-08-03T22:52:33.202468+00:00,bat,65
2026-08-03T22:57:03.030095+00:00,bat,65
2026-08-03T23:03:11.240347+00:00,bat,64
2026-08-03T23:19:55.000000+00:00,bat,63
