step,t_s,state.shoulder_pan,state.shoulder_lift,state.elbow_flex,state.wrist_flex,state.wrist_roll,state.gripper,close_step,close.shoulder_pan,close.shoulder_lift,close.elbow_flex,close.wrist_flex,close.wrist_roll,close.gripper,end.shoulder_pan,end.shoulder_lift,end.elbow_flex,end.wrist_flex,end.wrist_roll,end.gripper,max_lift
0,0.5934,0.811,-99.584,99.368,75.626,39.048,93.725,-1,0.761,-3.82,77.707,-46.071,38.888,61.019,0.761,-3.82,77.707,-46.071,38.888,61.019,-3.82
100,4.0016,0.516,-8.569,81.761,-42.59,38.657,60.594,15,0.992,18.937,75.902,-62.855,38.827,49.853,4.621,9.329,63.194,-43.15,38.958,28.306,39.872
200,7.4139,4.056,12.895,63.612,-44.289,38.755,27.868,0,8.26,33.51,48.381,-54.333,38.961,8.751,-1.539,-104.221,100.175,30.275,38.94,8.011,33.51
300,10.8334,-0.885,-99.584,99.458,29.682,38.755,8.435,0,0.616,-99.638,91.993,47.199,38.968,19.39,4.665,12.0,32.731,-33.316,39.053,38.772,13.34
400,14.2606,5.236,13.228,34.266,-32.059,38.852,38.596,0,8.957,35.65,20.448,-35.037,39.04,12.786,0.011,-101.949,97.994,19.293,39.025,8.833,37.769
500,17.6816,0.295,-99.418,98.736,17.877,38.852,9.244,0,4.205,-107.274,101.07,23.652,38.94,11.153,9.695,-52.299,86.727,-11.27,39.035,22.87,-50.505
