step,t_s,state.shoulder_pan,state.shoulder_lift,state.elbow_flex,state.wrist_flex,state.wrist_roll,state.gripper,close_step,close.shoulder_pan,close.shoulder_lift,close.elbow_flex,close.wrist_flex,close.wrist_roll,close.gripper,end.shoulder_pan,end.shoulder_lift,end.elbow_flex,end.wrist_flex,end.wrist_roll,end.gripper,max_lift
0,0.5757,0.959,-99.834,99.639,75.456,38.852,93.387,-1,9.157,-25.427,84.658,-14.281,38.973,60.77,9.157,-25.427,84.658,-14.281,38.973,60.77,-25.427
100,3.9916,8.407,-31.864,87.359,-8.28,38.852,60.256,-1,12.081,19.636,77.086,-57.455,38.851,60.547,12.081,19.636,77.086,-57.455,38.851,60.547,19.636
200,7.4254,11.062,19.468,77.788,-55.754,38.852,60.256,90,15.865,41.203,55.97,-74.493,38.853,49.844,16.34,42.852,53.924,-74.629,38.87,41.976,43.483
300,10.8386,15.487,43.511,54.582,-73.928,38.852,42.645,0,15.195,53.319,45.359,-83.38,39.004,20.097,1.755,-103.647,99.53,23.313,39.161,9.029,56.333
400,14.2526,2.286,-97.338,99.458,23.057,38.852,13.36,0,4.81,-105.171,101.543,23.704,38.94,9.875,6.382,-98.36,102.374,20.718,38.967,10.027,-94.509
500,17.6768,6.49,-95.008,99.819,19.66,38.803,13.36,0,7.733,-100.11,99.52,21.423,38.921,9.299,3.302,-103.755,101.729,28.417,38.857,8.792,-100.071
