elapsed_s,timestamp,bus,motor,position,temp_c,current,load,target,baseline
0.0,2026-08-04T01:34:06.402077+00:00,arms,left_shoulder_pan,1859,36,0,20,1857,1859
0.0,2026-08-04T01:34:06.402077+00:00,arms,left_shoulder_lift,2404,32,3,72,2389,2404
0.0,2026-08-04T01:34:06.402077+00:00,arms,left_elbow_flex,1643,34,2,68,1629,1643
0.0,2026-08-04T01:34:06.402077+00:00,arms,left_wrist_flex,2172,34,1,24,2169,2172
0.0,2026-08-04T01:34:06.402077+00:00,arms,left_wrist_roll,1987,33,0,1044,1989,1987
0.0,2026-08-04T01:34:06.402077+00:00,arms,left_gripper,2014,36,0,0,2014,2014
0.0,2026-08-04T01:34:06.402077+00:00,arms,right_shoulder_pan,1967,35,0,1052,1974,1967
0.0,2026-08-04T01:34:06.402077+00:00,arms,right_shoulder_lift,2129,33,17,174,2049,2129
0.0,2026-08-04T01:34:06.402077+00:00,arms,right_elbow_flex,2149,35,9,118,2097,2149
0.0,2026-08-04T01:34:06.402077+00:00,arms,right_wrist_flex,1987,34,1,36,1976,1987
0.0,2026-08-04T01:34:06.402077+00:00,arms,right_wrist_roll,2110,32,0,1046,2114,2110
0.0,2026-08-04T01:34:06.402077+00:00,arms,right_gripper,2051,36,0,0,2051,2051
0.0,2026-08-04T01:34:06.402077+00:00,head,head_motor_1,2158,31,0,0,,
0.0,2026-08-04T01:34:06.402077+00:00,head,head_motor_2,1944,32,0,0,,
0.0,2026-08-04T01:34:06.402077+00:00,head,base_left_wheel,3461,32,0,0,,
0.0,2026-08-04T01:34:06.402077+00:00,head,base_back_wheel,3488,34,0,0,,
0.0,2026-08-04T01:34:06.402077+00:00,head,base_right_wheel,2181,32,0,0,,
1.0,2026-08-04T01:34:07.402808+00:00,arms,left_shoulder_pan,1859,36,1,20,1857,1859
1.0,2026-08-04T01:34:07.402808+00:00,arms,left_shoulder_lift,2404,33,3,72,2389,2404
1.0,2026-08-04T01:34:07.402808+00:00,arms,left_elbow_flex,1643,34,3,68,1629,1643
1.0,2026-08-04T01:34:07.402808+00:00,arms,left_wrist_flex,2172,34,0,24,2169,2172
1.0,2026-08-04T01:34:07.402808+00:00,arms,left_wrist_roll,1987,33,0,1044,1989,1987
1.0,2026-08-04T01:34:07.402808+00:00,arms,left_gripper,2014,36,0,0,2014,2014
1.0,2026-08-04T01:34:07.402808+00:00,arms,right_shoulder_pan,1967,35,1,1052,1974,1967
1.0,2026-08-04T01:34:07.402808+00:00,arms,right_shoulder_lift,2129,33,25,174,2049,2129
1.0,2026-08-04T01:34:07.402808+00:00,arms,right_elbow_flex,2149,35,11,118,2097,2149
1.0,2026-08-04T01:34:07.402808+00:00,arms,right_wrist_flex,1987,33,1,36,1976,1987
1.0,2026-08-04T01:34:07.402808+00:00,arms,right_wrist_roll,2110,34,0,1046,2114,2110
1.0,2026-08-04T01:34:07.402808+00:00,arms,right_gripper,2051,36,0,0,2051,2051
1.0,2026-08-04T01:34:07.402808+00:00,head,head_motor_1,2158,31,0,0,,
1.0,2026-08-04T01:34:07.402808+00:00,head,head_motor_2,1944,32,0,0,,
1.0,2026-08-04T01:34:07.402808+00:00,head,base_left_wheel,3461,32,0,0,,
1.0,2026-08-04T01:34:07.402808+00:00,head,base_back_wheel,3488,34,0,0,,
1.0,2026-08-04T01:34:07.402808+00:00,head,base_right_wheel,2182,32,0,0,,
2.0,2026-08-04T01:34:08.403849+00:00,arms,left_shoulder_pan,1859,36,0,20,1857,1859
2.0,2026-08-04T01:34:08.403849+00:00,arms,left_shoulder_lift,2404,32,3,72,2389,2404
2.0,2026-08-04T01:34:08.403849+00:00,arms,left_elbow_flex,1643,34,3,68,1629,1643
2.0,2026-08-04T01:34:08.403849+00:00,arms,left_wrist_flex,2172,34,0,24,2169,2172
2.0,2026-08-04T01:34:08.403849+00:00,arms,left_wrist_roll,1987,33,0,1044,1989,1987
2.0,2026-08-04T01:34:08.403849+00:00,arms,left_gripper,2014,36,0,0,2014,2014
2.0,2026-08-04T01:34:08.403849+00:00,arms,right_shoulder_pan,1967,35,0,1052,1974,1967
2.0,2026-08-04T01:34:08.403849+00:00,arms,right_shoulder_lift,2129,33,22,174,2049,2129
2.0,2026-08-04T01:34:08.403849+00:00,arms,right_elbow_flex,2149,35,11,118,2097,2149
2.0,2026-08-04T01:34:08.403849+00:00,arms,right_wrist_flex,1987,33,1,36,1976,1987
2.0,2026-08-04T01:34:08.403849+00:00,arms,right_wrist_roll,2110,32,1,1046,2114,2110
2.0,2026-08-04T01:34:08.403849+00:00,arms,right_gripper,2051,36,0,0,2051,2051
2.0,2026-08-04T01:34:08.403849+00:00,head,head_motor_1,2158,31,0,0,,
2.0,2026-08-04T01:34:08.403849+00:00,head,head_motor_2,1944,32,0,0,,
2.0,2026-08-04T01:34:08.403849+00:00,head,base_left_wheel,3461,32,0,0,,
2.0,2026-08-04T01:34:08.403849+00:00,head,base_back_wheel,3488,34,0,0,,
2.0,2026-08-04T01:34:08.403849+00:00,head,base_right_wheel,2182,32,0,0,,
3.0,2026-08-04T01:34:09.404885+00:00,arms,left_shoulder_pan,1859,36,0,20,1857,1859
3.0,2026-08-04T01:34:09.404885+00:00,arms,left_shoulder_lift,2404,33,3,72,2389,2404
3.0,2026-08-04T01:34:09.404885+00:00,arms,left_elbow_flex,1643,34,3,68,1629,1643
3.0,2026-08-04T01:34:09.404885+00:00,arms,left_wrist_flex,2172,34,0,24,2169,2172
3.0,2026-08-04T01:34:09.404885+00:00,arms,left_wrist_roll,1987,33,0,1044,1989,1987
3.0,2026-08-04T01:34:09.404885+00:00,arms,left_gripper,2014,36,0,0,2014,2014
3.0,2026-08-04T01:34:09.404885+00:00,arms,right_shoulder_pan,1967,35,0,1052,1974,1967
3.0,2026-08-04T01:34:09.404885+00:00,arms,right_shoulder_lift,2129,33,18,174,2049,2129
3.0,2026-08-04T01:34:09.404885+00:00,arms,right_elbow_flex,2149,35,8,118,2097,2149
3.0,2026-08-04T01:34:09.404885+00:00,arms,right_wrist_flex,1987,34,2,36,1976,1987
3.0,2026-08-04T01:34:09.404885+00:00,arms,right_wrist_roll,2110,32,0,1046,2114,2110
3.0,2026-08-04T01:34:09.404885+00:00,arms,right_gripper,2051,36,0,0,2051,2051
3.0,2026-08-04T01:34:09.404885+00:00,head,head_motor_1,2158,33,0,0,,
3.0,2026-08-04T01:34:09.404885+00:00,head,head_motor_2,1944,32,0,0,,
3.0,2026-08-04T01:34:09.404885+00:00,head,base_left_wheel,3461,32,0,0,,
3.0,2026-08-04T01:34:09.404885+00:00,head,base_back_wheel,3488,34,0,0,,
3.0,2026-08-04T01:34:09.404885+00:00,head,base_right_wheel,2182,32,0,0,,
4.0,2026-08-04T01:34:10.405921+00:00,arms,left_shoulder_pan,1859,36,0,20,1857,1859
4.0,2026-08-04T01:34:10.405921+00:00,arms,left_shoulder_lift,2404,33,3,72,2389,2404
4.0,2026-08-04T01:34:10.405921+00:00,arms,left_elbow_flex,1643,34,3,68,1629,1643
4.0,2026-08-04T01:34:10.405921+00:00,arms,left_wrist_flex,2172,34,0,24,2169,2172
4.0,2026-08-04T01:34:10.405921+00:00,arms,left_wrist_roll,1987,33,0,1044,1989,1987
4.0,2026-08-04T01:34:10.405921+00:00,arms,left_gripper,2014,36,0,0,2014,2014
4.0,2026-08-04T01:34:10.405921+00:00,arms,right_shoulder_pan,1967,35,0,1052,1974,1967
4.0,2026-08-04T01:34:10.405921+00:00,arms,right_shoulder_lift,2129,33,23,174,2049,2129
4.0,2026-08-04T01:34:10.405921+00:00,arms,right_elbow_flex,2149,35,10,118,2097,2149
4.0,2026-08-04T01:34:10.405921+00:00,arms,right_wrist_flex,1987,34,1,36,1976,1987
4.0,2026-08-04T01:34:10.405921+00:00,arms,right_wrist_roll,2110,32,0,1046,2114,2110
4.0,2026-08-04T01:34:10.405921+00:00,arms,right_gripper,2051,36,0,0,2051,2051
4.0,2026-08-04T01:34:10.405921+00:00,head,head_motor_1,2158,31,0,0,,
4.0,2026-08-04T01:34:10.405921+00:00,head,head_motor_2,1944,32,0,0,,
4.0,2026-08-04T01:34:10.405921+00:00,head,base_left_wheel,3461,32,0,0,,
4.0,2026-08-04T01:34:10.405921+00:00,head,base_back_wheel,3488,34,0,0,,
4.0,2026-08-04T01:34:10.405921+00:00,head,base_right_wheel,2181,32,0,0,,
5.0,2026-08-04T01:34:11.406779+00:00,arms,left_shoulder_pan,1859,36,0,20,1857,1859
5.0,2026-08-04T01:34:11.406779+00:00,arms,left_shoulder_lift,2404,32,3,72,2389,2404
5.0,2026-08-04T01:34:11.406779+00:00,arms,left_elbow_flex,1643,34,3,68,1629,1643
5.0,2026-08-04T01:34:11.406779+00:00,arms,left_wrist_flex,2172,34,0,24,2169,2172
5.0,2026-08-04T01:34:11.406779+00:00,arms,left_wrist_roll,1987,33,1,1044,1989,1987
5.0,2026-08-04T01:34:11.406779+00:00,arms,left_gripper,2014,36,0,0,2014,2014
5.0,2026-08-04T01:34:11.406779+00:00,arms,right_shoulder_pan,1967,35,1,1052,1974,1967
5.0,2026-08-04T01:34:11.406779+00:00,arms,right_shoulder_lift,2129,33,18,174,2049,2129
5.0,2026-08-04T01:34:11.406779+00:00,arms,right_elbow_flex,2149,35,9,118,2097,2149
5.0,2026-08-04T01:34:11.406779+00:00,arms,right_wrist_flex,1987,33,2,36,1976,1987
5.0,2026-08-04T01:34:11.406779+00:00,arms,right_wrist_roll,2110,32,1,1046,2114,2110
5.0,2026-08-04T01:34:11.406779+00:00,arms,right_gripper,2051,36,0,0,2051,2051
5.0,2026-08-04T01:34:11.406779+00:00,head,head_motor_1,2158,32,0,0,,
5.0,2026-08-04T01:34:11.406779+00:00,head,head_motor_2,1944,32,0,0,,
5.0,2026-08-04T01:34:11.406779+00:00,head,base_left_wheel,3461,32,0,0,,
5.0,2026-08-04T01:34:11.406779+00:00,head,base_back_wheel,3488,34,0,0,,
5.0,2026-08-04T01:34:11.406779+00:00,head,base_right_wheel,2181,32,0,0,,
