timestamp,kind,value
2026-08-02T03:41:10+00:00,ambient_c,24.4
2026-08-02T03:41:10+00:00,bat,67
2026-08-02T03:45:03+00:00,bat,67
2026-08-02T04:08:42+00:00,bat,65
2026-08-02T04:24:58+00:00,bat,64
2026-08-02T04:39:20+00:00,bat,62
