elapsed_s,timestamp,millivolts,milliamps,active_motors,phase
0.0434,2026-08-28T03:33:32.265821+00:00,5072,640,0,idle
0.0452,2026-08-28T03:33:32.267578+00:00,5072,640,0,idle
0.0465,2026-08-28T03:33:32.268870+00:00,5072,640,0,idle
0.0478,2026-08-28T03:33:32.270159+00:00,5072,640,0,idle
0.0491,2026-08-28T03:33:32.271442+00:00,5072,640,0,idle
0.0503,2026-08-28T03:33:32.272717+00:00,5072,640,0,idle
0.0516,2026-08-28T03:33:32.273996+00:00,5072,640,0,idle
0.0529,2026-08-28T03:33:32.275262+00:00,5072,648,0,idle
0.0542,2026-08-28T03:33:32.276597+00:00,5072,648,0,idle
0.0556,2026-08-28T03:33:32.277990+00:00,5072,648,0,idle
0.0570,2026-08-28T03:33:32.279408+00:00,5072,648,0,idle
0.0584,2026-08-28T03:33:32.280806+00:00,5072,648,0,idle
0.0598,2026-08-28T03:33:32.282203+00:00,5072,648,0,idle
0.0613,2026-08-28T03:33:32.283733+00:00,5072,648,0,idle
0.0627,2026-08-28T03:33:32.285041+00:00,5072,648,0,idle
0.0639,2026-08-28T03:33:32.286309+00:00,5072,648,0,idle
0.0652,2026-08-28T03:33:32.287581+00:00,5072,648,0,idle
0.0665,2026-08-28T03:33:32.288848+00:00,5072,648,0,idle
0.0677,2026-08-28T03:33:32.290115+00:00,5072,648,0,idle
0.0690,2026-08-28T03:33:32.291386+00:00,5072,648,0,idle
0.0703,2026-08-28T03:33:32.292647+00:00,5072,648,0,idle
0.0716,2026-08-28T03:33:32.294001+00:00,5072,656,0,idle
0.0731,2026-08-28T03:33:32.295468+00:00,5072,656,0,idle
0.0745,2026-08-28T03:33:32.296908+00:00,5072,656,0,idle
0.0760,2026-08-28T03:33:32.298350+00:00,5072,656,0,idle
0.0774,2026-08-28T03:33:32.299798+00:00,5072,656,0,idle
0.0789,2026-08-28T03:33:32.301252+00:00,5072,656,0,idle
0.0802,2026-08-28T03:33:32.302542+00:00,5072,656,0,idle
0.0815,2026-08-28T03:33:32.303923+00:00,5072,656,0,idle
0.0831,2026-08-28T03:33:32.305502+00:00,5072,656,0,idle
0.0845,2026-08-28T03:33:32.306873+00:00,5072,656,0,idle
0.0858,2026-08-28T03:33:32.308214+00:00,5072,656,0,idle
0.0871,2026-08-28T03:33:32.309494+00:00,5072,656,0,idle
0.0884,2026-08-28T03:33:32.310824+00:00,5072,664,0,idle
0.0899,2026-08-28T03:33:32.312311+00:00,5072,664,0,idle
0.0914,2026-08-28T03:33:32.313787+00:00,5072,664,0,idle
