elapsed_s,timestamp,millivolts,milliamps,active_motors,phase
0.0368,2026-08-28T03:35:15.554980+00:00,5072,648,0,idle
0.0387,2026-08-28T03:35:15.556835+00:00,5072,648,0,idle
0.0401,2026-08-28T03:35:15.558200+00:00,5072,648,0,idle
0.0414,2026-08-28T03:35:15.559516+00:00,5072,648,0,idle
0.0427,2026-08-28T03:35:15.560811+00:00,5072,648,0,idle
0.0440,2026-08-28T03:35:15.562104+00:00,5072,648,0,idle
0.0453,2026-08-28T03:35:15.563402+00:00,5072,656,0,idle
0.0467,2026-08-28T03:35:15.564851+00:00,5072,656,0,idle
0.0481,2026-08-28T03:35:15.566254+00:00,5072,656,0,idle
0.0495,2026-08-28T03:35:15.567655+00:00,5072,656,0,idle
0.0509,2026-08-28T03:35:15.569051+00:00,5072,656,0,idle
0.0523,2026-08-28T03:35:15.570436+00:00,5072,656,0,idle
0.0537,2026-08-28T03:35:15.571833+00:00,5072,656,0,idle
0.0553,2026-08-28T03:35:15.573491+00:00,5072,656,0,idle
0.0566,2026-08-28T03:35:15.574782+00:00,5072,656,0,idle
0.0579,2026-08-28T03:35:15.576055+00:00,5072,656,0,idle
0.0592,2026-08-28T03:35:15.577327+00:00,5072,656,0,idle
0.0605,2026-08-28T03:35:15.578594+00:00,5072,656,0,idle
0.0617,2026-08-28T03:35:15.579868+00:00,5072,656,0,idle
0.0630,2026-08-28T03:35:15.581133+00:00,5072,656,0,idle
0.0645,2026-08-28T03:35:15.582627+00:00,5072,656,0,idle
0.0659,2026-08-28T03:35:15.584086+00:00,5072,664,0,idle
0.0674,2026-08-28T03:35:15.585521+00:00,5072,664,0,idle
0.0688,2026-08-28T03:35:15.586951+00:00,5072,664,0,idle
0.0702,2026-08-28T03:35:15.588385+00:00,5072,664,0,idle
0.0719,2026-08-28T03:35:15.590011+00:00,5072,664,0,idle
0.0732,2026-08-28T03:35:15.591340+00:00,5072,664,0,idle
0.0745,2026-08-28T03:35:15.592617+00:00,5072,664,0,idle
0.0757,2026-08-28T03:35:15.593883+00:00,5072,664,0,idle
0.0770,2026-08-28T03:35:15.595158+00:00,5072,664,0,idle
0.0783,2026-08-28T03:35:15.596427+00:00,5072,664,0,idle
0.0796,2026-08-28T03:35:15.597695+00:00,5072,664,0,idle
0.0808,2026-08-28T03:35:15.598960+00:00,5072,664,0,idle
0.0821,2026-08-28T03:35:15.600228+00:00,5072,664,0,idle
0.0835,2026-08-28T03:35:15.601659+00:00,5072,664,0,idle
0.0850,2026-08-28T03:35:15.603179+00:00,5072,664,0,idle
0.0865,2026-08-28T03:35:15.604675+00:00,5072,664,0,idle
0.0880,2026-08-28T03:35:15.606164+00:00,5072,672,0,idle
0.0895,2026-08-28T03:35:15.607659+00:00,5072,672,0,idle
0.0911,2026-08-28T03:35:15.609195+00:00,5072,672,0,idle
0.0923,2026-08-28T03:35:15.610471+00:00,5072,672,0,idle
0.0936,2026-08-28T03:35:15.611750+00:00,5072,672,0,idle
0.0949,2026-08-28T03:35:15.613022+00:00,5072,672,0,idle
0.0962,2026-08-28T03:35:15.614298+00:00,5072,672,0,idle
0.0974,2026-08-28T03:35:15.615571+00:00,5072,672,0,idle
0.0987,2026-08-28T03:35:15.616848+00:00,5072,672,0,idle
0.1002,2026-08-28T03:35:15.618353+00:00,5072,672,0,idle
0.1017,2026-08-28T03:35:15.619890+00:00,5072,672,0,idle
0.1032,2026-08-28T03:35:15.621381+00:00,5072,672,0,idle
0.1047,2026-08-28T03:35:15.622879+00:00,5072,672,0,idle
0.1062,2026-08-28T03:35:15.624372+00:00,5072,672,0,idle
0.1077,2026-08-28T03:35:15.625873+00:00,5072,672,0,idle
0.1090,2026-08-28T03:35:15.627182+00:00,5072,672,0,idle
0.1103,2026-08-28T03:35:15.628451+00:00,5072,672,0,idle
0.1116,2026-08-28T03:35:15.629718+00:00,5072,672,0,idle
0.1128,2026-08-28T03:35:15.630987+00:00,5072,680,0,idle
0.1141,2026-08-28T03:35:15.632256+00:00,5072,680,0,idle
0.1154,2026-08-28T03:35:15.633524+00:00,5072,680,0,idle
0.1167,2026-08-28T03:35:15.634802+00:00,5072,680,0,idle
0.1182,2026-08-28T03:35:15.636324+00:00,5072,680,0,idle
0.1197,2026-08-28T03:35:15.637821+00:00,5072,680,0,idle
0.1212,2026-08-28T03:35:15.639307+00:00,5072,680,0,idle
0.1227,2026-08-28T03:35:15.640804+00:00,5072,680,0,idle
0.1241,2026-08-28T03:35:15.642290+00:00,5072,680,0,idle
0.1256,2026-08-28T03:35:15.643753+00:00,5072,680,0,idle
0.1269,2026-08-28T03:35:15.645060+00:00,5072,680,0,idle
0.1282,2026-08-28T03:35:15.646328+00:00,5072,680,0,idle
0.1294,2026-08-28T03:35:15.647591+00:00,5072,680,0,idle
0.1307,2026-08-28T03:35:15.648857+00:00,5072,680,0,idle
0.1320,2026-08-28T03:35:15.650120+00:00,5072,680,0,idle
0.1333,2026-08-28T03:35:15.651395+00:00,5072,680,0,idle
0.1346,2026-08-28T03:35:15.652767+00:00,5072,680,0,idle
0.1360,2026-08-28T03:35:15.654098+00:00,5072,688,0,idle
0.1375,2026-08-28T03:35:15.655600+00:00,5072,688,0,idle
0.1389,2026-08-28T03:35:15.657095+00:00,5072,688,0,idle
0.1404,2026-08-28T03:35:15.658580+00:00,5072,688,0,idle
0.1419,2026-08-28T03:35:15.660071+00:00,5072,688,0,idle
0.1434,2026-08-28T03:35:15.661564+00:00,5072,688,0,idle
0.1449,2026-08-28T03:35:15.663091+00:00,5072,688,0,idle
0.1466,2026-08-28T03:35:15.664694+00:00,5072,688,0,idle
0.1478,2026-08-28T03:35:15.665970+00:00,5072,688,0,idle
0.1491,2026-08-28T03:35:15.667237+00:00,5072,688,0,idle
0.1504,2026-08-28T03:35:15.668506+00:00,5072,688,0,idle
0.1516,2026-08-28T03:35:15.669772+00:00,5072,688,0,idle
0.1529,2026-08-28T03:35:15.671040+00:00,5072,688,0,idle
0.1542,2026-08-28T03:35:15.672305+00:00,5072,688,0,idle
0.1554,2026-08-28T03:35:15.673568+00:00,5072,688,0,idle
0.1569,2026-08-28T03:35:15.674997+00:00,5072,688,0,idle
0.1584,2026-08-28T03:35:15.676513+00:00,5072,688,0,idle
0.1599,2026-08-28T03:35:15.678011+00:00,5072,688,0,idle
0.1614,2026-08-28T03:35:15.679525+00:00,5072,688,0,idle
0.1629,2026-08-28T03:35:15.681018+00:00,5072,696,0,idle
0.1644,2026-08-28T03:35:15.682517+00:00,5072,696,0,idle
0.1657,2026-08-28T03:35:15.683841+00:00,5072,696,0,idle
0.1670,2026-08-28T03:35:15.685120+00:00,5072,696,0,idle
0.1682,2026-08-28T03:35:15.686388+00:00,5072,696,0,idle
0.1695,2026-08-28T03:35:15.687652+00:00,5072,696,0,idle
0.1708,2026-08-28T03:35:15.688922+00:00,5072,696,0,idle
0.1720,2026-08-28T03:35:15.690187+00:00,5072,696,0,idle
0.1733,2026-08-28T03:35:15.691451+00:00,5072,696,0,idle
0.1747,2026-08-28T03:35:15.692872+00:00,5072,696,0,idle
0.1762,2026-08-28T03:35:15.694363+00:00,5072,696,0,idle
0.1777,2026-08-28T03:35:15.695887+00:00,5072,696,0,idle
0.1792,2026-08-28T03:35:15.697379+00:00,5072,696,0,idle
0.1807,2026-08-28T03:35:15.698866+00:00,5072,696,0,idle
0.1822,2026-08-28T03:35:15.700358+00:00,5072,696,0,idle
0.1837,2026-08-28T03:35:15.701796+00:00,5072,696,0,idle
0.1850,2026-08-28T03:35:15.703118+00:00,5072,696,0,idle
0.1862,2026-08-28T03:35:15.704388+00:00,5072,696,0,idle
0.1875,2026-08-28T03:35:15.705652+00:00,5072,696,0,idle
0.1888,2026-08-28T03:35:15.706917+00:00,5072,696,0,idle
0.1900,2026-08-28T03:35:15.708187+00:00,5072,696,0,idle
0.1913,2026-08-28T03:35:15.709455+00:00,5072,704,0,idle
0.1926,2026-08-28T03:35:15.710790+00:00,5072,704,0,idle
0.1941,2026-08-28T03:35:15.712294+00:00,5072,704,0,idle
0.1956,2026-08-28T03:35:15.713784+00:00,5072,704,0,idle
0.1971,2026-08-28T03:35:15.715276+00:00,5072,704,0,idle
0.1986,2026-08-28T03:35:15.716765+00:00,5072,704,0,idle
0.2001,2026-08-28T03:35:15.718275+00:00,5072,704,0,idle
0.2015,2026-08-28T03:35:15.719652+00:00,5072,704,0,idle
0.2028,2026-08-28T03:35:15.720919+00:00,5072,704,0,idle
0.2040,2026-08-28T03:35:15.722182+00:00,5072,704,0,idle
0.2053,2026-08-28T03:35:15.723449+00:00,5072,704,0,idle
0.2066,2026-08-28T03:35:15.724714+00:00,5072,704,0,idle
0.2078,2026-08-28T03:35:15.725976+00:00,5072,704,0,idle
0.2091,2026-08-28T03:35:15.727244+00:00,5072,704,0,idle
0.2107,2026-08-28T03:35:15.728840+00:00,5072,704,0,idle
0.2123,2026-08-28T03:35:15.730469+00:00,5072,704,0,idle
0.2139,2026-08-28T03:35:15.732025+00:00,5072,704,0,idle
0.2154,2026-08-28T03:35:15.733553+00:00,5072,704,0,idle
0.2169,2026-08-28T03:35:15.735061+00:00,5072,712,0,idle
0.2184,2026-08-28T03:35:15.736556+00:00,5072,712,0,idle
0.2197,2026-08-28T03:35:15.737832+00:00,5072,712,0,idle
0.2210,2026-08-28T03:35:15.739107+00:00,5072,712,0,idle
0.2222,2026-08-28T03:35:15.740375+00:00,5072,712,0,idle
0.2235,2026-08-28T03:35:15.741645+00:00,5072,712,0,idle
0.2248,2026-08-28T03:35:15.742917+00:00,5072,712,0,idle
0.2260,2026-08-28T03:35:15.744188+00:00,5072,712,0,idle
0.2273,2026-08-28T03:35:15.745445+00:00,5072,712,0,idle
0.2287,2026-08-28T03:35:15.746830+00:00,5072,712,0,idle
0.2302,2026-08-28T03:35:15.748313+00:00,5072,712,0,idle
0.2316,2026-08-28T03:35:15.749783+00:00,5072,712,0,idle
0.2331,2026-08-28T03:35:15.751256+00:00,5072,712,0,idle
0.2346,2026-08-28T03:35:15.752774+00:00,5072,712,0,idle
