elapsed_s,timestamp,millivolts,milliamps,active_motors,phase
0.0334,2026-08-28T03:29:14.021632+00:00,5072,640,0,idle
0.0349,2026-08-28T03:29:14.023177+00:00,5072,648,0,idle
0.0366,2026-08-28T03:29:14.024829+00:00,5072,648,0,idle
0.0380,2026-08-28T03:29:14.026211+00:00,5072,648,0,idle
0.0393,2026-08-28T03:29:14.027585+00:00,5072,648,0,idle
0.0407,2026-08-28T03:29:14.028954+00:00,5072,648,0,idle
0.0421,2026-08-28T03:29:14.030323+00:00,5072,648,0,idle
0.0434,2026-08-28T03:29:14.031691+00:00,5072,648,0,idle
0.0448,2026-08-28T03:29:14.033063+00:00,5072,648,0,idle
0.0462,2026-08-28T03:29:14.034456+00:00,5072,648,0,idle
0.0476,2026-08-28T03:29:14.035856+00:00,5072,648,0,idle
0.0490,2026-08-28T03:29:14.037252+00:00,5072,648,0,idle
0.0504,2026-08-28T03:29:14.038642+00:00,5072,648,0,idle
0.0518,2026-08-28T03:29:14.040059+00:00,5072,648,0,idle
0.0534,2026-08-28T03:29:14.041625+00:00,5072,648,0,idle
0.0547,2026-08-28T03:29:14.042967+00:00,5072,648,0,idle
0.0560,2026-08-28T03:29:14.044230+00:00,5072,648,0,idle
0.0573,2026-08-28T03:29:14.045496+00:00,5072,648,0,idle
0.0585,2026-08-28T03:29:14.046768+00:00,5072,648,0,idle
0.0598,2026-08-28T03:29:14.048034+00:00,5072,648,0,idle
0.0610,2026-08-28T03:29:14.049293+00:00,5072,648,0,idle
0.0623,2026-08-28T03:29:14.050552+00:00,5072,648,0,idle
0.0636,2026-08-28T03:29:14.051810+00:00,5072,648,0,idle
0.0650,2026-08-28T03:29:14.053204+00:00,5072,648,0,idle
0.0664,2026-08-28T03:29:14.054676+00:00,5072,656,0,idle
0.0679,2026-08-28T03:29:14.056170+00:00,5072,656,0,idle
0.0694,2026-08-28T03:29:14.057640+00:00,5072,656,0,idle
0.0709,2026-08-28T03:29:14.059113+00:00,5072,656,0,idle
0.0723,2026-08-28T03:29:14.060561+00:00,5072,656,0,idle
0.0736,2026-08-28T03:29:14.061817+00:00,5072,656,0,idle
0.0748,2026-08-28T03:29:14.063077+00:00,5072,656,0,idle
0.0761,2026-08-28T03:29:14.064334+00:00,5072,656,0,idle
0.0773,2026-08-28T03:29:14.065590+00:00,5072,656,0,idle
0.0786,2026-08-28T03:29:14.066845+00:00,5072,656,0,idle
0.0799,2026-08-28T03:29:14.068104+00:00,5072,656,0,idle
0.0812,2026-08-28T03:29:14.069480+00:00,5072,656,0,idle
0.0827,2026-08-28T03:29:14.070942+00:00,5072,656,0,idle
0.0842,2026-08-28T03:29:14.072414+00:00,5072,656,0,idle
0.0856,2026-08-28T03:29:14.073879+00:00,5072,656,0,idle
0.0871,2026-08-28T03:29:14.075348+00:00,5072,664,0,idle
0.0887,2026-08-28T03:29:14.076961+00:00,5072,664,0,idle
0.0900,2026-08-28T03:29:14.078256+00:00,5072,664,0,idle
0.0913,2026-08-28T03:29:14.079514+00:00,5072,664,0,idle
0.0925,2026-08-28T03:29:14.080772+00:00,5072,664,0,idle
0.0938,2026-08-28T03:29:14.082027+00:00,5072,664,0,idle
0.0950,2026-08-28T03:29:14.083285+00:00,5072,664,0,idle
0.0963,2026-08-28T03:29:14.084544+00:00,5072,664,0,idle
0.0976,2026-08-28T03:29:14.085798+00:00,5072,664,0,idle
0.0989,2026-08-28T03:29:14.087183+00:00,5072,664,0,idle
0.1004,2026-08-28T03:29:14.088650+00:00,5072,664,0,idle
0.1019,2026-08-28T03:29:14.090120+00:00,5072,664,0,idle
0.1033,2026-08-28T03:29:14.091593+00:00,5072,664,0,idle
0.1048,2026-08-28T03:29:14.093063+00:00,5072,664,0,idle
0.1063,2026-08-28T03:29:14.094527+00:00,5072,664,0,idle
0.1077,2026-08-28T03:29:14.095897+00:00,5072,664,0,idle
0.1089,2026-08-28T03:29:14.097156+00:00,5072,664,0,idle
0.1102,2026-08-28T03:29:14.098412+00:00,5072,664,0,idle
