elapsed_s,timestamp,millivolts,milliamps,active_motors,phase
0.0375,2026-08-28T03:30:05.610648+00:00,5072,648,0,idle
0.0393,2026-08-28T03:30:05.612490+00:00,5072,648,0,idle
0.0407,2026-08-28T03:30:05.613836+00:00,5072,648,0,idle
0.0420,2026-08-28T03:30:05.615147+00:00,5072,648,0,idle
0.0436,2026-08-28T03:30:05.616707+00:00,5072,648,0,idle
0.0452,2026-08-28T03:30:05.618307+00:00,5072,656,0,idle
0.0465,2026-08-28T03:30:05.619691+00:00,5072,656,0,idle
0.0481,2026-08-28T03:30:05.621218+00:00,5072,656,0,idle
0.0495,2026-08-28T03:30:05.622624+00:00,5072,656,0,idle
0.0509,2026-08-28T03:30:05.624020+00:00,5072,656,0,idle
0.0523,2026-08-28T03:30:05.625416+00:00,5072,656,0,idle
0.0537,2026-08-28T03:30:05.626825+00:00,5072,656,0,idle
0.0554,2026-08-28T03:30:05.628502+00:00,5072,656,0,idle
0.0567,2026-08-28T03:30:05.629825+00:00,5072,656,0,idle
0.0580,2026-08-28T03:30:05.631138+00:00,5072,656,0,idle
0.0593,2026-08-28T03:30:05.632419+00:00,5072,656,0,idle
0.0606,2026-08-28T03:30:05.633704+00:00,5072,656,0,idle
0.0618,2026-08-28T03:30:05.634985+00:00,5072,656,0,idle
0.0631,2026-08-28T03:30:05.636260+00:00,5072,656,0,idle
0.0645,2026-08-28T03:30:05.637688+00:00,5072,664,0,idle
0.0660,2026-08-28T03:30:05.639137+00:00,5072,664,0,idle
0.0674,2026-08-28T03:30:05.640566+00:00,5072,664,0,idle
0.0688,2026-08-28T03:30:05.641992+00:00,5072,664,0,idle
0.0703,2026-08-28T03:30:05.643439+00:00,5072,664,0,idle
0.0718,2026-08-28T03:30:05.644901+00:00,5072,664,0,idle
0.0731,2026-08-28T03:30:05.646253+00:00,5072,664,0,idle
0.0744,2026-08-28T03:30:05.647533+00:00,5072,664,0,idle
0.0757,2026-08-28T03:30:05.648809+00:00,5072,664,0,idle
0.0769,2026-08-28T03:30:05.650084+00:00,5072,664,0,idle
0.0782,2026-08-28T03:30:05.651375+00:00,5072,664,0,idle
0.0795,2026-08-28T03:30:05.652649+00:00,5072,664,0,idle
0.0808,2026-08-28T03:30:05.653914+00:00,5072,664,0,idle
0.0821,2026-08-28T03:30:05.655220+00:00,5072,664,0,idle
0.0836,2026-08-28T03:30:05.656722+00:00,5072,664,0,idle
0.0851,2026-08-28T03:30:05.658227+00:00,5072,664,0,idle
0.0866,2026-08-28T03:30:05.659722+00:00,5072,672,0,idle
0.0881,2026-08-28T03:30:05.661215+00:00,5072,672,0,idle
0.0898,2026-08-28T03:30:05.662949+00:00,5072,672,0,idle
0.0912,2026-08-28T03:30:05.664294+00:00,5072,672,0,idle
0.0924,2026-08-28T03:30:05.665566+00:00,5072,672,0,idle
0.0937,2026-08-28T03:30:05.666845+00:00,5072,672,0,idle
0.0950,2026-08-28T03:30:05.668118+00:00,5072,672,0,idle
0.0963,2026-08-28T03:30:05.669400+00:00,5072,672,0,idle
0.0975,2026-08-28T03:30:05.670677+00:00,5072,672,0,idle
0.0988,2026-08-28T03:30:05.671952+00:00,5072,672,0,idle
