elapsed_s,timestamp,bus,motor,position,temp_c,current,load,target,baseline
0.0,2026-08-03T19:17:36.811268+00:00,arms,left_shoulder_pan,1855,36,0,1044,1857,1855
0.0,2026-08-03T19:17:36.811268+00:00,arms,left_shoulder_lift,2404,37,3,72,2389,2404
0.0,2026-08-03T19:17:36.811268+00:00,arms,left_elbow_flex,1641,37,2,60,1629,1641
0.0,2026-08-03T19:17:36.811268+00:00,arms,left_wrist_flex,2174,34,0,32,2169,2174
0.0,2026-08-03T19:17:36.811268+00:00,arms,left_wrist_roll,1989,33,0,0,1989,1989
0.0,2026-08-03T19:17:36.811268+00:00,arms,left_gripper,2014,37,0,0,2014,2014
0.0,2026-08-03T19:17:36.811268+00:00,arms,right_shoulder_pan,1974,36,0,0,1974,1974
0.0,2026-08-03T19:17:36.811268+00:00,arms,right_shoulder_lift,2067,37,1,50,2049,2067
0.0,2026-08-03T19:17:36.811268+00:00,arms,right_elbow_flex,2112,37,1,44,2097,2112
0.0,2026-08-03T19:17:36.811268+00:00,arms,right_wrist_flex,1980,34,0,22,1976,1980
0.0,2026-08-03T19:17:36.811268+00:00,arms,right_wrist_roll,2110,33,0,1046,2114,2110
0.0,2026-08-03T19:17:36.811268+00:00,arms,right_gripper,2061,37,0,0,2061,2061
0.0,2026-08-03T19:17:36.811268+00:00,head,head_motor_1,2158,31,0,0,,
0.0,2026-08-03T19:17:36.811268+00:00,head,head_motor_2,1943,31,0,0,,
0.0,2026-08-03T19:17:36.811268+00:00,head,base_left_wheel,3466,32,0,0,,
0.0,2026-08-03T19:17:36.811268+00:00,head,base_back_wheel,3494,33,0,0,,
0.0,2026-08-03T19:17:36.811268+00:00,head,base_right_wheel,2182,31,0,0,,
1.0,2026-08-03T19:17:37.812330+00:00,arms,left_shoulder_pan,1855,36,0,1044,1857,1855
1.0,2026-08-03T19:17:37.812330+00:00,arms,left_shoulder_lift,2404,37,3,72,2389,2404
1.0,2026-08-03T19:17:37.812330+00:00,arms,left_elbow_flex,1641,37,2,60,1629,1641
1.0,2026-08-03T19:17:37.812330+00:00,arms,left_wrist_flex,2174,34,0,32,2169,2174
1.0,2026-08-03T19:17:37.812330+00:00,arms,left_wrist_roll,1989,33,0,0,1989,1989
1.0,2026-08-03T19:17:37.812330+00:00,arms,left_gripper,2014,37,0,0,2014,2014
1.0,2026-08-03T19:17:37.812330+00:00,arms,right_shoulder_pan,1974,36,0,0,1974,1974
1.0,2026-08-03T19:17:37.812330+00:00,arms,right_shoulder_lift,2067,37,2,50,2049,2067
1.0,2026-08-03T19:17:37.812330+00:00,arms,right_elbow_flex,2112,37,1,44,2097,2112
1.0,2026-08-03T19:17:37.812330+00:00,arms,right_wrist_flex,1980,34,0,22,1976,1980
1.0,2026-08-03T19:17:37.812330+00:00,arms,right_wrist_roll,2110,33,0,1046,2114,2110
1.0,2026-08-03T19:17:37.812330+00:00,arms,right_gripper,2061,37,0,0,2061,2061
1.0,2026-08-03T19:17:37.812330+00:00,head,head_motor_1,2158,31,0,0,,
1.0,2026-08-03T19:17:37.812330+00:00,head,head_motor_2,1943,32,0,0,,
1.0,2026-08-03T19:17:37.812330+00:00,head,base_left_wheel,3466,32,0,0,,
1.0,2026-08-03T19:17:37.812330+00:00,head,base_back_wheel,3494,33,0,0,,
1.0,2026-08-03T19:17:37.812330+00:00,head,base_right_wheel,2182,31,0,0,,
2.0,2026-08-03T19:17:38.813410+00:00,arms,left_shoulder_pan,1855,36,1,1044,1857,1855
2.0,2026-08-03T19:17:38.813410+00:00,arms,left_shoulder_lift,2404,37,2,72,2389,2404
2.0,2026-08-03T19:17:38.813410+00:00,arms,left_elbow_flex,1641,37,2,60,1629,1641
2.0,2026-08-03T19:17:38.813410+00:00,arms,left_wrist_flex,2174,35,1,32,2169,2174
2.0,2026-08-03T19:17:38.813410+00:00,arms,left_wrist_roll,1989,33,0,0,1989,1989
2.0,2026-08-03T19:17:38.813410+00:00,arms,left_gripper,2014,37,0,0,2014,2014
2.0,2026-08-03T19:17:38.813410+00:00,arms,right_shoulder_pan,1974,36,0,0,1974,1974
2.0,2026-08-03T19:17:38.813410+00:00,arms,right_shoulder_lift,2067,37,1,50,2049,2067
2.0,2026-08-03T19:17:38.813410+00:00,arms,right_elbow_flex,2112,37,1,44,2097,2112
2.0,2026-08-03T19:17:38.813410+00:00,arms,right_wrist_flex,1980,34,0,22,1976,1980
2.0,2026-08-03T19:17:38.813410+00:00,arms,right_wrist_roll,2110,33,0,1046,2114,2110
2.0,2026-08-03T19:17:38.813410+00:00,arms,right_gripper,2061,37,0,0,2061,2061
2.0,2026-08-03T19:17:38.813410+00:00,head,head_motor_1,2158,31,0,0,,
2.0,2026-08-03T19:17:38.813410+00:00,head,head_motor_2,1943,32,0,0,,
2.0,2026-08-03T19:17:38.813410+00:00,head,base_left_wheel,3466,32,0,0,,
2.0,2026-08-03T19:17:38.813410+00:00,head,base_back_wheel,3494,33,0,0,,
2.0,2026-08-03T19:17:38.813410+00:00,head,base_right_wheel,2182,31,0,0,,
3.0,2026-08-03T19:17:39.814893+00:00,arms,left_shoulder_pan,1855,36,0,1044,1857,1855
