timestamp,kind,value
2026-08-03T19:17:42.911531+00:00,bat,85
2026-08-03T19:27:29.575956+00:00,bat,84
2026-08-03T19:33:49.197693+00:00,bat,84
2026-08-03T19:38:16.853079+00:00,bat,83
2026-08-03T19:44:01.470589+00:00,bat,83
2026-08-03T19:46:44.873795+00:00,bat,82
