timestamp,kind,value
2026-08-02T00:10:31+00:00,bat,86
2026-08-02T00:19:31+00:00,ambient_c,24.4
2026-08-02T00:19:31+00:00,bat,85
2026-08-02T00:35:13+00:00,bat,83
2026-08-02T00:40:33+00:00,bat,83
2026-08-02T00:48:16+00:00,bat,82
