elapsed_s,timestamp,gpu_temp_c,cpu_temp_c,tj_temp_c,soc0_temp_c,gpu_util_pct,gpu_clock_mhz,gpu_max_mhz,emc_util_pct,vdd_in_mw,vdd_cpu_gpu_cv_mw,vdd_soc_mw,ram_used_mb,cpu_util_mean_pct,cpu_clock_max_mhz
1.0,2026-08-04T23:43:00.532809+00:00,51.781,50.718,51.781,51.062,0,306,1020,,5520,519,2795,1457,0.2,729
2.0,2026-08-04T23:43:01.535902+00:00,51.593,50.875,51.593,51.062,0,306,1020,,5480,519,2795,1457,0.5,729
3.0,2026-08-04T23:43:02.541800+00:00,51.531,50.593,51.531,51.156,0,306,1020,,5480,519,2795,1457,0.0,729
4.0,2026-08-04T23:43:03.548161+00:00,51.781,50.656,51.781,51.25,0,306,1020,,5480,519,2795,1457,0.3,729
5.0,2026-08-04T23:43:04.554438+00:00,51.812,50.875,51.812,51.062,0,306,1020,,5520,519,2795,1457,0.2,1728
6.1,2026-08-04T23:43:05.561663+00:00,51.906,50.625,51.906,51.125,0,306,1020,,5480,519,2795,1457,0.2,729
7.1,2026-08-04T23:43:06.567438+00:00,51.625,50.656,51.625,51.156,0,306,1020,,5471,519,2795,1457,0.3,729
8.1,2026-08-04T23:43:07.573652+00:00,51.593,50.718,51.593,51.25,0,306,1020,,5680,599,2835,1460,3.0,1190
9.1,2026-08-04T23:43:08.578721+00:00,51.843,51.937,51.937,51.125,0,306,1020,,7640,1797,3274,1623,27.7,1728
10.1,2026-08-04T23:43:09.584376+00:00,51.937,51.781,51.937,51.25,0,306,1020,,7480,1597,3314,1707,16.8,1728
11.1,2026-08-04T23:43:10.589730+00:00,51.968,51.656,51.968,51.281,0,306,1020,,7468,1597,3274,1731,16.8,1728
12.1,2026-08-04T23:43:11.595158+00:00,52,51.375,52,51.406,0,306,1020,,7468,1397,3354,1754,16.7,1728
13.1,2026-08-04T23:43:12.604478+00:00,51.75,51.125,51.75,51.5,0,306,1020,,6509,958,3115,1461,13.0,729
14.1,2026-08-04T23:43:13.610194+00:00,51.687,50.843,51.843,51.312,0,306,1020,,5551,559,2835,1461,0.3,729
15.1,2026-08-04T23:43:14.616520+00:00,51.843,50.937,51.843,51.312,0,306,1020,,5471,519,2795,1461,0.3,729
16.1,2026-08-04T23:43:15.622852+00:00,51.75,50.718,51.75,51.375,0,306,1020,,5471,519,2795,1461,0.3,729
17.1,2026-08-04T23:43:16.629113+00:00,51.843,50.875,51.718,51.281,0,306,1020,,5520,519,2795,1461,0.0,1728
18.1,2026-08-04T23:43:17.635230+00:00,51.687,50.843,51.687,51.25,0,306,1020,,5440,479,2795,1461,0.2,729
19.1,2026-08-04T23:43:18.641208+00:00,51.687,51.093,51.687,51.281,0,306,1020,,5471,519,2795,1461,0.2,729
20.1,2026-08-04T23:43:19.647133+00:00,51.656,50.843,51.656,51.281,0,306,1020,,5480,519,2795,1461,0.2,729
21.1,2026-08-04T23:43:20.652903+00:00,51.687,50.875,51.687,51.312,0,306,1020,,5471,519,2795,1461,0.2,729
22.1,2026-08-04T23:43:21.659200+00:00,51.875,51,51.875,51.218,0,306,1020,,5471,519,2795,1461,0.2,729
23.2,2026-08-04T23:43:22.665395+00:00,51.906,50.843,51.906,51.343,0,306,1020,,5480,479,2795,1461,0.2,729
24.2,2026-08-04T23:43:23.671601+00:00,51.843,51.062,51.843,51.312,0,306,1020,,5431,479,2795,1461,0.0,729
25.2,2026-08-04T23:43:24.677977+00:00,51.656,50.812,51.656,51.406,0,306,1020,,5471,519,2795,1461,0.3,729
26.2,2026-08-04T23:43:25.684269+00:00,51.687,50.812,51.687,51.218,0,306,1020,,5471,519,2795,1461,0.2,729
27.2,2026-08-04T23:43:26.690197+00:00,51.687,50.968,51.687,51.343,0,306,1020,,5431,479,2795,1461,0.2,729
28.2,2026-08-04T23:43:27.696459+00:00,51.968,50.75,51.968,51.343,0,306,1020,,5431,479,2795,1461,0.2,729
29.2,2026-08-04T23:43:28.702671+00:00,51.968,50.781,51.968,51.375,0,306,1020,,5471,519,2795,1461,0.3,729
30.2,2026-08-04T23:43:29.708884+00:00,51.968,50.906,51.968,51.281,0,306,1020,,5471,519,2795,1461,0.0,729
31.2,2026-08-04T23:43:30.714959+00:00,51.968,50.75,51.968,51.343,0,306,1020,,5471,519,2795,1461,0.2,729
32.2,2026-08-04T23:43:31.721349+00:00,51.687,51.031,51.687,51.25,0,306,1020,,5520,519,2795,1461,0.2,729
33.2,2026-08-04T23:43:32.727514+00:00,51.687,50.718,51.687,51.343,0,306,1020,,5471,519,2795,1461,0.0,729
34.2,2026-08-04T23:43:33.733425+00:00,51.687,50.75,51.687,51.218,0,306,1020,,5471,519,2795,1461,0.2,729
35.2,2026-08-04T23:43:34.739449+00:00,51.75,50.906,51.968,51.187,0,306,1020,,5480,519,2795,1461,0.3,729
36.2,2026-08-04T23:43:35.745632+00:00,52.062,50.75,52.062,51.25,0,306,1020,,5471,519,2795,1461,0.3,729
37.2,2026-08-04T23:43:36.752046+00:00,52.062,50.781,52.062,51.281,0,306,1020,,5471,519,2795,1461,0.0,729
38.2,2026-08-04T23:43:37.758159+00:00,52.093,50.812,52.093,51.343,0,306,1020,,5431,479,2795,1461,0.0,729
39.3,2026-08-04T23:43:38.764387+00:00,51.75,50.937,51.75,51.062,0,306,1020,,5440,479,2795,1461,0.0,729
40.3,2026-08-04T23:43:39.770795+00:00,51.687,50.843,51.687,51.281,0,306,1020,,5480,479,2795,1461,0.5,729
41.3,2026-08-04T23:43:40.776945+00:00,51.75,50.687,51.75,51.25,0,306,1020,,5471,479,2795,1461,0.3,729
42.3,2026-08-04T23:43:41.783293+00:00,51.625,50.718,51.625,51.343,0,306,1020,,5471,479,2795,1461,0.0,729
43.3,2026-08-04T23:43:42.789223+00:00,51.593,50.812,51.593,51.218,0,306,1020,,5471,519,2795,1461,0.3,729
44.3,2026-08-04T23:43:43.795150+00:00,51.625,51,51.625,51.281,0,306,1020,,5471,519,2795,1461,0.2,729
45.3,2026-08-04T23:43:44.801160+00:00,51.562,50.75,51.562,51.312,0,306,1020,,5471,519,2795,1461,0.2,729
46.3,2026-08-04T23:43:45.807452+00:00,51.812,50.75,51.812,51.281,0,306,1020,,5471,479,2795,1461,0.0,729
47.3,2026-08-04T23:43:46.813712+00:00,51.781,50.843,51.781,51.156,0,306,1020,,5471,519,2795,1461,0.3,729
48.3,2026-08-04T23:43:47.819593+00:00,51.812,50.812,51.812,51.343,0,306,1020,,5471,479,2795,1461,0.0,729
49.3,2026-08-04T23:43:48.825651+00:00,51.812,50.968,51.812,51.281,0,306,1020,,5480,519,2795,1461,0.2,729
50.3,2026-08-04T23:43:49.831336+00:00,51.656,50.718,51.656,51.281,0,306,1020,,5471,519,2795,1461,0.2,729
51.3,2026-08-04T23:43:50.837894+00:00,51.593,50.875,51.593,51.437,0,306,1020,,5480,519,2795,1461,0.0,729
52.3,2026-08-04T23:43:51.843807+00:00,51.687,50.875,51.687,51.25,0,306,1020,,5471,519,2795,1461,0.0,729
53.3,2026-08-04T23:43:52.849466+00:00,51.593,50.718,51.593,51.218,0,306,1020,,5431,479,2795,1461,0.2,729
54.3,2026-08-04T23:43:53.855141+00:00,51.906,50.937,51.906,51.156,0,306,1020,,5440,479,2795,1461,0.3,729
55.4,2026-08-04T23:43:54.860915+00:00,51.781,50.687,51.781,51.281,0,306,1020,,5480,479,2795,1461,0.0,729
56.4,2026-08-04T23:43:55.866645+00:00,51.937,50.718,51.937,51.312,0,306,1020,,5480,479,2795,1461,0.2,729
57.4,2026-08-04T23:43:56.872246+00:00,52,50.906,52,51.156,0,306,1020,,5431,479,2795,1461,0.0,729
58.4,2026-08-04T23:43:57.877984+00:00,51.937,50.718,51.937,51.218,0,306,1020,,5471,519,2795,1461,0.3,729
59.4,2026-08-04T23:43:58.883885+00:00,51.906,50.968,51.906,51.25,0,306,1020,,5431,479,2795,1461,0.3,729
60.4,2026-08-04T23:43:59.889486+00:00,51.75,50.656,51.75,51.281,0,306,1020,,5480,479,2795,1461,0.0,729
61.4,2026-08-04T23:44:00.895013+00:00,51.687,50.718,51.687,51.218,0,306,1020,,5471,519,2795,1461,0.2,729
62.4,2026-08-04T23:44:01.901047+00:00,51.75,50.906,51.75,51.156,0,306,1020,,5471,519,2795,1461,0.3,729
63.4,2026-08-04T23:44:02.906789+00:00,51.687,50.687,51.687,51.218,0,306,1020,,5471,519,2795,1461,0.0,729
64.4,2026-08-04T23:44:03.912714+00:00,51.687,50.937,51.687,51.187,0,306,1020,,5471,519,2795,1461,0.3,729
65.4,2026-08-04T23:44:04.918746+00:00,51.562,50.75,51.562,51.343,0,306,1020,,5480,479,2795,1461,0.2,729
66.4,2026-08-04T23:44:05.923989+00:00,51.625,50.718,51.625,51.218,0,306,1020,,5440,479,2795,1461,0.0,729
67.4,2026-08-04T23:44:06.929952+00:00,51.625,50.843,51.625,51.093,0,306,1020,,5480,519,2795,1461,0.0,729
68.4,2026-08-04T23:44:07.935666+00:00,51.531,50.656,51.531,51.25,0,306,1020,,5480,479,2795,1461,0.3,729
69.4,2026-08-04T23:44:08.941298+00:00,51.625,50.875,51.625,51.312,0,306,1020,,5480,519,2795,1461,0.2,729
70.4,2026-08-04T23:44:09.946921+00:00,51.5,50.625,51.5,51.281,0,306,1020,,5480,479,2795,1461,0.2,729
71.4,2026-08-04T23:44:10.952457+00:00,51.625,50.75,51.625,51.187,0,306,1020,,5480,519,2795,1461,0.0,729
72.4,2026-08-04T23:44:11.958267+00:00,51.843,50.906,51.843,51.156,0,306,1020,,5480,519,2795,1461,0.5,729
73.5,2026-08-04T23:44:12.964122+00:00,51.875,50.687,51.875,51.218,0,306,1020,,5480,519,2795,1461,0.0,729
74.5,2026-08-04T23:44:13.970259+00:00,51.843,50.843,51.843,51.218,0,306,1020,,5471,519,2795,1461,0.3,729
75.5,2026-08-04T23:44:14.975745+00:00,51.75,50.75,51.75,51.218,0,306,1020,,5480,519,2795,1461,0.0,729
76.5,2026-08-04T23:44:15.981672+00:00,51.812,50.718,51.656,51.125,0,306,1020,,5480,479,2795,1461,0.5,729
77.5,2026-08-04T23:44:16.987703+00:00,51.656,50.781,51.656,51.218,0,306,1020,,5480,479,2795,1461,0.0,729
78.5,2026-08-04T23:44:17.993929+00:00,51.625,50.593,51.625,51.187,0,306,1020,,5480,519,2795,1461,0.0,729
79.5,2026-08-04T23:44:19.000298+00:00,51.625,50.656,51.625,51.187,0,306,1020,,5480,519,2795,1461,0.2,729
80.5,2026-08-04T23:44:20.006502+00:00,51.906,50.75,51.906,51.125,0,306,1020,,5480,479,2795,1461,0.0,729
81.5,2026-08-04T23:44:21.012428+00:00,51.812,51,51.812,51.218,0,306,1020,,5480,519,2795,1461,0.3,729
82.5,2026-08-04T23:44:22.018612+00:00,51.843,50.687,51.843,51.156,0,306,1020,,5480,519,2795,1461,0.0,729
83.5,2026-08-04T23:44:23.024783+00:00,51.875,50.75,51.875,51.312,0,306,1020,,5471,519,2795,1461,0.2,729
84.5,2026-08-04T23:44:24.030657+00:00,51.625,50.656,51.625,51.343,0,306,1020,,5480,519,2795,1461,0.2,729
85.5,2026-08-04T23:44:25.037018+00:00,51.625,50.718,51.625,51.093,0,306,1020,,5471,519,2795,1461,0.2,729
86.5,2026-08-04T23:44:26.043149+00:00,51.562,50.906,51.562,51.156,0,306,1020,,5480,519,2795,1461,0.3,729
87.5,2026-08-04T23:44:27.049564+00:00,52.031,50.937,52.031,51.218,0,306,1020,,5670,599,2835,1463,2.8,1420
88.5,2026-08-04T23:44:28.058178+00:00,51.937,50.687,51.937,51.25,0,306,1020,,5511,519,2795,1461,1.5,729
89.6,2026-08-04T23:44:29.064077+00:00,52.093,50.843,52.093,51.125,0,306,1020,,5471,519,2795,1461,0.2,729
90.6,2026-08-04T23:44:30.070200+00:00,51.656,50.625,51.656,51.156,0,306,1020,,5471,519,2795,1461,0.2,729
91.6,2026-08-04T23:44:31.075789+00:00,51.75,50.687,51.75,51.187,0,306,1020,,5480,519,2795,1461,0.2,729
92.6,2026-08-04T23:44:32.082202+00:00,51.625,50.875,51.625,51.281,0,306,1020,,5471,519,2795,1461,0.3,729
93.6,2026-08-04T23:44:33.088638+00:00,51.468,50.937,51.468,51.093,0,306,1020,,5471,519,2795,1461,0.2,729
94.6,2026-08-04T23:44:34.094862+00:00,51.468,50.687,51.468,51.156,0,306,1020,,5471,519,2795,1461,0.2,729
95.6,2026-08-04T23:44:35.101685+00:00,51.531,50.656,51.656,51.218,0,306,1020,,5471,519,2795,1461,0.2,729
96.6,2026-08-04T23:44:36.107826+00:00,51.687,50.625,51.687,51.187,0,306,1020,,5480,519,2795,1461,0.0,729
97.6,2026-08-04T23:44:37.113936+00:00,51.75,50.718,51.75,51.062,0,306,1020,,5471,519,2795,1461,0.2,729
