timestamp,kind,value
2026-08-03T21:15:09.733675+00:00,bat,74
2026-08-03T21:20:35.006418+00:00,bat,73
2026-08-03T21:29:43.242062+00:00,bat,73
2026-08-03T21:34:29.682371+00:00,bat,72
2026-08-03T21:40:33.524796+00:00,bat,72
2026-08-03T21:41:01.165497+00:00,bat,71
2026-08-03T21:42:31.381693+00:00,bat,71
2026-08-03T21:43:54.225414+00:00,bat,71
