elapsed_s,timestamp,bus,motor,position,temp_c,current,load,target,baseline
0.0,2026-08-04T20:28:35.743615+00:00,arms,left_shoulder_pan,1857,36,0,0,1857,1857
0.0,2026-08-04T20:28:35.743615+00:00,arms,left_shoulder_lift,2403,33,3,68,2389,2403
0.0,2026-08-04T20:28:35.743615+00:00,arms,left_elbow_flex,1644,34,3,72,1629,1644
0.0,2026-08-04T20:28:35.743615+00:00,arms,left_wrist_flex,2172,34,0,24,2169,2172
0.0,2026-08-04T20:28:35.743615+00:00,arms,left_wrist_roll,1987,33,0,1044,1989,1987
0.0,2026-08-04T20:28:35.743615+00:00,arms,left_gripper,2013,37,0,0,2014,2013
0.0,2026-08-04T20:28:35.743615+00:00,arms,right_shoulder_pan,1965,36,1,1056,1974,1965
0.0,2026-08-04T20:28:35.743615+00:00,arms,right_shoulder_lift,2157,35,37,230,2049,2157
0.0,2026-08-04T20:28:35.743615+00:00,arms,right_elbow_flex,2166,36,19,152,2097,2166
0.0,2026-08-04T20:28:35.743615+00:00,arms,right_wrist_flex,1994,36,1,50,1976,1994
0.0,2026-08-04T20:28:35.743615+00:00,arms,right_wrist_roll,2109,35,1,1048,2114,2109
0.0,2026-08-04T20:28:35.743615+00:00,arms,right_gripper,2079,38,0,0,2079,2079
0.0,2026-08-04T20:28:35.743615+00:00,head,head_motor_1,2158,25,0,0,,
0.0,2026-08-04T20:28:35.743615+00:00,head,head_motor_2,1943,27,0,0,,
0.0,2026-08-04T20:28:35.743615+00:00,head,base_left_wheel,3461,27,0,0,,
0.0,2026-08-04T20:28:35.743615+00:00,head,base_back_wheel,3496,27,0,0,,
0.0,2026-08-04T20:28:35.743615+00:00,head,base_right_wheel,2173,26,0,0,,
1.0,2026-08-04T20:28:36.744683+00:00,arms,left_shoulder_pan,1857,36,0,0,1857,1857
1.0,2026-08-04T20:28:36.744683+00:00,arms,left_shoulder_lift,2403,33,3,68,2389,2403
1.0,2026-08-04T20:28:36.744683+00:00,arms,left_elbow_flex,1644,34,3,72,1629,1644
