timestamp,kind,value
2026-08-04T03:11:52.325610+00:00,bat,59
2026-08-04T03:16:33.780723+00:00,bat,59
2026-08-04T03:22:41.988061+00:00,bat,59
2026-08-04T03:34:02.422981+00:00,bat,59
2026-08-04T03:39:58.539126+00:00,bat,59
