timestamp,kind,value
2026-08-02T02:20:23+00:00,ambient_c,24.4
2026-08-02T02:20:23+00:00,bat,74
2026-08-02T02:54:23+00:00,bat,71
2026-08-02T03:08:54+00:00,bat,70
2026-08-02T03:21:54+00:00,bat,69
