elapsed_s,timestamp,gpu_temp_c,cpu_temp_c,tj_temp_c,soc0_temp_c,gpu_util_pct,gpu_clock_mhz,gpu_max_mhz,emc_util_pct,vdd_in_mw,vdd_cpu_gpu_cv_mw,vdd_soc_mw,ram_used_mb,cpu_util_mean_pct,cpu_clock_max_mhz
1.0,2026-08-02T02:20:18.529913+00:00,50.75,49.937,50.75,50.406,0,306,1020,,5488,520,2804,1458,0.0,729
2.0,2026-08-02T02:20:19.532894+00:00,50.687,49.937,50.687,50.437,0,306,1020,,5448,520,2764,1458,0.3,729
3.0,2026-08-02T02:20:20.538581+00:00,50.906,49.812,50.906,50.187,0,306,1020,,5448,520,2764,1458,0.5,729
4.0,2026-08-02T02:20:21.544200+00:00,50.968,50.156,50.968,50.312,0,306,1020,,5448,520,2760,1458,0.2,729
5.0,2026-08-02T02:20:22.550230+00:00,50.906,49.843,50.906,50.281,0,306,1020,,5488,520,2760,1458,0.2,729
6.0,2026-08-02T02:20:23.559083+00:00,50.968,49.937,50.718,50.437,0,306,1020,,5568,560,2800,1458,1.5,729
7.1,2026-08-02T02:20:24.564042+00:00,50.75,50.062,50.75,50.25,0,306,1020,,5488,520,2760,1458,0.2,729
8.1,2026-08-02T02:20:25.569599+00:00,50.687,49.75,50.687,50.281,0,306,1020,,5448,520,2760,1458,0.2,729
9.1,2026-08-02T02:20:26.575613+00:00,50.718,49.843,50.718,50.343,0,306,1020,,5448,520,2760,1458,0.0,729
10.1,2026-08-02T02:20:27.581411+00:00,50.906,49.875,50.906,50.312,0,306,1020,,5448,520,2760,1458,0.3,729
11.1,2026-08-02T02:20:28.586803+00:00,51,50.218,51,50.156,0,306,1020,,5448,520,2760,1458,0.2,729
12.1,2026-08-02T02:20:29.592593+00:00,50.968,49.968,50.968,50.218,0,306,1020,,5448,520,2760,1458,0.2,729
13.1,2026-08-02T02:20:30.598574+00:00,51.031,49.687,51.031,50.25,0,306,1020,,5448,520,2760,1458,0.2,729
14.1,2026-08-02T02:20:31.604263+00:00,51.062,49.781,51.062,50.281,0,306,1020,,5448,520,2760,1458,0.0,729
15.1,2026-08-02T02:20:32.610160+00:00,50.781,49.906,50.781,50.312,0,306,1020,,5448,520,2760,1458,0.2,729
16.1,2026-08-02T02:20:33.615541+00:00,50.781,50.125,50.781,50.218,0,306,1020,,5448,520,2760,1458,0.3,729
17.1,2026-08-02T02:20:34.621048+00:00,50.718,49.968,50.718,50.281,0,306,1020,,5448,520,2760,1458,0.0,729
18.1,2026-08-02T02:20:35.627167+00:00,50.75,49.781,50.75,50.281,0,306,1020,,5448,520,2760,1458,0.0,729
19.1,2026-08-02T02:20:36.632454+00:00,50.781,49.718,50.781,50.25,0,306,1020,,5448,520,2760,1458,0.2,729
20.1,2026-08-02T02:20:37.638371+00:00,51.125,49.906,51.125,50.406,0,306,1020,,5448,520,2760,1458,0.2,729
21.1,2026-08-02T02:20:38.644196+00:00,51.187,50.125,51.187,50.125,0,306,1020,,5448,480,2760,1458,0.5,729
22.1,2026-08-02T02:20:39.649689+00:00,51.187,49.906,51.187,50.156,0,306,1020,,5488,520,2800,1458,0.2,729
23.1,2026-08-02T02:20:40.655175+00:00,50.656,49.687,50.656,50.25,0,306,1020,,5448,520,2760,1458,0.0,729
24.2,2026-08-02T02:20:41.660790+00:00,50.718,49.75,50.718,50.281,0,306,1020,,5448,520,2760,1458,0.2,729
25.2,2026-08-02T02:20:42.666332+00:00,50.75,49.812,50.75,50.062,0,306,1020,,5448,520,2760,1458,0.2,729
26.2,2026-08-02T02:20:43.672002+00:00,50.781,50.125,50.781,50.156,0,306,1020,,5448,520,2760,1458,0.2,729
27.2,2026-08-02T02:20:44.678044+00:00,50.906,49.843,50.906,50.187,0,306,1020,,5448,520,2760,1458,0.2,729
28.2,2026-08-02T02:20:45.683726+00:00,50.843,49.812,50.843,50.281,0,306,1020,,5448,520,2760,1458,0.2,729
29.2,2026-08-02T02:20:46.689498+00:00,50.781,49.781,50.781,50.406,0,306,1020,,5448,520,2760,1458,0.0,729
30.2,2026-08-02T02:20:47.695030+00:00,50.593,49.906,50.593,50.187,0,306,1020,,5448,520,2760,1458,0.3,729
31.2,2026-08-02T02:20:48.701006+00:00,50.625,50,50.625,50.25,0,306,1020,,5448,520,2760,1458,0.2,729
32.2,2026-08-02T02:20:49.706920+00:00,50.625,49.718,50.625,50.25,0,306,1020,,5448,520,2760,1458,0.2,729
33.2,2026-08-02T02:20:50.713681+00:00,50.687,49.812,50.687,50.281,0,306,1020,,5448,520,2760,1458,0.0,729
34.2,2026-08-02T02:20:51.719122+00:00,50.812,49.906,50.812,50.125,0,306,1020,,5448,520,2764,1458,0.5,729
35.2,2026-08-02T02:20:52.724879+00:00,50.843,49.75,50.843,50.156,0,306,1020,,5448,480,2760,1458,0.0,729
36.2,2026-08-02T02:20:53.730911+00:00,50.875,49.968,50.875,50.218,0,306,1020,,5448,520,2760,1458,0.0,729
37.2,2026-08-02T02:20:54.736991+00:00,50.906,49.75,50.687,50.187,0,306,1020,,5488,520,2760,1458,0.2,729
38.2,2026-08-02T02:20:55.742725+00:00,50.687,49.781,50.687,50.25,0,306,1020,,5448,520,2760,1458,0.3,729
39.2,2026-08-02T02:20:56.748507+00:00,50.687,49.968,50.687,50.187,0,306,1020,,5448,520,2760,1458,0.2,729
40.2,2026-08-02T02:20:57.754325+00:00,50.687,49.718,50.687,50.156,0,306,1020,,5448,520,2764,1458,0.2,729
41.3,2026-08-02T02:20:58.760364+00:00,50.687,49.75,50.687,50.25,0,306,1020,,5448,520,2764,1458,0.2,729
42.3,2026-08-02T02:20:59.766470+00:00,50.968,49.781,50.968,50.218,0,306,1020,,5448,520,2764,1458,0.2,729
43.3,2026-08-02T02:21:00.772973+00:00,50.906,50.062,50.906,50.062,0,306,1020,,5448,520,2764,1458,0.2,729
44.3,2026-08-02T02:21:01.778930+00:00,51,49.937,51,50.093,0,306,1020,,5448,520,2764,1458,0.0,729
45.3,2026-08-02T02:21:02.784743+00:00,50.75,49.625,50.75,50.062,0,306,1020,,5448,520,2764,1458,0.0,729
46.3,2026-08-02T02:21:03.790441+00:00,50.718,49.656,50.718,50.312,0,306,1020,,5448,520,2764,1458,0.2,729
47.3,2026-08-02T02:21:04.796282+00:00,50.718,49.781,50.718,50.281,0,306,1020,,5448,520,2764,1458,0.3,729
48.3,2026-08-02T02:21:05.802077+00:00,50.781,49.968,50.781,50.25,0,306,1020,,5448,520,2760,1458,0.0,729
49.3,2026-08-02T02:21:06.807873+00:00,50.562,49.875,50.562,50.187,0,306,1020,,5448,520,2760,1458,0.2,729
50.3,2026-08-02T02:21:07.813549+00:00,50.531,49.625,50.531,50.25,0,306,1020,,5448,520,2760,1458,0.2,729
51.3,2026-08-02T02:21:08.819238+00:00,50.625,49.75,50.625,50.125,0,306,1020,,5448,520,2760,1458,0.3,729
52.3,2026-08-02T02:21:09.825323+00:00,50.562,49.812,50.562,50.125,0,306,1020,,5488,520,2760,1458,0.0,729
53.3,2026-08-02T02:21:10.831050+00:00,50.562,49.968,50.562,50.156,0,306,1020,,5448,520,2760,1458,0.0,729
54.3,2026-08-02T02:21:11.837009+00:00,50.718,49.687,50.718,50.156,0,306,1020,,5448,520,2760,1458,0.2,729
55.3,2026-08-02T02:21:12.843547+00:00,50.812,49.843,50.812,50.25,0,306,1020,,5448,520,2760,1458,0.2,729
56.3,2026-08-02T02:21:13.849336+00:00,50.75,49.937,50.75,50.281,0,306,1020,,5448,480,2760,1458,0.2,729
57.3,2026-08-02T02:21:14.854778+00:00,50.75,49.687,50.75,50.093,0,306,1020,,5448,520,2760,1458,0.3,729
58.4,2026-08-02T02:21:15.860498+00:00,50.593,49.937,50.593,50.125,0,306,1020,,5448,520,2760,1458,0.2,729
59.4,2026-08-02T02:21:16.866656+00:00,50.656,49.625,50.656,50.125,0,306,1020,,5448,520,2760,1458,0.0,729
60.4,2026-08-02T02:21:17.872471+00:00,50.625,49.75,50.625,50.218,0,306,1020,,5448,520,2760,1458,0.2,729
61.4,2026-08-02T02:21:18.878221+00:00,50.656,49.937,50.656,50,0,306,1020,,5448,520,2760,1458,0.2,729
62.4,2026-08-02T02:21:19.883800+00:00,50.843,49.718,50.843,50.062,0,306,1020,,5448,520,2760,1458,0.0,729
63.4,2026-08-02T02:21:20.889273+00:00,50.843,49.906,50.843,50.187,0,306,1020,,5448,520,2760,1459,0.0,729
64.4,2026-08-02T02:21:21.895037+00:00,50.875,49.625,50.875,50.125,0,306,1020,,5448,520,2760,1459,0.5,729
65.4,2026-08-02T02:21:22.900874+00:00,50.937,49.75,50.937,50.281,0,306,1020,,5448,520,2760,1459,0.2,729
66.4,2026-08-02T02:21:23.906800+00:00,50.937,49.843,50.937,50.125,0,306,1020,,5448,520,2760,1459,0.2,729
67.4,2026-08-02T02:21:24.912586+00:00,50.593,49.593,50.593,50.062,0,306,1020,,5488,520,2760,1459,0.2,729
68.4,2026-08-02T02:21:25.918222+00:00,50.656,49.656,50.656,50.125,0,306,1020,,5448,520,2760,1459,0.0,729
69.4,2026-08-02T02:21:26.923525+00:00,50.687,49.562,50.687,50.218,0,306,1020,,5448,520,2760,1459,0.0,729
70.4,2026-08-02T02:21:27.929354+00:00,50.687,49.656,50.687,50.218,0,306,1020,,5448,520,2760,1459,0.5,729
71.4,2026-08-02T02:21:28.934680+00:00,50.718,49.875,50.718,50.125,0,306,1020,,5448,520,2760,1459,0.2,729
72.4,2026-08-02T02:21:29.940360+00:00,50.656,49.593,50.656,50,0,306,1020,,5448,520,2760,1459,0.0,729
73.4,2026-08-02T02:21:30.945921+00:00,51.062,49.656,51.062,50.062,0,306,1020,,5448,520,2760,1459,0.2,729
74.4,2026-08-02T02:21:31.952028+00:00,50.5,49.843,50.5,50.218,0,306,1020,,5448,520,2760,1459,0.2,729
