step,t_s,state.elbow_flex,state.gripper,state.shoulder_lift,state.shoulder_pan,state.wrist_flex,state.wrist_roll,cmd.elbow_flex,cmd.gripper,cmd.shoulder_lift,cmd.shoulder_pan,cmd.wrist_flex,cmd.wrist_roll
0,0.5679,99.458,94.197,-99.584,0.959,75.626,38.95,100.675,62.6,-103.081,1.05,80.325,38.882
1,0.7196,99.458,94.197,-99.584,0.959,75.626,38.95,100.591,62.425,-102.958,0.995,79.777,38.878
2,0.8284,99.368,86.977,-100.0,0.959,77.325,39.145,100.528,62.345,-103.041,0.992,79.748,38.894
3,0.914,99.368,76.316,-100.0,0.959,77.325,39.096,100.099,61.987,-102.694,0.603,77.581,38.9
4,0.9987,99.368,68.354,-100.0,0.959,77.325,39.096,99.696,61.666,-102.381,0.136,74.759,38.911
5,1.0605,99.368,64.238,-100.0,0.959,76.985,39.048,99.459,61.46,-102.343,-0.023,73.336,38.915
6,1.1269,99.458,62.955,-100.0,0.664,76.815,38.95,99.343,61.368,-102.309,0.029,73.061,38.913
7,1.1874,99.458,62.146,-100.0,0.369,75.202,38.901,99.217,61.198,-102.236,-0.106,71.875,38.911
8,1.2568,99.458,61.808,-100.0,0.442,74.268,38.901,99.207,61.179,-102.254,-0.059,72.106,38.911
9,1.3262,99.458,61.538,-100.0,0.442,73.163,38.852,99.137,61.15,-102.298,-0.083,71.8,38.91
10,1.395,99.458,61.538,-100.0,0.442,72.909,38.852,99.077,61.099,-102.327,-0.128,71.222,38.909
11,1.4612,99.458,61.538,-100.0,0.442,72.654,38.852,99.034,61.069,-102.236,-0.218,70.469,38.908
12,1.5273,99.458,61.471,-100.0,0.442,72.144,38.852,99.001,61.04,-102.138,-0.271,69.942,38.909
13,1.5949,99.458,61.404,-100.0,0.442,71.465,38.803,98.975,61.011,-102.089,-0.344,69.212,38.909
14,1.6567,99.458,61.404,-100.0,0.147,70.87,38.803,98.98,60.95,-101.83,-0.476,68.144,38.909
15,1.7193,99.458,61.404,-99.917,0.147,70.276,38.803,99.009,60.941,-101.402,-0.653,66.707,38.91
16,1.7801,99.458,61.404,-99.75,0.074,69.427,38.803,99.001,60.798,-101.051,-0.783,65.324,38.911
17,1.8427,99.458,61.201,-99.667,0.0,68.323,38.803,98.989,60.601,-100.675,-0.918,63.894,38.911
18,1.8985,99.458,61.134,-99.584,0.0,66.964,38.803,98.996,60.625,-100.345,-1.114,62.288,38.911
19,1.9457,99.458,60.999,-99.584,-0.369,65.86,38.803,99.044,60.431,-99.767,-1.25,60.629,38.913
20,1.9972,99.458,60.999,-99.501,-0.442,64.841,38.803,99.092,60.225,-99.241,-1.402,58.934,38.914
21,2.05,99.458,60.729,-99.501,-0.442,63.312,38.803,99.082,60.208,-98.895,-1.578,57.289,38.915
22,2.0928,99.458,60.594,-99.418,-0.516,61.699,38.803,99.18,59.928,-98.062,-1.786,55.073,38.917
23,2.1382,99.458,60.459,-99.418,-0.959,60.34,38.803,99.214,59.757,-97.52,-1.925,53.33,38.918
24,2.1828,99.458,60.391,-99.251,-1.106,58.641,38.803,99.297,59.65,-96.892,-2.093,51.314,38.92
25,2.2262,99.458,60.121,-98.502,-1.254,56.603,38.803,99.374,59.439,-96.051,-2.366,48.894,38.922
26,2.2716,99.549,59.987,-97.92,-1.549,55.074,38.803,99.437,59.262,-95.356,-2.598,46.834,38.924
27,2.3151,99.549,59.919,-97.255,-1.77,53.036,38.803,99.514,59.041,-94.423,-2.881,44.274,38.926
28,2.3585,99.639,59.919,-96.506,-1.991,50.828,38.803,99.605,58.811,-93.41,-3.135,41.819,38.927
29,2.4048,99.639,59.514,-95.84,-2.212,48.875,38.803,99.71,58.557,-92.313,-3.36,39.326,38.929
30,2.4521,99.729,59.244,-94.842,-2.507,46.412,38.803,99.801,58.323,-91.114,-3.591,36.712,38.931
31,2.4937,99.819,59.042,-93.927,-2.802,43.864,38.803,99.905,58.063,-89.881,-3.851,34.116,38.933
32,2.5388,99.91,58.772,-93.012,-3.097,41.571,38.803,100.053,57.821,-88.662,-4.08,31.47,38.935
33,2.5807,99.91,58.502,-91.93,-3.392,39.023,38.803,100.209,57.495,-87.178,-4.275,28.787,38.937
34,2.6242,99.91,58.3,-90.849,-3.54,36.73,38.803,100.296,57.193,-85.696,-4.518,26.152,38.938
35,2.6692,99.91,58.03,-89.601,-3.835,34.183,38.803,100.422,56.881,-84.333,-4.715,23.592,38.94
36,2.7115,99.91,57.692,-88.103,-3.909,31.465,38.803,100.519,56.576,-82.652,-4.951,20.83,38.942
37,2.7548,99.91,57.422,-86.689,-4.204,28.832,38.803,100.595,56.302,-81.067,-5.154,18.4,38.944
38,2.7991,99.91,57.085,-85.358,-4.425,26.2,38.803,100.722,55.985,-79.483,-5.318,15.989,38.946
39,2.8434,99.91,56.815,-83.86,-4.499,23.482,38.803,100.85,55.747,-78.06,-5.464,13.909,38.947
40,2.8865,99.91,56.545,-82.196,-4.794,20.934,38.803,100.947,55.501,-76.614,-5.616,11.793,38.949
41,2.9297,99.91,56.208,-80.616,-4.867,18.471,38.803,101.02,55.263,-75.145,-5.792,9.748,38.95
42,2.9739,99.91,56.005,-79.201,-4.941,16.263,38.803,101.085,55.039,-73.615,-5.933,7.674,38.951
43,3.0168,99.91,55.735,-77.621,-5.31,14.055,38.803,101.135,54.801,-72.104,-6.078,5.694,38.953
44,3.0595,99.91,55.533,-76.29,-5.383,11.847,38.803,101.14,54.556,-70.506,-6.201,3.699,38.954
45,3.1036,99.91,55.263,-74.709,-5.31,9.894,38.803,101.191,54.341,-69.147,-6.3,2.031,38.954
46,3.1448,99.91,55.061,-73.045,-5.236,7.771,38.803,101.228,54.126,-67.726,-6.417,0.262,38.955
47,3.1871,99.819,54.791,-71.464,-5.605,5.902,38.803,101.231,53.881,-66.169,-6.507,-1.669,38.955
48,3.2276,99.729,54.588,-70.216,-5.9,4.119,38.803,101.264,53.643,-64.74,-6.621,-3.413,38.956
49,3.2721,99.639,54.318,-68.885,-5.973,2.335,38.803,101.291,53.425,-63.342,-6.697,-5.046,38.956
50,3.3132,99.549,54.049,-67.304,-5.826,0.212,38.803,101.299,53.219,-61.989,-6.745,-6.611,38.956
51,3.3557,99.458,53.846,-65.89,-5.826,-1.316,38.803,101.303,53.005,-60.754,-6.816,-7.995,38.956
52,3.3983,99.458,53.576,-64.393,-6.121,-3.1,38.803,101.296,52.783,-59.488,-6.866,-9.298,38.956
53,3.4421,99.368,53.441,-63.062,-6.416,-4.713,38.803,101.249,52.586,-58.141,-6.923,-10.659,38.956
54,3.4839,99.368,53.171,-61.73,-6.416,-6.157,38.803,101.196,52.391,-56.808,-6.985,-11.944,38.956
55,3.5259,99.368,53.036,-60.483,-6.342,-7.516,38.803,101.182,52.214,-55.564,-7.038,-13.191,38.955
56,3.5706,99.278,52.767,-59.151,-6.416,-9.045,38.803,101.119,52.017,-54.236,-7.056,-14.478,38.955
57,3.6121,99.278,52.564,-57.654,-6.637,-10.318,38.803,101.07,51.832,-53.032,-7.072,-15.597,38.954
58,3.6547,99.187,52.429,-56.406,-6.637,-11.592,38.803,100.998,51.681,-51.771,-7.095,-16.694,38.953
59,3.6974,99.187,52.227,-55.075,-6.563,-12.866,38.803,100.917,51.508,-50.51,-7.111,-17.782,38.952
60,3.7477,99.187,52.024,-53.827,-6.563,-14.14,38.755,100.849,51.352,-49.176,-7.132,-18.952,38.951
61,3.7903,99.187,51.822,-52.413,-6.563,-15.499,38.755,100.787,51.174,-47.958,-7.144,-20.005,38.95
62,3.8329,99.097,51.822,-51.248,-6.563,-16.433,38.755,100.702,51.024,-46.683,-7.146,-21.067,38.949
63,3.8772,99.097,51.552,-50.0,-6.563,-17.537,38.755,100.591,50.856,-45.427,-7.142,-22.121,38.947
64,3.9183,99.097,51.417,-48.669,-6.563,-18.726,38.755,100.521,50.704,-44.256,-7.153,-23.085,38.946
65,3.9595,99.097,51.215,-47.421,-6.563,-19.66,38.755,100.424,50.535,-42.957,-7.14,-24.125,38.945
66,4.0043,99.097,51.08,-46.256,-6.563,-20.679,38.755,100.296,50.389,-41.75,-7.11,-25.048,38.943
67,4.0464,99.097,50.945,-44.925,-6.563,-21.783,38.755,100.159,50.264,-40.58,-7.084,-25.892,38.941
68,4.0889,99.097,50.742,-43.844,-6.563,-22.803,38.755,100.019,50.094,-39.375,-7.05,-26.786,38.939
69,4.1315,99.097,50.607,-42.679,-6.563,-23.822,38.755,99.891,49.951,-38.231,-7.016,-27.687,38.938
70,4.175,99.097,50.405,-41.348,-6.563,-24.671,38.755,99.759,49.815,-37.073,-6.978,-28.545,38.937
71,4.2166,99.007,50.405,-40.1,-6.563,-25.52,38.755,99.614,49.663,-35.97,-6.945,-29.33,38.936
72,4.2585,99.007,50.337,-39.018,-6.563,-26.454,38.755,99.456,49.498,-34.871,-6.883,-30.032,38.934
73,4.3025,99.007,50.135,-37.854,-6.563,-27.304,38.755,99.285,49.345,-33.813,-6.829,-30.714,38.933
74,4.3444,99.007,49.933,-36.606,-6.563,-28.153,38.755,99.098,49.155,-32.71,-6.771,-31.461,38.931
75,4.387,99.007,49.73,-35.524,-6.563,-28.917,38.755,98.933,49.002,-31.633,-6.706,-32.219,38.93
76,4.4283,98.916,49.595,-34.359,-6.563,-29.682,38.755,98.769,48.835,-30.627,-6.654,-32.846,38.929
77,4.4718,98.826,49.393,-33.278,-6.563,-30.361,38.755,98.535,48.69,-29.484,-6.576,-33.614,38.928
78,4.5131,98.826,49.19,-32.03,-6.563,-31.125,38.755,98.377,48.521,-28.562,-6.502,-34.208,38.927
79,4.555,98.736,49.055,-31.032,-6.563,-31.805,38.755,98.192,48.355,-27.536,-6.432,-34.895,38.926
80,4.5966,98.646,48.853,-29.867,-6.563,-32.569,38.755,98.005,48.195,-26.491,-6.338,-35.544,38.925
81,4.64,98.465,48.853,-28.952,-6.563,-33.163,38.755,97.774,48.049,-25.498,-6.237,-36.156,38.924
82,4.6821,98.465,48.583,-27.87,-6.563,-33.928,38.755,97.589,47.904,-24.58,-6.156,-36.738,38.923
83,4.7239,98.465,48.448,-26.955,-6.563,-34.607,38.755,97.366,47.743,-23.619,-6.072,-37.337,38.923
84,4.7672,98.465,48.313,-26.04,-6.563,-35.117,38.755,97.164,47.591,-22.681,-5.981,-37.957,38.923
85,4.8111,98.284,48.111,-25.042,-6.563,-35.796,38.755,96.947,47.433,-21.792,-5.881,-38.522,38.922
86,4.852,98.284,48.043,-23.877,-6.563,-36.391,38.755,96.772,47.288,-20.988,-5.794,-39.005,38.922
87,4.8936,98.284,47.976,-22.962,-6.563,-36.985,38.755,96.57,47.137,-20.168,-5.699,-39.483,38.922
88,4.9366,98.284,47.638,-22.047,-6.563,-37.58,38.755,96.346,47.042,-19.311,-5.614,-39.927,38.921
89,4.9791,98.194,47.571,-21.215,-6.49,-38.089,38.755,96.113,46.868,-18.468,-5.518,-40.458,38.921
90,5.0267,97.923,47.368,-20.3,-6.342,-38.599,38.755,95.897,46.729,-17.632,-5.406,-40.966,38.921
91,5.0714,97.652,47.233,-19.301,-6.047,-39.108,38.755,95.697,46.578,-16.838,-5.308,-41.437,38.92
92,5.1132,97.652,47.099,-18.552,-5.973,-39.618,38.755,95.484,46.457,-16.065,-5.208,-41.9,38.92
93,5.1557,97.381,46.964,-17.887,-5.973,-40.042,38.755,95.278,46.346,-15.363,-5.126,-42.296,38.92
94,5.1968,97.201,46.829,-17.138,-5.973,-40.637,38.755,95.021,46.196,-14.631,-5.005,-42.748,38.92
95,5.2401,96.93,46.694,-16.306,-5.9,-40.977,38.755,94.823,46.049,-13.916,-4.907,-43.169,38.92
