step,t_s,state.elbow_flex,state.gripper,state.shoulder_lift,state.shoulder_pan,state.wrist_flex,state.wrist_roll,cmd.elbow_flex,cmd.gripper,cmd.shoulder_lift,cmd.shoulder_pan,cmd.wrist_flex,cmd.wrist_roll
0,0.5685,99.368,93.927,-100.0,0.959,75.626,39.096,98.844,60.591,-96.092,-1.408,76.502,38.993
1,0.578,99.368,93.927,-100.0,0.959,75.626,39.096,98.73,60.562,-96.052,-1.466,76.528,38.994
2,0.6122,99.368,93.927,-100.0,0.959,75.626,39.096,98.746,60.559,-95.681,-1.394,75.922,38.99
3,0.6487,99.368,93.725,-100.0,0.959,75.626,39.096,98.831,60.456,-95.345,-1.462,75.3,38.989
4,0.6829,99.368,91.565,-98.502,0.59,75.881,39.096,98.653,60.406,-95.37,-1.317,75.25,38.982
5,0.7173,99.368,88.462,-97.171,-0.147,75.372,39.292,98.747,60.323,-94.478,-1.321,73.799,38.981
6,0.7506,99.368,85.223,-97.005,-0.59,75.287,39.194,98.853,60.339,-94.032,-1.258,73.043,38.98
7,0.7837,99.368,81.984,-96.423,-0.737,75.032,39.194,98.824,60.283,-93.787,-1.426,72.461,38.983
8,0.816,99.368,78.61,-95.674,-0.737,74.607,39.194,98.682,60.223,-93.366,-1.459,71.718,38.983
9,0.8512,99.458,75.304,-95.258,-0.59,74.268,39.194,98.743,60.204,-93.125,-1.489,70.919,38.984
10,0.881,99.458,72.065,-94.759,-0.664,73.928,39.194,98.961,60.214,-91.038,-1.43,67.289,38.98
11,0.9156,99.458,68.826,-94.26,-0.885,73.079,38.999,98.905,60.269,-92.437,-1.468,69.644,38.984
12,0.9498,99.458,65.857,-93.594,-0.959,72.314,39.048,98.794,60.245,-91.481,-1.471,68.287,38.98
13,0.9825,99.458,64.103,-92.596,-0.959,71.465,38.999,99.029,60.242,-91.325,-1.473,67.384,38.983
14,1.0161,99.549,62.888,-91.847,-0.959,70.616,38.999,99.03,60.207,-90.853,-1.421,66.678,38.98
15,1.0491,99.549,62.011,-91.847,-0.959,69.766,38.999,99.036,60.17,-89.857,-1.536,65.053,38.982
16,1.0828,99.549,61.471,-92.18,-0.959,68.917,38.999,99.127,60.189,-90.026,-1.549,65.182,38.98
17,1.1163,99.458,61.066,-91.597,-0.959,68.068,38.999,99.177,60.213,-89.155,-1.521,63.388,38.98
18,1.1499,99.549,60.796,-90.849,-0.959,67.304,38.999,99.114,60.237,-89.87,-1.468,64.827,38.98
19,1.1832,99.549,60.729,-90.183,-0.959,66.369,38.999,99.102,60.167,-89.001,-1.592,63.081,38.979
20,1.2183,99.549,60.729,-90.1,-0.959,65.605,38.999,99.062,60.14,-89.142,-1.691,63.034,38.983
21,1.251,99.549,60.594,-90.266,-0.959,64.841,38.999,99.247,60.243,-87.817,-1.543,59.343,38.977
22,1.2845,99.549,60.526,-90.1,-0.959,64.246,38.999,99.283,60.23,-87.178,-1.614,58.318,38.978
23,1.3177,99.549,60.459,-89.517,-0.959,63.907,38.999,99.469,60.266,-87.457,-1.458,58.971,38.971
24,1.351,99.549,60.459,-88.602,-0.959,63.312,38.999,99.376,60.146,-86.909,-1.834,56.743,38.978
25,1.3842,99.639,60.459,-87.937,-0.959,62.548,38.999,99.355,60.225,-86.199,-1.798,55.518,38.978
26,1.418,99.729,60.459,-87.438,-0.959,61.529,38.999,99.491,60.219,-85.795,-1.789,53.889,38.973
27,1.4525,99.729,60.459,-87.105,-1.106,60.255,38.999,99.633,60.154,-84.661,-1.996,53.24,38.973
28,1.4845,99.729,60.459,-86.938,-1.254,58.896,38.999,99.526,60.179,-84.599,-2.161,52.536,38.978
29,1.5178,99.729,60.459,-86.689,-1.327,57.622,38.999,99.851,60.245,-83.656,-2.047,47.697,38.967
30,1.5586,99.729,60.459,-85.774,-1.549,56.263,38.999,99.93,60.13,-82.868,-2.432,44.866,38.971
31,1.5845,99.729,60.459,-84.609,-1.77,55.074,38.999,99.71,60.277,-82.237,-2.344,43.809,38.97
32,1.6184,99.819,60.459,-83.694,-1.844,53.8,38.999,99.867,60.205,-82.171,-2.516,45.627,38.972
33,1.6515,99.819,60.459,-83.278,-1.696,52.102,38.999,100.043,60.27,-81.001,-2.728,38.945,38.973
34,1.6846,99.819,60.459,-82.862,-1.696,50.318,38.999,100.0,60.225,-80.49,-2.975,39.612,38.976
35,1.7171,99.819,60.459,-82.28,-1.991,48.62,38.95,100.077,60.294,-78.62,-3.367,32.761,38.978
36,1.7509,99.819,60.459,-81.531,-2.286,46.837,38.95,100.024,60.291,-77.199,-3.927,30.758,38.98
37,1.7845,99.819,60.459,-80.782,-2.581,44.968,38.95,99.804,60.551,-78.159,-3.315,29.417,38.977
38,1.8183,99.819,60.459,-79.534,-2.95,42.845,38.95,99.814,60.475,-74.963,-3.693,23.821,38.975
39,1.8515,99.819,60.459,-78.453,-3.319,40.637,38.95,99.844,60.42,-76.829,-4.206,27.415,38.984
40,1.8857,99.819,60.459,-78.536,-3.466,38.174,38.95,99.858,60.411,-75.696,-3.592,26.318,38.974
41,1.919,99.819,60.459,-78.702,-3.54,35.711,38.95,99.842,60.449,-74.379,-4.183,22.125,38.983
42,1.9525,99.819,60.459,-77.704,-3.54,33.418,38.95,99.736,60.663,-72.708,-4.305,17.59,38.982
43,1.986,99.819,60.459,-75.874,-3.761,31.21,38.95,99.58,60.644,-70.469,-5.151,13.751,38.991
44,2.0192,99.819,60.459,-74.376,-3.982,29.172,38.95,99.961,60.531,-70.655,-5.58,12.924,38.994
45,2.0528,99.819,60.459,-73.378,-3.982,26.709,38.95,99.668,60.698,-68.069,-5.704,8.473,38.993
46,2.0862,99.819,60.459,-72.13,-4.351,24.161,38.95,99.637,60.701,-69.091,-5.349,9.499,38.992
47,2.1193,99.819,60.459,-71.048,-4.941,21.953,38.95,99.653,60.605,-68.356,-6.148,9.217,38.999
48,2.1528,99.729,60.459,-70.383,-5.31,19.321,38.95,99.686,60.783,-66.211,-6.197,4.057,38.997
49,2.1866,99.729,60.459,-69.8,-5.31,17.113,38.95,99.559,60.873,-65.414,-6.335,1.566,39.0
50,2.222,99.639,60.459,-68.719,-5.088,14.989,38.95,99.44,60.92,-61.702,-7.184,-4.184,38.999
51,2.2549,99.549,60.459,-67.388,-5.383,12.696,38.95,99.187,61.012,-62.213,-6.803,-3.545,38.998
52,2.287,99.458,60.459,-66.223,-5.9,10.318,38.95,99.453,60.856,-60.74,-7.292,-5.934,39.002
53,2.3203,99.368,60.459,-64.642,-6.342,7.686,38.95,98.794,60.93,-56.88,-8.09,-11.414,39.005
54,2.3535,99.278,60.459,-63.062,-6.563,5.393,38.95,99.291,60.901,-59.526,-8.366,-7.371,39.008
55,2.3872,99.187,60.459,-61.564,-6.563,2.93,38.95,99.097,60.907,-57.37,-8.274,-10.592,39.001
56,2.4206,99.097,60.459,-59.734,-7.08,0.382,38.95,98.494,60.956,-53.787,-8.511,-16.252,39.002
57,2.4542,99.097,60.459,-58.569,-7.743,-1.826,38.95,98.355,60.999,-53.837,-8.421,-15.548,38.998
58,2.4878,99.007,60.459,-57.903,-8.038,-4.034,38.95,98.359,60.968,-54.47,-8.449,-15.414,38.995
59,2.5212,99.007,60.459,-56.406,-8.038,-6.412,38.95,98.371,60.883,-53.019,-8.992,-17.078,38.997
60,2.5619,98.916,60.459,-55.075,-7.965,-8.365,38.95,97.809,60.931,-50.985,-9.34,-19.97,38.995
61,2.5879,98.826,60.459,-54.908,-7.891,-10.149,38.95,97.442,60.907,-49.106,-9.265,-22.495,38.993
62,2.6213,98.736,60.459,-54.409,-8.333,-12.102,38.95,97.111,60.833,-48.152,-9.851,-23.46,38.991
63,2.6547,98.555,60.459,-52.08,-8.776,-14.055,38.95,97.667,60.785,-47.641,-10.185,-24.67,38.991
64,2.6881,98.555,60.459,-49.75,-9.218,-15.839,38.95,96.842,60.823,-45.927,-10.168,-26.331,38.99
65,2.7222,98.465,60.459,-48.918,-9.218,-17.707,38.95,95.56,60.838,-42.874,-11.001,-28.303,38.985
66,2.7551,98.375,60.459,-48.087,-9.292,-19.575,38.95,94.849,60.775,-41.308,-11.692,-27.563,38.983
67,2.7883,98.014,60.459,-46.256,-9.661,-21.274,38.95,95.496,60.761,-42.06,-11.429,-29.058,38.994
68,2.8217,97.381,60.459,-44.176,-10.177,-22.972,38.95,95.328,60.69,-40.872,-11.151,-30.704,38.976
69,2.8556,97.291,60.459,-43.178,-10.472,-24.501,38.95,95.287,60.761,-41.702,-11.485,-29.274,38.985
70,2.8891,97.291,60.459,-42.679,-10.841,-25.775,38.95,93.938,60.787,-38.683,-12.205,-30.415,38.989
71,2.9226,97.291,60.459,-42.18,-11.062,-27.134,38.95,93.958,60.663,-38.724,-13.198,-29.053,38.994
72,2.956,97.02,60.459,-41.93,-11.136,-28.153,38.95,93.501,60.789,-37.916,-12.626,-31.011,38.995
73,2.9895,96.208,60.459,-40.849,-11.283,-28.917,38.95,92.928,60.616,-34.867,-13.66,-31.591,38.999
74,3.0226,95.847,60.459,-39.517,-11.799,-29.427,38.95,90.759,60.678,-31.905,-13.957,-33.771,38.985
75,3.0563,95.485,60.459,-38.27,-12.611,-29.851,38.95,91.007,60.854,-32.163,-13.084,-35.343,38.986
76,3.0896,94.763,60.459,-36.19,-13.053,-30.446,38.95,89.519,60.814,-29.31,-14.225,-35.082,38.992
77,3.1229,93.679,60.459,-34.027,-13.348,-31.21,38.95,87.324,60.822,-24.962,-14.977,-36.24,38.986
78,3.1567,93.228,60.459,-32.363,-13.422,-32.144,38.95,88.421,60.656,-26.448,-15.003,-35.728,39.001
79,3.1898,91.874,60.459,-29.95,-13.348,-32.994,38.95,85.223,60.743,-20.798,-16.263,-36.573,38.998
80,3.2239,90.429,60.459,-27.621,-13.717,-33.928,38.95,85.688,60.998,-21.286,-14.696,-38.002,38.988
81,3.2573,89.977,60.459,-25.874,-14.454,-34.692,38.95,86.711,60.824,-24.337,-15.5,-36.692,39.003
