step,t_s,state.elbow_flex,state.gripper,state.shoulder_lift,state.shoulder_pan,state.wrist_flex,state.wrist_roll,cmd.elbow_flex,cmd.gripper,cmd.shoulder_lift,cmd.shoulder_pan,cmd.wrist_flex,cmd.wrist_roll
0,0.5764,99.458,93.995,-99.667,0.664,75.626,38.852,96.234,62.465,-98.622,1.515,79.864,38.893
1,0.5904,99.458,93.995,-99.667,0.664,75.626,38.852,96.206,62.486,-98.573,1.447,79.706,38.893
2,0.6228,99.458,93.995,-99.667,0.664,75.626,38.852,96.218,62.438,-98.633,1.429,79.982,38.895
3,0.6584,99.187,93.792,-99.667,0.664,75.626,38.852,96.197,62.404,-98.633,1.443,79.876,38.894
4,0.6938,98.375,91.7,-99.667,0.959,76.136,38.852,96.223,62.213,-98.75,1.36,80.579,38.897
5,0.7264,98.104,88.596,-99.834,1.254,76.9,38.852,96.15,62.018,-98.833,1.302,80.997,38.903
6,0.7584,98.104,85.29,-99.667,1.254,76.985,38.999,96.178,62.047,-98.859,1.326,81.04,38.901
7,0.7915,98.014,81.984,-99.834,1.18,77.665,39.145,96.119,62.006,-98.781,1.291,80.895,38.902
8,0.8263,98.014,78.745,-99.917,1.18,77.834,39.194,96.072,61.971,-98.781,1.296,80.991,38.901
9,0.86,97.923,75.439,-99.917,1.254,77.834,39.194,96.087,62.062,-98.778,1.269,80.712,38.899
10,0.8902,97.923,72.267,-99.917,1.254,77.834,39.194,96.064,61.809,-98.806,1.234,81.301,38.906
11,0.9266,97.923,69.096,-99.917,1.254,77.834,39.194,96.093,61.819,-98.68,1.175,81.497,38.908
12,0.9595,97.923,66.532,-99.917,1.254,77.834,39.194,95.986,61.747,-98.657,1.188,81.479,38.908
13,0.9924,97.923,65.047,-99.917,1.254,77.834,39.194,96.078,61.733,-98.715,1.212,81.628,38.909
14,1.0244,97.923,64.035,-99.917,1.254,77.834,39.194,96.102,61.568,-98.608,1.188,81.654,38.914
15,1.058,97.923,63.293,-99.917,1.254,77.919,39.194,96.082,61.564,-98.638,1.173,81.64,38.915
16,1.0911,97.923,62.753,-99.917,1.254,78.004,39.194,96.082,61.497,-98.582,1.148,81.589,38.916
17,1.1243,97.923,62.416,-99.917,1.254,78.004,39.194,95.945,61.602,-98.663,1.148,81.407,38.912
18,1.1594,97.923,62.146,-99.917,1.254,78.004,39.194,96.05,61.567,-98.602,1.171,81.618,38.913
19,1.1914,97.923,62.011,-99.917,1.254,78.004,39.194,96.032,61.482,-98.557,1.148,81.611,38.917
20,1.2243,97.923,61.943,-99.917,1.254,78.004,39.194,96.084,61.524,-98.601,1.133,81.528,38.915
21,1.2578,97.923,61.943,-99.917,1.254,78.004,39.194,95.905,61.574,-98.549,1.113,81.169,38.913
22,1.2916,97.923,61.943,-99.917,1.254,78.004,39.194,96.013,61.505,-98.423,1.122,81.492,38.916
23,1.3245,97.923,61.943,-99.917,1.254,78.004,39.194,95.982,61.527,-98.546,1.153,81.417,38.914
24,1.3583,97.923,61.943,-99.917,1.254,78.004,39.194,96.064,61.442,-98.62,1.139,81.282,38.916
25,1.3915,97.923,61.943,-99.917,1.254,78.004,39.194,95.968,61.538,-98.636,1.107,81.279,38.914
26,1.4259,97.923,61.943,-99.917,1.254,78.004,39.194,95.915,61.501,-98.612,1.118,81.144,38.914
27,1.4587,97.923,61.943,-99.917,1.254,78.004,39.194,95.944,61.464,-98.692,1.111,81.103,38.913
28,1.4925,97.923,61.943,-99.917,1.254,78.004,39.194,95.947,61.512,-98.791,1.097,80.943,38.911
29,1.5259,97.923,61.808,-99.917,1.254,78.004,39.194,95.891,61.451,-98.525,1.098,80.992,38.914
30,1.5649,97.923,61.808,-99.917,1.254,78.004,39.194,95.893,61.385,-98.832,1.083,80.691,38.913
31,1.5931,97.923,61.808,-99.917,1.254,78.004,39.194,95.793,61.433,-98.655,1.066,80.543,38.913
32,1.626,97.923,61.808,-99.917,1.254,78.004,39.194,95.69,61.425,-98.793,1.06,80.428,38.911
33,1.6585,97.923,61.808,-99.917,1.254,78.004,39.194,95.916,61.306,-98.987,1.082,80.044,38.911
34,1.692,97.923,61.808,-99.917,1.254,78.004,39.194,95.613,61.358,-98.893,1.054,79.831,38.911
35,1.7265,97.923,61.673,-99.917,1.254,78.004,39.194,95.591,61.25,-98.818,1.005,78.583,38.911
36,1.7593,97.923,61.606,-99.917,1.254,78.004,39.194,95.351,61.267,-98.568,0.955,77.641,38.91
37,1.7925,97.743,61.538,-99.917,1.254,78.004,39.194,95.201,61.375,-98.604,0.984,78.594,38.908
38,1.8259,97.472,61.538,-99.917,1.254,78.004,39.194,95.396,61.3,-98.587,0.932,78.102,38.91
39,1.8593,97.291,61.538,-99.834,1.254,77.749,39.194,95.148,61.379,-98.338,0.864,77.079,38.906
40,1.8926,97.291,61.538,-99.75,1.254,77.665,39.194,94.966,61.396,-98.111,0.802,76.112,38.906
41,1.9258,97.201,61.538,-99.501,1.254,77.58,39.194,95.019,61.355,-98.207,0.817,76.226,38.907
42,1.9593,97.02,61.538,-99.168,1.254,77.41,39.194,95.066,61.296,-98.16,0.801,75.299,38.907
43,1.9929,97.02,61.538,-99.002,1.254,77.24,39.194,94.193,61.363,-96.258,0.396,71.265,38.907
44,2.0261,97.02,61.538,-99.002,1.254,77.07,39.145,94.775,61.317,-97.077,0.549,72.684,38.909
45,2.0603,96.84,61.538,-98.502,1.032,76.391,38.999,94.347,61.293,-96.332,0.434,70.653,38.907
46,2.0933,96.569,61.538,-97.671,0.664,75.541,38.999,93.633,61.407,-94.136,0.184,66.731,38.906
47,2.127,96.569,61.538,-97.255,0.59,74.607,38.999,93.568,61.489,-92.882,0.207,63.949,38.905
48,2.1611,96.298,61.538,-96.589,0.737,73.418,38.95,93.277,61.381,-92.579,0.057,63.291,38.906
49,2.1941,95.756,61.538,-95.175,0.811,71.975,38.95,93.255,61.354,-90.851,-0.007,59.102,38.909
50,2.2275,95.666,61.538,-94.093,0.516,70.276,38.95,93.316,61.286,-88.957,-0.035,54.718,38.911
51,2.2612,95.576,61.538,-93.261,0.295,68.493,38.95,93.212,61.3,-88.718,0.052,53.99,38.909
52,2.2945,95.576,61.538,-92.013,0.295,66.454,38.95,92.591,61.058,-86.043,-0.216,50.369,38.911
53,2.3282,95.485,61.538,-90.266,0.295,64.246,38.95,92.698,60.9,-82.932,-0.195,44.004,38.92
54,2.3613,95.395,61.538,-88.852,0.369,62.038,38.901,92.733,60.852,-82.642,-0.276,43.901,38.925
55,2.3951,95.214,61.269,-87.354,0.369,59.66,38.901,92.585,60.843,-82.155,-0.286,43.441,38.917
56,2.4285,95.214,61.201,-85.94,0.369,57.113,38.901,93.184,60.338,-78.525,0.043,33.841,38.925
57,2.4616,95.034,61.134,-84.11,0.369,54.65,38.901,92.68,60.546,-79.537,-0.143,38.311,38.916
58,2.4955,95.034,60.931,-82.529,0.369,52.102,38.901,93.48,60.557,-79.198,0.149,34.838,38.925
59,2.5285,95.034,60.864,-81.364,0.369,49.554,38.901,93.004,60.312,-77.35,-0.104,32.618,38.931
60,2.5692,94.944,60.864,-80.532,0.369,47.176,38.901,93.209,59.917,-73.844,-0.034,28.38,38.923
61,2.5957,94.944,60.729,-79.7,0.369,44.628,38.901,93.618,60.145,-75.85,0.205,28.88,38.937
62,2.6289,94.944,60.459,-78.203,0.369,42.081,38.901,93.58,60.177,-74.955,0.015,27.186,38.953
63,2.6625,94.944,60.391,-76.373,0.369,39.618,38.901,94.459,59.143,-70.938,0.238,19.556,38.941
64,2.6961,95.034,60.324,-75.541,0.369,37.325,38.901,94.408,59.584,-71.665,0.172,20.747,38.959
65,2.7302,95.034,60.054,-75.541,0.369,34.947,38.901,94.541,59.423,-69.972,0.009,17.828,38.971
66,2.763,95.034,59.784,-75.541,0.369,32.484,38.901,94.585,59.524,-68.836,0.329,17.218,38.95
67,2.7959,95.124,59.784,-73.627,0.369,29.936,38.901,94.72,59.551,-68.757,0.071,17.333,38.958
68,2.8295,95.124,59.717,-70.799,0.369,27.473,38.901,94.788,58.953,-66.963,0.421,12.66,38.959
69,2.8626,95.395,59.649,-69.301,0.295,25.35,38.901,95.164,58.858,-64.905,0.376,10.074,38.969
70,2.8963,95.305,59.514,-69.052,0.369,23.312,38.901,95.084,58.712,-65.034,0.451,9.871,38.967
71,2.93,95.034,59.244,-68.885,0.369,21.019,38.901,95.426,59.117,-64.49,0.232,9.341,38.977
72,2.9631,95.305,59.109,-67.138,0.295,18.726,38.852,95.462,58.494,-62.567,0.665,6.919,38.971
73,2.9972,95.485,59.109,-64.809,0.221,16.688,38.852,95.177,59.107,-62.72,0.698,8.32,38.972
