step,t_s,state.elbow_flex,state.gripper,state.shoulder_lift,state.shoulder_pan,state.wrist_flex,state.wrist_roll,cmd.elbow_flex,cmd.gripper,cmd.shoulder_lift,cmd.shoulder_pan,cmd.wrist_flex,cmd.wrist_roll
0,0.5495,99.549,93.927,-99.501,0.59,75.626,38.852,100.44,62.564,-103.024,0.968,79.851,38.853
1,0.6672,99.549,93.927,-99.501,0.59,75.626,38.852,100.47,62.399,-102.982,0.96,79.658,38.847
2,0.7941,99.639,89.946,-100.0,0.664,77.155,39.048,100.521,62.387,-102.969,0.968,79.759,38.858
3,0.8632,99.549,77.665,-100.0,0.664,77.155,39.096,100.24,61.214,-102.928,0.775,78.713,38.869
4,0.9383,99.549,70.85,-100.0,0.664,77.155,39.096,100.1,61.337,-102.858,0.677,78.703,38.877
5,1.0087,99.549,65.115,-100.0,0.664,77.155,39.096,99.864,60.949,-102.871,0.464,77.322,38.887
6,1.0879,99.549,63.158,-100.0,0.664,77.155,39.096,99.844,61.521,-102.863,0.499,77.55,38.892
7,1.1591,99.549,61.876,-100.0,0.664,76.9,39.048,99.813,61.336,-102.837,0.527,77.424,38.894
8,1.2125,99.549,61.673,-100.0,0.664,76.9,38.999,99.802,61.379,-102.849,0.536,77.292,38.895
9,1.2653,99.549,61.673,-100.0,0.664,76.9,38.999,99.795,61.532,-102.855,0.553,77.242,38.895
10,1.3213,99.549,61.673,-100.0,0.664,76.9,38.999,99.778,61.472,-102.817,0.546,77.113,38.896
11,1.3812,99.549,61.673,-100.0,0.664,76.9,38.999,99.772,61.36,-102.793,0.504,76.796,38.897
12,1.4444,99.549,61.673,-100.0,0.664,76.9,38.999,99.758,61.603,-102.779,0.499,76.684,38.899
13,1.5053,99.549,61.673,-100.0,0.664,76.9,38.999,99.747,61.222,-102.745,0.458,76.291,38.9
14,1.5625,99.549,61.673,-100.0,0.664,76.9,38.999,99.761,61.605,-102.701,0.44,76.045,38.902
15,1.6116,99.549,61.538,-100.0,0.664,76.73,38.95,99.728,61.283,-102.579,0.377,75.385,38.903
16,1.6633,99.549,61.538,-100.0,0.664,76.73,38.95,99.714,61.336,-102.48,0.333,74.918,38.903
17,1.7129,99.549,61.538,-100.0,0.664,76.561,38.95,99.697,61.531,-102.34,0.318,74.567,38.904
18,1.7644,99.549,61.538,-100.0,0.664,75.966,38.95,99.687,61.361,-102.187,0.255,73.938,38.905
19,1.8148,99.549,61.538,-100.0,0.664,75.541,38.901,99.67,61.582,-102.164,0.22,73.627,38.905
20,1.8665,99.549,61.538,-100.0,0.664,75.117,38.901,99.687,61.536,-101.771,0.1,72.609,38.906
21,1.9165,99.549,61.538,-100.0,0.664,74.607,38.901,99.652,61.615,-101.729,0.075,72.268,38.907
22,1.9659,99.549,61.538,-100.0,0.664,74.098,38.901,99.626,61.401,-101.49,0.006,71.544,38.908
23,2.0117,99.549,61.538,-100.0,0.664,73.333,38.901,99.561,61.177,-101.215,-0.123,70.46,38.91
24,2.0596,99.549,61.538,-100.0,0.664,72.909,38.901,99.552,61.317,-100.994,-0.169,69.683,38.91
25,2.1032,99.549,61.538,-100.0,0.442,72.144,38.901,99.524,61.295,-100.733,-0.249,68.812,38.911
26,2.1475,99.549,61.538,-100.0,0.221,71.38,38.901,99.472,61.118,-100.6,-0.325,67.983,38.912
27,2.1944,99.549,61.538,-100.0,0.295,70.531,38.901,99.434,61.204,-100.31,-0.401,66.984,38.913
28,2.2385,99.549,61.538,-100.0,0.074,69.682,38.901,99.392,61.083,-99.925,-0.523,65.71,38.915
29,2.283,99.549,61.538,-100.0,-0.074,68.832,38.901,99.323,60.999,-99.46,-0.63,64.464,38.916
30,2.3331,99.549,61.538,-100.0,0.0,67.898,38.901,99.304,60.892,-99.05,-0.767,62.94,38.918
31,2.3763,99.549,61.538,-99.917,0.0,66.624,38.901,99.234,61.21,-98.765,-0.838,61.873,38.919
32,2.4186,99.549,61.538,-99.917,0.0,65.605,38.901,99.198,61.159,-98.192,-0.995,60.405,38.92
33,2.4638,99.549,61.404,-99.667,-0.074,64.246,38.901,99.186,61.031,-97.503,-1.119,58.453,38.922
