elapsed_s,timestamp,bus,motor,position,temp_c,current,load,target,baseline
0.0,2026-08-03T20:27:41.214337+00:00,arms,left_shoulder_pan,1859,36,0,20,1857,1859
0.0,2026-08-03T20:27:41.214337+00:00,arms,left_shoulder_lift,2405,36,3,76,2389,2405
0.0,2026-08-03T20:27:41.214337+00:00,arms,left_elbow_flex,1647,37,3,84,1629,1647
0.0,2026-08-03T20:27:41.214337+00:00,arms,left_wrist_flex,2169,35,0,0,2169,2169
0.0,2026-08-03T20:27:41.214337+00:00,arms,left_wrist_roll,1987,34,0,1044,1989,1987
0.0,2026-08-03T20:27:41.214337+00:00,arms,left_gripper,2014,37,0,0,2014,2014
0.0,2026-08-03T20:27:41.214337+00:00,arms,right_shoulder_pan,1978,36,1,22,1974,1978
0.0,2026-08-03T20:27:41.214337+00:00,arms,right_shoulder_lift,2084,37,4,84,2049,2084
0.0,2026-08-03T20:27:41.214337+00:00,arms,right_elbow_flex,2120,38,3,60,2097,2120
0.0,2026-08-03T20:27:41.214337+00:00,arms,right_wrist_flex,1994,35,1,50,1976,1994
0.0,2026-08-03T20:27:41.214337+00:00,arms,right_wrist_roll,2109,34,1,1048,2114,2109
0.0,2026-08-03T20:27:41.214337+00:00,arms,right_gripper,2076,38,0,0,2076,2076
0.0,2026-08-03T20:27:41.214337+00:00,head,head_motor_1,2158,31,0,0,,
0.0,2026-08-03T20:27:41.214337+00:00,head,head_motor_2,1944,32,0,0,,
0.0,2026-08-03T20:27:41.214337+00:00,head,base_left_wheel,3463,32,0,0,,
0.0,2026-08-03T20:27:41.214337+00:00,head,base_back_wheel,3494,34,0,0,,
0.0,2026-08-03T20:27:41.214337+00:00,head,base_right_wheel,2180,31,0,0,,
1.0,2026-08-03T20:27:42.215424+00:00,arms,left_shoulder_pan,1859,36,1,20,1857,1859
1.0,2026-08-03T20:27:42.215424+00:00,arms,left_shoulder_lift,2405,36,3,76,2389,2405
1.0,2026-08-03T20:27:42.215424+00:00,arms,left_elbow_flex,1647,37,4,84,1629,1647
1.0,2026-08-03T20:27:42.215424+00:00,arms,left_wrist_flex,2169,35,0,0,2169,2169
1.0,2026-08-03T20:27:42.215424+00:00,arms,left_wrist_roll,1987,34,0,1044,1989,1987
1.0,2026-08-03T20:27:42.215424+00:00,arms,left_gripper,2014,37,0,0,2014,2014
1.0,2026-08-03T20:27:42.215424+00:00,arms,right_shoulder_pan,1978,36,1,22,1974,1978
1.0,2026-08-03T20:27:42.215424+00:00,arms,right_shoulder_lift,2084,37,4,84,2049,2084
1.0,2026-08-03T20:27:42.215424+00:00,arms,right_elbow_flex,2120,38,3,60,2097,2120
1.0,2026-08-03T20:27:42.215424+00:00,arms,right_wrist_flex,1994,35,1,50,1976,1994
1.0,2026-08-03T20:27:42.215424+00:00,arms,right_wrist_roll,2109,34,1,1048,2114,2109
1.0,2026-08-03T20:27:42.215424+00:00,arms,right_gripper,2076,38,0,0,2076,2076
1.0,2026-08-03T20:27:42.215424+00:00,head,head_motor_1,2158,32,0,0,,
1.0,2026-08-03T20:27:42.215424+00:00,head,head_motor_2,1944,32,0,0,,
1.0,2026-08-03T20:27:42.215424+00:00,head,base_left_wheel,3463,32,0,0,,
1.0,2026-08-03T20:27:42.215424+00:00,head,base_back_wheel,3494,34,0,0,,
1.0,2026-08-03T20:27:42.215424+00:00,head,base_right_wheel,2180,31,0,0,,
2.0,2026-08-03T20:27:43.216842+00:00,arms,left_shoulder_pan,1859,36,0,20,1857,1859
2.0,2026-08-03T20:27:43.216842+00:00,arms,left_shoulder_lift,2405,36,3,76,2389,2405
2.0,2026-08-03T20:27:43.216842+00:00,arms,left_elbow_flex,1647,37,3,84,1629,1647
2.0,2026-08-03T20:27:43.216842+00:00,arms,left_wrist_flex,2169,35,0,0,2169,2169
2.0,2026-08-03T20:27:43.216842+00:00,arms,left_wrist_roll,1987,34,1,1044,1989,1987
2.0,2026-08-03T20:27:43.216842+00:00,arms,left_gripper,2014,37,0,0,2014,2014
2.0,2026-08-03T20:27:43.216842+00:00,arms,right_shoulder_pan,1978,36,0,22,1974,1978
2.0,2026-08-03T20:27:43.216842+00:00,arms,right_shoulder_lift,2084,37,4,84,2049,2084
2.0,2026-08-03T20:27:43.216842+00:00,arms,right_elbow_flex,2120,38,3,60,2097,2120
2.0,2026-08-03T20:27:43.216842+00:00,arms,right_wrist_flex,1994,35,2,50,1976,1994
2.0,2026-08-03T20:27:43.216842+00:00,arms,right_wrist_roll,2109,34,0,1048,2114,2109
2.0,2026-08-03T20:27:43.216842+00:00,arms,right_gripper,2076,38,0,0,2076,2076
2.0,2026-08-03T20:27:43.216842+00:00,head,head_motor_1,2158,32,0,0,,
2.0,2026-08-03T20:27:43.216842+00:00,head,head_motor_2,1944,32,0,0,,
2.0,2026-08-03T20:27:43.216842+00:00,head,base_left_wheel,3463,32,0,0,,
2.0,2026-08-03T20:27:43.216842+00:00,head,base_back_wheel,3494,34,0,0,,
2.0,2026-08-03T20:27:43.216842+00:00,head,base_right_wheel,2180,31,0,0,,
3.0,2026-08-03T20:27:44.218302+00:00,arms,left_shoulder_pan,1859,36,0,20,1857,1859
3.0,2026-08-03T20:27:44.218302+00:00,arms,left_shoulder_lift,2405,36,3,76,2389,2405
3.0,2026-08-03T20:27:44.218302+00:00,arms,left_elbow_flex,1647,37,4,84,1629,1647
3.0,2026-08-03T20:27:44.218302+00:00,arms,left_wrist_flex,2169,35,0,0,2169,2169
3.0,2026-08-03T20:27:44.218302+00:00,arms,left_wrist_roll,1987,34,1,1044,1989,1987
3.0,2026-08-03T20:27:44.218302+00:00,arms,left_gripper,2014,37,0,0,2014,2014
3.0,2026-08-03T20:27:44.218302+00:00,arms,right_shoulder_pan,1978,36,1,22,1974,1978
3.0,2026-08-03T20:27:44.218302+00:00,arms,right_shoulder_lift,2084,37,5,84,2049,2084
3.0,2026-08-03T20:27:44.218302+00:00,arms,right_elbow_flex,2120,38,3,60,2097,2120
3.0,2026-08-03T20:27:44.218302+00:00,arms,right_wrist_flex,1994,35,1,50,1976,1994
3.0,2026-08-03T20:27:44.218302+00:00,arms,right_wrist_roll,2109,34,0,1048,2114,2109
3.0,2026-08-03T20:27:44.218302+00:00,arms,right_gripper,2076,38,0,0,2076,2076
3.0,2026-08-03T20:27:44.218302+00:00,head,head_motor_1,2158,32,0,0,,
3.0,2026-08-03T20:27:44.218302+00:00,head,head_motor_2,1944,32,0,0,,
