timestamp,kind,value
2026-08-03T20:27:45.842112+00:00,bat,79
2026-08-03T20:38:24.191804+00:00,bat,78
2026-08-03T20:42:48.679148+00:00,bat,77
2026-08-03T20:48:16.226060+00:00,bat,77
2026-08-03T20:53:46.158654+00:00,bat,76
2026-08-03T20:56:52.718413+00:00,bat,76
