elapsed_s,timestamp,motor,commanded,position,error,temp_c,current,load
0.102,2026-08-05T21:21:00.962277+00:00,right_wrist_flex,1976,1986,10,34,1,34
0.102,2026-08-05T21:21:00.962277+00:00,right_wrist_roll,2114,2109,-5,32,0,1048
0.102,2026-08-05T21:21:00.962277+00:00,right_gripper,2384,2403,19,36,2,52
0.152,2026-08-05T21:21:01.012930+00:00,left_shoulder_pan,1857,1851,-6,35,1,1060
0.152,2026-08-05T21:21:01.012930+00:00,left_shoulder_lift,2389,2404,15,34,3,72
0.152,2026-08-05T21:21:01.012930+00:00,left_elbow_flex,1629,1641,12,34,2,60
0.152,2026-08-05T21:21:01.012930+00:00,left_wrist_flex,2169,2174,5,34,1,32
0.152,2026-08-05T21:21:01.012930+00:00,left_wrist_roll,1989,1988,-1,32,0,0
0.152,2026-08-05T21:21:01.012930+00:00,left_gripper,2014,2014,0,35,0,0
0.152,2026-08-05T21:21:01.012930+00:00,right_shoulder_pan,2012,1970,-42,35,2,1100
0.152,2026-08-05T21:21:01.012930+00:00,right_shoulder_lift,2049,2096,47,35,7,104
0.152,2026-08-05T21:21:01.012930+00:00,right_elbow_flex,2244,2148,-96,36,0,1054
0.152,2026-08-05T21:21:01.012930+00:00,right_wrist_flex,1976,1985,9,34,1,32
0.152,2026-08-05T21:21:01.012930+00:00,right_wrist_roll,2114,2109,-5,32,0,1048
0.152,2026-08-05T21:21:01.012930+00:00,right_gripper,2384,2403,19,36,2,52
0.202,2026-08-05T21:21:01.062408+00:00,left_shoulder_pan,1857,1851,-6,35,0,1060
0.202,2026-08-05T21:21:01.062408+00:00,left_shoulder_lift,2389,2404,15,34,3,72
0.202,2026-08-05T21:21:01.062408+00:00,left_elbow_flex,1629,1641,12,34,2,60
0.202,2026-08-05T21:21:01.062408+00:00,left_wrist_flex,2169,2174,5,34,0,32
0.202,2026-08-05T21:21:01.062408+00:00,left_wrist_roll,1989,1988,-1,32,0,0
0.202,2026-08-05T21:21:01.062408+00:00,left_gripper,2014,2014,0,35,0,0
0.202,2026-08-05T21:21:01.062408+00:00,right_shoulder_pan,2024,1975,-49,35,3,1118
0.202,2026-08-05T21:21:01.062408+00:00,right_shoulder_lift,2049,2096,47,35,7,108
0.202,2026-08-05T21:21:01.062408+00:00,right_elbow_flex,2242,2172,-70,36,0,1088
0.202,2026-08-05T21:21:01.062408+00:00,right_wrist_flex,1976,1985,9,34,1,32
0.202,2026-08-05T21:21:01.062408+00:00,right_wrist_roll,2114,2109,-5,32,0,1048
0.202,2026-08-05T21:21:01.062408+00:00,right_gripper,2384,2403,19,36,2,52
0.252,2026-08-05T21:21:01.112481+00:00,left_shoulder_pan,1857,1851,-6,35,1,1060
0.252,2026-08-05T21:21:01.112481+00:00,left_shoulder_lift,2389,2404,15,34,3,72
0.252,2026-08-05T21:21:01.112481+00:00,left_elbow_flex,1629,1641,12,34,2,60
0.252,2026-08-05T21:21:01.112481+00:00,left_wrist_flex,2169,2174,5,34,1,32
0.252,2026-08-05T21:21:01.112481+00:00,left_wrist_roll,1989,1988,-1,32,0,0
0.252,2026-08-05T21:21:01.112481+00:00,left_gripper,2014,2014,0,35,0,0
0.252,2026-08-05T21:21:01.112481+00:00,right_shoulder_pan,2036,1982,-54,35,3,1116
0.252,2026-08-05T21:21:01.112481+00:00,right_shoulder_lift,2049,2096,47,35,7,108
0.252,2026-08-05T21:21:01.112481+00:00,right_elbow_flex,2240,2201,-39,36,0,1064
0.252,2026-08-05T21:21:01.112481+00:00,right_wrist_flex,1976,1985,9,33,0,32
0.252,2026-08-05T21:21:01.112481+00:00,right_wrist_roll,2114,2109,-5,33,0,1048
0.252,2026-08-05T21:21:01.112481+00:00,right_gripper,2384,2403,19,36,1,52
0.302,2026-08-05T21:21:01.162787+00:00,left_shoulder_pan,1857,1851,-6,35,1,1060
0.302,2026-08-05T21:21:01.162787+00:00,left_shoulder_lift,2389,2404,15,34,3,72
0.302,2026-08-05T21:21:01.162787+00:00,left_elbow_flex,1629,1641,12,35,2,60
0.302,2026-08-05T21:21:01.162787+00:00,left_wrist_flex,2169,2174,5,34,0,32
0.302,2026-08-05T21:21:01.162787+00:00,left_wrist_roll,1989,1988,-1,32,0,0
0.302,2026-08-05T21:21:01.162787+00:00,left_gripper,2014,2014,0,35,0,0
0.302,2026-08-05T21:21:01.162787+00:00,right_shoulder_pan,2048,1992,-56,35,2,1120
0.302,2026-08-05T21:21:01.162787+00:00,right_shoulder_lift,2049,2098,49,35,8,116
0.302,2026-08-05T21:21:01.162787+00:00,right_elbow_flex,2236,2229,-7,36,1,22
0.302,2026-08-05T21:21:01.162787+00:00,right_wrist_flex,1976,1986,10,34,1,38
0.302,2026-08-05T21:21:01.162787+00:00,right_wrist_roll,2114,2109,-5,32,1,1048
0.302,2026-08-05T21:21:01.162787+00:00,right_gripper,2384,2403,19,36,1,52
0.352,2026-08-05T21:21:01.212566+00:00,left_shoulder_pan,1857,1851,-6,35,1,1060
0.352,2026-08-05T21:21:01.212566+00:00,left_shoulder_lift,2389,2404,15,34,3,72
0.352,2026-08-05T21:21:01.212566+00:00,left_elbow_flex,1629,1641,12,34,2,60
0.352,2026-08-05T21:21:01.212566+00:00,left_wrist_flex,2169,2174,5,34,1,32
0.352,2026-08-05T21:21:01.212566+00:00,left_wrist_roll,1989,1988,-1,32,0,0
0.352,2026-08-05T21:21:01.212566+00:00,left_gripper,2014,2014,0,35,0,0
0.352,2026-08-05T21:21:01.212566+00:00,right_shoulder_pan,2060,2004,-56,35,2,1120
0.352,2026-08-05T21:21:01.212566+00:00,right_shoulder_lift,2049,2100,51,35,7,116
0.352,2026-08-05T21:21:01.212566+00:00,right_elbow_flex,2233,2249,16,36,4,46
0.352,2026-08-05T21:21:01.212566+00:00,right_wrist_flex,1976,1986,10,34,1,34
0.352,2026-08-05T21:21:01.212566+00:00,right_wrist_roll,2114,2109,-5,32,0,1048
0.352,2026-08-05T21:21:01.212566+00:00,right_gripper,2384,2403,19,36,1,52
0.402,2026-08-05T21:21:01.262720+00:00,left_shoulder_pan,1857,1852,-5,35,0,1051
0.402,2026-08-05T21:21:01.262720+00:00,left_shoulder_lift,2389,2404,15,34,3,72
0.402,2026-08-05T21:21:01.262720+00:00,left_elbow_flex,1629,1641,12,34,2,60
0.402,2026-08-05T21:21:01.262720+00:00,left_wrist_flex,2169,2174,5,34,0,32
0.402,2026-08-05T21:21:01.262720+00:00,left_wrist_roll,1989,1988,-1,32,0,0
0.402,2026-08-05T21:21:01.262720+00:00,left_gripper,2014,2014,0,35,0,0
0.402,2026-08-05T21:21:01.262720+00:00,right_shoulder_pan,2071,2017,-54,35,1,1120
0.402,2026-08-05T21:21:01.262720+00:00,right_shoulder_lift,2049,2103,54,35,8,126
0.402,2026-08-05T21:21:01.262720+00:00,right_elbow_flex,2228,2262,34,36,7,88
0.402,2026-08-05T21:21:01.262720+00:00,right_wrist_flex,1976,1986,10,34,0,34
0.402,2026-08-05T21:21:01.262720+00:00,right_wrist_roll,2114,2109,-5,33,1,1048
0.402,2026-08-05T21:21:01.262720+00:00,right_gripper,2384,2403,19,36,2,52
0.453,2026-08-05T21:21:01.312875+00:00,left_shoulder_pan,1857,1852,-5,35,1,1056
0.453,2026-08-05T21:21:01.312875+00:00,left_shoulder_lift,2389,2404,15,34,3,72
0.453,2026-08-05T21:21:01.312875+00:00,left_elbow_flex,1629,1641,12,34,2,60
0.453,2026-08-05T21:21:01.312875+00:00,left_wrist_flex,2169,2174,5,34,0,32
0.453,2026-08-05T21:21:01.312875+00:00,left_wrist_roll,1989,1988,-1,32,0,0
0.453,2026-08-05T21:21:01.312875+00:00,left_gripper,2014,2014,0,35,0,0
0.453,2026-08-05T21:21:01.312875+00:00,right_shoulder_pan,2082,2031,-51,35,1,1110
0.453,2026-08-05T21:21:01.312875+00:00,right_shoulder_lift,2049,2106,57,35,7,128
0.453,2026-08-05T21:21:01.312875+00:00,right_elbow_flex,2223,2264,41,36,5,98
0.453,2026-08-05T21:21:01.312875+00:00,right_wrist_flex,1976,1986,10,34,1,34
0.453,2026-08-05T21:21:01.312875+00:00,right_wrist_roll,2114,2109,-5,32,0,1048
0.453,2026-08-05T21:21:01.312875+00:00,right_gripper,2384,2403,19,36,1,52
0.503,2026-08-05T21:21:01.362858+00:00,left_shoulder_pan,1857,1852,-5,35,1,1056
0.503,2026-08-05T21:21:01.362858+00:00,left_shoulder_lift,2389,2404,15,34,3,72
0.503,2026-08-05T21:21:01.362858+00:00,left_elbow_flex,1629,1641,12,34,2,60
0.503,2026-08-05T21:21:01.362858+00:00,left_wrist_flex,2169,2174,5,34,1,32
0.503,2026-08-05T21:21:01.362858+00:00,left_wrist_roll,1989,1988,-1,32,0,0
0.503,2026-08-05T21:21:01.362858+00:00,left_gripper,2014,2014,0,35,0,0
0.503,2026-08-05T21:21:01.362858+00:00,right_shoulder_pan,2092,2044,-48,46,1,1106
0.503,2026-08-05T21:21:01.362858+00:00,right_shoulder_lift,2049,2106,57,35,8,128
0.503,2026-08-05T21:21:01.362858+00:00,right_elbow_flex,2218,2264,46,36,7,110
0.503,2026-08-05T21:21:01.362858+00:00,right_wrist_flex,1976,1986,10,34,1,34
0.503,2026-08-05T21:21:01.362858+00:00,right_wrist_roll,2114,2109,-5,32,0,1048
0.503,2026-08-05T21:21:01.362858+00:00,right_gripper,2384,2403,19,36,2,52
0.553,2026-08-05T21:21:01.412869+00:00,left_shoulder_pan,1857,1852,-5,35,1,1056
0.553,2026-08-05T21:21:01.412869+00:00,left_shoulder_lift,2389,2404,15,34,4,72
0.553,2026-08-05T21:21:01.412869+00:00,left_elbow_flex,1629,1641,12,33,2,60
0.553,2026-08-05T21:21:01.412869+00:00,left_wrist_flex,2169,2174,5,34,0,32
0.553,2026-08-05T21:21:01.412869+00:00,left_wrist_roll,1989,1988,-1,33,0,0
0.553,2026-08-05T21:21:01.412869+00:00,left_gripper,2014,2014,0,35,0,0
0.553,2026-08-05T21:21:01.412869+00:00,right_shoulder_pan,2102,2055,-47,35,1,1100
0.553,2026-08-05T21:21:01.412869+00:00,right_shoulder_lift,2049,2106,57,35,6,128
0.553,2026-08-05T21:21:01.412869+00:00,right_elbow_flex,2212,2264,52,36,6,112
0.553,2026-08-05T21:21:01.412869+00:00,right_wrist_flex,1976,1986,10,34,1,34
0.553,2026-08-05T21:21:01.412869+00:00,right_wrist_roll,2114,2109,-5,32,1,1048
0.553,2026-08-05T21:21:01.412869+00:00,right_gripper,2384,2403,19,36,2,52
0.603,2026-08-05T21:21:01.462979+00:00,left_shoulder_pan,1857,1851,-6,35,1,1060
0.603,2026-08-05T21:21:01.462979+00:00,left_shoulder_lift,2389,2404,15,34,2,72
0.603,2026-08-05T21:21:01.462979+00:00,left_elbow_flex,1629,1641,12,34,2,60
0.603,2026-08-05T21:21:01.462979+00:00,left_wrist_flex,2169,2174,5,34,1,32
0.603,2026-08-05T21:21:01.462979+00:00,left_wrist_roll,1989,1988,-1,32,0,0
0.603,2026-08-05T21:21:01.462979+00:00,left_gripper,2014,2014,0,35,0,0
0.603,2026-08-05T21:21:01.462979+00:00,right_shoulder_pan,2111,2067,-44,35,2,1102
0.603,2026-08-05T21:21:01.462979+00:00,right_shoulder_lift,2049,2106,57,35,7,128
0.603,2026-08-05T21:21:01.462979+00:00,right_elbow_flex,2206,2264,58,36,10,130
0.603,2026-08-05T21:21:01.462979+00:00,right_wrist_flex,1976,1986,10,34,1,34
0.603,2026-08-05T21:21:01.462979+00:00,right_wrist_roll,2114,2109,-5,32,0,1048
0.603,2026-08-05T21:21:01.462979+00:00,right_gripper,2384,2403,19,36,2,52
0.653,2026-08-05T21:21:01.513119+00:00,left_shoulder_pan,1857,1851,-6,35,2,1060
0.653,2026-08-05T21:21:01.513119+00:00,left_shoulder_lift,2389,2404,15,34,4,72
0.653,2026-08-05T21:21:01.513119+00:00,left_elbow_flex,1629,1641,12,34,2,60
0.653,2026-08-05T21:21:01.513119+00:00,left_wrist_flex,2169,2174,5,34,0,32
0.653,2026-08-05T21:21:01.513119+00:00,left_wrist_roll,1989,1988,-1,32,0,0
0.653,2026-08-05T21:21:01.513119+00:00,left_gripper,2014,2014,0,35,0,0
0.653,2026-08-05T21:21:01.513119+00:00,right_shoulder_pan,2120,2077,-43,40,1,1100
0.653,2026-08-05T21:21:01.513119+00:00,right_shoulder_lift,2049,2106,57,35,9,128
0.653,2026-08-05T21:21:01.513119+00:00,right_elbow_flex,2199,2264,65,36,10,140
0.653,2026-08-05T21:21:01.513119+00:00,right_wrist_flex,1976,1986,10,34,0,34
0.653,2026-08-05T21:21:01.513119+00:00,right_wrist_roll,2114,2109,-5,32,0,1048
0.653,2026-08-05T21:21:01.513119+00:00,right_gripper,2384,2403,19,36,1,52
0.703,2026-08-05T21:21:01.563288+00:00,left_shoulder_pan,1857,1851,-6,35,1,1060
0.703,2026-08-05T21:21:01.563288+00:00,left_shoulder_lift,2389,2404,15,34,3,72
0.703,2026-08-05T21:21:01.563288+00:00,left_elbow_flex,1629,1641,12,34,2,60
0.703,2026-08-05T21:21:01.563288+00:00,left_wrist_flex,2169,2174,5,34,1,32
0.703,2026-08-05T21:21:01.563288+00:00,left_wrist_roll,1989,1988,-1,31,0,0
0.703,2026-08-05T21:21:01.563288+00:00,left_gripper,2014,2014,0,36,0,0
0.703,2026-08-05T21:21:01.563288+00:00,right_shoulder_pan,2129,2087,-42,35,1,1090
0.703,2026-08-05T21:21:01.563288+00:00,right_shoulder_lift,2049,2106,57,35,7,128
0.703,2026-08-05T21:21:01.563288+00:00,right_elbow_flex,2192,2264,72,36,12,160
0.703,2026-08-05T21:21:01.563288+00:00,right_wrist_flex,1976,1986,10,34,0,34
0.703,2026-08-05T21:21:01.563288+00:00,right_wrist_roll,2114,2109,-5,32,1,1048
0.703,2026-08-05T21:21:01.563288+00:00,right_gripper,2384,2403,19,36,2,52
0.753,2026-08-05T21:21:01.613254+00:00,left_shoulder_pan,1857,1851,-6,35,1,1060
0.753,2026-08-05T21:21:01.613254+00:00,left_shoulder_lift,2389,2404,15,34,3,72
0.753,2026-08-05T21:21:01.613254+00:00,left_elbow_flex,1629,1641,12,34,2,60
0.753,2026-08-05T21:21:01.613254+00:00,left_wrist_flex,2169,2174,5,34,1,32
0.753,2026-08-05T21:21:01.613254+00:00,left_wrist_roll,1989,1988,-1,32,0,0
0.753,2026-08-05T21:21:01.613254+00:00,left_gripper,2014,2014,0,35,0,0
0.753,2026-08-05T21:21:01.613254+00:00,right_shoulder_pan,2136,2097,-39,35,1,1100
0.753,2026-08-05T21:21:01.613254+00:00,right_shoulder_lift,2049,2106,57,35,10,128
0.753,2026-08-05T21:21:01.613254+00:00,right_elbow_flex,2185,2264,79,36,14,170
0.753,2026-08-05T21:21:01.613254+00:00,right_wrist_flex,1976,1986,10,34,0,34
0.753,2026-08-05T21:21:01.613254+00:00,right_wrist_roll,2114,2109,-5,32,1,1048
0.753,2026-08-05T21:21:01.613254+00:00,right_gripper,2384,2403,19,36,2,52
0.803,2026-08-05T21:21:01.663281+00:00,left_shoulder_pan,1857,1851,-6,35,1,1060
0.803,2026-08-05T21:21:01.663281+00:00,left_shoulder_lift,2389,2404,15,34,3,72
0.803,2026-08-05T21:21:01.663281+00:00,left_elbow_flex,1629,1641,12,34,3,60
0.803,2026-08-05T21:21:01.663281+00:00,left_wrist_flex,2169,2174,5,34,0,32
0.803,2026-08-05T21:21:01.663281+00:00,left_wrist_roll,1989,1988,-1,32,0,0
0.803,2026-08-05T21:21:01.663281+00:00,left_gripper,2014,2014,0,35,0,0
0.803,2026-08-05T21:21:01.663281+00:00,right_shoulder_pan,2143,2106,-37,35,1,1086
0.803,2026-08-05T21:21:01.663281+00:00,right_shoulder_lift,2049,2106,57,35,8,128
0.803,2026-08-05T21:21:01.663281+00:00,right_elbow_flex,2177,2264,87,36,21,188
0.803,2026-08-05T21:21:01.663281+00:00,right_wrist_flex,1976,1986,10,34,1,34
0.803,2026-08-05T21:21:01.663281+00:00,right_wrist_roll,2114,2109,-5,32,0,1048
0.803,2026-08-05T21:21:01.663281+00:00,right_gripper,2384,2403,19,36,2,52
0.853,2026-08-05T21:21:01.713346+00:00,left_shoulder_pan,1857,1851,-6,35,1,1060
0.853,2026-08-05T21:21:01.713346+00:00,left_shoulder_lift,2389,2404,15,34,3,72
0.853,2026-08-05T21:21:01.713346+00:00,left_elbow_flex,1629,1641,12,34,2,60
0.853,2026-08-05T21:21:01.713346+00:00,left_wrist_flex,2169,2174,5,34,1,32
0.853,2026-08-05T21:21:01.713346+00:00,left_wrist_roll,1989,1988,-1,32,0,0
0.853,2026-08-05T21:21:01.713346+00:00,left_gripper,2014,2014,0,35,0,0
0.853,2026-08-05T21:21:01.713346+00:00,right_shoulder_pan,2150,2115,-35,35,1,1090
0.853,2026-08-05T21:21:01.713346+00:00,right_shoulder_lift,2049,2106,57,35,8,128
0.853,2026-08-05T21:21:01.713346+00:00,right_elbow_flex,2169,2264,95,36,20,200
0.853,2026-08-05T21:21:01.713346+00:00,right_wrist_flex,1976,1986,10,34,1,34
0.853,2026-08-05T21:21:01.713346+00:00,right_wrist_roll,2114,2109,-5,32,1,1048
0.853,2026-08-05T21:21:01.713346+00:00,right_gripper,2384,2403,19,36,2,52
0.903,2026-08-05T21:21:01.763427+00:00,left_shoulder_pan,1857,1851,-6,35,1,1060
0.903,2026-08-05T21:21:01.763427+00:00,left_shoulder_lift,2389,2404,15,34,3,72
0.903,2026-08-05T21:21:01.763427+00:00,left_elbow_flex,1629,1641,12,34,2,60
0.903,2026-08-05T21:21:01.763427+00:00,left_wrist_flex,2169,2174,5,34,1,32
0.903,2026-08-05T21:21:01.763427+00:00,left_wrist_roll,1989,1988,-1,32,0,0
0.903,2026-08-05T21:21:01.763427+00:00,left_gripper,2014,2014,0,35,0,0
0.903,2026-08-05T21:21:01.763427+00:00,right_shoulder_pan,2155,2123,-32,35,1,1084
0.903,2026-08-05T21:21:01.763427+00:00,right_shoulder_lift,2049,2106,57,35,7,128
0.903,2026-08-05T21:21:01.763427+00:00,right_elbow_flex,2160,2264,104,36,28,220
0.903,2026-08-05T21:21:01.763427+00:00,right_wrist_flex,1976,1986,10,34,1,34
0.903,2026-08-05T21:21:01.763427+00:00,right_wrist_roll,2114,2109,-5,32,0,1048
0.903,2026-08-05T21:21:01.763427+00:00,right_gripper,2384,2403,19,36,1,52
0.953,2026-08-05T21:21:01.813492+00:00,left_shoulder_pan,1857,1851,-6,35,1,1060
0.953,2026-08-05T21:21:01.813492+00:00,left_shoulder_lift,2389,2404,15,34,3,72
0.953,2026-08-05T21:21:01.813492+00:00,left_elbow_flex,1629,1641,12,34,2,60
0.953,2026-08-05T21:21:01.813492+00:00,left_wrist_flex,2169,2174,5,34,0,32
0.953,2026-08-05T21:21:01.813492+00:00,left_wrist_roll,1989,1988,-1,32,0,0
0.953,2026-08-05T21:21:01.813492+00:00,left_gripper,2014,2014,0,35,0,0
0.953,2026-08-05T21:21:01.813492+00:00,right_shoulder_pan,2160,2131,-29,35,1,1080
0.953,2026-08-05T21:21:01.813492+00:00,right_shoulder_lift,2049,2106,57,35,9,128
0.953,2026-08-05T21:21:01.813492+00:00,right_elbow_flex,2152,2264,112,36,28,232
0.953,2026-08-05T21:21:01.813492+00:00,right_wrist_flex,1976,1986,10,34,0,34
0.953,2026-08-05T21:21:01.813492+00:00,right_wrist_roll,2114,2109,-5,32,0,1048
0.953,2026-08-05T21:21:01.813492+00:00,right_gripper,2384,2403,19,36,2,52
1.003,2026-08-05T21:21:01.863554+00:00,left_shoulder_pan,1857,1851,-6,35,1,1060
1.003,2026-08-05T21:21:01.863554+00:00,left_shoulder_lift,2389,2404,15,34,3,72
1.003,2026-08-05T21:21:01.863554+00:00,left_elbow_flex,1629,1641,12,34,2,60
1.003,2026-08-05T21:21:01.863554+00:00,left_wrist_flex,2169,2174,5,34,1,32
1.003,2026-08-05T21:21:01.863554+00:00,left_wrist_roll,1989,1988,-1,32,0,0
1.003,2026-08-05T21:21:01.863554+00:00,left_gripper,2014,2014,0,35,0,0
1.003,2026-08-05T21:21:01.863554+00:00,right_shoulder_pan,2164,2138,-26,35,0,1080
1.003,2026-08-05T21:21:01.863554+00:00,right_shoulder_lift,2049,2106,57,35,9,128
1.003,2026-08-05T21:21:01.863554+00:00,right_elbow_flex,2143,2264,121,36,36,254
1.003,2026-08-05T21:21:01.863554+00:00,right_wrist_flex,1976,1986,10,34,1,34
1.003,2026-08-05T21:21:01.863554+00:00,right_wrist_roll,2114,2109,-5,32,0,1048
1.003,2026-08-05T21:21:01.863554+00:00,right_gripper,2384,2403,19,36,1,52
1.053,2026-08-05T21:21:01.913597+00:00,left_shoulder_pan,1857,1851,-6,35,1,1060
1.053,2026-08-05T21:21:01.913597+00:00,left_shoulder_lift,2389,2404,15,34,4,72
1.053,2026-08-05T21:21:01.913597+00:00,left_elbow_flex,1629,1641,12,34,2,60
1.053,2026-08-05T21:21:01.913597+00:00,left_wrist_flex,2169,2174,5,34,0,32
1.053,2026-08-05T21:21:01.913597+00:00,left_wrist_roll,1989,1988,-1,32,0,0
1.053,2026-08-05T21:21:01.913597+00:00,left_gripper,2014,2014,0,35,0,0
1.053,2026-08-05T21:21:01.913597+00:00,right_shoulder_pan,2168,2144,-24,35,0,1068
1.053,2026-08-05T21:21:01.913597+00:00,right_shoulder_lift,2049,2106,57,35,9,128
1.053,2026-08-05T21:21:01.913597+00:00,right_elbow_flex,2134,2264,130,36,45,272
1.053,2026-08-05T21:21:01.913597+00:00,right_wrist_flex,1976,1986,10,34,1,34
1.053,2026-08-05T21:21:01.913597+00:00,right_wrist_roll,2114,2109,-5,32,0,1048
1.053,2026-08-05T21:21:01.913597+00:00,right_gripper,2384,2403,19,36,2,52
1.104,2026-08-05T21:21:01.963677+00:00,left_shoulder_pan,1857,1851,-6,35,1,1060
1.104,2026-08-05T21:21:01.963677+00:00,left_shoulder_lift,2389,2404,15,34,3,72
1.104,2026-08-05T21:21:01.963677+00:00,left_elbow_flex,1629,1641,12,34,2,60
1.104,2026-08-05T21:21:01.963677+00:00,left_wrist_flex,2169,2174,5,34,0,32
1.104,2026-08-05T21:21:01.963677+00:00,left_wrist_roll,1989,1988,-1,32,0,0
1.104,2026-08-05T21:21:01.963677+00:00,left_gripper,2014,2014,0,35,0,0
1.104,2026-08-05T21:21:01.963677+00:00,right_shoulder_pan,2171,2150,-21,35,0,1068
1.104,2026-08-05T21:21:01.963677+00:00,right_shoulder_lift,2049,2106,57,35,10,128
1.104,2026-08-05T21:21:01.963677+00:00,right_elbow_flex,2124,2263,139,36,52,286
1.104,2026-08-05T21:21:01.963677+00:00,right_wrist_flex,1976,1986,10,34,1,34
1.104,2026-08-05T21:21:01.963677+00:00,right_wrist_roll,2114,2109,-5,32,0,1048
1.104,2026-08-05T21:21:01.963677+00:00,right_gripper,2384,2403,19,37,1,52
1.154,2026-08-05T21:21:02.013796+00:00,left_shoulder_pan,1857,1851,-6,35,1,1060
1.154,2026-08-05T21:21:02.013796+00:00,left_shoulder_lift,2389,2404,15,34,3,72
1.154,2026-08-05T21:21:02.013796+00:00,left_elbow_flex,1629,1641,12,34,3,60
1.154,2026-08-05T21:21:02.013796+00:00,left_wrist_flex,2169,2174,5,34,0,32
1.154,2026-08-05T21:21:02.013796+00:00,left_wrist_roll,1989,1988,-1,32,0,0
1.154,2026-08-05T21:21:02.013796+00:00,left_gripper,2014,2014,0,35,0,0
1.154,2026-08-05T21:21:02.013796+00:00,right_shoulder_pan,2173,2155,-18,35,0,1070
1.154,2026-08-05T21:21:02.013796+00:00,right_shoulder_lift,2049,2106,57,35,9,128
1.154,2026-08-05T21:21:02.013796+00:00,right_elbow_flex,2115,2263,148,36,54,306
1.154,2026-08-05T21:21:02.013796+00:00,right_wrist_flex,1976,1986,10,34,1,34
1.154,2026-08-05T21:21:02.013796+00:00,right_wrist_roll,2114,2109,-5,32,0,1048
1.154,2026-08-05T21:21:02.013796+00:00,right_gripper,2384,2403,19,36,2,52
1.204,2026-08-05T21:21:02.063813+00:00,left_shoulder_pan,1857,1851,-6,35,1,1060
1.204,2026-08-05T21:21:02.063813+00:00,left_shoulder_lift,2389,2404,15,34,2,72
1.204,2026-08-05T21:21:02.063813+00:00,left_elbow_flex,1629,1641,12,34,2,60
1.204,2026-08-05T21:21:02.063813+00:00,left_wrist_flex,2169,2174,5,34,0,32
1.204,2026-08-05T21:21:02.063813+00:00,left_wrist_roll,1989,1988,-1,32,0,0
