elapsed_s,timestamp,gpu_temp_c,cpu_temp_c,tj_temp_c,soc0_temp_c,gpu_util_pct,gpu_clock_mhz,gpu_max_mhz,emc_util_pct,vdd_in_mw,vdd_cpu_gpu_cv_mw,vdd_soc_mw,ram_used_mb,cpu_util_mean_pct,cpu_clock_max_mhz
1.0,2026-08-02T00:51:46.127351+00:00,50.593,49.531,50.593,50.093,0,306,1020,,5528,520,2800,1452,0.2,729
2.0,2026-08-02T00:51:47.130372+00:00,50.531,49.718,50.531,50.156,0,306,1020,,5488,520,2800,1452,0.2,729
3.0,2026-08-02T00:51:48.136190+00:00,50.531,49.75,50.718,50.156,0,306,1020,,5448,520,2760,1452,0.0,729
4.0,2026-08-02T00:51:49.141614+00:00,50.781,49.593,50.781,50.093,0,306,1020,,5488,520,2760,1452,0.2,729
5.0,2026-08-02T00:51:50.147432+00:00,50.875,49.718,50.875,50.093,0,306,1020,,5448,480,2760,1453,0.2,729
6.0,2026-08-02T00:51:51.156457+00:00,50.812,49.562,50.812,50.187,0,306,1020,,5528,560,2800,1453,1.3,729
7.1,2026-08-02T00:51:52.162182+00:00,50.593,49.593,50.593,50.156,0,306,1020,,5448,520,2760,1453,0.0,729
8.1,2026-08-02T00:51:53.167665+00:00,50.625,49.718,50.625,50,0,306,1020,,5448,520,2760,1453,0.2,729
9.1,2026-08-02T00:51:54.172959+00:00,50.562,49.937,50.562,50.093,0,306,1020,,5448,520,2760,1453,0.2,729
10.1,2026-08-02T00:51:55.179074+00:00,50.625,49.656,50.875,50.156,0,306,1020,,5448,480,2760,1453,0.2,729
11.1,2026-08-02T00:51:56.184921+00:00,50.781,49.625,50.781,50.218,0,306,1020,,5448,520,2760,1453,0.2,729
12.1,2026-08-02T00:51:57.190399+00:00,50.875,49.625,50.875,50.218,0,306,1020,,5448,520,2760,1453,0.2,729
13.1,2026-08-02T00:51:58.196123+00:00,50.937,49.75,50.937,50.031,0,306,1020,,5448,480,2760,1453,0.0,729
14.1,2026-08-02T00:51:59.202221+00:00,50.906,49.906,50.906,50.125,0,306,1020,,5448,520,2800,1453,0.2,729
15.1,2026-08-02T00:52:00.207919+00:00,50.906,49.593,50.906,50.125,0,306,1020,,5448,520,2760,1453,0.2,729
16.1,2026-08-02T00:52:01.213334+00:00,50.656,49.593,50.656,50.093,0,306,1020,,5448,520,2760,1453,0.3,729
17.1,2026-08-02T00:52:02.219186+00:00,50.625,49.562,50.625,50.187,0,306,1020,,5448,480,2760,1453,0.2,729
18.1,2026-08-02T00:52:03.224903+00:00,50.656,49.687,50.656,50.062,0,306,1020,,5448,480,2760,1453,0.0,729
19.1,2026-08-02T00:52:04.230549+00:00,50.593,49.812,50.593,50.093,0,306,1020,,5448,520,2760,1453,0.3,729
20.1,2026-08-02T00:52:05.236068+00:00,50.562,49.562,50.562,50.125,0,306,1020,,5448,520,2800,1453,0.0,729
21.1,2026-08-02T00:52:06.241802+00:00,50.718,49.656,50.718,50.156,0,306,1020,,5448,520,2760,1453,0.0,729
22.1,2026-08-02T00:52:07.247327+00:00,50.531,49.718,50.531,50.187,0,306,1020,,5448,520,2760,1453,0.2,729
23.1,2026-08-02T00:52:08.252877+00:00,50.468,49.656,50.468,50.031,0,306,1020,,5448,520,2760,1453,0.2,729
24.2,2026-08-02T00:52:09.258739+00:00,50.5,49.843,50.5,50.031,0,306,1020,,5448,480,2760,1453,0.0,729
25.2,2026-08-02T00:52:10.264284+00:00,50.5,49.562,50.5,50.156,0,306,1020,,5448,520,2760,1453,0.0,729
26.2,2026-08-02T00:52:11.270182+00:00,50.562,49.687,50.562,50.156,0,306,1020,,5448,520,2800,1453,0.0,729
27.2,2026-08-02T00:52:12.275730+00:00,50.562,49.687,50.562,50.125,0,306,1020,,5448,480,2760,1453,0.0,729
28.2,2026-08-02T00:52:13.281492+00:00,50.718,49.718,50.718,50.031,0,306,1020,,5448,520,2760,1453,0.0,729
29.2,2026-08-02T00:52:14.287816+00:00,50.718,49.812,50.718,50.062,0,306,1020,,5448,520,2760,1453,0.5,729
30.2,2026-08-02T00:52:15.293719+00:00,50.75,49.593,50.75,50.062,0,306,1020,,5448,480,2760,1453,0.0,729
