timestamp,kind,value
2026-08-02T00:52:47+00:00,ambient_c,24.4
2026-08-02T00:52:47+00:00,bat,81
2026-08-02T01:07:37+00:00,bat,80
2026-08-02T01:17:41+00:00,bat,79
2026-08-02T01:28:49+00:00,bat,78
2026-08-02T01:50:01+00:00,bat,77
