step,t_s,state.shoulder_pan,state.shoulder_lift,state.elbow_flex,state.wrist_flex,state.wrist_roll,state.gripper,close_step,close.shoulder_pan,close.shoulder_lift,close.elbow_flex,close.wrist_flex,close.wrist_roll,close.gripper,end.shoulder_pan,end.shoulder_lift,end.elbow_flex,end.wrist_flex,end.wrist_roll,end.gripper,max_lift
0,1.0801,0.074,-99.834,99.458,75.626,38.803,93.117,-1,0.398,-6.353,82.713,-48.303,38.871,61.328,0.398,-6.353,82.713,-48.303,38.871,61.328,0.32
100,4.4874,0.664,-2.995,83.476,-46.667,38.852,61.538,-1,0.789,58.139,42.005,-87.402,38.84,63.336,0.789,58.139,42.005,-87.402,38.84,63.336,58.327
200,7.9073,0.369,58.735,43.567,-86.582,38.755,63.09,44,-0.603,61.013,42.47,-92.537,38.84,48.431,-1.288,36.986,52.142,-84.508,38.919,6.5,61.833
300,11.3287,-0.885,27.953,57.381,-83.015,38.755,5.87,0,-2.476,23.131,68.197,-79.939,38.919,5.696,-3.289,-106.264,99.356,46.727,38.973,6.743,23.211
400,14.7547,-3.097,-99.584,99.458,47.006,38.852,6.545,0,-2.379,-109.357,102.041,46.828,38.965,7.402,-2.682,-99.999,99.747,33.402,38.867,12.815,-98.25
500,18.1633,-2.507,-99.418,99.549,33.503,38.852,12.821,0,-2.126,-109.728,102.261,44.607,38.966,7.406,-2.873,-99.31,99.606,32.303,38.88,12.957,-97.425
600,21.59,-2.655,-98.502,99.549,32.229,38.852,13.023,0,-2.194,-109.605,102.319,43.963,38.968,7.368,-2.877,-99.368,99.6,32.435,38.881,12.88,-97.512
700,25.0001,-2.655,-98.586,99.549,32.399,38.852,12.955,0,-2.194,-109.612,102.314,44.02,38.968,7.369,-2.875,-99.374,99.601,32.441,38.88,12.882,-97.517
