step,t_s,state.elbow_flex,state.gripper,state.shoulder_lift,state.shoulder_pan,state.wrist_flex,state.wrist_roll,cmd.elbow_flex,cmd.gripper,cmd.shoulder_lift,cmd.shoulder_pan,cmd.wrist_flex,cmd.wrist_roll
0,0.9684,99.458,93.792,-99.501,-0.369,75.626,38.852,104.731,65.544,-110.074,0.143,89.531,38.877
1,0.9845,99.458,93.792,-99.501,-0.369,75.626,38.852,104.721,65.521,-110.046,0.151,89.485,38.878
2,1.0118,99.458,93.792,-99.501,-0.369,75.626,38.852,104.76,65.574,-109.986,0.126,89.47,38.877
3,1.0471,99.458,93.59,-99.667,-0.369,76.221,38.901,104.605,65.352,-110.295,0.2,89.556,38.878
4,1.0829,99.458,91.43,-100.0,-0.369,77.58,39.048,104.679,65.498,-110.131,0.127,89.463,38.879
5,1.1128,98.916,88.327,-100.0,-0.442,79.023,39.194,104.63,65.434,-110.188,0.158,89.435,38.879
6,1.1492,98.826,85.29,-100.0,-0.442,79.448,39.243,104.543,65.237,-110.535,0.204,89.535,38.881
7,1.1808,98.826,82.051,-100.0,-0.442,79.448,39.243,104.531,65.251,-110.386,0.231,89.491,38.88
8,1.2166,98.826,78.812,-100.0,-0.369,79.448,39.243,104.358,65.009,-110.557,0.318,89.258,38.883
9,1.2502,98.826,75.574,-100.0,-0.369,79.448,39.243,104.475,65.245,-110.135,0.245,89.06,38.882
10,1.2811,98.826,72.47,-100.0,-0.369,79.448,39.243,104.07,64.575,-111.002,0.395,89.379,38.883
11,1.3144,98.826,70.175,-100.0,-0.369,79.448,39.243,104.119,64.635,-110.927,0.359,89.327,38.883
12,1.352,98.826,68.421,-100.0,-0.369,79.448,39.243,104.331,64.981,-110.376,0.311,89.146,38.883
13,1.3836,98.826,67.072,-100.0,-0.369,79.448,39.243,103.036,63.376,-110.677,0.63,88.081,38.896
14,1.4173,98.826,66.464,-100.0,-0.369,79.448,39.243,103.545,63.968,-111.036,0.523,88.928,38.889
