step,t_s,state.shoulder_pan,state.shoulder_lift,state.elbow_flex,state.wrist_flex,state.wrist_roll,state.gripper,close_step,close.shoulder_pan,close.shoulder_lift,close.elbow_flex,close.wrist_flex,close.wrist_roll,close.gripper,end.shoulder_pan,end.shoulder_lift,end.elbow_flex,end.wrist_flex,end.wrist_roll,end.gripper,max_lift
0,1.0391,-0.369,-99.501,99.458,75.626,38.852,93.117,-1,26.229,-6.263,52.4,-25.24,38.968,61.497,26.229,-6.263,52.4,-25.24,38.968,61.497,1.681
100,4.4284,25.811,-3.577,55.124,-23.057,38.852,61.943,-1,32.231,59.614,18.495,-69.335,38.9,63.802,32.231,59.614,18.495,-69.335,38.9,63.802,60.373
200,7.8473,31.268,60.899,20.0,-68.238,38.852,63.09,48,32.673,61.154,18.151,-73.084,38.925,48.693,30.138,54.176,23.975,-70.016,38.968,10.344,63.474
300,11.2703,30.457,52.413,28.849,-68.238,38.95,13.225,0,31.648,59.553,28.212,-73.353,39.054,6.962,-3.296,-102.978,103.323,19.402,39.088,6.799,59.553
400,14.6907,-3.466,-98.087,99.549,21.783,38.999,11.336,0,-4.414,-108.943,103.23,26.185,39.026,6.975,-4.085,-103.632,101.374,25.27,38.936,10.93,-102.502
500,18.1054,-3.982,-98.253,99.549,27.558,38.852,11.876,0,-4.628,-109.551,103.097,28.743,38.978,7.192,-3.975,-102.975,101.298,24.03,38.914,11.329,-101.802
600,21.5333,-4.277,-98.253,99.549,26.2,38.852,12.281,0,-4.705,-109.503,103.123,28.4,38.98,7.197,-3.99,-102.945,101.275,24.012,38.916,11.319,-101.761
700,24.9553,-4.277,-98.253,99.549,26.2,38.852,12.213,0,-4.703,-109.489,103.124,28.361,38.98,7.19,-3.996,-102.969,101.281,24.047,38.916,11.308,-101.787
