step,t_s,state.elbow_flex,state.gripper,state.shoulder_lift,state.shoulder_pan,state.wrist_flex,state.wrist_roll,cmd.elbow_flex,cmd.gripper,cmd.shoulder_lift,cmd.shoulder_pan,cmd.wrist_flex,cmd.wrist_roll
0,1.0813,99.458,93.117,-99.834,0.074,75.626,38.803,104.349,65.219,-108.387,0.148,91.458,38.864
1,1.0932,99.458,93.117,-99.834,0.074,75.626,38.803,104.334,65.177,-108.421,0.171,91.431,38.866
2,1.1274,99.458,93.117,-99.834,0.074,75.626,38.803,104.347,65.242,-108.273,0.126,91.441,38.864
3,1.1625,99.458,92.915,-99.917,0.074,76.306,38.852,104.272,64.999,-108.747,0.203,91.449,38.867
4,1.196,99.458,90.756,-100.0,0.074,77.58,38.999,104.303,65.151,-108.481,0.14,91.397,38.866
5,1.2281,98.916,87.787,-100.0,-0.074,79.023,39.194,104.268,65.096,-108.545,0.159,91.289,38.866
6,1.2613,98.826,84.615,-100.0,-0.074,79.533,39.243,104.262,64.864,-109.041,0.22,91.302,38.87
7,1.2928,98.826,81.444,-100.0,-0.074,79.533,39.243,104.209,64.863,-108.916,0.23,91.283,38.868
8,1.3258,98.826,78.273,-100.0,0.0,79.533,39.243,104.118,64.614,-109.191,0.31,90.928,38.872
9,1.3611,98.826,75.034,-100.0,0.0,79.533,39.243,104.207,64.849,-108.703,0.249,90.853,38.87
10,1.3941,98.826,71.93,-100.0,0.074,79.533,39.243,103.961,64.149,-109.846,0.385,90.721,38.873
11,1.4274,98.826,69.771,-100.0,0.0,79.533,39.243,103.981,64.106,-109.848,0.387,90.68,38.873
12,1.4595,98.826,67.881,-100.0,0.0,79.533,39.243,104.121,64.582,-109.052,0.302,90.796,38.871
13,1.5001,98.826,66.599,-100.0,0.0,79.533,39.243,103.365,63.036,-109.927,0.525,88.771,38.882
14,1.5335,98.826,66.059,-100.0,0.074,79.533,39.243,103.711,63.579,-110.092,0.495,90.019,38.878
15,1.5626,98.826,65.385,-100.0,0.074,79.533,39.243,103.675,63.444,-110.035,0.52,89.622,38.879
16,1.5942,98.826,64.44,-100.0,0.074,79.533,39.243,103.699,63.515,-109.992,0.517,89.8,38.877
17,1.6299,98.826,64.238,-100.0,0.074,79.533,39.243,103.688,63.648,-109.504,0.516,89.393,38.879
18,1.661,98.826,64.103,-100.0,0.074,79.533,39.243,103.726,63.569,-109.961,0.502,89.829,38.877
19,1.6944,98.826,64.035,-100.0,0.074,79.533,39.243,103.524,63.325,-110.111,0.491,89.504,38.882
20,1.7274,98.826,63.9,-100.0,0.074,79.533,39.243,103.406,63.148,-109.899,0.543,88.97,38.88
21,1.7608,98.826,63.765,-100.0,0.074,79.533,39.243,103.608,63.7,-109.52,0.438,89.601,38.879
22,1.794,98.826,63.563,-100.0,0.074,79.533,39.243,103.499,63.157,-110.057,0.491,89.048,38.883
23,1.8289,98.826,63.563,-100.0,0.074,79.533,39.243,103.55,63.225,-110.058,0.517,89.273,38.88
24,1.8609,98.826,63.495,-100.0,0.074,79.533,39.243,103.442,63.159,-109.975,0.529,89.033,38.881
25,1.8967,98.826,63.428,-100.0,0.074,79.533,39.243,103.283,63.048,-109.732,0.521,88.572,38.883
26,1.93,98.826,63.428,-100.0,0.074,79.533,39.243,103.545,63.306,-109.866,0.514,89.072,38.881
27,1.9608,98.826,63.428,-100.0,0.074,79.533,39.243,103.358,63.058,-109.908,0.537,88.723,38.882
28,1.9984,98.826,63.428,-100.0,0.074,79.533,39.243,103.728,63.72,-109.836,0.438,90.013,38.877
29,2.0296,98.826,63.428,-100.0,0.074,79.533,39.243,103.525,63.279,-110.111,0.513,89.407,38.879
30,2.065,98.826,63.428,-100.0,0.074,79.533,39.243,103.522,63.263,-110.103,0.517,89.26,38.88
31,2.0961,98.826,63.428,-100.0,0.074,79.533,39.243,103.377,63.132,-109.767,0.511,88.381,38.881
32,2.1291,98.826,63.428,-100.0,0.074,79.533,39.243,103.462,63.2,-110.066,0.513,89.097,38.879
33,2.1626,98.826,63.428,-100.0,0.074,79.533,39.243,103.221,63.041,-109.681,0.511,88.297,38.882
34,2.1924,98.826,63.428,-100.0,0.074,79.533,39.243,103.418,63.129,-109.998,0.53,88.683,38.88
35,2.2317,98.826,63.428,-100.0,0.074,79.533,39.243,103.32,63.069,-109.634,0.531,88.148,38.884
36,2.2666,98.826,63.428,-100.0,0.074,79.533,39.243,103.221,63.007,-109.699,0.493,88.067,38.882
37,2.3002,98.826,63.428,-100.0,0.074,79.533,39.243,103.279,63.0,-109.912,0.524,88.31,38.882
