step,t_s,state.shoulder_pan,state.shoulder_lift,state.elbow_flex,state.wrist_flex,state.wrist_roll,state.gripper,close_step,close.shoulder_pan,close.shoulder_lift,close.elbow_flex,close.wrist_flex,close.wrist_roll,close.gripper,end.shoulder_pan,end.shoulder_lift,end.elbow_flex,end.wrist_flex,end.wrist_roll,end.gripper,max_lift
0,1.1991,0.959,-99.75,99.458,75.456,38.803,93.117,-1,-12.565,-2.363,92.944,-66.933,38.864,61.369,-12.565,-2.363,92.944,-66.933,38.864,61.369,2.537
100,4.6201,-12.537,1.498,93.318,-64.756,38.755,61.606,-1,-15.666,63.194,56.325,-109.133,38.882,63.057,-15.666,63.194,56.325,-109.133,38.882,63.057,63.194
200,8.0422,-16.15,63.311,57.833,-98.896,38.755,62.821,50,-16.166,63.596,56.803,-110.758,38.93,45.328,-14.585,50.847,57.934,-103.133,39.045,10.344,63.596
300,11.4627,-15.192,47.754,59.639,-98.896,38.852,9.514,0,-15.888,58.449,57.655,-106.051,39.076,6.445,-7.276,-107.276,99.246,43.687,39.099,6.918,58.449
400,14.8869,-7.743,-99.251,99.549,45.563,38.95,7.22,0,-6.214,-108.164,101.353,47.016,39.032,7.386,-5.657,-99.535,99.871,34.656,38.838,12.24,-97.827
500,18.2939,-5.383,-98.918,99.458,35.372,38.95,12.011,0,-5.372,-108.693,101.631,45.167,39.038,7.349,-5.847,-99.156,99.725,33.788,38.849,12.267,-97.37
600,21.7157,-5.531,-98.586,99.549,34.352,38.95,12.011,0,-5.478,-108.578,101.709,44.601,39.04,7.325,-5.828,-99.248,99.718,33.964,38.849,12.201,-97.473
