step,t_s,state.elbow_flex,state.gripper,state.shoulder_lift,state.shoulder_pan,state.wrist_flex,state.wrist_roll,cmd.elbow_flex,cmd.gripper,cmd.shoulder_lift,cmd.shoulder_pan,cmd.wrist_flex,cmd.wrist_roll
0,1.0071,99.549,93.927,-99.75,-0.369,75.541,38.852,105.665,65.265,-110.094,-2.009,85.441,38.894
1,1.0183,99.549,93.927,-99.75,-0.369,75.541,38.852,105.573,65.217,-110.179,-1.981,85.419,38.894
2,1.0538,99.549,93.927,-99.75,-0.369,75.541,38.852,105.732,65.278,-110.06,-2.002,85.453,38.894
3,1.0843,99.549,93.725,-99.917,-0.369,76.476,38.852,105.422,65.032,-110.625,-1.912,86.045,38.892
4,1.1217,99.549,91.633,-100.0,-0.664,77.495,38.999,105.617,65.218,-110.216,-2.011,85.509,38.895
5,1.1604,99.097,88.596,-100.0,-1.327,78.769,39.145,105.526,65.133,-110.359,-1.966,85.671,38.894
6,1.1851,99.007,85.493,-100.0,-1.549,79.023,39.194,105.353,64.895,-110.869,-1.895,86.18,38.893
7,1.2236,98.916,82.254,-100.0,-1.475,79.023,39.194,105.301,64.889,-110.767,-1.864,86.21,38.892
8,1.2506,98.916,79.015,-100.0,-1.327,79.023,39.194,105.054,64.75,-110.801,-1.813,86.188,38.893
9,1.2967,98.916,75.843,-100.0,-1.327,79.023,39.194,105.289,65.007,-110.364,-1.885,85.574,38.895
10,1.3229,98.916,72.605,-100.0,-1.327,79.023,39.194,104.52,64.332,-111.259,-1.739,86.877,38.89
11,1.358,98.916,70.175,-100.0,-1.327,79.023,39.194,104.589,64.362,-111.247,-1.764,86.745,38.89
12,1.3893,98.916,68.354,-100.0,-1.327,79.023,39.194,104.899,64.651,-110.807,-1.807,86.238,38.892
13,1.4201,98.916,66.937,-100.0,-1.327,79.108,39.194,103.482,63.521,-111.465,-1.558,87.242,38.89
14,1.4552,98.916,66.262,-100.0,-1.327,79.108,39.194,103.91,63.848,-111.422,-1.645,87.029,38.889
15,1.4844,98.916,65.452,-100.0,-1.327,79.108,39.194,103.791,63.741,-111.385,-1.604,86.978,38.89
16,1.5231,98.916,64.845,-100.0,-1.327,79.108,39.194,103.97,63.924,-111.323,-1.662,86.933,38.89
17,1.5565,98.916,64.575,-100.0,-1.327,79.108,39.194,104.098,64.061,-111.108,-1.619,86.573,38.892
18,1.5897,98.916,64.44,-100.0,-1.327,79.108,39.194,103.832,63.772,-111.384,-1.589,87.081,38.889
19,1.6235,98.916,64.372,-100.0,-1.327,79.108,39.194,103.608,63.679,-111.418,-1.614,87.019,38.892
20,1.6563,98.916,64.305,-100.0,-1.327,79.108,39.194,103.492,63.624,-111.283,-1.547,86.969,38.89
21,1.6895,98.916,64.103,-100.0,-1.327,79.108,39.194,103.794,63.892,-111.059,-1.609,86.703,38.892
22,1.724,98.916,63.968,-100.0,-1.327,79.108,39.194,103.493,63.536,-111.388,-1.567,87.117,38.89
23,1.7548,98.916,63.968,-100.0,-1.327,79.108,39.194,103.623,63.607,-111.425,-1.584,87.082,38.89
24,1.7877,98.916,63.968,-100.0,-1.327,79.108,39.194,103.56,63.584,-111.365,-1.552,87.021,38.891
