step,t_s,state.shoulder_pan,state.shoulder_lift,state.elbow_flex,state.wrist_flex,state.wrist_roll,state.gripper,close_step,close.shoulder_pan,close.shoulder_lift,close.elbow_flex,close.wrist_flex,close.wrist_roll,close.gripper,end.shoulder_pan,end.shoulder_lift,end.elbow_flex,end.wrist_flex,end.wrist_roll,end.gripper,max_lift
0,1.0666,-0.074,-99.75,99.458,75.456,38.901,93.522,-1,2.792,9.279,74.969,-68.475,38.842,61.341,2.792,9.279,74.969,-68.475,38.842,61.341,18.692
100,4.4776,2.581,13.228,74.628,-66.369,38.852,61.471,-1,3.357,69.845,28.838,-96.43,38.813,63.285,3.357,69.845,28.838,-96.43,38.813,63.285,70.428
200,7.8973,2.876,70.799,29.661,-95.924,38.852,62.753,38,2.162,67.521,33.071,-95.822,38.86,49.505,1.207,22.191,55.444,-78.655,38.899,6.747,67.894
300,11.3048,1.475,20.133,66.772,-71.805,38.852,11.269,0,-0.218,14.324,72.957,-78.949,38.864,6.49,-1.962,-106.556,99.672,48.123,38.895,6.829,14.462
400,14.7233,-1.622,-98.087,99.639,48.96,38.803,11.269,0,-0.798,-111.822,101.593,49.292,38.865,7.97,-1.6,-96.91,100.055,27.572,38.799,14.257,-94.754
500,18.1406,-1.18,-95.092,99.819,28.662,38.803,15.587,0,-0.675,-111.225,102.294,42.829,38.885,7.597,-1.752,-97.273,99.638,28.641,38.815,13.615,-95.278
600,21.5426,-1.327,-96.339,99.639,28.493,38.852,13.765,0,-0.807,-111.075,102.326,42.041,38.908,7.413,-1.781,-98.124,99.665,29.843,38.824,13.277,-96.177
700,24.959,-1.254,-97.421,99.549,29.766,38.852,13.428,0,-0.788,-111.242,102.254,42.648,38.907,7.436,-1.779,-98.107,99.68,29.746,38.823,13.322,-96.141
