elapsed_s,timestamp,bus,motor,position,temp_c,current,load,target,baseline
0.0,2026-08-04T04:32:15.900157+00:00,arms,left_shoulder_pan,1859,34,1,20,1857,1859
0.0,2026-08-04T04:32:15.900157+00:00,arms,left_shoulder_lift,2405,31,4,76,2389,2405
0.0,2026-08-04T04:32:15.900157+00:00,arms,left_elbow_flex,1640,31,2,56,1629,1640
0.0,2026-08-04T04:32:15.900157+00:00,arms,left_wrist_flex,2168,31,0,0,2169,2168
0.0,2026-08-04T04:32:15.900157+00:00,arms,left_wrist_roll,1987,30,0,1044,1989,1987
0.0,2026-08-04T04:32:15.900157+00:00,arms,left_gripper,2014,33,0,0,2014,2014
0.0,2026-08-04T04:32:15.900157+00:00,arms,right_shoulder_pan,1980,34,1,26,1974,1980
0.0,2026-08-04T04:32:15.900157+00:00,arms,right_shoulder_lift,2140,33,22,196,2049,2140
0.0,2026-08-04T04:32:15.900157+00:00,arms,right_elbow_flex,2158,34,12,136,2097,2158
0.0,2026-08-04T04:32:15.900157+00:00,arms,right_wrist_flex,1994,31,2,50,1976,1994
0.0,2026-08-04T04:32:15.900157+00:00,arms,right_wrist_roll,2110,30,0,1046,2114,2110
0.0,2026-08-04T04:32:15.900157+00:00,arms,right_gripper,2061,34,0,0,2061,2061
0.0,2026-08-04T04:32:15.900157+00:00,head,head_motor_1,2158,31,0,0,,
0.0,2026-08-04T04:32:15.900157+00:00,head,head_motor_2,1943,31,0,0,,
0.0,2026-08-04T04:32:15.900157+00:00,head,base_left_wheel,3461,32,0,0,,
0.0,2026-08-04T04:32:15.900157+00:00,head,base_back_wheel,3494,34,0,0,,
0.0,2026-08-04T04:32:15.900157+00:00,head,base_right_wheel,2181,32,0,0,,
1.0,2026-08-04T04:32:16.901200+00:00,arms,left_shoulder_pan,1859,34,0,20,1857,1859
1.0,2026-08-04T04:32:16.901200+00:00,arms,left_shoulder_lift,2405,31,3,76,2389,2405
1.0,2026-08-04T04:32:16.901200+00:00,arms,left_elbow_flex,1640,31,1,56,1629,1640
1.0,2026-08-04T04:32:16.901200+00:00,arms,left_wrist_flex,2168,32,0,0,2169,2168
1.0,2026-08-04T04:32:16.901200+00:00,arms,left_wrist_roll,1987,30,1,1044,1989,1987
1.0,2026-08-04T04:32:16.901200+00:00,arms,left_gripper,2014,33,0,0,2014,2014
1.0,2026-08-04T04:32:16.901200+00:00,arms,right_shoulder_pan,1980,34,1,26,1974,1980
1.0,2026-08-04T04:32:16.901200+00:00,arms,right_shoulder_lift,2140,33,18,196,2049,2140
1.0,2026-08-04T04:32:16.901200+00:00,arms,right_elbow_flex,2158,34,17,136,2097,2158
1.0,2026-08-04T04:32:16.901200+00:00,arms,right_wrist_flex,1994,31,2,50,1976,1994
1.0,2026-08-04T04:32:16.901200+00:00,arms,right_wrist_roll,2110,30,1,1046,2114,2110
1.0,2026-08-04T04:32:16.901200+00:00,arms,right_gripper,2061,34,0,0,2061,2061
1.0,2026-08-04T04:32:16.901200+00:00,head,head_motor_1,2158,31,0,0,,
1.0,2026-08-04T04:32:16.901200+00:00,head,head_motor_2,1943,32,0,0,,
1.0,2026-08-04T04:32:16.901200+00:00,head,base_left_wheel,3461,32,0,0,,
1.0,2026-08-04T04:32:16.901200+00:00,head,base_back_wheel,3494,34,0,0,,
1.0,2026-08-04T04:32:16.901200+00:00,head,base_right_wheel,2181,32,0,0,,
2.0,2026-08-04T04:32:17.902627+00:00,arms,left_shoulder_pan,1859,34,1,20,1857,1859
2.0,2026-08-04T04:32:17.902627+00:00,arms,left_shoulder_lift,2405,31,3,76,2389,2405
2.0,2026-08-04T04:32:17.902627+00:00,arms,left_elbow_flex,1640,31,2,56,1629,1640
2.0,2026-08-04T04:32:17.902627+00:00,arms,left_wrist_flex,2168,32,0,0,2169,2168
2.0,2026-08-04T04:32:17.902627+00:00,arms,left_wrist_roll,1987,30,0,1044,1989,1987
2.0,2026-08-04T04:32:17.902627+00:00,arms,left_gripper,2014,33,0,0,2014,2014
2.0,2026-08-04T04:32:17.902627+00:00,arms,right_shoulder_pan,1981,34,0,28,1974,1980
2.0,2026-08-04T04:32:17.902627+00:00,arms,right_shoulder_lift,2140,33,25,196,2049,2140
2.0,2026-08-04T04:32:17.902627+00:00,arms,right_elbow_flex,2159,34,13,138,2097,2158
2.0,2026-08-04T04:32:17.902627+00:00,arms,right_wrist_flex,1994,31,1,50,1976,1994
2.0,2026-08-04T04:32:17.902627+00:00,arms,right_wrist_roll,2110,30,0,1046,2114,2110
2.0,2026-08-04T04:32:17.902627+00:00,arms,right_gripper,2061,34,0,0,2061,2061
2.0,2026-08-04T04:32:17.902627+00:00,head,head_motor_1,2158,31,0,0,,
2.0,2026-08-04T04:32:17.902627+00:00,head,head_motor_2,1943,32,0,0,,
2.0,2026-08-04T04:32:17.902627+00:00,head,base_left_wheel,3461,32,0,0,,
2.0,2026-08-04T04:32:17.902627+00:00,head,base_back_wheel,3494,34,0,0,,
2.0,2026-08-04T04:32:17.902627+00:00,head,base_right_wheel,2181,32,0,0,,
3.0,2026-08-04T04:32:18.903760+00:00,arms,left_shoulder_pan,1859,34,0,20,1857,1859
3.0,2026-08-04T04:32:18.903760+00:00,arms,left_shoulder_lift,2405,31,3,76,2389,2405
3.0,2026-08-04T04:32:18.903760+00:00,arms,left_elbow_flex,1640,31,2,56,1629,1640
3.0,2026-08-04T04:32:18.903760+00:00,arms,left_wrist_flex,2168,32,0,0,2169,2168
3.0,2026-08-04T04:32:18.903760+00:00,arms,left_wrist_roll,1987,30,0,1044,1989,1987
3.0,2026-08-04T04:32:18.903760+00:00,arms,left_gripper,2014,33,0,0,2014,2014
3.0,2026-08-04T04:32:18.903760+00:00,arms,right_shoulder_pan,1981,33,1,28,1974,1980
3.0,2026-08-04T04:32:18.903760+00:00,arms,right_shoulder_lift,2140,33,18,196,2049,2140
3.0,2026-08-04T04:32:18.903760+00:00,arms,right_elbow_flex,2159,34,12,138,2097,2158
3.0,2026-08-04T04:32:18.903760+00:00,arms,right_wrist_flex,1994,31,2,50,1976,1994
3.0,2026-08-04T04:32:18.903760+00:00,arms,right_wrist_roll,2110,30,1,1046,2114,2110
3.0,2026-08-04T04:32:18.903760+00:00,arms,right_gripper,2061,34,0,0,2061,2061
3.0,2026-08-04T04:32:18.903760+00:00,head,head_motor_1,2158,31,0,0,,
3.0,2026-08-04T04:32:18.903760+00:00,head,head_motor_2,1943,32,0,0,,
3.0,2026-08-04T04:32:18.903760+00:00,head,base_left_wheel,3461,33,0,0,,
3.0,2026-08-04T04:32:18.903760+00:00,head,base_back_wheel,3494,34,0,0,,
3.0,2026-08-04T04:32:18.903760+00:00,head,base_right_wheel,2181,32,0,0,,
4.0,2026-08-04T04:32:19.904847+00:00,arms,left_shoulder_pan,1859,34,0,20,1857,1859
4.0,2026-08-04T04:32:19.904847+00:00,arms,left_shoulder_lift,2405,31,3,76,2389,2405
