elapsed_s,timestamp,bus,motor,position,temp_c,current,load,target,baseline
0.0,2026-08-05T02:25:01.410914+00:00,arms,left_shoulder_pan,1851,37,1,1060,1857,1851
0.0,2026-08-05T02:25:01.410914+00:00,arms,left_shoulder_lift,2405,37,3,76,2389,2405
0.0,2026-08-05T02:25:01.410914+00:00,arms,left_elbow_flex,1639,35,2,52,1629,1639
0.0,2026-08-05T02:25:01.410914+00:00,arms,left_wrist_flex,2174,35,0,32,2169,2174
0.0,2026-08-05T02:25:01.410914+00:00,arms,left_wrist_roll,1987,34,0,1044,1989,1987
0.0,2026-08-05T02:25:01.410914+00:00,arms,left_gripper,2014,37,0,0,2014,2014
0.0,2026-08-05T02:25:01.410914+00:00,arms,right_shoulder_pan,1970,37,0,1046,1974,1970
0.0,2026-08-05T02:25:01.410914+00:00,arms,right_shoulder_lift,2094,36,8,104,2049,2094
0.0,2026-08-05T02:25:01.410914+00:00,arms,right_elbow_flex,2129,38,4,78,2097,2129
0.0,2026-08-05T02:25:01.410914+00:00,arms,right_wrist_flex,1985,35,0,32,1976,1985
0.0,2026-08-05T02:25:01.410914+00:00,arms,right_wrist_roll,2110,34,0,1046,2114,2110
0.0,2026-08-05T02:25:01.410914+00:00,arms,right_gripper,2480,38,1,34,2470,2480
0.0,2026-08-05T02:25:01.410914+00:00,head,head_motor_1,2158,26,0,0,,
0.0,2026-08-05T02:25:01.410914+00:00,head,head_motor_2,1944,28,0,0,,
0.0,2026-08-05T02:25:01.410914+00:00,head,base_left_wheel,3460,28,0,0,,
0.0,2026-08-05T02:25:01.410914+00:00,head,base_back_wheel,3498,28,0,0,,
0.0,2026-08-05T02:25:01.410914+00:00,head,base_right_wheel,2179,28,0,0,,
1.0,2026-08-05T02:25:02.412010+00:00,arms,left_shoulder_pan,1851,37,1,1060,1857,1851
1.0,2026-08-05T02:25:02.412010+00:00,arms,left_shoulder_lift,2405,37,3,76,2389,2405
1.0,2026-08-05T02:25:02.412010+00:00,arms,left_elbow_flex,1639,35,2,52,1629,1639
1.0,2026-08-05T02:25:02.412010+00:00,arms,left_wrist_flex,2174,35,1,32,2169,2174
1.0,2026-08-05T02:25:02.412010+00:00,arms,left_wrist_roll,1987,34,1,1044,1989,1987
1.0,2026-08-05T02:25:02.412010+00:00,arms,left_gripper,2014,37,0,0,2014,2014
1.0,2026-08-05T02:25:02.412010+00:00,arms,right_shoulder_pan,1970,37,1,1046,1974,1970
1.0,2026-08-05T02:25:02.412010+00:00,arms,right_shoulder_lift,2094,36,8,104,2049,2094
1.0,2026-08-05T02:25:02.412010+00:00,arms,right_elbow_flex,2129,38,4,78,2097,2129
1.0,2026-08-05T02:25:02.412010+00:00,arms,right_wrist_flex,1985,35,1,32,1976,1985
1.0,2026-08-05T02:25:02.412010+00:00,arms,right_wrist_roll,2110,34,0,1046,2114,2110
1.0,2026-08-05T02:25:02.412010+00:00,arms,right_gripper,2480,38,0,34,2470,2480
1.0,2026-08-05T02:25:02.412010+00:00,head,head_motor_1,2158,26,0,0,,
1.0,2026-08-05T02:25:02.412010+00:00,head,head_motor_2,1944,28,0,0,,
1.0,2026-08-05T02:25:02.412010+00:00,head,base_left_wheel,3460,28,0,0,,
1.0,2026-08-05T02:25:02.412010+00:00,head,base_back_wheel,3498,28,0,0,,
1.0,2026-08-05T02:25:02.412010+00:00,head,base_right_wheel,2179,28,0,0,,
2.0,2026-08-05T02:25:03.413177+00:00,arms,left_shoulder_pan,1851,37,0,1060,1857,1851
2.0,2026-08-05T02:25:03.413177+00:00,arms,left_shoulder_lift,2405,37,3,76,2389,2405
2.0,2026-08-05T02:25:03.413177+00:00,arms,left_elbow_flex,1639,35,2,52,1629,1639
2.0,2026-08-05T02:25:03.413177+00:00,arms,left_wrist_flex,2174,35,1,32,2169,2174
2.0,2026-08-05T02:25:03.413177+00:00,arms,left_wrist_roll,1987,34,0,1044,1989,1987
2.0,2026-08-05T02:25:03.413177+00:00,arms,left_gripper,2014,37,0,0,2014,2014
2.0,2026-08-05T02:25:03.413177+00:00,arms,right_shoulder_pan,1970,37,0,1046,1974,1970
2.0,2026-08-05T02:25:03.413177+00:00,arms,right_shoulder_lift,2094,36,7,104,2049,2094
2.0,2026-08-05T02:25:03.413177+00:00,arms,right_elbow_flex,2129,38,4,78,2097,2129
2.0,2026-08-05T02:25:03.413177+00:00,arms,right_wrist_flex,1985,35,1,32,1976,1985
2.0,2026-08-05T02:25:03.413177+00:00,arms,right_wrist_roll,2110,34,0,1046,2114,2110
2.0,2026-08-05T02:25:03.413177+00:00,arms,right_gripper,2480,38,1,34,2470,2480
2.0,2026-08-05T02:25:03.413177+00:00,head,head_motor_1,2158,26,0,0,,
2.0,2026-08-05T02:25:03.413177+00:00,head,head_motor_2,1944,28,0,0,,
2.0,2026-08-05T02:25:03.413177+00:00,head,base_left_wheel,3460,28,0,0,,
2.0,2026-08-05T02:25:03.413177+00:00,head,base_back_wheel,3498,28,0,0,,
2.0,2026-08-05T02:25:03.413177+00:00,head,base_right_wheel,2180,28,0,0,,
3.0,2026-08-05T02:25:04.414639+00:00,arms,left_shoulder_pan,1851,37,1,1060,1857,1851
3.0,2026-08-05T02:25:04.414639+00:00,arms,left_shoulder_lift,2405,37,3,76,2389,2405
3.0,2026-08-05T02:25:04.414639+00:00,arms,left_elbow_flex,1639,35,2,52,1629,1639
3.0,2026-08-05T02:25:04.414639+00:00,arms,left_wrist_flex,2174,35,1,32,2169,2174
3.0,2026-08-05T02:25:04.414639+00:00,arms,left_wrist_roll,1987,34,0,1044,1989,1987
3.0,2026-08-05T02:25:04.414639+00:00,arms,left_gripper,2014,37,0,0,2014,2014
3.0,2026-08-05T02:25:04.414639+00:00,arms,right_shoulder_pan,1970,37,0,1046,1974,1970
3.0,2026-08-05T02:25:04.414639+00:00,arms,right_shoulder_lift,2094,36,7,104,2049,2094
3.0,2026-08-05T02:25:04.414639+00:00,arms,right_elbow_flex,2129,38,5,78,2097,2129
3.0,2026-08-05T02:25:04.414639+00:00,arms,right_wrist_flex,1985,35,0,32,1976,1985
3.0,2026-08-05T02:25:04.414639+00:00,arms,right_wrist_roll,2110,34,1,1046,2114,2110
