timestamp,kind,value
2026-08-05T02:25:06.460521+00:00,bat,43
2026-08-05T02:31:04.062434+00:00,bat,43
2026-08-05T02:36:10.141922+00:00,bat,42
2026-08-05T02:40:52.240038+00:00,bat,42
2026-08-05T02:51:13.758510+00:00,bat,41
