step,t_s,state.shoulder_pan,state.shoulder_lift,state.elbow_flex,state.wrist_flex,state.wrist_roll,state.gripper,cmd.shoulder_pan,cmd.shoulder_lift,cmd.elbow_flex,cmd.wrist_flex,cmd.wrist_roll,cmd.gripper,rec.shoulder_pan,rec.shoulder_lift,rec.elbow_flex,rec.wrist_flex,rec.wrist_roll,rec.gripper
10,0.3356,0.1474926253687272,-99.58402662229618,99.45823927765235,75.62632696390659,38.94993894993894,78.34008097165992,-0.14749263226985931,-100.0,99.3679428100586,75.45647430419922,38.85226058959961,66.26181030273438,-0.14749263226985931,-100.0,99.3679428100586,75.45647430419922,38.85226058959961,69.29824829101562
11,0.3692,0.1474926253687272,-99.58402662229618,99.45823927765235,75.62632696390659,38.94993894993894,75.16869095816465,-0.14749263226985931,-100.0,99.3679428100586,75.45647430419922,38.85226058959961,64.1025619506836,-0.14749263226985931,-100.0,99.3679428100586,75.45647430419922,38.85226058959961,66.26181030273438
12,0.4025,0.1474926253687272,-99.58402662229618,99.45823927765235,75.62632696390659,38.94993894993894,71.99730094466936,-0.14749263226985931,-100.0,99.3679428100586,75.45647430419922,38.85226058959961,62.82051467895508,-0.14749263226985931,-100.0,99.3679428100586,75.45647430419922,38.85226058959961,64.1025619506836
13,0.436,0.1474926253687272,-99.58402662229618,99.45823927765235,75.62632696390659,38.94993894993894,69.16329284750337,-0.14749263226985931,-100.0,99.3679428100586,75.45647430419922,38.85226058959961,61.943321228027344,-0.14749263226985931,-100.0,99.3679428100586,75.45647430419922,38.85226058959961,62.82051467895508
14,0.4693,0.22123893805310502,-99.58402662229618,99.45823927765235,75.62632696390659,38.94993894993894,66.53171390013495,-0.14749263226985931,-100.0,99.3679428100586,75.45647430419922,38.85226058959961,61.403507232666016,-0.14749263226985931,-100.0,99.3679428100586,75.45647430419922,38.85226058959961,61.943321228027344
15,0.5028,0.22123893805310502,-99.58402662229618,99.45823927765235,75.62632696390659,38.94993894993894,64.77732793522267,-0.29498526453971863,-100.0,99.3679428100586,75.45647430419922,38.85226058959961,60.99864959716797,-0.14749263226985931,-100.0,99.3679428100586,75.45647430419922,38.85226058959961,61.403507232666016
16,0.5361,0.22123893805310502,-99.58402662229618,99.45823927765235,75.62632696390659,38.94993894993894,63.6302294197031,-0.29498526453971863,-100.0,99.3679428100586,75.45647430419922,38.85226058959961,60.72874450683594,-0.29498526453971863,-100.0,99.3679428100586,75.45647430419922,38.85226058959961,60.99864959716797
17,0.5695,0.22123893805310502,-99.58402662229618,99.45823927765235,75.62632696390659,38.94993894993894,62.685560053981106,-0.29498526453971863,-100.0,99.3679428100586,75.45647430419922,38.85226058959961,60.52631759643555,-0.29498526453971863,-100.0,99.3679428100586,75.45647430419922,38.85226058959961,60.72874450683594
18,0.6034,0.22123893805310502,-99.58402662229618,99.45823927765235,75.62632696390659,38.94993894993894,62.010796221322536,-0.22123894095420837,-100.0,99.3679428100586,75.45647430419922,38.85226058959961,60.391361236572266,-0.29498526453971863,-100.0,99.3679428100586,75.45647430419922,38.85226058959961,60.52631759643555
19,0.6365,0.22123893805310502,-99.58402662229618,99.45823927765235,75.62632696390659,38.94993894993894,61.47098515519568,-0.29498526453971863,-100.0,99.3679428100586,75.45647430419922,38.85226058959961,60.391361236572266,-0.22123894095420837,-100.0,99.3679428100586,75.45647430419922,38.85226058959961,60.391361236572266
20,0.6698,0.22123893805310502,-99.58402662229618,99.45823927765235,75.62632696390659,38.94993894993894,61.1336032388664,-0.3687315583229065,-100.0,99.3679428100586,75.45647430419922,38.85226058959961,60.391361236572266,-0.29498526453971863,-100.0,99.3679428100586,75.45647430419922,38.85226058959961,60.391361236572266
21,0.7032,0.22123893805310502,-99.58402662229618,99.45823927765235,75.62632696390659,38.94993894993894,60.93117408906883,-0.22123894095420837,-100.0,99.3679428100586,75.45647430419922,38.85226058959961,60.391361236572266,-0.3687315583229065,-100.0,99.3679428100586,75.45647430419922,38.85226058959961,60.391361236572266
22,0.7366,0.22123893805310502,-99.58402662229618,99.45823927765235,75.62632696390659,38.94993894993894,60.796221322537114,-0.14749263226985931,-100.0,99.3679428100586,74.9469223022461,38.85226058959961,60.32388687133789,-0.22123894095420837,-100.0,99.3679428100586,75.45647430419922,38.85226058959961,60.391361236572266
23,0.77,0.22123893805310502,-99.58402662229618,99.45823927765235,75.62632696390659,38.94993894993894,60.72874493927125,-0.14749263226985931,-100.0,99.3679428100586,74.52229309082031,38.85226058959961,60.32388687133789,-0.14749263226985931,-100.0,99.3679428100586,74.9469223022461,38.85226058959961,60.32388687133789
24,0.8035,0.22123893805310502,-99.58402662229618,99.45823927765235,75.62632696390659,38.94993894993894,60.72874493927125,-0.14749263226985931,-100.0,99.00677490234375,74.52229309082031,38.80341720581055,60.32388687133789,-0.14749263226985931,-100.0,99.3679428100586,74.52229309082031,38.85226058959961,60.32388687133789
25,0.8371,0.22123893805310502,-99.58402662229618,99.45823927765235,75.62632696390659,38.94993894993894,60.72874493927125,-0.07374631613492966,-100.0,98.284423828125,74.52229309082031,38.80341720581055,60.32388687133789,-0.14749263226985931,-100.0,99.00677490234375,74.52229309082031,38.80341720581055,60.32388687133789
26,0.8707,0.22123893805310502,-99.58402662229618,99.45823927765235,75.62632696390659,38.94993894993894,60.72874493927125,-0.07374631613492966,-100.0,97.92324829101562,74.43737030029297,38.80341720581055,60.32388687133789,-0.07374631613492966,-100.0,98.284423828125,74.52229309082031,38.80341720581055,60.32388687133789
27,0.9039,0.22123893805310502,-99.58402662229618,99.36794582392776,75.45647558386412,38.94993894993894,60.72874493927125,-0.07374631613492966,-100.0,97.92324829101562,74.43737030029297,38.80341720581055,60.32388687133789,-0.07374631613492966,-100.0,97.92324829101562,74.43737030029297,38.80341720581055,60.32388687133789
28,0.9378,0.22123893805310502,-99.7504159733777,99.27765237020316,75.37154989384288,38.94993894993894,60.72874493927125,0.0,-100.0,97.92324829101562,74.43737030029297,38.80341720581055,60.32388687133789,-0.07374631613492966,-100.0,97.92324829101562,74.43737030029297,38.80341720581055,60.32388687133789
29,0.9711,0.22123893805310502,-100.0,99.27765237020316,75.28662420382167,38.94993894993894,60.72874493927125,0.0,-100.0,97.6523666381836,74.43737030029297,38.80341720581055,60.32388687133789,0.0,-100.0,97.92324829101562,74.43737030029297,38.80341720581055,60.32388687133789
30,1.0042,0.22123893805310502,-100.0,99.27765237020316,75.28662420382167,38.94993894993894,60.72874493927125,0.0,-100.0,96.93002319335938,74.43737030029297,38.80341720581055,60.32388687133789,0.0,-100.0,97.6523666381836,74.43737030029297,38.80341720581055,60.32388687133789
31,1.0376,0.22123893805310502,-100.0,99.27765237020316,75.28662420382167,38.94993894993894,60.72874493927125,0.0,-100.0,95.6659164428711,74.43737030029297,38.80341720581055,60.32388687133789,0.0,-100.0,96.93002319335938,74.43737030029297,38.80341720581055,60.32388687133789
32,1.071,0.22123893805310502,-100.0,99.09706546275393,75.28662420382167,38.94993894993894,60.72874493927125,0.0,-100.0,93.9503402709961,74.43737030029297,38.80341720581055,60.32388687133789,0.0,-100.0,95.6659164428711,74.43737030029297,38.80341720581055,60.32388687133789
33,1.1044,0.22123893805310502,-100.0,98.73589164785551,75.28662420382167,38.94993894993894,60.72874493927125,0.0,-100.0,91.69300079345703,74.3524398803711,38.80341720581055,60.32388687133789,0.0,-100.0,93.9503402709961,74.43737030029297,38.80341720581055,60.32388687133789
34,1.1378,0.22123893805310502,-100.0,98.0135440180587,75.28662420382167,38.94993894993894,60.72874493927125,0.0,-100.0,89.07449340820312,74.3524398803711,38.80341720581055,60.32388687133789,0.0,-100.0,91.69300079345703,74.3524398803711,38.80341720581055,60.32388687133789
35,1.1715,0.1474926253687272,-100.0,97.02031602708803,75.28662420382167,38.94993894993894,60.72874493927125,0.0,-100.0,85.91422271728516,74.3524398803711,38.80341720581055,60.32388687133789,0.0,-100.0,89.07449340820312,74.3524398803711,38.80341720581055,60.32388687133789
36,1.2052,0.1474926253687272,-100.0,95.84650112866817,75.28662420382167,38.94993894993894,60.72874493927125,0.0,-100.0,82.84424591064453,74.3524398803711,38.80341720581055,60.32388687133789,0.0,-100.0,85.91422271728516,74.3524398803711,38.80341720581055,60.32388687133789
37,1.2385,0.1474926253687272,-100.0,94.31151241534991,75.28662420382167,38.94993894993894,60.72874493927125,0.0,-100.0,79.59368133544922,74.3524398803711,38.80341720581055,60.32388687133789,0.0,-100.0,82.84424591064453,74.3524398803711,38.80341720581055,60.32388687133789
38,1.2719,0.1474926253687272,-100.0,92.50564334085777,75.28662420382167,38.94993894993894,60.72874493927125,0.07374631613492966,-100.0,76.61399841308594,74.3524398803711,38.80341720581055,60.32388687133789,0.0,-100.0,79.59368133544922,74.3524398803711,38.80341720581055,60.32388687133789
39,1.3048,0.1474926253687272,-100.0,90.6094808126411,75.28662420382167,38.94993894993894,60.72874493927125,0.07374631613492966,-100.0,73.72460174560547,74.3524398803711,38.80341720581055,60.32388687133789,0.07374631613492966,-100.0,76.61399841308594,74.3524398803711,38.80341720581055,60.32388687133789
40,1.3382,0.1474926253687272,-100.0,88.26185101580134,75.28662420382167,38.94993894993894,60.72874493927125,0.07374631613492966,-100.0,71.1963882446289,74.3524398803711,38.80341720581055,60.32388687133789,0.07374631613492966,-100.0,73.72460174560547,74.3524398803711,38.80341720581055,60.32388687133789
41,1.3716,0.1474926253687272,-100.0,85.91422121896161,75.28662420382167,38.94993894993894,60.72874493927125,0.07374631613492966,-99.58403015136719,68.66817474365234,74.3524398803711,38.80341720581055,60.32388687133789,0.07374631613492966,-100.0,71.1963882446289,74.3524398803711,38.80341720581055,60.32388687133789
42,1.4055,0.1474926253687272,-100.0,83.38600451467269,75.28662420382167,38.94993894993894,60.72874493927125,0.14749263226985931,-98.83527374267578,66.68171691894531,74.3524398803711,38.80341720581055,60.32388687133789,0.07374631613492966,-99.58403015136719,68.66817474365234,74.3524398803711,38.80341720581055,60.32388687133789
43,1.4385,0.1474926253687272,-100.0,80.94808126410834,75.28662420382167,38.94993894993894,60.72874493927125,0.14749263226985931,-97.50415802001953,64.96614074707031,74.3524398803711,38.80341720581055,60.32388687133789,0.14749263226985931,-98.83527374267578,66.68171691894531,74.3524398803711,38.80341720581055,60.32388687133789
44,1.4719,0.22123893805310502,-100.0,78.32957110609479,75.28662420382167,38.94993894993894,60.72874493927125,0.14749263226985931,-95.84026336669922,63.25056457519531,74.3524398803711,38.80341720581055,60.32388687133789,0.14749263226985931,-97.50415802001953,64.96614074707031,74.3524398803711,38.80341720581055,60.32388687133789
45,1.5053,0.22123893805310502,-99.25124792013311,75.89164785553046,75.28662420382167,38.94993894993894,60.72874493927125,0.14749263226985931,-93.84359741210938,61.08352279663086,74.3524398803711,38.80341720581055,60.32388687133789,0.14749263226985931,-95.84026336669922,63.25056457519531,74.3524398803711,38.80341720581055,60.32388687133789
46,1.5387,0.22123893805310502,-98.00332778702163,73.54401805869074,75.28662420382167,38.94993894993894,60.72874493927125,0.14749263226985931,-91.846923828125,58.8261833190918,74.3524398803711,38.80341720581055,60.32388687133789,0.14749263226985931,-93.84359741210938,61.08352279663086,74.3524398803711,38.80341720581055,60.32388687133789
47,1.5721,0.22123893805310502,-96.50582362728785,71.28668171557561,75.28662420382167,38.94993894993894,60.72874493927125,0.14749263226985931,-89.51747131347656,56.20767593383789,74.3524398803711,38.80341720581055,60.32388687133789,0.14749263226985931,-91.846923828125,58.8261833190918,74.3524398803711,38.80341720581055,60.32388687133789
48,1.6055,0.22123893805310502,-94.9251247920133,69.02934537246051,75.28662420382167,38.94993894993894,60.72874493927125,0.14749263226985931,-86.85523986816406,53.137699127197266,74.3524398803711,38.80341720581055,60.32388687133789,0.14749263226985931,-89.51747131347656,56.20767593383789,74.3524398803711,38.80341720581055,60.32388687133789
49,1.639,0.22123893805310502,-92.92845257903494,66.68171557562076,75.28662420382167,38.94993894993894,60.72874493927125,0.14749263226985931,-84.02661895751953,49.9774284362793,74.3524398803711,38.80341720581055,60.32388687133789,0.14749263226985931,-86.85523986816406,53.137699127197266,74.3524398803711,38.80341720581055,60.32388687133789
50,1.6723,0.22123893805310502,-90.93178036605657,64.42437923250563,75.28662420382167,38.94993894993894,60.72874493927125,0.14749263226985931,-81.0316162109375,46.5462760925293,74.3524398803711,38.80341720581055,60.32388687133789,0.14749263226985931,-84.02661895751953,49.9774284362793,74.3524398803711,38.80341720581055,60.32388687133789
51,1.7058,0.22123893805310502,-88.43594009983362,61.986455981941305,75.28662420382167,38.94993894993894,60.72874493927125,0.14749263226985931,-77.70382690429688,42.844242095947266,74.3524398803711,38.80341720581055,60.32388687133789,0.14749263226985931,-81.0316162109375,46.5462760925293,74.3524398803711,38.80341720581055,60.32388687133789
52,1.7392,0.1474926253687272,-85.69051580698834,59.45823927765238,75.28662420382167,38.94993894993894,60.72874493927125,0.14749263226985931,-74.20964813232422,38.96162414550781,74.3524398803711,38.80341720581055,60.32388687133789,0.14749263226985931,-77.70382690429688,42.844242095947266,74.3524398803711,38.80341720581055,60.32388687133789
53,1.7727,0.1474926253687272,-83.11148086522462,56.93002257336343,75.28662420382167,38.94993894993894,60.72874493927125,0.14749263226985931,-70.38269805908203,34.988712310791016,74.3524398803711,38.80341720581055,60.32388687133789,0.14749263226985931,-74.20964813232422,38.96162414550781,74.3524398803711,38.80341720581055,60.32388687133789
54,1.806,0.22123893805310502,-80.11647254575708,54.40180586907448,75.28662420382167,38.94993894993894,60.72874493927125,0.14749263226985931,-66.72212982177734,31.01580047607422,74.3524398803711,38.80341720581055,60.32388687133789,0.14749263226985931,-70.38269805908203,34.988712310791016,74.3524398803711,38.80341720581055,60.32388687133789
55,1.8396,0.22123893805310502,-76.7054908485857,51.512415349887135,75.28662420382167,38.94993894993894,60.72874493927125,0.14749263226985931,-62.978370666503906,26.862302780151367,74.3524398803711,38.80341720581055,60.32388687133789,0.14749263226985931,-66.72212982177734,31.01580047607422,74.3524398803711,38.80341720581055,60.32388687133789
56,1.8732,0.22123893805310502,-73.2945091514143,48.35214446952597,75.28662420382167,38.94993894993894,60.72874493927125,0.14749263226985931,-59.48419189453125,22.88939094543457,74.26751708984375,38.80341720581055,60.32388687133789,0.14749263226985931,-62.978370666503906,26.862302780151367,74.3524398803711,38.80341720581055,60.32388687133789
57,1.9065,0.22123893805310502,-69.63394342762064,45.462753950338595,75.28662420382167,38.94993894993894,60.72874493927125,0.14749263226985931,-55.6572380065918,19.097064971923828,74.26751708984375,38.80341720581055,60.32388687133789,0.14749263226985931,-59.48419189453125,22.88939094543457,74.26751708984375,38.80341720581055,60.32388687133789
58,1.94,0.1474926253687272,-65.55740432612313,41.85101580135441,75.28662420382167,38.90109890109889,60.72874493927125,0.14749263226985931,-52.07986831665039,15.214447021484375,74.26751708984375,38.80341720581055,60.32388687133789,0.14749263226985931,-55.6572380065918,19.097064971923828,74.26751708984375,38.80341720581055,60.32388687133789
59,1.9733,0.1474926253687272,-62.06322795341098,38.69074492099321,75.28662420382167,38.90109890109889,60.72874493927125,0.14749263226985931,-48.585689544677734,11.693002700805664,74.09766387939453,38.80341720581055,60.32388687133789,0.14749263226985931,-52.07986831665039,15.214447021484375,74.26751708984375,38.80341720581055,60.32388687133789
60,2.0067,0.1474926253687272,-57.90349417637271,35.07900677200902,75.28662420382167,38.90109890109889,60.72874493927125,0.14749263226985931,-45.00831985473633,7.990970611572266,73.33333587646484,38.80341720581055,60.32388687133789,0.14749263226985931,-48.585689544677734,11.693002700805664,74.09766387939453,38.80341720581055,60.32388687133789
61,2.0408,0.1474926253687272,-54.15973377703827,31.73814898419863,75.1167728237792,38.90109890109889,60.72874493927125,0.14749263226985931,-42.1796989440918,4.650112628936768,71.71974182128906,38.80341720581055,60.32388687133789,0.14749263226985931,-45.00831985473633,7.990970611572266,73.33333587646484,38.80341720581055,60.32388687133789
62,2.0735,0.1474926253687272,-50.83194675540766,28.487584650112865,74.60721868365181,38.90109890109889,60.72874493927125,0.14749263226985931,-39.267887115478516,1.7607223987579346,69.42675018310547,38.80341720581055,60.32388687133789,0.14749263226985931,-42.1796989440918,4.650112628936768,71.71974182128906,38.80341720581055,60.32388687133789
63,2.1069,0.1474926253687272,-47.25457570715474,24.695259593679467,73.7579617834395,38.90109890109889,60.72874493927125,0.14749263226985931,-36.68885040283203,-0.9480812549591064,66.36943054199219,38.80341720581055,60.32388687133789,0.14749263226985931,-39.267887115478516,1.7607223987579346,69.42675018310547,38.80341720581055,60.32388687133789
64,2.1409,0.1474926253687272,-44.0099833610649,21.444695259593672,72.05944798301488,38.90109890109889,60.72874493927125,0.14749263226985931,-34.35940170288086,-3.0248308181762695,63.05732345581055,38.80341720581055,60.32388687133789,0.14749263226985931,-36.68885040283203,-0.9480812549591064,66.36943054199219,38.80341720581055,60.32388687133789
65,2.1738,0.1474926253687272,-41.181364392678866,18.103837471783308,70.10615711252655,38.90109890109889,60.72874493927125,0.14749263226985931,-32.27953338623047,-4.4695258140563965,59.065818786621094,38.80341720581055,60.32388687133789,0.14749263226985931,-34.35940170288086,-3.0248308181762695,63.05732345581055,38.80341720581055,60.32388687133789
66,2.2077,0.1474926253687272,-38.26955074875208,14.582392776523704,67.55838641188961,38.90109890109889,60.72874493927125,0.14749263226985931,-30.532445907592773,-5.191873550415039,54.904457092285156,38.80341720581055,60.32388687133789,0.14749263226985931,-32.27953338623047,-4.4695258140563965,59.065818786621094,38.80341720581055,60.32388687133789
67,2.2407,0.1474926253687272,-35.524126455906824,11.602708803611733,64.75583864118897,38.90109890109889,60.72874493927125,0.14749263226985931,-29.11813735961914,-5.191873550415039,50.57324981689453,38.80341720581055,60.32388687133789,0.14749263226985931,-30.532445907592773,-5.191873550415039,54.904457092285156,38.80341720581055,60.32388687133789
68,2.2741,0.1474926253687272,-33.02828618968387,8.623024830699762,61.44373673036094,38.90109890109889,60.72874493927125,0.14749263226985931,-27.703826904296875,-5.191873550415039,45.90233612060547,38.80341720581055,60.32388687133789,0.14749263226985931,-29.11813735961914,-5.191873550415039,50.57324981689453,38.80341720581055,60.32388687133789
69,2.3082,0.1474926253687272,-30.94841930116472,5.914221218961629,57.70700636942675,38.90109890109889,60.72874493927125,0.22123894095420837,-26.45590591430664,-5.1015801429748535,41.1464958190918,38.80341720581055,60.32388687133789,0.14749263226985931,-27.703826904296875,-5.191873550415039,45.90233612060547,38.80341720581055,60.32388687133789
70,2.3412,0.1474926253687272,-29.28452579034942,3.747178329571099,54.0552016985138,38.90109890109889,60.72874493927125,0.22123894095420837,-25.124792098999023,-5.1015801429748535,36.560508728027344,38.80341720581055,60.32388687133789,0.22123894095420837,-26.45590591430664,-5.1015801429748535,41.1464958190918,38.80341720581055,60.32388687133789
71,2.3745,0.1474926253687272,-27.703826955074874,1.7607223476298088,50.148619957537164,38.90109890109889,60.72874493927125,0.29498526453971863,-23.627286911010742,-5.191873550415039,31.719745635986328,38.80341720581055,60.32388687133789,0.22123894095420837,-25.124792098999023,-5.1015801429748535,36.560508728027344,38.80341720581055,60.32388687133789
72,2.4086,0.1474926253687272,-26.455906821963396,0.13544018058691165,46.411889596602975,38.90109890109889,60.72874493927125,0.516224205493927,-22.129783630371094,-5.191873550415039,26.87898063659668,38.80341720581055,60.32388687133789,0.29498526453971863,-23.627286911010742,-5.191873550415039,31.719745635986328,38.80341720581055,60.32388687133789
73,2.4412,0.1474926253687272,-25.12479201331115,-1.128668171557564,42.50530785562631,38.90109890109889,60.72874493927125,1.6224188804626465,-20.465890884399414,-5.191873550415039,22.12314224243164,38.80341720581055,60.32388687133789,0.516224205493927,-22.129783630371094,-5.191873550415039,26.87898063659668,38.80341720581055,60.32388687133789
74,2.4748,0.1474926253687272,-23.544093178036604,-1.9413092550790054,38.51380042462844,38.90109890109889,60.72874493927125,3.3185839653015137,-18.885190963745117,-5.1015801429748535,17.452228546142578,38.80341720581055,60.32388687133789,1.6224188804626465,-20.465890884399414,-5.191873550415039,22.12314224243164,38.80341720581055,60.32388687133789
75,2.5079,0.1474926253687272,-21.963394342762072,-2.3927765237020395,34.777070063694254,38.90109890109889,60.72874493927125,5.235988140106201,-17.38768768310547,-5.011286735534668,13.12101936340332,38.80341720581055,60.32388687133789,3.3185839653015137,-18.885190963745117,-5.1015801429748535,17.452228546142578,38.80341720581055,60.32388687133789
76,2.5415,0.4424778761061816,-20.21630615640599,-2.6636568848758486,30.87048832271762,38.90109890109889,60.72874493927125,7.153392314910889,-15.557404518127441,-5.011286735534668,9.044586181640625,38.80341720581055,60.32388687133789,5.235988140106201,-17.38768768310547,-5.011286735534668,13.12101936340332,38.80341720581055,60.32388687133789
77,2.5749,1.179941002949846,-18.552412645590678,-2.6636568848758486,26.96390658174097,38.90109890109889,60.72874493927125,8.849557876586914,-13.560731887817383,-5.011286735534668,5.647558212280273,38.80341720581055,60.32388687133789,7.153392314910889,-15.557404518127441,-5.011286735534668,9.044586181640625,38.80341720581055,60.32388687133789
78,2.6091,2.212389380530965,-16.888519134775365,-2.6636568848758486,23.14225053078556,38.90109890109889,60.72874493927125,10.17699146270752,-11.480865478515625,-5.1015801429748535,2.590233564376831,38.80341720581055,60.32388687133789,8.849557876586914,-13.560731887817383,-5.011286735534668,5.647558212280273,38.80341720581055,60.32388687133789
79,2.6417,3.4660766961651888,-15.058236272878531,-2.6636568848758486,19.32059447983015,38.90109890109889,60.72874493927125,11.430678367614746,-9.484192848205566,-5.1015801429748535,0.6369426846504211,38.80341720581055,60.32388687133789,10.17699146270752,-11.480865478515625,-5.1015801429748535,2.590233564376831,38.80341720581055,60.32388687133789
80,2.6751,4.86725663716814,-13.061564059900164,-2.6636568848758486,15.329087048832264,38.90109890109889,60.72874493927125,12.536872863769531,-7.653910160064697,-5.1015801429748535,-1.3163481950759888,38.80341720581055,60.32388687133789,11.430678367614746,-9.484192848205566,-5.1015801429748535,0.6369426846504211,38.80341720581055,60.32388687133789
81,2.7086,6.415929203539818,-10.981697171381029,-2.6636568848758486,11.507430997876853,38.90109890109889,60.72874493927125,13.716814041137695,-5.490848541259766,-5.1015801429748535,-2.84501051902771,38.80341720581055,60.32388687133789,12.536872863769531,-7.653910160064697,-5.1015801429748535,-1.3163481950759888,38.80341720581055,60.32388687133789
82,2.7424,7.890855457227147,-8.985024958402661,-2.6636568848758486,7.600849256900204,38.90109890109889,60.72874493927125,14.89675521850586,-3.327786922454834,-5.1015801429748535,-3.949044704437256,38.80341720581055,60.32388687133789,13.716814041137695,-5.490848541259766,-5.1015801429748535,-2.84501051902771,38.80341720581055,60.32388687133789
83,2.7756,9.21828908554572,-6.905158069883527,-2.6636568848758486,4.033970276008489,38.90109890109889,60.72874493927125,15.929203987121582,-1.3311147689819336,-5.1015801429748535,-4.6284499168396,38.80341720581055,60.32388687133789,14.89675521850586,-3.327786922454834,-5.1015801429748535,-3.949044704437256,38.80341720581055,60.32388687133789
84,2.8089,10.545722713864308,-4.658901830282858,-2.6636568848758486,1.1464968152866248,38.90109890109889,60.72874493927125,16.961652755737305,0.6655573844909668,-5.1015801429748535,-5.4777069091796875,38.80341720581055,60.32388687133789,15.929203987121582,-1.3311147689819336,-5.1015801429748535,-4.6284499168396,38.80341720581055,60.32388687133789
85,2.8422,11.799410029498532,-2.579034941763723,-2.6636568848758486,-0.7218683651804696,38.90109890109889,60.72874493927125,17.99410057067871,2.745424270629883,-5.191873550415039,-5.647558212280273,38.80341720581055,60.32388687133789,16.961652755737305,0.6655573844909668,-5.1015801429748535,-5.4777069091796875,38.80341720581055,60.32388687133789
86,2.8769,13.126843657817105,-0.6655574043261225,-2.5733634311512503,-2.1656050955413946,38.90109890109889,60.72874493927125,19.026548385620117,4.742096424102783,-5.553047180175781,-5.647558212280273,38.80341720581055,60.32388687133789,17.99410057067871,2.745424270629883,-5.191873550415039,-5.647558212280273,38.80341720581055,60.32388687133789
87,2.9092,14.233038348082601,1.247920133111478,-2.5733634311512503,-3.099787685774942,38.90109890109889,60.72874493927125,20.13274383544922,6.405990123748779,-5.7336344718933105,-5.732483863830566,38.80341720581055,60.32388687133789,19.026548385620117,4.742096424102783,-5.553047180175781,-5.647558212280273,38.80341720581055,60.32388687133789
88,2.9431,15.560471976401175,3.41098169717138,-2.753950338600447,-3.779193205944793,38.90109890109889,60.72874493927125,21.386430740356445,7.903494358062744,-5.462753772735596,-5.732483863830566,38.80341720581055,60.32388687133789,20.13274383544922,6.405990123748779,-5.7336344718933105,-5.732483863830566,38.80341720581055,60.32388687133789
