step,t_s,state.shoulder_pan,state.shoulder_lift,state.elbow_flex,state.wrist_flex,state.wrist_roll,state.gripper,cmd.shoulder_pan,cmd.shoulder_lift,cmd.elbow_flex,cmd.wrist_flex,cmd.wrist_roll,cmd.gripper,rec.shoulder_pan,rec.shoulder_lift,rec.elbow_flex,rec.wrist_flex,rec.wrist_roll,rec.gripper
0,0.0013,0.6637168141592866,-99.66722129783693,99.45823927765235,75.28662420382167,38.94993894993894,94.0620782726046,0.9587020874023438,-99.83361053466797,99.45823669433594,75.45647430419922,39.0476188659668,94.46693420410156,0.9587020874023438,-99.83361053466797,99.45823669433594,75.45647430419922,39.0476188659668,94.46693420410156
1,0.0347,0.6637168141592866,-99.66722129783693,99.45823927765235,75.28662420382167,38.94993894993894,94.0620782726046,0.9587020874023438,-99.83361053466797,99.45823669433594,75.45647430419922,39.0476188659668,94.39945983886719,0.9587020874023438,-99.83361053466797,99.45823669433594,75.45647430419922,39.0476188659668,94.46693420410156
2,0.0682,0.6637168141592866,-99.66722129783693,99.45823927765235,75.28662420382167,38.94993894993894,94.0620782726046,0.9587020874023438,-99.83361053466797,99.45823669433594,75.45647430419922,39.0476188659668,92.24021911621094,0.9587020874023438,-99.83361053466797,99.45823669433594,75.45647430419922,39.0476188659668,94.39945983886719
3,0.1022,0.6637168141592866,-99.66722129783693,99.45823927765235,75.28662420382167,38.94993894993894,94.0620782726046,0.9587020874023438,-99.83361053466797,99.45823669433594,75.45647430419922,39.0476188659668,89.0688247680664,0.9587020874023438,-99.83361053466797,99.45823669433594,75.45647430419922,39.0476188659668,92.24021911621094
4,0.1353,0.6637168141592866,-99.66722129783693,99.45823927765235,75.28662420382167,38.94993894993894,94.0620782726046,0.9587020874023438,-99.83361053466797,99.45823669433594,75.45647430419922,39.0476188659668,85.76248168945312,0.9587020874023438,-99.83361053466797,99.45823669433594,75.45647430419922,39.0476188659668,89.0688247680664
5,0.1686,0.6637168141592866,-99.66722129783693,99.45823927765235,75.28662420382167,38.94993894993894,93.92712550607287,0.9587020874023438,-99.83361053466797,99.45823669433594,75.45647430419922,39.0476188659668,82.52361297607422,0.9587020874023438,-99.83361053466797,99.45823669433594,75.45647430419922,39.0476188659668,85.76248168945312
6,0.2024,0.6637168141592866,-99.66722129783693,99.45823927765235,75.28662420382167,38.94993894993894,93.79217273954116,0.9587020874023438,-99.83361053466797,99.45823669433594,75.45647430419922,39.0476188659668,79.08232116699219,0.9587020874023438,-99.83361053466797,99.45823669433594,75.45647430419922,39.0476188659668,82.52361297607422
7,0.2356,0.6637168141592866,-99.66722129783693,99.45823927765235,75.28662420382167,38.94993894993894,92.71255060728745,0.9587020874023438,-99.83361053466797,99.45823669433594,75.45647430419922,39.0476188659668,75.70850372314453,0.9587020874023438,-99.83361053466797,99.45823669433594,75.45647430419922,39.0476188659668,79.08232116699219
8,0.2689,0.6637168141592866,-99.66722129783693,99.45823927765235,75.28662420382167,38.94993894993894,91.43049932523617,0.9587020874023438,-99.83361053466797,99.45823669433594,75.45647430419922,39.0476188659668,72.46963500976562,0.9587020874023438,-99.83361053466797,99.45823669433594,75.45647430419922,39.0476188659668,75.70850372314453
9,0.3027,0.6637168141592866,-99.66722129783693,99.45823927765235,75.28662420382167,38.94993894993894,89.94601889338732,0.9587020874023438,-99.83361053466797,99.45823669433594,75.45647430419922,39.0476188659668,69.16329193115234,0.9587020874023438,-99.83361053466797,99.45823669433594,75.45647430419922,39.0476188659668,72.46963500976562
10,0.3358,0.6637168141592866,-99.66722129783693,99.45823927765235,75.28662420382167,38.94993894993894,88.12415654520917,0.9587020874023438,-99.83361053466797,99.45823669433594,75.45647430419922,39.0476188659668,65.99190521240234,0.9587020874023438,-99.83361053466797,99.45823669433594,75.45647430419922,39.0476188659668,69.16329193115234
11,0.3692,0.6637168141592866,-99.66722129783693,99.45823927765235,75.28662420382167,38.94993894993894,86.09986504723346,0.9587020874023438,-99.83361053466797,99.45823669433594,75.45647430419922,39.0476188659668,64.03508758544922,0.9587020874023438,-99.83361053466797,99.45823669433594,75.45647430419922,39.0476188659668,65.99190521240234
12,0.4025,0.6637168141592866,-99.66722129783693,99.45823927765235,75.28662420382167,38.94993894993894,83.73819163292848,0.9587020874023438,-99.83361053466797,99.45823669433594,75.45647430419922,39.0476188659668,62.75303649902344,0.9587020874023438,-99.83361053466797,99.45823669433594,75.45647430419922,39.0476188659668,64.03508758544922
13,0.4363,0.6637168141592866,-99.66722129783693,99.45823927765235,75.28662420382167,38.94993894993894,81.10661268556005,0.9587020874023438,-99.83361053466797,99.45823669433594,75.45647430419922,39.0476188659668,61.8758430480957,0.9587020874023438,-99.83361053466797,99.45823669433594,75.45647430419922,39.0476188659668,62.75303649902344
14,0.4694,0.6637168141592866,-99.66722129783693,99.45823927765235,75.28662420382167,38.94993894993894,78.40755735492577,0.9587020874023438,-99.83361053466797,99.45823669433594,75.45647430419922,39.0476188659668,61.2685546875,0.9587020874023438,-99.83361053466797,99.45823669433594,75.45647430419922,39.0476188659668,61.8758430480957
15,0.5028,0.6637168141592866,-99.66722129783693,99.45823927765235,75.28662420382167,38.94993894993894,75.77597840755736,0.9587020874023438,-99.83361053466797,99.45823669433594,75.45647430419922,39.0476188659668,60.931175231933594,0.9587020874023438,-99.83361053466797,99.45823669433594,75.45647430419922,39.0476188659668,61.2685546875
16,0.5361,0.6637168141592866,-99.66722129783693,99.45823927765235,75.28662420382167,38.94993894993894,73.21187584345479,0.9587020874023438,-99.83361053466797,99.45823669433594,75.45647430419922,39.0476188659668,60.66127014160156,0.9587020874023438,-99.83361053466797,99.45823669433594,75.45647430419922,39.0476188659668,60.931175231933594
17,0.5696,0.6637168141592866,-99.66722129783693,99.45823927765235,75.28662420382167,38.94993894993894,70.98515519568151,0.9587020874023438,-99.83361053466797,99.45823669433594,75.45647430419922,39.0476188659668,60.52631759643555,0.9587020874023438,-99.83361053466797,99.45823669433594,75.45647430419922,39.0476188659668,60.66127014160156
18,0.6034,0.6637168141592866,-99.66722129783693,99.45823927765235,75.28662420382167,38.94993894993894,68.82591093117408,0.9587020874023438,-99.83361053466797,99.45823669433594,75.45647430419922,39.0476188659668,60.391361236572266,0.9587020874023438,-99.83361053466797,99.45823669433594,75.45647430419922,39.0476188659668,60.52631759643555
19,0.6369,0.6637168141592866,-99.66722129783693,99.45823927765235,75.28662420382167,38.94993894993894,66.80161943319838,0.9587020874023438,-99.83361053466797,99.45823669433594,75.45647430419922,39.0476188659668,60.391361236572266,0.9587020874023438,-99.83361053466797,99.45823669433594,75.45647430419922,39.0476188659668,60.391361236572266
20,0.6699,0.6637168141592866,-99.66722129783693,99.45823927765235,75.28662420382167,38.94993894993894,65.18218623481782,0.9587020874023438,-99.83361053466797,99.45823669433594,75.45647430419922,39.0476188659668,60.391361236572266,0.9587020874023438,-99.83361053466797,99.45823669433594,75.45647430419922,39.0476188659668,60.391361236572266
21,0.7033,0.6637168141592866,-99.66722129783693,99.45823927765235,75.28662420382167,38.94993894993894,63.83265856950068,0.9587020874023438,-99.83361053466797,99.45823669433594,75.45647430419922,39.0476188659668,60.391361236572266,0.9587020874023438,-99.83361053466797,99.45823669433594,75.45647430419922,39.0476188659668,60.391361236572266
22,0.7371,0.6637168141592866,-99.66722129783693,99.45823927765235,75.28662420382167,38.94993894993894,62.82051282051282,0.9587020874023438,-99.83361053466797,99.45823669433594,75.45647430419922,39.0476188659668,60.391361236572266,0.9587020874023438,-99.83361053466797,99.45823669433594,75.45647430419922,39.0476188659668,60.391361236572266
