step,t_s,state.shoulder_pan,state.shoulder_lift,state.elbow_flex,state.wrist_flex,state.wrist_roll,state.gripper,cmd.shoulder_pan,cmd.shoulder_lift,cmd.elbow_flex,cmd.wrist_flex,cmd.wrist_roll,cmd.gripper,rec.shoulder_pan,rec.shoulder_lift,rec.elbow_flex,rec.wrist_flex,rec.wrist_roll,rec.gripper
0,0.0013,0.9587020648967695,-99.08485856905158,99.36794582392776,75.20169851380044,39.04761904761904,93.85964912280701,0.8849557638168335,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,94.46693420410156,0.8849557638168335,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,94.46693420410156
1,0.0347,0.9587020648967695,-99.08485856905158,99.36794582392776,75.20169851380044,39.04761904761904,93.85964912280701,0.8849557638168335,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,94.39945983886719,0.8849557638168335,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,94.46693420410156
2,0.0682,0.9587020648967695,-99.08485856905158,99.36794582392776,75.20169851380044,39.04761904761904,93.92712550607287,0.8849557638168335,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,92.37516784667969,0.8849557638168335,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,94.39945983886719
3,0.1021,0.9587020648967695,-99.08485856905158,99.36794582392776,75.20169851380044,39.04761904761904,93.99460188933874,0.8849557638168335,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,89.20378112792969,0.8849557638168335,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,92.37516784667969
4,0.1352,0.9587020648967695,-99.16805324459234,99.36794582392776,75.20169851380044,39.04761904761904,93.79217273954116,0.8849557638168335,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,85.96491241455078,0.8849557638168335,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,89.20378112792969
5,0.1686,0.9587020648967695,-99.33444259567388,99.36794582392776,75.20169851380044,39.04761904761904,92.3076923076923,0.8849557638168335,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,82.59109497070312,0.8849557638168335,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,85.96491241455078
6,0.2026,0.9587020648967695,-99.50083194675541,99.36794582392776,75.20169851380044,39.04761904761904,89.87854251012146,0.8849557638168335,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,79.28475189208984,0.8849557638168335,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,82.59109497070312
7,0.236,0.9587020648967695,-99.58402662229618,99.36794582392776,75.20169851380044,39.04761904761904,87.38191632928475,0.8849557638168335,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,75.97840881347656,0.8849557638168335,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,79.28475189208984
8,0.2693,0.9587020648967695,-99.58402662229618,99.36794582392776,75.20169851380044,39.04761904761904,84.4804318488529,0.8849557638168335,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,72.6045913696289,0.8849557638168335,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,75.97840881347656
9,0.3023,0.9587020648967695,-99.58402662229618,99.36794582392776,75.20169851380044,39.04761904761904,81.5114709851552,0.8849557638168335,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,69.29824829101562,0.8849557638168335,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,72.6045913696289
10,0.3356,0.9587020648967695,-99.58402662229618,99.36794582392776,75.20169851380044,39.04761904761904,78.34008097165992,0.8849557638168335,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,66.19432830810547,0.8849557638168335,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,69.29824829101562
11,0.369,0.9587020648967695,-99.58402662229618,99.36794582392776,75.20169851380044,39.04761904761904,75.16869095816465,0.8849557638168335,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,64.1025619506836,0.8849557638168335,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,66.19432830810547
12,0.4025,0.9587020648967695,-99.58402662229618,99.36794582392776,75.20169851380044,39.04761904761904,71.99730094466936,0.8849557638168335,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,62.82051467895508,0.8849557638168335,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,64.1025619506836
13,0.4358,0.9587020648967695,-99.58402662229618,99.36794582392776,75.20169851380044,39.04761904761904,69.09581646423752,0.8849557638168335,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,61.943321228027344,0.8849557638168335,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,62.82051467895508
14,0.4693,0.9587020648967695,-99.58402662229618,99.36794582392776,75.20169851380044,39.04761904761904,66.53171390013495,0.8849557638168335,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,61.33603286743164,0.8849557638168335,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,61.943321228027344
15,0.5026,0.9587020648967695,-99.58402662229618,99.36794582392776,75.20169851380044,39.04761904761904,64.84480431848853,0.8849557638168335,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,60.931175231933594,0.8849557638168335,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,61.33603286743164
16,0.5361,0.9587020648967695,-99.58402662229618,99.36794582392776,75.20169851380044,39.04761904761904,63.56275303643725,0.8849557638168335,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,60.66127014160156,0.8849557638168335,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,60.931175231933594
17,0.5695,0.9587020648967695,-99.58402662229618,99.36794582392776,75.20169851380044,39.04761904761904,62.685560053981106,0.9587020874023438,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,60.52631759643555,0.8849557638168335,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,60.66127014160156
18,0.6029,0.9587020648967695,-99.58402662229618,99.36794582392776,75.20169851380044,39.04761904761904,61.943319838056674,0.9587020874023438,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,60.391361236572266,0.9587020874023438,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,60.52631759643555
19,0.6363,0.9587020648967695,-99.58402662229618,99.36794582392776,75.20169851380044,39.04761904761904,61.47098515519568,0.9587020874023438,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,60.32388687133789,0.9587020874023438,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,60.391361236572266
20,0.6697,0.9587020648967695,-99.58402662229618,99.36794582392776,75.20169851380044,39.04761904761904,61.1336032388664,1.032448410987854,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,60.32388687133789,0.9587020874023438,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,60.32388687133789
21,0.7031,0.9587020648967695,-99.58402662229618,99.36794582392776,75.20169851380044,39.04761904761904,60.93117408906883,1.032448410987854,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,60.32388687133789,1.032448410987854,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,60.32388687133789
22,0.7366,0.9587020648967695,-99.58402662229618,99.36794582392776,75.20169851380044,39.04761904761904,60.72874493927125,1.032448410987854,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,60.32388687133789,1.032448410987854,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,60.32388687133789
23,0.7699,0.9587020648967695,-99.58402662229618,99.36794582392776,75.20169851380044,39.04761904761904,60.72874493927125,1.032448410987854,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,60.32388687133789,1.032448410987854,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,60.32388687133789
24,0.8033,0.9587020648967695,-99.58402662229618,99.36794582392776,75.20169851380044,39.04761904761904,60.72874493927125,1.032448410987854,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,60.32388687133789,1.032448410987854,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,60.32388687133789
25,0.837,0.9587020648967695,-99.58402662229618,99.36794582392776,75.20169851380044,39.04761904761904,60.72874493927125,1.032448410987854,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,60.32388687133789,1.032448410987854,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,60.32388687133789
26,0.8702,0.9587020648967695,-99.58402662229618,99.36794582392776,75.20169851380044,39.04761904761904,60.72874493927125,1.032448410987854,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,60.32388687133789,1.032448410987854,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,60.32388687133789
27,0.9036,0.9587020648967695,-99.58402662229618,99.36794582392776,75.20169851380044,39.04761904761904,60.72874493927125,1.032448410987854,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,60.32388687133789,1.032448410987854,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,60.32388687133789
28,0.937,0.9587020648967695,-99.58402662229618,99.36794582392776,75.20169851380044,39.04761904761904,60.72874493927125,1.032448410987854,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,60.32388687133789,1.032448410987854,-99.83361053466797,99.3679428100586,75.28662109375,39.0476188659668,60.32388687133789
