timestamp,kind,value
2026-08-05T04:06:28.656797+00:00,bat,36
2026-08-05T04:10:38.348074+00:00,bat,36
2026-08-05T04:16:42.269666+00:00,bat,35
2026-08-05T04:22:06.564833+00:00,bat,34
2026-08-05T04:35:54.941370+00:00,bat,32
