step,t_s,state.elbow_flex,state.gripper,state.shoulder_lift,state.shoulder_pan,state.wrist_flex,state.wrist_roll,cmd.elbow_flex,cmd.gripper,cmd.shoulder_lift,cmd.shoulder_pan,cmd.wrist_flex,cmd.wrist_roll
0,0.6196,99.458,93.387,-99.584,-0.074,75.541,39.096,106.334,64.652,-110.209,-0.661,86.437,39.035
1,0.6346,99.458,93.387,-99.584,-0.074,75.541,39.096,106.254,64.647,-110.266,-0.637,86.358,39.036
2,0.6686,99.458,93.387,-99.584,-0.074,75.541,39.096,106.351,64.648,-110.194,-0.649,86.432,39.035
3,0.6999,99.458,93.252,-99.584,-0.221,75.541,39.096,106.256,64.494,-110.452,-0.559,86.444,39.037
4,0.7328,99.458,91.296,-99.584,-0.295,76.051,39.096,106.319,64.614,-110.268,-0.661,86.412,39.037
5,0.7662,99.458,88.259,-99.75,-0.295,76.391,39.243,106.316,64.554,-110.261,-0.577,86.307,39.037
6,0.7999,99.368,85.155,-100.0,-0.295,76.985,39.243,106.237,64.377,-110.651,-0.488,86.423,39.038
7,0.8331,99.368,81.849,-100.0,-0.295,77.58,39.243,106.18,64.33,-110.546,-0.436,86.321,39.038
8,0.8666,99.097,78.543,-100.0,-0.295,78.004,39.292,106.102,64.288,-110.474,-0.366,86.006,39.039
9,0.9,98.916,75.304,-100.0,-0.369,78.514,39.341,106.138,64.471,-110.236,-0.454,86.019,39.038
10,0.9333,98.916,72.065,-100.0,-0.369,78.769,39.389,105.824,63.985,-110.865,-0.26,86.114,39.038
11,0.9667,98.826,69.568,-100.0,-0.369,78.938,39.389,105.843,64.007,-110.851,-0.266,86.125,39.039
12,1.0006,98.826,67.679,-100.0,-0.295,78.938,39.389,105.944,64.173,-110.544,-0.304,85.934,39.038
13,1.034,98.826,66.397,-100.0,-0.295,78.938,39.389,105.126,63.062,-110.64,0.187,84.923,39.044
14,1.0673,98.826,65.722,-100.0,-0.295,78.938,39.389,105.414,63.421,-110.914,-0.013,85.503,39.042
15,1.1011,98.826,64.98,-100.0,-0.295,78.938,39.389,105.302,63.324,-110.751,0.085,85.204,39.042
16,1.134,98.826,64.305,-100.0,-0.221,78.938,39.389,105.466,63.553,-110.894,-0.052,85.565,39.041
17,1.1675,98.826,64.103,-100.0,-0.221,78.938,39.389,105.443,63.495,-110.466,0.097,84.938,39.042
18,1.2005,98.826,63.968,-100.0,-0.221,78.938,39.389,105.326,63.312,-110.762,0.091,85.266,39.041
19,1.2339,98.826,63.968,-100.0,-0.221,78.938,39.389,105.215,63.204,-110.669,0.138,84.919,39.046
20,1.2675,98.826,63.833,-100.0,-0.221,78.938,39.389,105.105,63.178,-110.587,0.183,84.828,39.044
21,1.3007,98.826,63.63,-100.0,-0.221,78.938,39.389,105.297,63.373,-110.386,0.112,84.826,39.043
