step,t_s,state.elbow_flex,state.gripper,state.shoulder_lift,state.shoulder_pan,state.wrist_flex,state.wrist_roll,cmd.elbow_flex,cmd.gripper,cmd.shoulder_lift,cmd.shoulder_pan,cmd.wrist_flex,cmd.wrist_roll
0,0.5971,99.458,93.522,-99.75,-0.147,75.541,39.048,106.125,64.925,-110.29,-0.774,88.263,39.027
1,0.6064,99.458,93.522,-99.75,-0.147,75.541,39.048,106.029,64.928,-110.344,-0.748,88.196,39.028
2,0.6399,99.458,93.522,-99.75,-0.147,75.541,39.048,106.139,64.92,-110.275,-0.768,88.223,39.027
3,0.6762,99.458,93.455,-99.917,-0.147,76.306,39.048,106.006,64.739,-110.598,-0.673,88.504,39.028
4,0.7102,99.368,91.498,-100.0,-0.147,77.41,39.194,106.103,64.885,-110.372,-0.774,88.259,39.029
5,0.7437,98.826,88.462,-100.0,-0.442,79.023,39.389,106.082,64.814,-110.429,-0.696,88.235,39.029
6,0.7771,98.736,85.223,-100.0,-0.516,79.533,39.389,105.96,64.642,-110.809,-0.62,88.581,39.029
7,0.8105,98.736,82.051,-100.0,-0.516,79.533,39.438,105.896,64.576,-110.745,-0.559,88.583,39.028
8,0.8448,98.736,78.745,-100.0,-0.369,79.533,39.438,105.793,64.552,-110.682,-0.49,88.313,39.03
9,0.8779,98.736,75.506,-100.0,-0.295,79.533,39.438,105.87,64.738,-110.433,-0.584,88.111,39.03
10,0.9111,98.736,72.267,-100.0,-0.295,79.533,39.438,105.405,64.192,-111.101,-0.363,88.821,39.028
11,0.9448,98.736,69.906,-100.0,-0.295,79.533,39.438,105.446,64.255,-111.074,-0.384,88.746,39.029
12,0.9791,98.736,67.949,-100.0,-0.295,79.533,39.438,105.596,64.433,-110.8,-0.431,88.461,39.029
13,1.0112,98.736,66.667,-100.0,-0.295,79.533,39.438,104.083,63.288,-110.984,0.027,88.865,39.034
14,1.0446,98.736,65.992,-100.0,-0.295,79.533,39.438,104.681,63.648,-111.21,-0.142,88.893,39.031
