step,t_s,state.elbow_flex,state.gripper,state.shoulder_lift,state.shoulder_pan,state.wrist_flex,state.wrist_roll,cmd.elbow_flex,cmd.gripper,cmd.shoulder_lift,cmd.shoulder_pan,cmd.wrist_flex,cmd.wrist_roll
0,0.5862,99.458,93.657,-99.834,0.0,75.626,38.95,106.226,64.909,-110.314,-0.606,87.998,38.983
1,0.5981,99.458,93.657,-99.834,0.0,75.626,38.95,106.131,64.898,-110.372,-0.583,87.947,38.984
2,0.6319,99.458,93.657,-99.834,0.0,75.626,38.95,106.244,64.898,-110.295,-0.599,87.971,38.983
3,0.6668,99.458,93.522,-99.917,0.0,76.391,38.95,106.108,64.728,-110.596,-0.494,88.177,38.983
4,0.6995,99.458,91.498,-100.0,0.0,77.41,39.096,106.212,64.86,-110.391,-0.599,88.003,38.984
5,0.7331,98.916,88.529,-100.0,-0.147,78.938,39.292,106.19,64.784,-110.422,-0.508,87.947,38.985
6,0.7665,98.826,85.29,-100.0,-0.147,79.448,39.341,106.04,64.598,-110.831,-0.413,88.247,38.984
7,0.7999,98.826,82.051,-100.0,-0.221,79.533,39.341,105.986,64.57,-110.732,-0.374,88.221,38.984
8,0.8334,98.826,78.745,-100.0,-0.074,79.533,39.341,105.868,64.523,-110.685,-0.299,87.949,38.986
9,0.8668,98.826,75.574,-100.0,0.0,79.533,39.341,105.974,64.723,-110.4,-0.394,87.773,38.986
10,0.9003,98.826,72.335,-100.0,0.0,79.533,39.341,105.484,64.191,-111.119,-0.18,88.342,38.987
11,0.9339,98.826,69.906,-100.0,-0.074,79.533,39.341,105.507,64.21,-111.09,-0.187,88.302,38.987
12,0.9672,98.826,68.016,-100.0,-0.074,79.533,39.341,105.669,64.392,-110.794,-0.229,88.04,38.986
13,1.0007,98.826,66.667,-100.0,-0.074,79.533,39.341,104.36,63.354,-111.173,0.235,87.979,38.994
14,1.0341,98.826,65.992,-100.0,0.0,79.533,39.341,104.843,63.697,-111.334,0.055,88.228,38.992
15,1.0676,98.826,65.182,-100.0,0.0,79.533,39.341,104.691,63.602,-111.244,0.148,88.044,38.993
16,1.1009,98.826,64.507,-100.0,0.0,79.533,39.341,104.974,63.826,-111.27,0.006,88.177,38.991
17,1.1345,98.826,64.305,-100.0,0.0,79.533,39.341,104.917,63.794,-110.893,0.139,87.699,38.992
18,1.1681,98.826,64.305,-100.0,0.0,79.533,39.341,104.707,63.603,-111.241,0.143,88.11,38.992
19,1.2013,98.826,64.305,-100.0,0.0,79.533,39.341,104.525,63.486,-111.212,0.181,87.83,38.996
20,1.2348,98.826,64.17,-100.0,0.0,79.533,39.341,104.383,63.48,-111.129,0.222,87.817,38.994
21,1.268,98.826,63.9,-100.0,0.0,79.533,39.341,104.656,63.651,-110.859,0.158,87.684,38.994
22,1.3017,98.826,63.833,-100.0,0.0,79.533,39.341,104.393,63.383,-111.184,0.202,87.921,38.995
23,1.335,98.826,63.833,-100.0,0.0,79.533,39.341,104.51,63.486,-111.268,0.16,88.069,38.993
24,1.3687,98.826,63.833,-100.0,0.0,79.533,39.341,104.522,63.458,-111.219,0.183,87.936,38.993
25,1.4027,98.826,63.833,-100.0,0.0,79.533,39.341,104.249,63.374,-110.963,0.294,87.668,38.995
26,1.4354,98.826,63.833,-100.0,0.0,79.533,39.341,104.487,63.504,-111.037,0.195,87.621,38.996
27,1.4693,98.826,63.833,-100.0,0.0,79.533,39.341,104.285,63.4,-111.13,0.229,87.875,38.995
28,1.5025,98.826,63.833,-100.0,0.0,79.533,39.341,104.889,63.755,-111.166,0.074,87.988,38.993
29,1.5359,98.826,63.833,-100.0,0.0,79.533,39.341,104.508,63.467,-111.272,0.203,88.022,38.994
